"Step","baseline-ts - train/loss","baseline-ts - train/loss__MIN","baseline-ts - train/loss__MAX","baseline-ts-lr0.001 - train/loss","baseline-ts-lr0.001 - train/loss__MIN","baseline-ts-lr0.001 - train/loss__MAX","baseline-ts-wo_rope - train/loss","baseline-ts-wo_rope - train/loss__MIN","baseline-ts-wo_rope - train/loss__MAX","baseline-ts-lr0.001-wo_rope - train/loss","baseline-ts-lr0.001-wo_rope - train/loss__MIN","baseline-ts-lr0.001-wo_rope - train/loss__MAX","baseline-ts-lr0.0003 - train/loss","baseline-ts-lr0.0003 - train/loss__MIN","baseline-ts-lr0.0003 - train/loss__MAX","baseline-ts-lr0.0003-wo_rope - train/loss","baseline-ts-lr0.0003-wo_rope - train/loss__MIN","baseline-ts-lr0.0003-wo_rope - train/loss__MAX"
"1380","1.7115797996520996","1.7115797996520996","1.7115797996520996","1.8854742050170898","1.8854742050170898","1.8854742050170898","1.854350209236145","1.854350209236145","1.854350209236145","1.9738305807113647","1.9738305807113647","1.9738305807113647","2.1211090087890625","2.1211090087890625","2.1211090087890625","2.3022384643554688","2.3022384643554688","2.3022384643554688"
"1390","1.7599475383758545","1.7599475383758545","1.7599475383758545","1.8417854309082031","1.8417854309082031","1.8417854309082031","1.8534936904907227","1.8534936904907227","1.8534936904907227","2.04020094871521","2.04020094871521","2.04020094871521","2.052496910095215","2.052496910095215","2.052496910095215","2.3991687297821045","2.3991687297821045","2.3991687297821045"
"1400","1.7371034622192383","1.7371034622192383","1.7371034622192383","1.8437457084655762","1.8437457084655762","1.8437457084655762","1.870994210243225","1.870994210243225","1.870994210243225","1.9379115104675293","1.9379115104675293","1.9379115104675293","2.103968858718872","2.103968858718872","2.103968858718872","2.4215917587280273","2.4215917587280273","2.4215917587280273"
"1410","1.7926170825958252","1.7926170825958252","1.7926170825958252","1.8719091415405273","1.8719091415405273","1.8719091415405273","1.8915349245071411","1.8915349245071411","1.8915349245071411","1.9318702220916748","1.9318702220916748","1.9318702220916748","2.079200267791748","2.079200267791748","2.079200267791748","2.395951509475708","2.395951509475708","2.395951509475708"
"1420","1.7373743057250977","1.7373743057250977","1.7373743057250977","1.8086659908294678","1.8086659908294678","1.8086659908294678","1.8088123798370361","1.8088123798370361","1.8088123798370361","1.9626785516738892","1.9626785516738892","1.9626785516738892","2.1304187774658203","2.1304187774658203","2.1304187774658203","2.4243831634521484","2.4243831634521484","2.4243831634521484"
"1430","1.7739028930664062","1.7739028930664062","1.7739028930664062","1.8385002613067627","1.8385002613067627","1.8385002613067627","1.880737066268921","1.880737066268921","1.880737066268921","1.8999353647232056","1.8999353647232056","1.8999353647232056","2.115919828414917","2.115919828414917","2.115919828414917","2.327162504196167","2.327162504196167","2.327162504196167"
"1440","1.7271276712417603","1.7271276712417603","1.7271276712417603","1.899078130722046","1.899078130722046","1.899078130722046","1.8187962770462036","1.8187962770462036","1.8187962770462036","1.964796543121338","1.964796543121338","1.964796543121338","2.128190279006958","2.128190279006958","2.128190279006958","2.4175329208374023","2.4175329208374023","2.4175329208374023"
"1450","1.7131599187850952","1.7131599187850952","1.7131599187850952","1.8649020195007324","1.8649020195007324","1.8649020195007324","1.8115549087524414","1.8115549087524414","1.8115549087524414","1.8784821033477783","1.8784821033477783","1.8784821033477783","2.141173839569092","2.141173839569092","2.141173839569092","2.349663734436035","2.349663734436035","2.349663734436035"
"1460","1.7420117855072021","1.7420117855072021","1.7420117855072021","1.8934946060180664","1.8934946060180664","1.8934946060180664","1.8098317384719849","1.8098317384719849","1.8098317384719849","1.931668758392334","1.931668758392334","1.931668758392334","2.1328046321868896","2.1328046321868896","2.1328046321868896","2.307307243347168","2.307307243347168","2.307307243347168"
"1470","1.7731698751449585","1.7731698751449585","1.7731698751449585","1.821789264678955","1.821789264678955","1.821789264678955","1.8324308395385742","1.8324308395385742","1.8324308395385742","1.9238481521606445","1.9238481521606445","1.9238481521606445","2.087306499481201","2.087306499481201","2.087306499481201","2.356104850769043","2.356104850769043","2.356104850769043"
"1480","1.763331413269043","1.763331413269043","1.763331413269043","1.7885403633117676","1.7885403633117676","1.7885403633117676","1.8221044540405273","1.8221044540405273","1.8221044540405273","1.945145845413208","1.945145845413208","1.945145845413208","2.0862834453582764","2.0862834453582764","2.0862834453582764","2.2888565063476562","2.2888565063476562","2.2888565063476562"
"1490","1.7163965702056885","1.7163965702056885","1.7163965702056885","1.8123445510864258","1.8123445510864258","1.8123445510864258","1.769696593284607","1.769696593284607","1.769696593284607","1.952396035194397","1.952396035194397","1.952396035194397","2.13377046585083","2.13377046585083","2.13377046585083","2.2647063732147217","2.2647063732147217","2.2647063732147217"
"1500","1.7118440866470337","1.7118440866470337","1.7118440866470337","1.7997430562973022","1.7997430562973022","1.7997430562973022","1.792614459991455","1.792614459991455","1.792614459991455","1.918199062347412","1.918199062347412","1.918199062347412","2.078622817993164","2.078622817993164","2.078622817993164","2.327456474304199","2.327456474304199","2.327456474304199"
"1510","1.741294264793396","1.741294264793396","1.741294264793396","1.7891199588775635","1.7891199588775635","1.7891199588775635","1.8016927242279053","1.8016927242279053","1.8016927242279053","1.9995038509368896","1.9995038509368896","1.9995038509368896","2.0870981216430664","2.0870981216430664","2.0870981216430664","2.3283724784851074","2.3283724784851074","2.3283724784851074"
"1520","1.7153406143188477","1.7153406143188477","1.7153406143188477","1.8586002588272095","1.8586002588272095","1.8586002588272095","1.806394100189209","1.806394100189209","1.806394100189209","1.9329841136932373","1.9329841136932373","1.9329841136932373","2.098473072052002","2.098473072052002","2.098473072052002","2.3427915573120117","2.3427915573120117","2.3427915573120117"
"1530","1.6496586799621582","1.6496586799621582","1.6496586799621582","1.8102405071258545","1.8102405071258545","1.8102405071258545","1.8019992113113403","1.8019992113113403","1.8019992113113403","1.903247594833374","1.903247594833374","1.903247594833374","2.146130084991455","2.146130084991455","2.146130084991455","2.3237152099609375","2.3237152099609375","2.3237152099609375"
"1540","1.6535141468048096","1.6535141468048096","1.6535141468048096","1.8568556308746338","1.8568556308746338","1.8568556308746338","1.849937915802002","1.849937915802002","1.849937915802002","1.9448785781860352","1.9448785781860352","1.9448785781860352","2.0805325508117676","2.0805325508117676","2.0805325508117676","2.308814764022827","2.308814764022827","2.308814764022827"
"1550","1.6837120056152344","1.6837120056152344","1.6837120056152344","1.790297031402588","1.790297031402588","1.790297031402588","1.8214035034179688","1.8214035034179688","1.8214035034179688","1.943267583847046","1.943267583847046","1.943267583847046","2.063573122024536","2.063573122024536","2.063573122024536","2.2201638221740723","2.2201638221740723","2.2201638221740723"
"1560","1.67830491065979","1.67830491065979","1.67830491065979","1.8209939002990723","1.8209939002990723","1.8209939002990723","1.7865108251571655","1.7865108251571655","1.7865108251571655","2.036376476287842","2.036376476287842","2.036376476287842","2.1104941368103027","2.1104941368103027","2.1104941368103027","2.3028311729431152","2.3028311729431152","2.3028311729431152"
"1570","1.7035534381866455","1.7035534381866455","1.7035534381866455","1.8398027420043945","1.8398027420043945","1.8398027420043945","1.7414655685424805","1.7414655685424805","1.7414655685424805","1.909006118774414","1.909006118774414","1.909006118774414","2.089031219482422","2.089031219482422","2.089031219482422","2.329017400741577","2.329017400741577","2.329017400741577"
"1580","1.7185286283493042","1.7185286283493042","1.7185286283493042","1.774984359741211","1.774984359741211","1.774984359741211","1.7898755073547363","1.7898755073547363","1.7898755073547363","1.9432436227798462","1.9432436227798462","1.9432436227798462","2.07704758644104","2.07704758644104","2.07704758644104","2.293503761291504","2.293503761291504","2.293503761291504"
"1590","1.6977273225784302","1.6977273225784302","1.6977273225784302","1.7635477781295776","1.7635477781295776","1.7635477781295776","1.788710355758667","1.788710355758667","1.788710355758667","1.9387545585632324","1.9387545585632324","1.9387545585632324","2.0847878456115723","2.0847878456115723","2.0847878456115723","2.2921247482299805","2.2921247482299805","2.2921247482299805"
"1600","1.6904323101043701","1.6904323101043701","1.6904323101043701","1.8083308935165405","1.8083308935165405","1.8083308935165405","1.7878615856170654","1.7878615856170654","1.7878615856170654","1.957573652267456","1.957573652267456","1.957573652267456","2.0961720943450928","2.0961720943450928","2.0961720943450928","2.3115711212158203","2.3115711212158203","2.3115711212158203"
"1610","1.7393211126327515","1.7393211126327515","1.7393211126327515","1.8099174499511719","1.8099174499511719","1.8099174499511719","1.7860183715820312","1.7860183715820312","1.7860183715820312","1.8354333639144897","1.8354333639144897","1.8354333639144897","1.9559757709503174","1.9559757709503174","1.9559757709503174","2.169459819793701","2.169459819793701","2.169459819793701"
"1620","1.755433440208435","1.755433440208435","1.755433440208435","1.7476913928985596","1.7476913928985596","1.7476913928985596","1.7466108798980713","1.7466108798980713","1.7466108798980713","1.9552886486053467","1.9552886486053467","1.9552886486053467","1.9751158952713013","1.9751158952713013","1.9751158952713013","2.2627058029174805","2.2627058029174805","2.2627058029174805"
"1630","1.7044553756713867","1.7044553756713867","1.7044553756713867","1.7960991859436035","1.7960991859436035","1.7960991859436035","1.8124170303344727","1.8124170303344727","1.8124170303344727","1.9284133911132812","1.9284133911132812","1.9284133911132812","2.0398905277252197","2.0398905277252197","2.0398905277252197","2.2185916900634766","2.2185916900634766","2.2185916900634766"
"1640","1.6992297172546387","1.6992297172546387","1.6992297172546387","1.8032293319702148","1.8032293319702148","1.8032293319702148","1.7930041551589966","1.7930041551589966","1.7930041551589966","1.9330463409423828","1.9330463409423828","1.9330463409423828","2.0393786430358887","2.0393786430358887","2.0393786430358887","2.2649922370910645","2.2649922370910645","2.2649922370910645"
"1650","1.7440582513809204","1.7440582513809204","1.7440582513809204","1.7876635789871216","1.7876635789871216","1.7876635789871216","1.8153612613677979","1.8153612613677979","1.8153612613677979","1.927168846130371","1.927168846130371","1.927168846130371","1.9863829612731934","1.9863829612731934","1.9863829612731934","2.2297325134277344","2.2297325134277344","2.2297325134277344"
"1660","1.7623813152313232","1.7623813152313232","1.7623813152313232","1.7731560468673706","1.7731560468673706","1.7731560468673706","1.716344952583313","1.716344952583313","1.716344952583313","1.8775887489318848","1.8775887489318848","1.8775887489318848","2.057542324066162","2.057542324066162","2.057542324066162","2.278296947479248","2.278296947479248","2.278296947479248"
"1670","1.6895523071289062","1.6895523071289062","1.6895523071289062","1.750551700592041","1.750551700592041","1.750551700592041","1.7664399147033691","1.7664399147033691","1.7664399147033691","1.9269886016845703","1.9269886016845703","1.9269886016845703","2.0537376403808594","2.0537376403808594","2.0537376403808594","2.1568093299865723","2.1568093299865723","2.1568093299865723"
"1680","1.689422369003296","1.689422369003296","1.689422369003296","1.7980647087097168","1.7980647087097168","1.7980647087097168","1.7599427700042725","1.7599427700042725","1.7599427700042725","1.9539117813110352","1.9539117813110352","1.9539117813110352","2.0222506523132324","2.0222506523132324","2.0222506523132324","2.2671918869018555","2.2671918869018555","2.2671918869018555"
"1690","1.666060447692871","1.666060447692871","1.666060447692871","1.7584397792816162","1.7584397792816162","1.7584397792816162","1.8056106567382812","1.8056106567382812","1.8056106567382812","1.9264891147613525","1.9264891147613525","1.9264891147613525","1.9704607725143433","1.9704607725143433","1.9704607725143433","2.221365451812744","2.221365451812744","2.221365451812744"
"1700","1.6783230304718018","1.6783230304718018","1.6783230304718018","1.7403266429901123","1.7403266429901123","1.7403266429901123","1.7487934827804565","1.7487934827804565","1.7487934827804565","1.865628719329834","1.865628719329834","1.865628719329834","2.004605770111084","2.004605770111084","2.004605770111084","2.1875221729278564","2.1875221729278564","2.1875221729278564"
"1710","1.6775131225585938","1.6775131225585938","1.6775131225585938","1.7833893299102783","1.7833893299102783","1.7833893299102783","1.7822163105010986","1.7822163105010986","1.7822163105010986","1.893902063369751","1.893902063369751","1.893902063369751","1.994807481765747","1.994807481765747","1.994807481765747","2.2511513233184814","2.2511513233184814","2.2511513233184814"
"1720","1.7075928449630737","1.7075928449630737","1.7075928449630737","1.7642465829849243","1.7642465829849243","1.7642465829849243","1.7868064641952515","1.7868064641952515","1.7868064641952515","1.8748779296875","1.8748779296875","1.8748779296875","2.0113131999969482","2.0113131999969482","2.0113131999969482","2.2362375259399414","2.2362375259399414","2.2362375259399414"
"1730","1.640383005142212","1.640383005142212","1.640383005142212","1.6750221252441406","1.6750221252441406","1.6750221252441406","1.7382354736328125","1.7382354736328125","1.7382354736328125","1.8590800762176514","1.8590800762176514","1.8590800762176514","1.9925920963287354","1.9925920963287354","1.9925920963287354","2.2217657566070557","2.2217657566070557","2.2217657566070557"
"1740","1.706873893737793","1.706873893737793","1.706873893737793","1.8057469129562378","1.8057469129562378","1.8057469129562378","1.7565617561340332","1.7565617561340332","1.7565617561340332","1.8805721998214722","1.8805721998214722","1.8805721998214722","2.005929470062256","2.005929470062256","2.005929470062256","2.1876277923583984","2.1876277923583984","2.1876277923583984"
"1750","1.6323201656341553","1.6323201656341553","1.6323201656341553","1.8147320747375488","1.8147320747375488","1.8147320747375488","1.7356232404708862","1.7356232404708862","1.7356232404708862","1.869083046913147","1.869083046913147","1.869083046913147","2.0523386001586914","2.0523386001586914","2.0523386001586914","2.2029683589935303","2.2029683589935303","2.2029683589935303"
"1760","1.6895579099655151","1.6895579099655151","1.6895579099655151","1.743370771408081","1.743370771408081","1.743370771408081","1.7873221635818481","1.7873221635818481","1.7873221635818481","1.8654568195343018","1.8654568195343018","1.8654568195343018","1.9708086252212524","1.9708086252212524","1.9708086252212524","2.189054012298584","2.189054012298584","2.189054012298584"
"1770","1.6104552745819092","1.6104552745819092","1.6104552745819092","1.8148949146270752","1.8148949146270752","1.8148949146270752","1.7774429321289062","1.7774429321289062","1.7774429321289062","1.8664360046386719","1.8664360046386719","1.8664360046386719","2.038278579711914","2.038278579711914","2.038278579711914","2.1236495971679688","2.1236495971679688","2.1236495971679688"
"1780","1.6848050355911255","1.6848050355911255","1.6848050355911255","1.8107157945632935","1.8107157945632935","1.8107157945632935","1.7555091381072998","1.7555091381072998","1.7555091381072998","1.8959593772888184","1.8959593772888184","1.8959593772888184","1.9718914031982422","1.9718914031982422","1.9718914031982422","2.18914532661438","2.18914532661438","2.18914532661438"
"1790","1.6346266269683838","1.6346266269683838","1.6346266269683838","1.7390897274017334","1.7390897274017334","1.7390897274017334","1.7288408279418945","1.7288408279418945","1.7288408279418945","1.8833167552947998","1.8833167552947998","1.8833167552947998","1.9768091440200806","1.9768091440200806","1.9768091440200806","2.182149887084961","2.182149887084961","2.182149887084961"
"1800","1.70564866065979","1.70564866065979","1.70564866065979","1.792528748512268","1.792528748512268","1.792528748512268","1.7360316514968872","1.7360316514968872","1.7360316514968872","1.8513658046722412","1.8513658046722412","1.8513658046722412","2.001030921936035","2.001030921936035","2.001030921936035","2.157839059829712","2.157839059829712","2.157839059829712"
"1810","1.6739730834960938","1.6739730834960938","1.6739730834960938","1.7819969654083252","1.7819969654083252","1.7819969654083252","1.7190604209899902","1.7190604209899902","1.7190604209899902","1.8095932006835938","1.8095932006835938","1.8095932006835938","1.9680538177490234","1.9680538177490234","1.9680538177490234","2.2298529148101807","2.2298529148101807","2.2298529148101807"
"1820","1.634490966796875","1.634490966796875","1.634490966796875","1.7466328144073486","1.7466328144073486","1.7466328144073486","1.748050332069397","1.748050332069397","1.748050332069397","1.8861491680145264","1.8861491680145264","1.8861491680145264","2.0243546962738037","2.0243546962738037","2.0243546962738037","2.1021318435668945","2.1021318435668945","2.1021318435668945"
"1830","1.6298651695251465","1.6298651695251465","1.6298651695251465","1.7640702724456787","1.7640702724456787","1.7640702724456787","1.7689074277877808","1.7689074277877808","1.7689074277877808","1.862473726272583","1.862473726272583","1.862473726272583","1.9415538311004639","1.9415538311004639","1.9415538311004639","2.1688334941864014","2.1688334941864014","2.1688334941864014"
"1840","1.6464521884918213","1.6464521884918213","1.6464521884918213","1.7067537307739258","1.7067537307739258","1.7067537307739258","1.7681463956832886","1.7681463956832886","1.7681463956832886","1.8381389379501343","1.8381389379501343","1.8381389379501343","2.0023601055145264","2.0023601055145264","2.0023601055145264","2.1223843097686768","2.1223843097686768","2.1223843097686768"
"1850","1.6511468887329102","1.6511468887329102","1.6511468887329102","1.7509164810180664","1.7509164810180664","1.7509164810180664","1.7767226696014404","1.7767226696014404","1.7767226696014404","1.8456449508666992","1.8456449508666992","1.8456449508666992","1.9876242876052856","1.9876242876052856","1.9876242876052856","2.1403958797454834","2.1403958797454834","2.1403958797454834"
"1860","1.681980013847351","1.681980013847351","1.681980013847351","1.7543144226074219","1.7543144226074219","1.7543144226074219","1.7386112213134766","1.7386112213134766","1.7386112213134766","1.8729077577590942","1.8729077577590942","1.8729077577590942","1.962153434753418","1.962153434753418","1.962153434753418","2.1271095275878906","2.1271095275878906","2.1271095275878906"
"1870","1.6911401748657227","1.6911401748657227","1.6911401748657227","1.7221190929412842","1.7221190929412842","1.7221190929412842","1.8429888486862183","1.8429888486862183","1.8429888486862183","1.8606370687484741","1.8606370687484741","1.8606370687484741","1.941179871559143","1.941179871559143","1.941179871559143","2.221896171569824","2.221896171569824","2.221896171569824"
"1880","1.6483540534973145","1.6483540534973145","1.6483540534973145","1.7643179893493652","1.7643179893493652","1.7643179893493652","1.73274827003479","1.73274827003479","1.73274827003479","1.8307480812072754","1.8307480812072754","1.8307480812072754","2.0034470558166504","2.0034470558166504","2.0034470558166504","2.1143293380737305","2.1143293380737305","2.1143293380737305"
"1890","1.6658047437667847","1.6658047437667847","1.6658047437667847","1.7244036197662354","1.7244036197662354","1.7244036197662354","1.7421917915344238","1.7421917915344238","1.7421917915344238","1.859493374824524","1.859493374824524","1.859493374824524","1.9326517581939697","1.9326517581939697","1.9326517581939697","2.1518969535827637","2.1518969535827637","2.1518969535827637"
"1900","1.6710376739501953","1.6710376739501953","1.6710376739501953","1.7188236713409424","1.7188236713409424","1.7188236713409424","1.7939109802246094","1.7939109802246094","1.7939109802246094","1.8087958097457886","1.8087958097457886","1.8087958097457886","1.9244887828826904","1.9244887828826904","1.9244887828826904","2.1170902252197266","2.1170902252197266","2.1170902252197266"
"1910","1.649651288986206","1.649651288986206","1.649651288986206","1.7653672695159912","1.7653672695159912","1.7653672695159912","1.7704994678497314","1.7704994678497314","1.7704994678497314","1.7561774253845215","1.7561774253845215","1.7561774253845215","1.9201629161834717","1.9201629161834717","1.9201629161834717","2.1393308639526367","2.1393308639526367","2.1393308639526367"
"1920","1.6384830474853516","1.6384830474853516","1.6384830474853516","1.7786197662353516","1.7786197662353516","1.7786197662353516","1.7176992893218994","1.7176992893218994","1.7176992893218994","1.9051933288574219","1.9051933288574219","1.9051933288574219","1.8645777702331543","1.8645777702331543","1.8645777702331543","2.2054667472839355","2.2054667472839355","2.2054667472839355"
"1930","1.6454861164093018","1.6454861164093018","1.6454861164093018","1.7029695510864258","1.7029695510864258","1.7029695510864258","1.7471697330474854","1.7471697330474854","1.7471697330474854","1.8051621913909912","1.8051621913909912","1.8051621913909912","1.9831677675247192","1.9831677675247192","1.9831677675247192","2.1075592041015625","2.1075592041015625","2.1075592041015625"
"1940","1.6827731132507324","1.6827731132507324","1.6827731132507324","1.7195265293121338","1.7195265293121338","1.7195265293121338","1.773317575454712","1.773317575454712","1.773317575454712","1.8760732412338257","1.8760732412338257","1.8760732412338257","1.9465699195861816","1.9465699195861816","1.9465699195861816","2.133183002471924","2.133183002471924","2.133183002471924"
"1950","1.623303771018982","1.623303771018982","1.623303771018982","1.7568116188049316","1.7568116188049316","1.7568116188049316","1.757379174232483","1.757379174232483","1.757379174232483","1.7690995931625366","1.7690995931625366","1.7690995931625366","1.9446897506713867","1.9446897506713867","1.9446897506713867","2.1127521991729736","2.1127521991729736","2.1127521991729736"
"1960","1.6235918998718262","1.6235918998718262","1.6235918998718262","1.732600450515747","1.732600450515747","1.732600450515747","1.7046400308609009","1.7046400308609009","1.7046400308609009","1.8117198944091797","1.8117198944091797","1.8117198944091797","1.9139381647109985","1.9139381647109985","1.9139381647109985","2.105353832244873","2.105353832244873","2.105353832244873"
"1970","1.6574387550354004","1.6574387550354004","1.6574387550354004","1.7293089628219604","1.7293089628219604","1.7293089628219604","1.669895887374878","1.669895887374878","1.669895887374878","1.8209192752838135","1.8209192752838135","1.8209192752838135","1.9294452667236328","1.9294452667236328","1.9294452667236328","2.110283851623535","2.110283851623535","2.110283851623535"
"1980","1.6188193559646606","1.6188193559646606","1.6188193559646606","1.7368980646133423","1.7368980646133423","1.7368980646133423","1.6581060886383057","1.6581060886383057","1.6581060886383057","1.839847207069397","1.839847207069397","1.839847207069397","1.906854510307312","1.906854510307312","1.906854510307312","2.1017379760742188","2.1017379760742188","2.1017379760742188"
"1990","1.6465429067611694","1.6465429067611694","1.6465429067611694","1.7055315971374512","1.7055315971374512","1.7055315971374512","1.6536473035812378","1.6536473035812378","1.6536473035812378","1.8628504276275635","1.8628504276275635","1.8628504276275635","1.9716119766235352","1.9716119766235352","1.9716119766235352","2.117405414581299","2.117405414581299","2.117405414581299"
"2000","1.6403586864471436","1.6403586864471436","1.6403586864471436","1.7178881168365479","1.7178881168365479","1.7178881168365479","1.7386149168014526","1.7386149168014526","1.7386149168014526","1.8847057819366455","1.8847057819366455","1.8847057819366455","1.9305744171142578","1.9305744171142578","1.9305744171142578","2.108365297317505","2.108365297317505","2.108365297317505"
"2010","1.6381034851074219","1.6381034851074219","1.6381034851074219","1.711348295211792","1.711348295211792","1.711348295211792","1.6946346759796143","1.6946346759796143","1.6946346759796143","1.8654597997665405","1.8654597997665405","1.8654597997665405","1.9453778266906738","1.9453778266906738","1.9453778266906738","2.087611436843872","2.087611436843872","2.087611436843872"
"2020","1.6490875482559204","1.6490875482559204","1.6490875482559204","1.7295159101486206","1.7295159101486206","1.7295159101486206","1.723839521408081","1.723839521408081","1.723839521408081","1.859238624572754","1.859238624572754","1.859238624572754","1.8611177206039429","1.8611177206039429","1.8611177206039429","2.082184314727783","2.082184314727783","2.082184314727783"
"2030","1.6308372020721436","1.6308372020721436","1.6308372020721436","1.7429301738739014","1.7429301738739014","1.7429301738739014","1.6884127855300903","1.6884127855300903","1.6884127855300903","1.8916947841644287","1.8916947841644287","1.8916947841644287","1.9785442352294922","1.9785442352294922","1.9785442352294922","2.098578453063965","2.098578453063965","2.098578453063965"
"2040","1.6076346635818481","1.6076346635818481","1.6076346635818481","1.6699668169021606","1.6699668169021606","1.6699668169021606","1.7168750762939453","1.7168750762939453","1.7168750762939453","1.813058614730835","1.813058614730835","1.813058614730835","1.949698805809021","1.949698805809021","1.949698805809021","2.148531436920166","2.148531436920166","2.148531436920166"
"2050","1.6192264556884766","1.6192264556884766","1.6192264556884766","1.734033226966858","1.734033226966858","1.734033226966858","1.6808346509933472","1.6808346509933472","1.6808346509933472","1.8132685422897339","1.8132685422897339","1.8132685422897339","1.9129151105880737","1.9129151105880737","1.9129151105880737","2.160311222076416","2.160311222076416","2.160311222076416"
"2060","1.6356761455535889","1.6356761455535889","1.6356761455535889","1.7146679162979126","1.7146679162979126","1.7146679162979126","1.7050325870513916","1.7050325870513916","1.7050325870513916","1.8293697834014893","1.8293697834014893","1.8293697834014893","1.9469949007034302","1.9469949007034302","1.9469949007034302","2.0958542823791504","2.0958542823791504","2.0958542823791504"
"2070","1.6661351919174194","1.6661351919174194","1.6661351919174194","1.6713380813598633","1.6713380813598633","1.6713380813598633","1.735353708267212","1.735353708267212","1.735353708267212","1.7851414680480957","1.7851414680480957","1.7851414680480957","1.8865996599197388","1.8865996599197388","1.8865996599197388","2.1049044132232666","2.1049044132232666","2.1049044132232666"
"2080","1.647153615951538","1.647153615951538","1.647153615951538","1.6790144443511963","1.6790144443511963","1.6790144443511963","1.683800220489502","1.683800220489502","1.683800220489502","1.812753677368164","1.812753677368164","1.812753677368164","1.8491888046264648","1.8491888046264648","1.8491888046264648","2.0955073833465576","2.0955073833465576","2.0955073833465576"
"2090","1.643928050994873","1.643928050994873","1.643928050994873","1.7462217807769775","1.7462217807769775","1.7462217807769775","1.651260495185852","1.651260495185852","1.651260495185852","1.8134711980819702","1.8134711980819702","1.8134711980819702","1.8956992626190186","1.8956992626190186","1.8956992626190186","2.0671777725219727","2.0671777725219727","2.0671777725219727"
"2100","1.656158208847046","1.656158208847046","1.656158208847046","1.7535645961761475","1.7535645961761475","1.7535645961761475","1.6625219583511353","1.6625219583511353","1.6625219583511353","1.8365771770477295","1.8365771770477295","1.8365771770477295","1.8990349769592285","1.8990349769592285","1.8990349769592285","2.069558620452881","2.069558620452881","2.069558620452881"
"2110","1.6009645462036133","1.6009645462036133","1.6009645462036133","1.727661371231079","1.727661371231079","1.727661371231079","1.7427563667297363","1.7427563667297363","1.7427563667297363","1.8188060522079468","1.8188060522079468","1.8188060522079468","1.9142377376556396","1.9142377376556396","1.9142377376556396","2.066373348236084","2.066373348236084","2.066373348236084"
"2120","1.6764678955078125","1.6764678955078125","1.6764678955078125","1.7326024770736694","1.7326024770736694","1.7326024770736694","1.6804399490356445","1.6804399490356445","1.6804399490356445","1.8085359334945679","1.8085359334945679","1.8085359334945679","1.843205451965332","1.843205451965332","1.843205451965332","2.0983314514160156","2.0983314514160156","2.0983314514160156"
"2130","1.5730724334716797","1.5730724334716797","1.5730724334716797","1.6422276496887207","1.6422276496887207","1.6422276496887207","1.738114356994629","1.738114356994629","1.738114356994629","1.858935832977295","1.858935832977295","1.858935832977295","1.8650823831558228","1.8650823831558228","1.8650823831558228","2.037829875946045","2.037829875946045","2.037829875946045"
"2140","1.6298750638961792","1.6298750638961792","1.6298750638961792","1.723287582397461","1.723287582397461","1.723287582397461","1.7329392433166504","1.7329392433166504","1.7329392433166504","1.8172600269317627","1.8172600269317627","1.8172600269317627","1.8917806148529053","1.8917806148529053","1.8917806148529053","2.0671472549438477","2.0671472549438477","2.0671472549438477"
"2150","1.6043775081634521","1.6043775081634521","1.6043775081634521","1.7433780431747437","1.7433780431747437","1.7433780431747437","1.753294587135315","1.753294587135315","1.753294587135315","1.7906296253204346","1.7906296253204346","1.7906296253204346","1.896496295928955","1.896496295928955","1.896496295928955","2.087517261505127","2.087517261505127","2.087517261505127"
"2160","1.607184648513794","1.607184648513794","1.607184648513794","1.7582751512527466","1.7582751512527466","1.7582751512527466","1.7319741249084473","1.7319741249084473","1.7319741249084473","1.8287227153778076","1.8287227153778076","1.8287227153778076","1.8803894519805908","1.8803894519805908","1.8803894519805908","2.0752954483032227","2.0752954483032227","2.0752954483032227"
"2170","1.6721758842468262","1.6721758842468262","1.6721758842468262","1.7194547653198242","1.7194547653198242","1.7194547653198242","1.7659883499145508","1.7659883499145508","1.7659883499145508","1.8123314380645752","1.8123314380645752","1.8123314380645752","1.883066177368164","1.883066177368164","1.883066177368164","2.065962553024292","2.065962553024292","2.065962553024292"
"2180","1.6822397708892822","1.6822397708892822","1.6822397708892822","1.6941380500793457","1.6941380500793457","1.6941380500793457","1.7205860614776611","1.7205860614776611","1.7205860614776611","1.8489078283309937","1.8489078283309937","1.8489078283309937","1.8979402780532837","1.8979402780532837","1.8979402780532837","2.0869102478027344","2.0869102478027344","2.0869102478027344"
"2190","1.668272852897644","1.668272852897644","1.668272852897644","1.7242904901504517","1.7242904901504517","1.7242904901504517","1.6852357387542725","1.6852357387542725","1.6852357387542725","1.7927513122558594","1.7927513122558594","1.7927513122558594","1.9193577766418457","1.9193577766418457","1.9193577766418457","2.0606184005737305","2.0606184005737305","2.0606184005737305"
"2200","1.6068363189697266","1.6068363189697266","1.6068363189697266","1.6944624185562134","1.6944624185562134","1.6944624185562134","1.7360572814941406","1.7360572814941406","1.7360572814941406","1.79714834690094","1.79714834690094","1.79714834690094","1.8794543743133545","1.8794543743133545","1.8794543743133545","1.975273609161377","1.975273609161377","1.975273609161377"
