"Step","baseline-ts - train/loss","baseline-ts - train/loss__MIN","baseline-ts - train/loss__MAX","baseline-ts-lr0.001 - train/loss","baseline-ts-lr0.001 - train/loss__MIN","baseline-ts-lr0.001 - train/loss__MAX","baseline-ts-wo_rope - train/loss","baseline-ts-wo_rope - train/loss__MIN","baseline-ts-wo_rope - train/loss__MAX","baseline-ts-lr0.001-wo_rope - train/loss","baseline-ts-lr0.001-wo_rope - train/loss__MIN","baseline-ts-lr0.001-wo_rope - train/loss__MAX","baseline-ts-lr0.0003 - train/loss","baseline-ts-lr0.0003 - train/loss__MIN","baseline-ts-lr0.0003 - train/loss__MAX","baseline-ts-lr0.0003-wo_rope - train/loss","baseline-ts-lr0.0003-wo_rope - train/loss__MIN","baseline-ts-lr0.0003-wo_rope - train/loss__MAX"
"100","3.3442540168762207","3.3442540168762207","3.3442540168762207","5.613915920257568","5.613915920257568","5.613915920257568","3.683656930923462","3.683656930923462","3.683656930923462","5.596602439880371","5.596602439880371","5.596602439880371","7.552985191345215","7.552985191345215","7.552985191345215","7.541957855224609","7.541957855224609","7.541957855224609"
"110","3.181504249572754","3.181504249572754","3.181504249572754","5.252622604370117","5.252622604370117","5.252622604370117","3.6042745113372803","3.6042745113372803","3.6042745113372803","5.270390033721924","5.270390033721924","5.270390033721924","7.307077884674072","7.307077884674072","7.307077884674072","7.277629852294922","7.277629852294922","7.277629852294922"
"120","3.045448064804077","3.045448064804077","3.045448064804077","5.032471656799316","5.032471656799316","5.032471656799316","3.453038215637207","3.453038215637207","3.453038215637207","4.981220722198486","4.981220722198486","4.981220722198486","7.032231330871582","7.032231330871582","7.032231330871582","7.011094093322754","7.011094093322754","7.011094093322754"
"130","2.962277889251709","2.962277889251709","2.962277889251709","4.780405044555664","4.780405044555664","4.780405044555664","3.3944928646087646","3.3944928646087646","3.3944928646087646","4.758121967315674","4.758121967315674","4.758121967315674","6.777343273162842","6.777343273162842","6.777343273162842","6.771083354949951","6.771083354949951","6.771083354949951"
"140","2.9215378761291504","2.9215378761291504","2.9215378761291504","4.466839790344238","4.466839790344238","4.466839790344238","3.3836159706115723","3.3836159706115723","3.3836159706115723","4.594427108764648","4.594427108764648","4.594427108764648","6.522206783294678","6.522206783294678","6.522206783294678","6.488484859466553","6.488484859466553","6.488484859466553"
"150","2.914281129837036","2.914281129837036","2.914281129837036","4.340666770935059","4.340666770935059","4.340666770935059","3.219778537750244","3.219778537750244","3.219778537750244","4.377554416656494","4.377554416656494","4.377554416656494","6.256053924560547","6.256053924560547","6.256053924560547","6.251776695251465","6.251776695251465","6.251776695251465"
"160","2.78271484375","2.78271484375","2.78271484375","4.163624286651611","4.163624286651611","4.163624286651611","3.245986223220825","3.245986223220825","3.245986223220825","4.215020179748535","4.215020179748535","4.215020179748535","5.998499870300293","5.998499870300293","5.998499870300293","5.9711198806762695","5.9711198806762695","5.9711198806762695"
"170","2.6780269145965576","2.6780269145965576","2.6780269145965576","4.0202741622924805","4.0202741622924805","4.0202741622924805","3.170459747314453","3.170459747314453","3.170459747314453","4.174462795257568","4.174462795257568","4.174462795257568","5.798151969909668","5.798151969909668","5.798151969909668","5.74623441696167","5.74623441696167","5.74623441696167"
"180","2.6986212730407715","2.6986212730407715","2.6986212730407715","3.8741698265075684","3.8741698265075684","3.8741698265075684","3.073367118835449","3.073367118835449","3.073367118835449","4.0358099937438965","4.0358099937438965","4.0358099937438965","5.522822856903076","5.522822856903076","5.522822856903076","5.563919544219971","5.563919544219971","5.563919544219971"
"190","2.563809394836426","2.563809394836426","2.563809394836426","3.6994266510009766","3.6994266510009766","3.6994266510009766","3.0581953525543213","3.0581953525543213","3.0581953525543213","3.9728760719299316","3.9728760719299316","3.9728760719299316","5.298458576202393","5.298458576202393","5.298458576202393","5.328999042510986","5.328999042510986","5.328999042510986"
"200","2.5340614318847656","2.5340614318847656","2.5340614318847656","3.6528067588806152","3.6528067588806152","3.6528067588806152","2.9831643104553223","2.9831643104553223","2.9831643104553223","3.9101781845092773","3.9101781845092773","3.9101781845092773","5.1916351318359375","5.1916351318359375","5.1916351318359375","5.165672302246094","5.165672302246094","5.165672302246094"
"210","2.5643696784973145","2.5643696784973145","2.5643696784973145","3.588315010070801","3.588315010070801","3.588315010070801","2.8998351097106934","2.8998351097106934","2.8998351097106934","3.81868839263916","3.81868839263916","3.81868839263916","4.954411506652832","4.954411506652832","4.954411506652832","5.009741306304932","5.009741306304932","5.009741306304932"
"220","2.46791934967041","2.46791934967041","2.46791934967041","3.5127506256103516","3.5127506256103516","3.5127506256103516","2.839919328689575","2.839919328689575","2.839919328689575","3.789289951324463","3.789289951324463","3.789289951324463","4.844799995422363","4.844799995422363","4.844799995422363","4.845791339874268","4.845791339874268","4.845791339874268"
"230","2.472532272338867","2.472532272338867","2.472532272338867","3.3976891040802","3.3976891040802","3.3976891040802","2.853318452835083","2.853318452835083","2.853318452835083","3.7598612308502197","3.7598612308502197","3.7598612308502197","4.676261901855469","4.676261901855469","4.676261901855469","4.727955341339111","4.727955341339111","4.727955341339111"
"240","2.4513139724731445","2.4513139724731445","2.4513139724731445","3.3838582038879395","3.3838582038879395","3.3838582038879395","2.8206121921539307","2.8206121921539307","2.8206121921539307","3.7140064239501953","3.7140064239501953","3.7140064239501953","4.630599021911621","4.630599021911621","4.630599021911621","4.614138603210449","4.614138603210449","4.614138603210449"
"250","2.5097391605377197","2.5097391605377197","2.5097391605377197","3.3167028427124023","3.3167028427124023","3.3167028427124023","2.8043384552001953","2.8043384552001953","2.8043384552001953","3.6731560230255127","3.6731560230255127","3.6731560230255127","4.47802734375","4.47802734375","4.47802734375","4.503291130065918","4.503291130065918","4.503291130065918"
"260","2.389815330505371","2.389815330505371","2.389815330505371","3.2372965812683105","3.2372965812683105","3.2372965812683105","2.6878132820129395","2.6878132820129395","2.6878132820129395","3.6419105529785156","3.6419105529785156","3.6419105529785156","4.359794616699219","4.359794616699219","4.359794616699219","4.456130027770996","4.456130027770996","4.456130027770996"
"270","2.3613944053649902","2.3613944053649902","2.3613944053649902","3.1901674270629883","3.1901674270629883","3.1901674270629883","2.6773176193237305","2.6773176193237305","2.6773176193237305","3.580172538757324","3.580172538757324","3.580172538757324","4.248626708984375","4.248626708984375","4.248626708984375","4.360618591308594","4.360618591308594","4.360618591308594"
"280","2.3551599979400635","2.3551599979400635","2.3551599979400635","3.2158749103546143","3.2158749103546143","3.2158749103546143","2.6050302982330322","2.6050302982330322","2.6050302982330322","3.6224899291992188","3.6224899291992188","3.6224899291992188","4.1645355224609375","4.1645355224609375","4.1645355224609375","4.237101078033447","4.237101078033447","4.237101078033447"
"290","2.277306079864502","2.277306079864502","2.277306079864502","3.08211088180542","3.08211088180542","3.08211088180542","2.5758941173553467","2.5758941173553467","2.5758941173553467","3.498206615447998","3.498206615447998","3.498206615447998","4.038967132568359","4.038967132568359","4.038967132568359","4.175457000732422","4.175457000732422","4.175457000732422"
"300","2.299082040786743","2.299082040786743","2.299082040786743","3.047703266143799","3.047703266143799","3.047703266143799","2.5873022079467773","2.5873022079467773","2.5873022079467773","3.518555164337158","3.518555164337158","3.518555164337158","3.852330207824707","3.852330207824707","3.852330207824707","4.137198448181152","4.137198448181152","4.137198448181152"
"310","2.2460474967956543","2.2460474967956543","2.2460474967956543","3.0802998542785645","3.0802998542785645","3.0802998542785645","2.5301647186279297","2.5301647186279297","2.5301647186279297","3.4437904357910156","3.4437904357910156","3.4437904357910156","3.880251884460449","3.880251884460449","3.880251884460449","4.0455498695373535","4.0455498695373535","4.0455498695373535"
"320","2.305225372314453","2.305225372314453","2.305225372314453","3.0573132038116455","3.0573132038116455","3.0573132038116455","2.526139259338379","2.526139259338379","2.526139259338379","3.4116785526275635","3.4116785526275635","3.4116785526275635","3.8046438694000244","3.8046438694000244","3.8046438694000244","3.988288164138794","3.988288164138794","3.988288164138794"
"330","2.28419828414917","2.28419828414917","2.28419828414917","2.950838565826416","2.950838565826416","2.950838565826416","2.5492639541625977","2.5492639541625977","2.5492639541625977","3.369335651397705","3.369335651397705","3.369335651397705","3.8499624729156494","3.8499624729156494","3.8499624729156494","4.020988464355469","4.020988464355469","4.020988464355469"
"340","2.2509851455688477","2.2509851455688477","2.2509851455688477","2.901372194290161","2.901372194290161","2.901372194290161","2.5695815086364746","2.5695815086364746","2.5695815086364746","3.3764238357543945","3.3764238357543945","3.3764238357543945","3.6763429641723633","3.6763429641723633","3.6763429641723633","3.96272873878479","3.96272873878479","3.96272873878479"
"350","2.1843295097351074","2.1843295097351074","2.1843295097351074","2.9040558338165283","2.9040558338165283","2.9040558338165283","2.500243902206421","2.500243902206421","2.500243902206421","3.2893545627593994","3.2893545627593994","3.2893545627593994","3.633850336074829","3.633850336074829","3.633850336074829","3.889268159866333","3.889268159866333","3.889268159866333"
"360","2.1657235622406006","2.1657235622406006","2.1657235622406006","2.8338496685028076","2.8338496685028076","2.8338496685028076","2.499741792678833","2.499741792678833","2.499741792678833","3.1890509128570557","3.1890509128570557","3.1890509128570557","3.6453611850738525","3.6453611850738525","3.6453611850738525","3.8158719539642334","3.8158719539642334","3.8158719539642334"
"370","2.2495884895324707","2.2495884895324707","2.2495884895324707","2.7504537105560303","2.7504537105560303","2.7504537105560303","2.471865653991699","2.471865653991699","2.471865653991699","3.2592806816101074","3.2592806816101074","3.2592806816101074","3.545940399169922","3.545940399169922","3.545940399169922","3.79331636428833","3.79331636428833","3.79331636428833"
"380","2.2862913608551025","2.2862913608551025","2.2862913608551025","2.8786730766296387","2.8786730766296387","2.8786730766296387","2.522402763366699","2.522402763366699","2.522402763366699","3.242345094680786","3.242345094680786","3.242345094680786","3.4881696701049805","3.4881696701049805","3.4881696701049805","3.7425737380981445","3.7425737380981445","3.7425737380981445"
"390","2.209561824798584","2.209561824798584","2.209561824798584","2.8159120082855225","2.8159120082855225","2.8159120082855225","2.469019889831543","2.469019889831543","2.469019889831543","3.190988063812256","3.190988063812256","3.190988063812256","3.4206695556640625","3.4206695556640625","3.4206695556640625","3.699188709259033","3.699188709259033","3.699188709259033"
"400","2.2039880752563477","2.2039880752563477","2.2039880752563477","2.730318784713745","2.730318784713745","2.730318784713745","2.4571828842163086","2.4571828842163086","2.4571828842163086","3.2367610931396484","3.2367610931396484","3.2367610931396484","3.4350967407226562","3.4350967407226562","3.4350967407226562","3.7909610271453857","3.7909610271453857","3.7909610271453857"
"410","2.2076644897460938","2.2076644897460938","2.2076644897460938","2.680948257446289","2.680948257446289","2.680948257446289","2.4049882888793945","2.4049882888793945","2.4049882888793945","3.1725986003875732","3.1725986003875732","3.1725986003875732","3.368867874145508","3.368867874145508","3.368867874145508","3.741468906402588","3.741468906402588","3.741468906402588"
"420","2.2112436294555664","2.2112436294555664","2.2112436294555664","2.733696937561035","2.733696937561035","2.733696937561035","2.332557201385498","2.332557201385498","2.332557201385498","3.1711535453796387","3.1711535453796387","3.1711535453796387","3.363957405090332","3.363957405090332","3.363957405090332","3.644916534423828","3.644916534423828","3.644916534423828"
"430","2.12469482421875","2.12469482421875","2.12469482421875","2.6447670459747314","2.6447670459747314","2.6447670459747314","2.3817949295043945","2.3817949295043945","2.3817949295043945","3.0871996879577637","3.0871996879577637","3.0871996879577637","3.325622320175171","3.325622320175171","3.325622320175171","3.6569325923919678","3.6569325923919678","3.6569325923919678"
"440","2.226428747177124","2.226428747177124","2.226428747177124","2.6402692794799805","2.6402692794799805","2.6402692794799805","2.4729533195495605","2.4729533195495605","2.4729533195495605","3.129564046859741","3.129564046859741","3.129564046859741","3.2618465423583984","3.2618465423583984","3.2618465423583984","3.6486902236938477","3.6486902236938477","3.6486902236938477"
"450","2.1952953338623047","2.1952953338623047","2.1952953338623047","2.5980224609375","2.5980224609375","2.5980224609375","2.460331916809082","2.460331916809082","2.460331916809082","3.0463225841522217","3.0463225841522217","3.0463225841522217","3.263969659805298","3.263969659805298","3.263969659805298","3.5970406532287598","3.5970406532287598","3.5970406532287598"
"460","2.141045570373535","2.141045570373535","2.141045570373535","2.6421544551849365","2.6421544551849365","2.6421544551849365","2.3781514167785645","2.3781514167785645","2.3781514167785645","2.945681095123291","2.945681095123291","2.945681095123291","3.185814142227173","3.185814142227173","3.185814142227173","3.6052799224853516","3.6052799224853516","3.6052799224853516"
"470","2.185819625854492","2.185819625854492","2.185819625854492","2.573113441467285","2.573113441467285","2.573113441467285","2.410914182662964","2.410914182662964","2.410914182662964","3.0480117797851562","3.0480117797851562","3.0480117797851562","3.212392807006836","3.212392807006836","3.212392807006836","3.532527446746826","3.532527446746826","3.532527446746826"
"480","2.133882522583008","2.133882522583008","2.133882522583008","2.661083698272705","2.661083698272705","2.661083698272705","2.303065061569214","2.303065061569214","2.303065061569214","2.980742931365967","2.980742931365967","2.980742931365967","3.2347335815429688","3.2347335815429688","3.2347335815429688","3.5169968605041504","3.5169968605041504","3.5169968605041504"
"490","2.186420202255249","2.186420202255249","2.186420202255249","2.561648368835449","2.561648368835449","2.561648368835449","2.3160243034362793","2.3160243034362793","2.3160243034362793","2.8970627784729004","2.8970627784729004","2.8970627784729004","3.1773834228515625","3.1773834228515625","3.1773834228515625","3.5425093173980713","3.5425093173980713","3.5425093173980713"
"500","2.215787649154663","2.215787649154663","2.215787649154663","2.497792959213257","2.497792959213257","2.497792959213257","2.2973685264587402","2.2973685264587402","2.2973685264587402","2.9046900272369385","2.9046900272369385","2.9046900272369385","3.144354820251465","3.144354820251465","3.144354820251465","3.43855619430542","3.43855619430542","3.43855619430542"
"510","2.1188645362854004","2.1188645362854004","2.1188645362854004","2.561523914337158","2.561523914337158","2.561523914337158","2.3046875","2.3046875","2.3046875","2.918498992919922","2.918498992919922","2.918498992919922","3.032017707824707","3.032017707824707","3.032017707824707","3.4190797805786133","3.4190797805786133","3.4190797805786133"
"520","2.167888641357422","2.167888641357422","2.167888641357422","2.4552388191223145","2.4552388191223145","2.4552388191223145","2.288400888442993","2.288400888442993","2.288400888442993","2.8674230575561523","2.8674230575561523","2.8674230575561523","3.0120160579681396","3.0120160579681396","3.0120160579681396","3.4742794036865234","3.4742794036865234","3.4742794036865234"
"530","2.0995984077453613","2.0995984077453613","2.0995984077453613","2.433736801147461","2.433736801147461","2.433736801147461","2.3602635860443115","2.3602635860443115","2.3602635860443115","2.8843345642089844","2.8843345642089844","2.8843345642089844","3.0457353591918945","3.0457353591918945","3.0457353591918945","3.4015893936157227","3.4015893936157227","3.4015893936157227"
"540","2.112722396850586","2.112722396850586","2.112722396850586","2.4654147624969482","2.4654147624969482","2.4654147624969482","2.2841744422912598","2.2841744422912598","2.2841744422912598","2.7837018966674805","2.7837018966674805","2.7837018966674805","3.085397720336914","3.085397720336914","3.085397720336914","3.398157835006714","3.398157835006714","3.398157835006714"
"550","2.198267698287964","2.198267698287964","2.198267698287964","2.3402822017669678","2.3402822017669678","2.3402822017669678","2.3853440284729004","2.3853440284729004","2.3853440284729004","2.7656402587890625","2.7656402587890625","2.7656402587890625","2.9321558475494385","2.9321558475494385","2.9321558475494385","3.4302730560302734","3.4302730560302734","3.4302730560302734"
"560","2.0496065616607666","2.0496065616607666","2.0496065616607666","2.5223891735076904","2.5223891735076904","2.5223891735076904","2.255885362625122","2.255885362625122","2.255885362625122","2.743114948272705","2.743114948272705","2.743114948272705","3.0469799041748047","3.0469799041748047","3.0469799041748047","3.384398937225342","3.384398937225342","3.384398937225342"
"570","2.174899101257324","2.174899101257324","2.174899101257324","2.4267587661743164","2.4267587661743164","2.4267587661743164","2.221547842025757","2.221547842025757","2.221547842025757","2.778888702392578","2.778888702392578","2.778888702392578","2.9846856594085693","2.9846856594085693","2.9846856594085693","3.396784543991089","3.396784543991089","3.396784543991089"
"580","2.1742687225341797","2.1742687225341797","2.1742687225341797","2.399855136871338","2.399855136871338","2.399855136871338","2.2847342491149902","2.2847342491149902","2.2847342491149902","2.8156774044036865","2.8156774044036865","2.8156774044036865","2.922074317932129","2.922074317932129","2.922074317932129","3.3579487800598145","3.3579487800598145","3.3579487800598145"
"590","2.125786542892456","2.125786542892456","2.125786542892456","2.4331984519958496","2.4331984519958496","2.4331984519958496","2.3144803047180176","2.3144803047180176","2.3144803047180176","2.671527624130249","2.671527624130249","2.671527624130249","2.899515390396118","2.899515390396118","2.899515390396118","3.3617446422576904","3.3617446422576904","3.3617446422576904"
"600","2.039395809173584","2.039395809173584","2.039395809173584","2.396549940109253","2.396549940109253","2.396549940109253","2.27653169631958","2.27653169631958","2.27653169631958","2.7413330078125","2.7413330078125","2.7413330078125","2.8810505867004395","2.8810505867004395","2.8810505867004395","3.375919818878174","3.375919818878174","3.375919818878174"
"610","2.073197364807129","2.073197364807129","2.073197364807129","2.368248462677002","2.368248462677002","2.368248462677002","2.2505993843078613","2.2505993843078613","2.2505993843078613","2.6872644424438477","2.6872644424438477","2.6872644424438477","2.7828307151794434","2.7828307151794434","2.7828307151794434","3.3690900802612305","3.3690900802612305","3.3690900802612305"
"620","2.1178345680236816","2.1178345680236816","2.1178345680236816","2.361375331878662","2.361375331878662","2.361375331878662","2.2599751949310303","2.2599751949310303","2.2599751949310303","2.6308393478393555","2.6308393478393555","2.6308393478393555","2.863780975341797","2.863780975341797","2.863780975341797","3.2663257122039795","3.2663257122039795","3.2663257122039795"
"630","2.0706264972686768","2.0706264972686768","2.0706264972686768","2.331279993057251","2.331279993057251","2.331279993057251","2.1809310913085938","2.1809310913085938","2.1809310913085938","2.588057518005371","2.588057518005371","2.588057518005371","2.7807250022888184","2.7807250022888184","2.7807250022888184","3.2858519554138184","3.2858519554138184","3.2858519554138184"
"640","2.0945699214935303","2.0945699214935303","2.0945699214935303","2.3478169441223145","2.3478169441223145","2.3478169441223145","2.179058074951172","2.179058074951172","2.179058074951172","2.556971549987793","2.556971549987793","2.556971549987793","2.8165812492370605","2.8165812492370605","2.8165812492370605","3.322247266769409","3.322247266769409","3.322247266769409"
"650","2.060242176055908","2.060242176055908","2.060242176055908","2.326815128326416","2.326815128326416","2.326815128326416","2.169792413711548","2.169792413711548","2.169792413711548","2.6038148403167725","2.6038148403167725","2.6038148403167725","2.8133902549743652","2.8133902549743652","2.8133902549743652","3.2790746688842773","3.2790746688842773","3.2790746688842773"
"660","2.0758442878723145","2.0758442878723145","2.0758442878723145","2.299591064453125","2.299591064453125","2.299591064453125","2.239380359649658","2.239380359649658","2.239380359649658","2.567521333694458","2.567521333694458","2.567521333694458","2.8256382942199707","2.8256382942199707","2.8256382942199707","3.1835663318634033","3.1835663318634033","3.1835663318634033"
"670","2.0562353134155273","2.0562353134155273","2.0562353134155273","2.291682243347168","2.291682243347168","2.291682243347168","2.1755425930023193","2.1755425930023193","2.1755425930023193","2.59443998336792","2.59443998336792","2.59443998336792","2.7490835189819336","2.7490835189819336","2.7490835189819336","3.161062240600586","3.161062240600586","3.161062240600586"
"680","2.0519795417785645","2.0519795417785645","2.0519795417785645","2.220881462097168","2.220881462097168","2.220881462097168","2.1897096633911133","2.1897096633911133","2.1897096633911133","2.603299379348755","2.603299379348755","2.603299379348755","2.819753646850586","2.819753646850586","2.819753646850586","3.185515880584717","3.185515880584717","3.185515880584717"
"690","2.081368923187256","2.081368923187256","2.081368923187256","2.2733826637268066","2.2733826637268066","2.2733826637268066","2.202383041381836","2.202383041381836","2.202383041381836","2.50754976272583","2.50754976272583","2.50754976272583","2.787698268890381","2.787698268890381","2.787698268890381","3.220325231552124","3.220325231552124","3.220325231552124"
"700","1.9996459484100342","1.9996459484100342","1.9996459484100342","2.2680437564849854","2.2680437564849854","2.2680437564849854","2.1343600749969482","2.1343600749969482","2.1343600749969482","2.477571725845337","2.477571725845337","2.477571725845337","2.719318389892578","2.719318389892578","2.719318389892578","3.2016663551330566","3.2016663551330566","3.2016663551330566"
"710","2.0875892639160156","2.0875892639160156","2.0875892639160156","2.2875962257385254","2.2875962257385254","2.2875962257385254","2.165675163269043","2.165675163269043","2.165675163269043","2.5073771476745605","2.5073771476745605","2.5073771476745605","2.7577977180480957","2.7577977180480957","2.7577977180480957","3.1681928634643555","3.1681928634643555","3.1681928634643555"
"720","2.038212299346924","2.038212299346924","2.038212299346924","2.2042179107666016","2.2042179107666016","2.2042179107666016","2.1346302032470703","2.1346302032470703","2.1346302032470703","2.548923969268799","2.548923969268799","2.548923969268799","2.707190990447998","2.707190990447998","2.707190990447998","3.135392189025879","3.135392189025879","3.135392189025879"
"730","2.0277156829833984","2.0277156829833984","2.0277156829833984","2.2079691886901855","2.2079691886901855","2.2079691886901855","2.098798990249634","2.098798990249634","2.098798990249634","2.5026180744171143","2.5026180744171143","2.5026180744171143","2.698676109313965","2.698676109313965","2.698676109313965","3.1785597801208496","3.1785597801208496","3.1785597801208496"
"740","1.9770455360412598","1.9770455360412598","1.9770455360412598","2.2236156463623047","2.2236156463623047","2.2236156463623047","2.0837206840515137","2.0837206840515137","2.0837206840515137","2.5029029846191406","2.5029029846191406","2.5029029846191406","2.6800155639648438","2.6800155639648438","2.6800155639648438","3.184596061706543","3.184596061706543","3.184596061706543"
"750","1.998748540878296","1.998748540878296","1.998748540878296","2.205618381500244","2.205618381500244","2.205618381500244","2.139525890350342","2.139525890350342","2.139525890350342","2.475645065307617","2.475645065307617","2.475645065307617","2.7257628440856934","2.7257628440856934","2.7257628440856934","3.1324543952941895","3.1324543952941895","3.1324543952941895"
"760","2.058269500732422","2.058269500732422","2.058269500732422","2.1538596153259277","2.1538596153259277","2.1538596153259277","2.1346707344055176","2.1346707344055176","2.1346707344055176","2.4489529132843018","2.4489529132843018","2.4489529132843018","2.6751229763031006","2.6751229763031006","2.6751229763031006","3.0584850311279297","3.0584850311279297","3.0584850311279297"
"770","2.02303409576416","2.02303409576416","2.02303409576416","2.1893415451049805","2.1893415451049805","2.1893415451049805","2.0767128467559814","2.0767128467559814","2.0767128467559814","2.4171600341796875","2.4171600341796875","2.4171600341796875","2.6196656227111816","2.6196656227111816","2.6196656227111816","3.0805892944335938","3.0805892944335938","3.0805892944335938"
"780","2.028108835220337","2.028108835220337","2.028108835220337","2.157048225402832","2.157048225402832","2.157048225402832","2.0973968505859375","2.0973968505859375","2.0973968505859375","2.434718132019043","2.434718132019043","2.434718132019043","2.654217004776001","2.654217004776001","2.654217004776001","3.043037176132202","3.043037176132202","3.043037176132202"
"790","2.0134100914001465","2.0134100914001465","2.0134100914001465","2.118645191192627","2.118645191192627","2.118645191192627","2.109924077987671","2.109924077987671","2.109924077987671","2.484448194503784","2.484448194503784","2.484448194503784","2.620098352432251","2.620098352432251","2.620098352432251","2.9674458503723145","2.9674458503723145","2.9674458503723145"
"800","1.9822620153427124","1.9822620153427124","1.9822620153427124","2.121368408203125","2.121368408203125","2.121368408203125","2.169584274291992","2.169584274291992","2.169584274291992","2.428788661956787","2.428788661956787","2.428788661956787","2.5450572967529297","2.5450572967529297","2.5450572967529297","3.05125093460083","3.05125093460083","3.05125093460083"
"810","1.9965033531188965","1.9965033531188965","1.9965033531188965","2.188567638397217","2.188567638397217","2.188567638397217","2.105677604675293","2.105677604675293","2.105677604675293","2.434015989303589","2.434015989303589","2.434015989303589","2.7171177864074707","2.7171177864074707","2.7171177864074707","3.0167059898376465","3.0167059898376465","3.0167059898376465"
"820","1.9707611799240112","1.9707611799240112","1.9707611799240112","2.1469779014587402","2.1469779014587402","2.1469779014587402","2.0832347869873047","2.0832347869873047","2.0832347869873047","2.349689483642578","2.349689483642578","2.349689483642578","2.6574392318725586","2.6574392318725586","2.6574392318725586","2.90826416015625","2.90826416015625","2.90826416015625"
"830","1.9632978439331055","1.9632978439331055","1.9632978439331055","2.11710262298584","2.11710262298584","2.11710262298584","2.1448397636413574","2.1448397636413574","2.1448397636413574","2.395648956298828","2.395648956298828","2.395648956298828","2.6654133796691895","2.6654133796691895","2.6654133796691895","2.906219482421875","2.906219482421875","2.906219482421875"
