"Relative Time (Process)","ts-bs128 - system/gpu.0.memoryAllocatedBytes","ts-bs128 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs128 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs64 - system/gpu.0.memoryAllocatedBytes","ts-bs64 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs64 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs32 - system/gpu.0.memoryAllocatedBytes","ts-bs32 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs32 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs256 - system/gpu.0.memoryAllocatedBytes","ts-bs256 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs256 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs16 - system/gpu.0.memoryAllocatedBytes","ts-bs16 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs16 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs512 - system/gpu.0.memoryAllocatedBytes","ts-bs512 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs512 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs8 - system/gpu.0.memoryAllocatedBytes","ts-bs8 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs8 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs768 - system/gpu.0.memoryAllocatedBytes","ts-bs768 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs768 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs4 - system/gpu.0.memoryAllocatedBytes","ts-bs4 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs4 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs2 - system/gpu.0.memoryAllocatedBytes","ts-bs2 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs2 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs1 - system/gpu.0.memoryAllocatedBytes","ts-bs1 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs1 - system/gpu.0.memoryAllocatedBytes__MAX"
"435.173877","","","","","","","","","","","","","","","","","","","","","","116443381760","116443381760","116443381760","","","","","","","","",""
"435.207759","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"435.220158","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"435.309767","21532573696","21532573696","21532573696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"435.337229","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"435.41455","","","","","","","","","","","","","","","","82991710208","82991710208","82991710208","","","","","","","","","","","","","","",""
"435.414984","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"448.08658","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"450.147625","","","","11279597568","11279597568","11279597568","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.16609","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"450.174266","","","","","","","","","","","","","","","","","","","","","","116443381760","116443381760","116443381760","","","","","","","","",""
"450.176292","","","","","","","","","","42017554432","42017554432","42017554432","","","","","","","","","","","","","","","","","","","","",""
"450.2088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"450.22065","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"450.309813","21532573696","21532573696","21532573696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450.336358","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"450.411168","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"450.415892","","","","","","","","","","","","","","","","82991710208","82991710208","82991710208","","","","","","","","","","","","","","",""
"463.086186","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"465.146446","","","","11279597568","11279597568","11279597568","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"465.167023","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"465.168825","","","","","","","","","","42017554432","42017554432","42017554432","","","","","","","","","","","","","","","","","","","","",""
"465.17502","","","","","","","","","","","","","","","","","","","","","","116443381760","116443381760","116443381760","","","","","","","","",""
"465.208702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"465.221183","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"465.310308","21532573696","21532573696","21532573696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"465.340447","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"465.411655","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"465.414121","","","","","","","","","","","","","","","","82991710208","82991710208","82991710208","","","","","","","","","","","","","","",""
"478.086873","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"480.147241","","","","11279597568","11279597568","11279597568","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480.168755","","","","","","","","","","42017554432","42017554432","42017554432","","","","","","","","","","","","","","","","","","","","",""
"480.17437","","","","","","","","","","","","","","","","","","","","","","116443381760","116443381760","116443381760","","","","","","","","",""
"480.208642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"480.220236","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"480.22091","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"480.309013","21532573696","21532573696","21532573696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480.336469","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"480.413972","","","","","","","","","","","","","","","","82991710208","82991710208","82991710208","","","","","","","","","","","","","","",""
"480.436933","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"493.086865","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"495.146195","","","","11279597568","11279597568","11279597568","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"495.165972","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"495.169583","","","","","","","","","","42017554432","42017554432","42017554432","","","","","","","","","","","","","","","","","","","","",""
"495.173082","","","","","","","","","","","","","","","","","","","","","","116443381760","116443381760","116443381760","","","","","","","","",""
"495.208285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"495.220807","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"495.309739","21532573696","21532573696","21532573696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"495.335293","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"495.411883","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"495.414171","","","","","","","","","","","","","","","","82991710208","82991710208","82991710208","","","","","","","","","","","","","","",""
"508.087051","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"510.145575","","","","11279597568","11279597568","11279597568","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"510.168994","","","","","","","","","","42017554432","42017554432","42017554432","","","","","","","","","","","","","","","","","","","","",""
"510.172176","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"510.173623","","","","","","","","","","","","","","","","","","","","","","116443381760","116443381760","116443381760","","","","","","","","",""
"510.208563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"510.220251","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"510.309756","21532573696","21532573696","21532573696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"510.338694","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"510.418352","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"523.08687","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"525.145773","","","","11279597568","11279597568","11279597568","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"525.165865","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"525.168828","","","","","","","","","","42017554432","42017554432","42017554432","","","","","","","","","","","","","","","","","","","","",""
"525.208316","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"525.220526","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"525.309069","21532573696","21532573696","21532573696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"525.337619","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"525.411132","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"538.086652","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"540.145551","","","","11279597568","11279597568","11279597568","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"540.166057","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"540.208951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"540.222532","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"540.335109","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"540.415906","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"553.087015","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"555.146002","","","","11279597568","11279597568","11279597568","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"555.166404","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"555.208394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"555.22088","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"555.335781","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"555.422319","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"568.102846","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"570.146047","","","","11279597568","11279597568","11279597568","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"570.166771","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"570.208628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"570.220432","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"570.336774","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"570.412123","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"583.086499","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"585.166211","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"585.207689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"585.22026","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"585.335312","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"585.41202","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"598.086534","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"600.166554","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"600.208519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"600.226425","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"600.335645","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"600.417025","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"613.087052","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"615.167942","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"615.207939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"615.220727","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"615.335312","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"615.411665","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"628.086556","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"630.207826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"630.219675","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"630.220437","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"630.33512","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"630.411648","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"643.116542","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"645.166754","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"645.208542","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"645.221468","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"645.340148","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"645.41142","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"658.086861","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"660.165921","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"660.208303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"660.22055","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"660.335384","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"660.41212","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"673.121758","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"675.168004","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"675.207719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"675.221096","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"675.335872","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"675.427275","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"688.086943","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"690.166646","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"690.207991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"690.220183","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"690.335065","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"690.412521","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"703.115117","","","","","","","6506479616","6506479616","6506479616","","","","","","","","","","","","","","","","","","","","","","","",""
"705.166297","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"705.208158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"705.220617","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"705.335694","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"705.411591","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"720.166396","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"720.208226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"720.220621","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"720.335875","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"720.412428","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"735.166024","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"735.208316","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"735.220955","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"735.335605","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"735.411513","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"750.166319","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"750.207803","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"750.22822","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"750.335892","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"750.411228","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"765.16591","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"765.208651","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"765.220533","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"765.335459","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"765.411338","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"780.166396","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"780.20835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"780.221966","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"780.37154","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"780.416197","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"795.165956","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"795.207736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"795.22054","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"795.335354","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"795.414352","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"810.166305","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"810.208297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"810.222128","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"810.344342","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"810.411432","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"825.166024","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"825.212743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"825.220729","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"825.335536","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"825.411161","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"840.166571","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"840.208786","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"840.22317","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"840.335056","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"840.412981","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"855.16759","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"855.208283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"855.220531","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"855.335413","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"855.411658","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"870.175591","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"870.20849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"870.220777","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"870.337049","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"870.412227","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"885.165966","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"885.20793","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"885.220844","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"885.339439","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"885.413661","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"900.208765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"900.220281","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"900.221222","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"900.33566","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"900.413737","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"915.166913","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"915.208525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"915.219971","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"915.335065","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"915.415151","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"930.166717","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"930.207958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"930.220096","","","","","","","","","","","","","3859873792","3859873792","3859873792","","","","","","","","","","","","","","","","","",""
"930.335928","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"930.411345","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"945.166788","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"945.208495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"945.335065","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"945.411077","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"960.165838","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"960.208679","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"960.335683","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"960.412169","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"975.166606","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"975.208712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"975.336815","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"975.411605","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"990.165845","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"990.208407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"990.336077","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"990.412054","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1005.166654","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1005.208243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1005.336021","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"1005.413655","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1020.165992","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1020.208157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1020.349723","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"1020.411947","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1035.166286","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1035.20857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1035.33525","","","","","","","","","","","","","","","","","","","2538668032","2538668032","2538668032","","","","","","","","","","","",""
"1035.411679","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1050.167506","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
