"Relative Time (Process)","ts-bs128 - system/gpu.0.memoryAllocatedBytes","ts-bs128 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs128 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs64 - system/gpu.0.memoryAllocatedBytes","ts-bs64 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs64 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs32 - system/gpu.0.memoryAllocatedBytes","ts-bs32 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs32 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs256 - system/gpu.0.memoryAllocatedBytes","ts-bs256 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs256 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs16 - system/gpu.0.memoryAllocatedBytes","ts-bs16 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs16 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs512 - system/gpu.0.memoryAllocatedBytes","ts-bs512 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs512 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs8 - system/gpu.0.memoryAllocatedBytes","ts-bs8 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs8 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs768 - system/gpu.0.memoryAllocatedBytes","ts-bs768 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs768 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs4 - system/gpu.0.memoryAllocatedBytes","ts-bs4 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs4 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs2 - system/gpu.0.memoryAllocatedBytes","ts-bs2 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs2 - system/gpu.0.memoryAllocatedBytes__MAX","ts-bs1 - system/gpu.0.memoryAllocatedBytes","ts-bs1 - system/gpu.0.memoryAllocatedBytes__MIN","ts-bs1 - system/gpu.0.memoryAllocatedBytes__MAX"
"1815.208036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1815.419429","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1830.166588","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1830.208019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1830.417642","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1845.166519","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1845.20774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1845.411551","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1860.169346","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1860.208277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1860.411712","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1875.166563","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1875.208095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1875.411276","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1890.16588","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1890.208083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1890.41281","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1905.1666","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1905.207995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1905.411459","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1920.167018","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1920.208653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1920.412409","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1935.166924","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1935.208068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1935.413742","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1950.208555","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1950.217467","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1950.415567","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1965.165919","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1965.20802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1965.411395","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1980.207875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1980.219798","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1980.413321","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"1995.166037","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"1995.208299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"1995.414374","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2010.166442","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2010.212669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2010.417248","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2025.166636","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2025.20801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2025.411716","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2040.166675","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2040.208676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2040.410863","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2055.166887","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2055.207758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2055.411732","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2070.166864","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2070.208619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2070.413088","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2085.16701","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2085.207637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2085.41875","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2100.166838","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2100.208192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2100.411651","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2115.166233","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2115.207833","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2115.411895","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2130.167192","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2130.207631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2130.414692","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2145.166887","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2145.208331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2145.411721","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2160.20789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2160.219624","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2160.415932","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2175.165982","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2175.208163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2175.412637","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2190.166509","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2190.208287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2190.412225","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2205.16704","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2205.207925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2205.415267","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2220.166701","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2220.208179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2220.414167","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2235.167609","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2235.208529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2235.412186","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2250.208579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2250.216864","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2250.412189","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2265.166702","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2265.208347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2265.421186","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2280.208137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2280.218601","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2280.414857","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2295.167958","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2295.20839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2295.412474","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2310.166445","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2310.208237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2310.413317","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2325.167076","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2325.208387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2325.411509","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2340.209517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2340.219269","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2340.41139","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2355.166098","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2355.208115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2355.450512","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2370.166568","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2370.208439","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2370.412216","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2385.166611","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2385.20765","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2385.412099","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2400.16667","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2400.208536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2400.41384","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2415.166218","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2415.208025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2415.413686","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2430.167154","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2430.208051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2430.414102","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2445.166953","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2445.208252","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2445.417371","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2460.207759","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2460.217136","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2460.414683","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2475.16747","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2475.207936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2475.417897","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2490.170294","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2490.208357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2490.412083","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2505.167027","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2505.208185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2505.411465","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2520.166119","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2520.20798","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2520.412506","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2535.166381","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2535.208569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2535.411807","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2550.166794","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2550.209054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2550.413725","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2565.166367","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2565.208322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2565.411454","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2580.207819","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2580.216486","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2580.41933","","","","","","","","","","","","","","","","","","","","","","","","","2205220864","2205220864","2205220864","","","","","",""
"2595.166633","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2595.207698","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2610.208525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2610.217153","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2625.166298","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2625.207824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2640.166594","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2640.208656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2655.166674","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2655.208521","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2670.166646","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2670.207934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2685.167351","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2685.208102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2700.16628","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2700.207945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2715.166111","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2715.208373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2730.166427","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2730.207768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2745.166686","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2745.208469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2760.166743","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2760.208475","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2775.166651","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2775.208034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2790.166574","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2790.208446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2805.166955","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2805.20825","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2820.1664","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2820.208458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2835.165966","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2835.208614","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2850.166401","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2850.207585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2865.166568","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2865.207936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2880.209145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2880.217291","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2895.167507","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2895.20795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2910.191638","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2910.208105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2925.166093","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2925.208384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2940.167269","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2940.208979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2955.17406","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2955.207943","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2970.209161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"2970.216327","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2985.166767","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"2985.208227","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3000.166829","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3000.208634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3015.16654","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3015.207824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3030.167147","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3030.208393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3045.16596","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3045.208679","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3060.166938","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3060.208358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3075.166553","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3075.208483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3090.167489","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3090.208192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3105.166949","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3105.208044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3120.166482","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3120.208458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3135.166205","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3135.207525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3150.216257","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3150.230335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3165.16733","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3165.208022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3180.175066","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3180.20866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3195.168575","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3195.207977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3210.167114","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3210.208539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3225.166988","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3225.208496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3240.166817","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
"3240.207775","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2217803776","2217803776","2217803776"
"3255.165822","","","","","","","","","","","","","","","","","","","","","","","","","","","","2234580992","2234580992","2234580992","","",""
