"Step","baseline-ts-lr0.0003 - train/loss","baseline-ts-lr0.0003 - train/loss__MIN","baseline-ts-lr0.0003 - train/loss__MAX","baseline-ts-lr0.0003-wo_rmsnorm - train/loss","baseline-ts-lr0.0003-wo_rmsnorm - train/loss__MIN","baseline-ts-lr0.0003-wo_rmsnorm - train/loss__MAX"
"210","4.954411506652832","4.954411506652832","4.954411506652832","4.6566548347473145","4.6566548347473145","4.6566548347473145"
"220","4.844799995422363","4.844799995422363","4.844799995422363","4.472242832183838","4.472242832183838","4.472242832183838"
"230","4.676261901855469","4.676261901855469","4.676261901855469","4.342749118804932","4.342749118804932","4.342749118804932"
"240","4.630599021911621","4.630599021911621","4.630599021911621","4.2325897216796875","4.2325897216796875","4.2325897216796875"
"250","4.47802734375","4.47802734375","4.47802734375","4.213871955871582","4.213871955871582","4.213871955871582"
"260","4.359794616699219","4.359794616699219","4.359794616699219","4.161866188049316","4.161866188049316","4.161866188049316"
"270","4.248626708984375","4.248626708984375","4.248626708984375","4.011790752410889","4.011790752410889","4.011790752410889"
"280","4.1645355224609375","4.1645355224609375","4.1645355224609375","3.9303855895996094","3.9303855895996094","3.9303855895996094"
"290","4.038967132568359","4.038967132568359","4.038967132568359","3.9277820587158203","3.9277820587158203","3.9277820587158203"
"300","3.852330207824707","3.852330207824707","3.852330207824707","3.799269676208496","3.799269676208496","3.799269676208496"
"310","3.880251884460449","3.880251884460449","3.880251884460449","3.8551745414733887","3.8551745414733887","3.8551745414733887"
"320","3.8046438694000244","3.8046438694000244","3.8046438694000244","3.823005437850952","3.823005437850952","3.823005437850952"
"330","3.8499624729156494","3.8499624729156494","3.8499624729156494","3.70034122467041","3.70034122467041","3.70034122467041"
"340","3.6763429641723633","3.6763429641723633","3.6763429641723633","3.6217823028564453","3.6217823028564453","3.6217823028564453"
"350","3.633850336074829","3.633850336074829","3.633850336074829","3.616025924682617","3.616025924682617","3.616025924682617"
"360","3.6453611850738525","3.6453611850738525","3.6453611850738525","3.5573713779449463","3.5573713779449463","3.5573713779449463"
"370","3.545940399169922","3.545940399169922","3.545940399169922","3.548938274383545","3.548938274383545","3.548938274383545"
"380","3.4881696701049805","3.4881696701049805","3.4881696701049805","3.474609851837158","3.474609851837158","3.474609851837158"
"390","3.4206695556640625","3.4206695556640625","3.4206695556640625","3.5005578994750977","3.5005578994750977","3.5005578994750977"
"400","3.4350967407226562","3.4350967407226562","3.4350967407226562","3.4849894046783447","3.4849894046783447","3.4849894046783447"
"410","3.368867874145508","3.368867874145508","3.368867874145508","3.426560878753662","3.426560878753662","3.426560878753662"
"420","3.363957405090332","3.363957405090332","3.363957405090332","3.358128070831299","3.358128070831299","3.358128070831299"
"430","3.325622320175171","3.325622320175171","3.325622320175171","3.3327431678771973","3.3327431678771973","3.3327431678771973"
"440","3.2618465423583984","3.2618465423583984","3.2618465423583984","3.2702999114990234","3.2702999114990234","3.2702999114990234"
"450","3.263969659805298","3.263969659805298","3.263969659805298","3.2758164405822754","3.2758164405822754","3.2758164405822754"
"460","3.185814142227173","3.185814142227173","3.185814142227173","3.2853808403015137","3.2853808403015137","3.2853808403015137"
"470","3.212392807006836","3.212392807006836","3.212392807006836","3.2242074012756348","3.2242074012756348","3.2242074012756348"
"480","3.2347335815429688","3.2347335815429688","3.2347335815429688","3.1643338203430176","3.1643338203430176","3.1643338203430176"
"490","3.1773834228515625","3.1773834228515625","3.1773834228515625","3.1062941551208496","3.1062941551208496","3.1062941551208496"
"500","3.144354820251465","3.144354820251465","3.144354820251465","3.1120104789733887","3.1120104789733887","3.1120104789733887"
"510","3.032017707824707","3.032017707824707","3.032017707824707","3.1074140071868896","3.1074140071868896","3.1074140071868896"
"520","3.0120160579681396","3.0120160579681396","3.0120160579681396","3.060213565826416","3.060213565826416","3.060213565826416"
"530","3.0457353591918945","3.0457353591918945","3.0457353591918945","3.0846433639526367","3.0846433639526367","3.0846433639526367"
"540","3.085397720336914","3.085397720336914","3.085397720336914","3.0852489471435547","3.0852489471435547","3.0852489471435547"
"550","2.9321558475494385","2.9321558475494385","2.9321558475494385","3.0024542808532715","3.0024542808532715","3.0024542808532715"
"560","3.0469799041748047","3.0469799041748047","3.0469799041748047","3.0474371910095215","3.0474371910095215","3.0474371910095215"
"570","2.9846856594085693","2.9846856594085693","2.9846856594085693","2.93142032623291","2.93142032623291","2.93142032623291"
"580","2.922074317932129","2.922074317932129","2.922074317932129","3.0362813472747803","3.0362813472747803","3.0362813472747803"
"590","2.899515390396118","2.899515390396118","2.899515390396118","2.9563441276550293","2.9563441276550293","2.9563441276550293"
"600","2.8810505867004395","2.8810505867004395","2.8810505867004395","2.91400146484375","2.91400146484375","2.91400146484375"
"610","2.7828307151794434","2.7828307151794434","2.7828307151794434","2.849240303039551","2.849240303039551","2.849240303039551"
"620","2.863780975341797","2.863780975341797","2.863780975341797","2.876128911972046","2.876128911972046","2.876128911972046"
"630","2.7807250022888184","2.7807250022888184","2.7807250022888184","2.8681442737579346","2.8681442737579346","2.8681442737579346"
"640","2.8165812492370605","2.8165812492370605","2.8165812492370605","2.866969108581543","2.866969108581543","2.866969108581543"
"650","2.8133902549743652","2.8133902549743652","2.8133902549743652","2.8463852405548096","2.8463852405548096","2.8463852405548096"
"660","2.8256382942199707","2.8256382942199707","2.8256382942199707","2.8108103275299072","2.8108103275299072","2.8108103275299072"
"670","2.7490835189819336","2.7490835189819336","2.7490835189819336","2.8069448471069336","2.8069448471069336","2.8069448471069336"
"680","2.819753646850586","2.819753646850586","2.819753646850586","2.847181797027588","2.847181797027588","2.847181797027588"
"690","2.787698268890381","2.787698268890381","2.787698268890381","2.836174964904785","2.836174964904785","2.836174964904785"
"700","2.719318389892578","2.719318389892578","2.719318389892578","2.7683677673339844","2.7683677673339844","2.7683677673339844"
"710","2.7577977180480957","2.7577977180480957","2.7577977180480957","2.7738208770751953","2.7738208770751953","2.7738208770751953"
"720","2.707190990447998","2.707190990447998","2.707190990447998","2.7927918434143066","2.7927918434143066","2.7927918434143066"
"730","2.698676109313965","2.698676109313965","2.698676109313965","2.706951856613159","2.706951856613159","2.706951856613159"
"740","2.6800155639648438","2.6800155639648438","2.6800155639648438","2.694143533706665","2.694143533706665","2.694143533706665"
"750","2.7257628440856934","2.7257628440856934","2.7257628440856934","2.7485713958740234","2.7485713958740234","2.7485713958740234"
"760","2.6751229763031006","2.6751229763031006","2.6751229763031006","2.7072482109069824","2.7072482109069824","2.7072482109069824"
"770","2.6196656227111816","2.6196656227111816","2.6196656227111816","2.678461790084839","2.678461790084839","2.678461790084839"
"780","2.654217004776001","2.654217004776001","2.654217004776001","2.66951584815979","2.66951584815979","2.66951584815979"
"790","2.620098352432251","2.620098352432251","2.620098352432251","2.6906893253326416","2.6906893253326416","2.6906893253326416"
"800","2.5450572967529297","2.5450572967529297","2.5450572967529297","2.6597604751586914","2.6597604751586914","2.6597604751586914"
"810","2.7171177864074707","2.7171177864074707","2.7171177864074707","2.5715672969818115","2.5715672969818115","2.5715672969818115"
"820","2.6574392318725586","2.6574392318725586","2.6574392318725586","2.65708589553833","2.65708589553833","2.65708589553833"
"830","2.6654133796691895","2.6654133796691895","2.6654133796691895","2.613929271697998","2.613929271697998","2.613929271697998"
"840","2.580080032348633","2.580080032348633","2.580080032348633","2.598214626312256","2.598214626312256","2.598214626312256"
"850","2.516313314437866","2.516313314437866","2.516313314437866","2.6021575927734375","2.6021575927734375","2.6021575927734375"
"860","2.5189208984375","2.5189208984375","2.5189208984375","2.5803844928741455","2.5803844928741455","2.5803844928741455"
"870","2.559420347213745","2.559420347213745","2.559420347213745","2.581918239593506","2.581918239593506","2.581918239593506"
"880","2.4971542358398438","2.4971542358398438","2.4971542358398438","2.6226940155029297","2.6226940155029297","2.6226940155029297"
"890","2.515613079071045","2.515613079071045","2.515613079071045","2.55214786529541","2.55214786529541","2.55214786529541"
"900","2.468142032623291","2.468142032623291","2.468142032623291","2.6334095001220703","2.6334095001220703","2.6334095001220703"
"910","2.4931461811065674","2.4931461811065674","2.4931461811065674","2.626518726348877","2.626518726348877","2.626518726348877"
"920","2.422938346862793","2.422938346862793","2.422938346862793","2.510030508041382","2.510030508041382","2.510030508041382"
"930","2.4654104709625244","2.4654104709625244","2.4654104709625244","2.4834561347961426","2.4834561347961426","2.4834561347961426"
"940","2.5006601810455322","2.5006601810455322","2.5006601810455322","2.533235549926758","2.533235549926758","2.533235549926758"
"950","2.419968605041504","2.419968605041504","2.419968605041504","2.5909199714660645","2.5909199714660645","2.5909199714660645"
"960","2.4579012393951416","2.4579012393951416","2.4579012393951416","2.4040207862854004","2.4040207862854004","2.4040207862854004"
"970","2.4440479278564453","2.4440479278564453","2.4440479278564453","2.5369277000427246","2.5369277000427246","2.5369277000427246"
"980","2.461869239807129","2.461869239807129","2.461869239807129","2.4848124980926514","2.4848124980926514","2.4848124980926514"
"990","2.3848021030426025","2.3848021030426025","2.3848021030426025","2.5291833877563477","2.5291833877563477","2.5291833877563477"
"1000","2.4303579330444336","2.4303579330444336","2.4303579330444336","2.4197239875793457","2.4197239875793457","2.4197239875793457"
"1010","2.426842212677002","2.426842212677002","2.426842212677002","2.4721598625183105","2.4721598625183105","2.4721598625183105"
"1020","2.4110355377197266","2.4110355377197266","2.4110355377197266","2.484919309616089","2.484919309616089","2.484919309616089"
"1030","2.362795114517212","2.362795114517212","2.362795114517212","2.4880542755126953","2.4880542755126953","2.4880542755126953"
"1040","2.3808584213256836","2.3808584213256836","2.3808584213256836","2.4933652877807617","2.4933652877807617","2.4933652877807617"
"1050","2.3333683013916016","2.3333683013916016","2.3333683013916016","2.4666197299957275","2.4666197299957275","2.4666197299957275"
"1060","2.352384090423584","2.352384090423584","2.352384090423584","2.458338975906372","2.458338975906372","2.458338975906372"
"1070","2.4680583477020264","2.4680583477020264","2.4680583477020264","2.44197940826416","2.44197940826416","2.44197940826416"
"1080","2.388367176055908","2.388367176055908","2.388367176055908","2.408170700073242","2.408170700073242","2.408170700073242"
"1090","2.360137462615967","2.360137462615967","2.360137462615967","2.4038760662078857","2.4038760662078857","2.4038760662078857"
"1100","2.3006300926208496","2.3006300926208496","2.3006300926208496","2.4450860023498535","2.4450860023498535","2.4450860023498535"
"1110","2.294395923614502","2.294395923614502","2.294395923614502","2.358506917953491","2.358506917953491","2.358506917953491"
"1120","2.3127338886260986","2.3127338886260986","2.3127338886260986","2.4004745483398438","2.4004745483398438","2.4004745483398438"
"1130","2.3180246353149414","2.3180246353149414","2.3180246353149414","2.365917921066284","2.365917921066284","2.365917921066284"
"1140","2.2736103534698486","2.2736103534698486","2.2736103534698486","2.363908290863037","2.363908290863037","2.363908290863037"
"1150","2.2975382804870605","2.2975382804870605","2.2975382804870605","2.308006763458252","2.308006763458252","2.308006763458252"
"1160","2.2833614349365234","2.2833614349365234","2.2833614349365234","2.3812859058380127","2.3812859058380127","2.3812859058380127"
"1170","2.329810380935669","2.329810380935669","2.329810380935669","2.3590216636657715","2.3590216636657715","2.3590216636657715"
"1180","2.2531471252441406","2.2531471252441406","2.2531471252441406","2.3510313034057617","2.3510313034057617","2.3510313034057617"
"1190","2.2606983184814453","2.2606983184814453","2.2606983184814453","2.292370319366455","2.292370319366455","2.292370319366455"
"1200","2.292189598083496","2.292189598083496","2.292189598083496","2.3064656257629395","2.3064656257629395","2.3064656257629395"
"1210","2.281447410583496","2.281447410583496","2.281447410583496","2.328862428665161","2.328862428665161","2.328862428665161"
"1220","2.26939058303833","2.26939058303833","2.26939058303833","2.332273483276367","2.332273483276367","2.332273483276367"
"1230","2.2361044883728027","2.2361044883728027","2.2361044883728027","2.387491464614868","2.387491464614868","2.387491464614868"
"1240","2.2123050689697266","2.2123050689697266","2.2123050689697266","2.3018670082092285","2.3018670082092285","2.3018670082092285"
"1250","2.199493885040283","2.199493885040283","2.199493885040283","2.2675669193267822","2.2675669193267822","2.2675669193267822"
"1260","2.2568488121032715","2.2568488121032715","2.2568488121032715","2.30381441116333","2.30381441116333","2.30381441116333"
"1270","2.2130796909332275","2.2130796909332275","2.2130796909332275","2.2791190147399902","2.2791190147399902","2.2791190147399902"
"1280","2.186349868774414","2.186349868774414","2.186349868774414","2.3014283180236816","2.3014283180236816","2.3014283180236816"
"1290","2.2367424964904785","2.2367424964904785","2.2367424964904785","2.256162643432617","2.256162643432617","2.256162643432617"
"1300","2.181596279144287","2.181596279144287","2.181596279144287","2.212390184402466","2.212390184402466","2.212390184402466"
"1310","2.156102180480957","2.156102180480957","2.156102180480957","2.2363908290863037","2.2363908290863037","2.2363908290863037"
"1320","2.231362819671631","2.231362819671631","2.231362819671631","2.2477636337280273","2.2477636337280273","2.2477636337280273"
"1330","2.148578643798828","2.148578643798828","2.148578643798828","2.2392489910125732","2.2392489910125732","2.2392489910125732"
"1340","2.154930591583252","2.154930591583252","2.154930591583252","2.236433744430542","2.236433744430542","2.236433744430542"
"1350","2.146651268005371","2.146651268005371","2.146651268005371","2.20314621925354","2.20314621925354","2.20314621925354"
"1360","2.1328768730163574","2.1328768730163574","2.1328768730163574","2.2786755561828613","2.2786755561828613","2.2786755561828613"
"1370","2.2127137184143066","2.2127137184143066","2.2127137184143066","2.199301242828369","2.199301242828369","2.199301242828369"
"1380","2.1211090087890625","2.1211090087890625","2.1211090087890625","2.2069363594055176","2.2069363594055176","2.2069363594055176"
"1390","2.052496910095215","2.052496910095215","2.052496910095215","2.2474589347839355","2.2474589347839355","2.2474589347839355"
"1400","2.103968858718872","2.103968858718872","2.103968858718872","2.151681661605835","2.151681661605835","2.151681661605835"
"1410","2.079200267791748","2.079200267791748","2.079200267791748","2.2706055641174316","2.2706055641174316","2.2706055641174316"
"1420","2.1304187774658203","2.1304187774658203","2.1304187774658203","2.187652587890625","2.187652587890625","2.187652587890625"
"1430","2.115919828414917","2.115919828414917","2.115919828414917","2.239389419555664","2.239389419555664","2.239389419555664"
"1440","2.128190279006958","2.128190279006958","2.128190279006958","2.2437756061553955","2.2437756061553955","2.2437756061553955"
"1450","2.141173839569092","2.141173839569092","2.141173839569092","2.1613426208496094","2.1613426208496094","2.1613426208496094"
"1460","2.1328046321868896","2.1328046321868896","2.1328046321868896","2.158144235610962","2.158144235610962","2.158144235610962"
"1470","2.087306499481201","2.087306499481201","2.087306499481201","2.201992988586426","2.201992988586426","2.201992988586426"
"1480","2.0862834453582764","2.0862834453582764","2.0862834453582764","2.1889843940734863","2.1889843940734863","2.1889843940734863"
"1490","2.13377046585083","2.13377046585083","2.13377046585083","2.2151389122009277","2.2151389122009277","2.2151389122009277"
"1500","2.078622817993164","2.078622817993164","2.078622817993164","2.14298677444458","2.14298677444458","2.14298677444458"
"1510","2.0870981216430664","2.0870981216430664","2.0870981216430664","2.1674084663391113","2.1674084663391113","2.1674084663391113"
"1520","2.098473072052002","2.098473072052002","2.098473072052002","2.1520400047302246","2.1520400047302246","2.1520400047302246"
"1530","2.146130084991455","2.146130084991455","2.146130084991455","2.1992273330688477","2.1992273330688477","2.1992273330688477"
"1540","2.0805325508117676","2.0805325508117676","2.0805325508117676","2.146699905395508","2.146699905395508","2.146699905395508"
"1550","2.063573122024536","2.063573122024536","2.063573122024536","2.131338596343994","2.131338596343994","2.131338596343994"
"1560","2.1104941368103027","2.1104941368103027","2.1104941368103027","2.176058769226074","2.176058769226074","2.176058769226074"
"1570","2.089031219482422","2.089031219482422","2.089031219482422","2.2259671688079834","2.2259671688079834","2.2259671688079834"
"1580","2.07704758644104","2.07704758644104","2.07704758644104","2.199484348297119","2.199484348297119","2.199484348297119"
"1590","2.0847878456115723","2.0847878456115723","2.0847878456115723","2.0941214561462402","2.0941214561462402","2.0941214561462402"
"1600","2.0961720943450928","2.0961720943450928","2.0961720943450928","2.115081787109375","2.115081787109375","2.115081787109375"
"1610","1.9559757709503174","1.9559757709503174","1.9559757709503174","2.083003282546997","2.083003282546997","2.083003282546997"
"1620","1.9751158952713013","1.9751158952713013","1.9751158952713013","2.0603859424591064","2.0603859424591064","2.0603859424591064"
"1630","2.0398905277252197","2.0398905277252197","2.0398905277252197","2.109428882598877","2.109428882598877","2.109428882598877"
"1640","2.0393786430358887","2.0393786430358887","2.0393786430358887","2.102123975753784","2.102123975753784","2.102123975753784"
"1650","1.9863829612731934","1.9863829612731934","1.9863829612731934","2.0285754203796387","2.0285754203796387","2.0285754203796387"
"1660","2.057542324066162","2.057542324066162","2.057542324066162","2.1338677406311035","2.1338677406311035","2.1338677406311035"
"1670","2.0537376403808594","2.0537376403808594","2.0537376403808594","2.069777011871338","2.069777011871338","2.069777011871338"
"1680","2.0222506523132324","2.0222506523132324","2.0222506523132324","2.1039931774139404","2.1039931774139404","2.1039931774139404"
"1690","1.9704607725143433","1.9704607725143433","1.9704607725143433","2.0899171829223633","2.0899171829223633","2.0899171829223633"
"1700","2.004605770111084","2.004605770111084","2.004605770111084","2.0729243755340576","2.0729243755340576","2.0729243755340576"
"1710","1.994807481765747","1.994807481765747","1.994807481765747","2.1246695518493652","2.1246695518493652","2.1246695518493652"
"1720","2.0113131999969482","2.0113131999969482","2.0113131999969482","2.021487236022949","2.021487236022949","2.021487236022949"
"1730","1.9925920963287354","1.9925920963287354","1.9925920963287354","2.0928609371185303","2.0928609371185303","2.0928609371185303"
"1740","2.005929470062256","2.005929470062256","2.005929470062256","2.071328639984131","2.071328639984131","2.071328639984131"
"1750","2.0523386001586914","2.0523386001586914","2.0523386001586914","2.108935832977295","2.108935832977295","2.108935832977295"
"1760","1.9708086252212524","1.9708086252212524","1.9708086252212524","2.10288667678833","2.10288667678833","2.10288667678833"
"1770","2.038278579711914","2.038278579711914","2.038278579711914","2.0528979301452637","2.0528979301452637","2.0528979301452637"
"1780","1.9718914031982422","1.9718914031982422","1.9718914031982422","2.0708532333374023","2.0708532333374023","2.0708532333374023"
"1790","1.9768091440200806","1.9768091440200806","1.9768091440200806","2.049532413482666","2.049532413482666","2.049532413482666"
"1800","2.001030921936035","2.001030921936035","2.001030921936035","2.0220255851745605","2.0220255851745605","2.0220255851745605"
"1810","1.9680538177490234","1.9680538177490234","1.9680538177490234","2.0838475227355957","2.0838475227355957","2.0838475227355957"
"1820","2.0243546962738037","2.0243546962738037","2.0243546962738037","2.0573477745056152","2.0573477745056152","2.0573477745056152"
"1830","1.9415538311004639","1.9415538311004639","1.9415538311004639","2.010549545288086","2.010549545288086","2.010549545288086"
"1840","2.0023601055145264","2.0023601055145264","2.0023601055145264","2.025223731994629","2.025223731994629","2.025223731994629"
"1850","1.9876242876052856","1.9876242876052856","1.9876242876052856","2.042574882507324","2.042574882507324","2.042574882507324"
"1860","1.962153434753418","1.962153434753418","1.962153434753418","2.0772838592529297","2.0772838592529297","2.0772838592529297"
"1870","1.941179871559143","1.941179871559143","1.941179871559143","2.036001682281494","2.036001682281494","2.036001682281494"
"1880","2.0034470558166504","2.0034470558166504","2.0034470558166504","2.029928207397461","2.029928207397461","2.029928207397461"
"1890","1.9326517581939697","1.9326517581939697","1.9326517581939697","1.972659707069397","1.972659707069397","1.972659707069397"
"1900","1.9244887828826904","1.9244887828826904","1.9244887828826904","2.061184883117676","2.061184883117676","2.061184883117676"
"1910","1.9201629161834717","1.9201629161834717","1.9201629161834717","2.0560855865478516","2.0560855865478516","2.0560855865478516"
"1920","1.8645777702331543","1.8645777702331543","1.8645777702331543","1.9776244163513184","1.9776244163513184","1.9776244163513184"
"1930","1.9831677675247192","1.9831677675247192","1.9831677675247192","1.9740594625473022","1.9740594625473022","1.9740594625473022"
"1940","1.9465699195861816","1.9465699195861816","1.9465699195861816","2.0174031257629395","2.0174031257629395","2.0174031257629395"
"1950","1.9446897506713867","1.9446897506713867","1.9446897506713867","1.990774393081665","1.990774393081665","1.990774393081665"
"1960","1.9139381647109985","1.9139381647109985","1.9139381647109985","2.0599308013916016","2.0599308013916016","2.0599308013916016"
"1970","1.9294452667236328","1.9294452667236328","1.9294452667236328","2.048434019088745","2.048434019088745","2.048434019088745"
"1980","1.906854510307312","1.906854510307312","1.906854510307312","1.9246978759765625","1.9246978759765625","1.9246978759765625"
"1990","1.9716119766235352","1.9716119766235352","1.9716119766235352","1.9314519166946411","1.9314519166946411","1.9314519166946411"
"2000","1.9305744171142578","1.9305744171142578","1.9305744171142578","2.052882194519043","2.052882194519043","2.052882194519043"
"2010","1.9453778266906738","1.9453778266906738","1.9453778266906738","2.060096025466919","2.060096025466919","2.060096025466919"
"2020","1.8611177206039429","1.8611177206039429","1.8611177206039429","2.0834503173828125","2.0834503173828125","2.0834503173828125"
"2030","1.9785442352294922","1.9785442352294922","1.9785442352294922","1.9617059230804443","1.9617059230804443","1.9617059230804443"
"2040","1.949698805809021","1.949698805809021","1.949698805809021","1.9917584657669067","1.9917584657669067","1.9917584657669067"
"2050","1.9129151105880737","1.9129151105880737","1.9129151105880737","2.017125368118286","2.017125368118286","2.017125368118286"
"2060","1.9469949007034302","1.9469949007034302","1.9469949007034302","2.0231127738952637","2.0231127738952637","2.0231127738952637"
"2070","1.8865996599197388","1.8865996599197388","1.8865996599197388","2.0110788345336914","2.0110788345336914","2.0110788345336914"
"2080","1.8491888046264648","1.8491888046264648","1.8491888046264648","1.927499771118164","1.927499771118164","1.927499771118164"
"2090","1.8956992626190186","1.8956992626190186","1.8956992626190186","1.9593918323516846","1.9593918323516846","1.9593918323516846"
"2100","1.8990349769592285","1.8990349769592285","1.8990349769592285","1.9697526693344116","1.9697526693344116","1.9697526693344116"
"2110","1.9142377376556396","1.9142377376556396","1.9142377376556396","1.964455246925354","1.964455246925354","1.964455246925354"
"2120","1.843205451965332","1.843205451965332","1.843205451965332","1.9765828847885132","1.9765828847885132","1.9765828847885132"
"2130","1.8650823831558228","1.8650823831558228","1.8650823831558228","2.007941484451294","2.007941484451294","2.007941484451294"
"2140","1.8917806148529053","1.8917806148529053","1.8917806148529053","1.9070379734039307","1.9070379734039307","1.9070379734039307"
"2150","1.896496295928955","1.896496295928955","1.896496295928955","1.9758774042129517","1.9758774042129517","1.9758774042129517"
"2160","1.8803894519805908","1.8803894519805908","1.8803894519805908","2.0127365589141846","2.0127365589141846","2.0127365589141846"
"2170","1.883066177368164","1.883066177368164","1.883066177368164","1.9840208292007446","1.9840208292007446","1.9840208292007446"
"2180","1.8979402780532837","1.8979402780532837","1.8979402780532837","2.002833843231201","2.002833843231201","2.002833843231201"
"2190","1.9193577766418457","1.9193577766418457","1.9193577766418457","1.9257571697235107","1.9257571697235107","1.9257571697235107"
"2200","1.8794543743133545","1.8794543743133545","1.8794543743133545","1.904144048690796","1.904144048690796","1.904144048690796"
"2210","1.9207184314727783","1.9207184314727783","1.9207184314727783","1.9493399858474731","1.9493399858474731","1.9493399858474731"
"2220","1.8480255603790283","1.8480255603790283","1.8480255603790283","1.9554364681243896","1.9554364681243896","1.9554364681243896"
"2230","1.901125431060791","1.901125431060791","1.901125431060791","1.9748237133026123","1.9748237133026123","1.9748237133026123"
"2240","1.8962759971618652","1.8962759971618652","1.8962759971618652","1.969279170036316","1.969279170036316","1.969279170036316"
"2250","1.8791906833648682","1.8791906833648682","1.8791906833648682","1.9410059452056885","1.9410059452056885","1.9410059452056885"
"2260","1.8294477462768555","1.8294477462768555","1.8294477462768555","1.927603006362915","1.927603006362915","1.927603006362915"
"2270","1.816811203956604","1.816811203956604","1.816811203956604","1.980008602142334","1.980008602142334","1.980008602142334"
"2280","1.867094874382019","1.867094874382019","1.867094874382019","1.9462497234344482","1.9462497234344482","1.9462497234344482"
"2290","1.8654072284698486","1.8654072284698486","1.8654072284698486","1.9082067012786865","1.9082067012786865","1.9082067012786865"
"2300","1.8217802047729492","1.8217802047729492","1.8217802047729492","1.96799898147583","1.96799898147583","1.96799898147583"
"2310","1.8517534732818604","1.8517534732818604","1.8517534732818604","1.988654613494873","1.988654613494873","1.988654613494873"
"2320","1.8567956686019897","1.8567956686019897","1.8567956686019897","1.9084017276763916","1.9084017276763916","1.9084017276763916"
"2330","1.9233072996139526","1.9233072996139526","1.9233072996139526","1.913147211074829","1.913147211074829","1.913147211074829"
"2340","1.810317039489746","1.810317039489746","1.810317039489746","1.9625791311264038","1.9625791311264038","1.9625791311264038"
"2350","1.8122644424438477","1.8122644424438477","1.8122644424438477","1.9307072162628174","1.9307072162628174","1.9307072162628174"
"2360","1.8733304738998413","1.8733304738998413","1.8733304738998413","1.8412418365478516","1.8412418365478516","1.8412418365478516"
"2370","1.8562523126602173","1.8562523126602173","1.8562523126602173","1.9047293663024902","1.9047293663024902","1.9047293663024902"
"2380","1.8444873094558716","1.8444873094558716","1.8444873094558716","1.934826374053955","1.934826374053955","1.934826374053955"
"2390","1.8338000774383545","1.8338000774383545","1.8338000774383545","1.9643824100494385","1.9643824100494385","1.9643824100494385"
"2400","1.836523175239563","1.836523175239563","1.836523175239563","1.8822901248931885","1.8822901248931885","1.8822901248931885"
"2410","1.8307030200958252","1.8307030200958252","1.8307030200958252","1.9248359203338623","1.9248359203338623","1.9248359203338623"
"2420","1.8921968936920166","1.8921968936920166","1.8921968936920166","1.938079833984375","1.938079833984375","1.938079833984375"
"2430","1.8612531423568726","1.8612531423568726","1.8612531423568726","1.9638671875","1.9638671875","1.9638671875"
