"Step","baseline-ts - train/loss","baseline-ts - train/loss__MIN","baseline-ts - train/loss__MAX","baseline-ts-wo_rmsnorm - train/loss","baseline-ts-wo_rmsnorm - train/loss__MIN","baseline-ts-wo_rmsnorm - train/loss__MAX"
"1120","1.8117966651916504","1.8117966651916504","1.8117966651916504","128116245919694850","128116245919694850","128116245919694850"
"1130","1.82193922996521","1.82193922996521","1.82193922996521","4510200545427849000","4510200545427849000","4510200545427849000"
"1140","1.8415555953979492","1.8415555953979492","1.8415555953979492","3.7941433843188488e+25","3.7941433843188488e+25","3.7941433843188488e+25"
"1150","1.8164122104644775","1.8164122104644775","1.8164122104644775","3.3081290934675315e+25","3.3081290934675315e+25","3.3081290934675315e+25"
"1160","1.8202167749404907","1.8202167749404907","1.8202167749404907","14236234663885537000","14236234663885537000","14236234663885537000"
"1170","1.844390869140625","1.844390869140625","1.844390869140625","284268580670137170000","284268580670137170000","284268580670137170000"
"1180","1.8825809955596924","1.8825809955596924","1.8825809955596924","905641751836885000","905641751836885000","905641751836885000"
"1190","1.820319652557373","1.820319652557373","1.820319652557373","2170796730482688000","2170796730482688000","2170796730482688000"
"1200","1.8347609043121338","1.8347609043121338","1.8347609043121338","1423784819719929900","1423784819719929900","1423784819719929900"
"1210","1.853459119796753","1.853459119796753","1.853459119796753","2417448112357376000","2417448112357376000","2417448112357376000"
"1220","1.8061459064483643","1.8061459064483643","1.8061459064483643","1165856159396003800","1165856159396003800","1165856159396003800"
"1230","1.7920329570770264","1.7920329570770264","1.7920329570770264","811832725425094700","811832725425094700","811832725425094700"
"1240","1.7834035158157349","1.7834035158157349","1.7834035158157349","1.3894936186545425e+25","1.3894936186545425e+25","1.3894936186545425e+25"
"1250","1.7803471088409424","1.7803471088409424","1.7803471088409424","1.2519892824861023e+25","1.2519892824861023e+25","1.2519892824861023e+25"
"1260","1.8154234886169434","1.8154234886169434","1.8154234886169434","251677249525252100","251677249525252100","251677249525252100"
"1270","1.7719941139221191","1.7719941139221191","1.7719941139221191","298512046821998600","298512046821998600","298512046821998600"
"1280","1.758533000946045","1.758533000946045","1.758533000946045","267857576740257800","267857576740257800","267857576740257800"
"1290","1.7797949314117432","1.7797949314117432","1.7797949314117432","1.0210959362266434e+21","1.0210959362266434e+21","1.0210959362266434e+21"
"1300","1.7553753852844238","1.7553753852844238","1.7553753852844238","395306178583724000","395306178583724000","395306178583724000"
"1310","1.7922171354293823","1.7922171354293823","1.7922171354293823","6.411361899473538e+24","6.411361899473538e+24","6.411361899473538e+24"
"1320","1.8062424659729004","1.8062424659729004","1.8062424659729004","67159005853395190000","67159005853395190000","67159005853395190000"
"1330","1.8072116374969482","1.8072116374969482","1.8072116374969482","623953607309393900","623953607309393900","623953607309393900"
"1340","1.7084693908691406","1.7084693908691406","1.7084693908691406","32372079043018750","32372079043018750","32372079043018750"
"1350","1.8416012525558472","1.8416012525558472","1.8416012525558472","238241354872782850","238241354872782850","238241354872782850"
"1360","1.731996774673462","1.731996774673462","1.731996774673462","76108761810337800","76108761810337800","76108761810337800"
"1370","1.7412443161010742","1.7412443161010742","1.7412443161010742","1.2699720292470431e+21","1.2699720292470431e+21","1.2699720292470431e+21"
"1380","1.7115797996520996","1.7115797996520996","1.7115797996520996","1950730165378089000","1950730165378089000","1950730165378089000"
"1390","1.7599475383758545","1.7599475383758545","1.7599475383758545","120231519187894270","120231519187894270","120231519187894270"
"1400","1.7371034622192383","1.7371034622192383","1.7371034622192383","386810698912497660","386810698912497660","386810698912497660"
"1410","1.7926170825958252","1.7926170825958252","1.7926170825958252","10570286030127104","10570286030127104","10570286030127104"
"1420","1.7373743057250977","1.7373743057250977","1.7373743057250977","54819691255824380","54819691255824380","54819691255824380"
"1430","1.7739028930664062","1.7739028930664062","1.7739028930664062","38862212095463650000","38862212095463650000","38862212095463650000"
"1440","1.7271276712417603","1.7271276712417603","1.7271276712417603","23620984221372252000","23620984221372252000","23620984221372252000"
"1450","1.7131599187850952","1.7131599187850952","1.7131599187850952","9739059534495744","9739059534495744","9739059534495744"
"1460","1.7420117855072021","1.7420117855072021","1.7420117855072021","5571525034859561000","5571525034859561000","5571525034859561000"
"1470","1.7731698751449585","1.7731698751449585","1.7731698751449585","3654233217105395700","3654233217105395700","3654233217105395700"
"1480","1.763331413269043","1.763331413269043","1.763331413269043","1.4005823023937007e+24","1.4005823023937007e+24","1.4005823023937007e+24"
"1490","1.7163965702056885","1.7163965702056885","1.7163965702056885","1011810800773365800","1011810800773365800","1011810800773365800"
"1500","1.7118440866470337","1.7118440866470337","1.7118440866470337","550041824350175200","550041824350175200","550041824350175200"
"1510","1.741294264793396","1.741294264793396","1.741294264793396","1.0487484173669669e+24","1.0487484173669669e+24","1.0487484173669669e+24"
"1520","1.7153406143188477","1.7153406143188477","1.7153406143188477","14709752540526805000","14709752540526805000","14709752540526805000"
"1530","1.6496586799621582","1.6496586799621582","1.6496586799621582","8.367025177789233e+23","8.367025177789233e+23","8.367025177789233e+23"
"1540","1.6535141468048096","1.6535141468048096","1.6535141468048096","7.346363945887122e+23","7.346363945887122e+23","7.346363945887122e+23"
"1550","1.6837120056152344","1.6837120056152344","1.6837120056152344","9343603633352081000","9343603633352081000","9343603633352081000"
"1560","1.67830491065979","1.67830491065979","1.67830491065979","31063496997208064","31063496997208064","31063496997208064"
"1570","1.7035534381866455","1.7035534381866455","1.7035534381866455","2610660617782034400","2610660617782034400","2610660617782034400"
"1580","1.7185286283493042","1.7185286283493042","1.7185286283493042","7584375133305831000","7584375133305831000","7584375133305831000"
"1590","1.6977273225784302","1.6977273225784302","1.6977273225784302","6584255508390085000","6584255508390085000","6584255508390085000"
"1600","1.6904323101043701","1.6904323101043701","1.6904323101043701","47715686499221500","47715686499221500","47715686499221500"
"1610","1.7393211126327515","1.7393211126327515","1.7393211126327515","129825336826953470000","129825336826953470000","129825336826953470000"
"1620","1.755433440208435","1.755433440208435","1.755433440208435","20925761418428416","20925761418428416","20925761418428416"
"1630","1.7044553756713867","1.7044553756713867","1.7044553756713867","71119435741528060","71119435741528060","71119435741528060"
"1640","1.6992297172546387","1.6992297172546387","1.6992297172546387","892310862692352","892310862692352","892310862692352"
"1650","1.7440582513809204","1.7440582513809204","1.7440582513809204","4951817045671936","4951817045671936","4951817045671936"
"1660","1.7623813152313232","1.7623813152313232","1.7623813152313232","548861223739850750","548861223739850750","548861223739850750"
"1670","1.6895523071289062","1.6895523071289062","1.6895523071289062","1.827949659650767e+23","1.827949659650767e+23","1.827949659650767e+23"
"1680","1.689422369003296","1.689422369003296","1.689422369003296","400571869691904","400571869691904","400571869691904"
"1690","1.666060447692871","1.666060447692871","1.666060447692871","49528957267083260","49528957267083260","49528957267083260"
"1700","1.6783230304718018","1.6783230304718018","1.6783230304718018","255513862340608","255513862340608","255513862340608"
"1710","1.6775131225585938","1.6775131225585938","1.6775131225585938","1.0316982935809004e+23","1.0316982935809004e+23","1.0316982935809004e+23"
"1720","1.7075928449630737","1.7075928449630737","1.7075928449630737","21038731943215104","21038731943215104","21038731943215104"
"1730","1.640383005142212","1.640383005142212","1.640383005142212","1047445766471155700","1047445766471155700","1047445766471155700"
"1740","1.706873893737793","1.706873893737793","1.706873893737793","9544398731739136","9544398731739136","9544398731739136"
"1750","1.6323201656341553","1.6323201656341553","1.6323201656341553","5069532435578880","5069532435578880","5069532435578880"
"1760","1.6895579099655151","1.6895579099655151","1.6895579099655151","827970051427532800","827970051427532800","827970051427532800"
"1770","1.6104552745819092","1.6104552745819092","1.6104552745819092","1944455309426688","1944455309426688","1944455309426688"
"1780","1.6848050355911255","1.6848050355911255","1.6848050355911255","487503389668671500","487503389668671500","487503389668671500"
"1790","1.6346266269683838","1.6346266269683838","1.6346266269683838","13186353831346176","13186353831346176","13186353831346176"
"1800","1.70564866065979","1.70564866065979","1.70564866065979","125954365541318660","125954365541318660","125954365541318660"
"1810","1.6739730834960938","1.6739730834960938","1.6739730834960938","8985611138498560","8985611138498560","8985611138498560"
"1820","1.634490966796875","1.634490966796875","1.634490966796875","37131414142976","37131414142976","37131414142976"
"1830","1.6298651695251465","1.6298651695251465","1.6298651695251465","285235478276341760","285235478276341760","285235478276341760"
"1840","1.6464521884918213","1.6464521884918213","1.6464521884918213","58395603717062660","58395603717062660","58395603717062660"
"1850","1.6511468887329102","1.6511468887329102","1.6511468887329102","4089950253350912","4089950253350912","4089950253350912"
"1860","1.681980013847351","1.681980013847351","1.681980013847351","4662414633074688","4662414633074688","4662414633074688"
"1870","1.6911401748657227","1.6911401748657227","1.6911401748657227","6.585824278386456e+21","6.585824278386456e+21","6.585824278386456e+21"
"1880","1.6483540534973145","1.6483540534973145","1.6483540534973145","9637182910234624","9637182910234624","9637182910234624"
"1890","1.6658047437667847","1.6658047437667847","1.6658047437667847","234475871145033730","234475871145033730","234475871145033730"
"1900","1.6710376739501953","1.6710376739501953","1.6710376739501953","67422714440187900","67422714440187900","67422714440187900"
"1910","1.649651288986206","1.649651288986206","1.649651288986206","4654217687990272","4654217687990272","4654217687990272"
"1920","1.6384830474853516","1.6384830474853516","1.6384830474853516","3018315110809600","3018315110809600","3018315110809600"
"1930","1.6454861164093018","1.6454861164093018","1.6454861164093018","81134990238154750","81134990238154750","81134990238154750"
"1940","1.6827731132507324","1.6827731132507324","1.6827731132507324","186298845028679680","186298845028679680","186298845028679680"
"1950","1.623303771018982","1.623303771018982","1.623303771018982","64124849571758080","64124849571758080","64124849571758080"
"1960","1.6235918998718262","1.6235918998718262","1.6235918998718262","232475935910167300000","232475935910167300000","232475935910167300000"
"1970","1.6574387550354004","1.6574387550354004","1.6574387550354004","2476234671915008","2476234671915008","2476234671915008"
"1980","1.6188193559646606","1.6188193559646606","1.6188193559646606","81923065197363200","81923065197363200","81923065197363200"
"1990","1.6465429067611694","1.6465429067611694","1.6465429067611694","4814087108165632","4814087108165632","4814087108165632"
"2000","1.6403586864471436","1.6403586864471436","1.6403586864471436","118189219288973310","118189219288973310","118189219288973310"
"2010","1.6381034851074219","1.6381034851074219","1.6381034851074219","128672178634752","128672178634752","128672178634752"
"2020","1.6490875482559204","1.6490875482559204","1.6490875482559204","29142959421128704","29142959421128704","29142959421128704"
"2030","1.6308372020721436","1.6308372020721436","1.6308372020721436","446193992344243540000","446193992344243540000","446193992344243540000"
"2040","1.6076346635818481","1.6076346635818481","1.6076346635818481","47707364261888","47707364261888","47707364261888"
"2050","1.6192264556884766","1.6192264556884766","1.6192264556884766","229835647852063230000","229835647852063230000","229835647852063230000"
"2060","1.6356761455535889","1.6356761455535889","1.6356761455535889","2092816633167872","2092816633167872","2092816633167872"
"2070","1.6661351919174194","1.6661351919174194","1.6661351919174194","1763888039198720","1763888039198720","1763888039198720"
"2080","1.647153615951538","1.647153615951538","1.647153615951538","1652576445530112","1652576445530112","1652576445530112"
"2090","1.643928050994873","1.643928050994873","1.643928050994873","119472247378884430000","119472247378884430000","119472247378884430000"
"2100","1.656158208847046","1.656158208847046","1.656158208847046","277002988042584060","277002988042584060","277002988042584060"
"2110","1.6009645462036133","1.6009645462036133","1.6009645462036133","2401539821928448","2401539821928448","2401539821928448"
"2120","1.6764678955078125","1.6764678955078125","1.6764678955078125","22378897031036930","22378897031036930","22378897031036930"
"2130","1.5730724334716797","1.5730724334716797","1.5730724334716797","13779032080384","13779032080384","13779032080384"
"2140","1.6298750638961792","1.6298750638961792","1.6298750638961792","2569088912064512","2569088912064512","2569088912064512"
"2150","1.6043775081634521","1.6043775081634521","1.6043775081634521","1634605228621824","1634605228621824","1634605228621824"
"2160","1.607184648513794","1.607184648513794","1.607184648513794","4762288728834048","4762288728834048","4762288728834048"
"2170","1.6721758842468262","1.6721758842468262","1.6721758842468262","4096995610329088","4096995610329088","4096995610329088"
"2180","1.6822397708892822","1.6822397708892822","1.6822397708892822","883965741236224","883965741236224","883965741236224"
"2190","1.668272852897644","1.668272852897644","1.668272852897644","62867399245824","62867399245824","62867399245824"
"2200","1.6068363189697266","1.6068363189697266","1.6068363189697266","1006452998144","1006452998144","1006452998144"
"2210","1.6355407238006592","1.6355407238006592","1.6355407238006592","155433524264960","155433524264960","155433524264960"
"2220","1.6503993272781372","1.6503993272781372","1.6503993272781372","47958607265792","47958607265792","47958607265792"
"2230","1.6312220096588135","1.6312220096588135","1.6312220096588135","927947011653632","927947011653632","927947011653632"
"2240","1.6919703483581543","1.6919703483581543","1.6919703483581543","29451823404285950","29451823404285950","29451823404285950"
"2250","1.6615574359893799","1.6615574359893799","1.6615574359893799","632657742397440","632657742397440","632657742397440"
"2260","1.6165740489959717","1.6165740489959717","1.6165740489959717","16182304274351390000","16182304274351390000","16182304274351390000"
"2270","1.6219652891159058","1.6219652891159058","1.6219652891159058","2401437220864","2401437220864","2401437220864"
"2280","1.582597017288208","1.582597017288208","1.582597017288208","7715296378880","7715296378880","7715296378880"
"2290","1.6402647495269775","1.6402647495269775","1.6402647495269775","743415218176000","743415218176000","743415218176000"
"2300","1.6320379972457886","1.6320379972457886","1.6320379972457886","1493961692676096","1493961692676096","1493961692676096"
"2310","1.625361680984497","1.625361680984497","1.625361680984497","336651884691456","336651884691456","336651884691456"
"2320","1.590017318725586","1.590017318725586","1.590017318725586","953770502520832","953770502520832","953770502520832"
"2330","1.6216843128204346","1.6216843128204346","1.6216843128204346","198118972850176","198118972850176","198118972850176"
"2340","1.6056286096572876","1.6056286096572876","1.6056286096572876","567121037754368","567121037754368","567121037754368"
"2350","1.637873888015747","1.637873888015747","1.637873888015747","498178088501248","498178088501248","498178088501248"
"2360","1.6191434860229492","1.6191434860229492","1.6191434860229492","1809067337056256","1809067337056256","1809067337056256"
"2370","1.6329354047775269","1.6329354047775269","1.6329354047775269","1618496416907264","1618496416907264","1618496416907264"
"2380","1.6054785251617432","1.6054785251617432","1.6054785251617432","746074675347456","746074675347456","746074675347456"
"2390","1.597652792930603","1.597652792930603","1.597652792930603","20209077321728","20209077321728","20209077321728"
"2400","1.6166102886199951","1.6166102886199951","1.6166102886199951","537613219787702300","537613219787702300","537613219787702300"
"2410","1.6061205863952637","1.6061205863952637","1.6061205863952637","479432321485766660","479432321485766660","479432321485766660"
"2420","1.6001858711242676","1.6001858711242676","1.6001858711242676","444280611012608","444280611012608","444280611012608"
"2430","1.570842981338501","1.570842981338501","1.570842981338501","331689260434325500","331689260434325500","331689260434325500"
"2440","1.5640780925750732","1.5640780925750732","1.5640780925750732","1401205431468032","1401205431468032","1401205431468032"
"2450","1.5533615350723267","1.5533615350723267","1.5533615350723267","686490736320839700","686490736320839700","686490736320839700"
"2460","1.6204280853271484","1.6204280853271484","1.6204280853271484","705877740879872","705877740879872","705877740879872"
"2470","1.6250759363174438","1.6250759363174438","1.6250759363174438","1401946044891136","1401946044891136","1401946044891136"
"2480","1.6344743967056274","1.6344743967056274","1.6344743967056274","427712942440448","427712942440448","427712942440448"
"2490","1.5923480987548828","1.5923480987548828","1.5923480987548828","1506777104384","1506777104384","1506777104384"
"2500","1.576636552810669","1.576636552810669","1.576636552810669","33054659706880","33054659706880","33054659706880"
"2510","1.5800352096557617","1.5800352096557617","1.5800352096557617","245044309131264","245044309131264","245044309131264"
"2520","1.578561782836914","1.578561782836914","1.578561782836914","1917549621018624","1917549621018624","1917549621018624"
