"Step","baseline-ts - train/loss","baseline-ts - train/loss__MIN","baseline-ts - train/loss__MAX","baseline-ts-wo_rmsnorm - train/loss","baseline-ts-wo_rmsnorm - train/loss__MIN","baseline-ts-wo_rmsnorm - train/loss__MAX"
"2530","1.6103506088256836","1.6103506088256836","1.6103506088256836","1397462367469568","1397462367469568","1397462367469568"
"2540","1.6098830699920654","1.6098830699920654","1.6098830699920654","254545920000","254545920000","254545920000"
"2550","1.623664379119873","1.623664379119873","1.623664379119873","580992507052032","580992507052032","580992507052032"
"2560","1.573190689086914","1.573190689086914","1.573190689086914","1434055344128","1434055344128","1434055344128"
"2570","1.5838189125061035","1.5838189125061035","1.5838189125061035","63652306944","63652306944","63652306944"
"2580","1.5956361293792725","1.5956361293792725","1.5956361293792725","907335041024","907335041024","907335041024"
"2590","1.5647541284561157","1.5647541284561157","1.5647541284561157","470855855374336","470855855374336","470855855374336"
"2600","1.6518423557281494","1.6518423557281494","1.6518423557281494","145988891181056","145988891181056","145988891181056"
"2610","1.5531580448150635","1.5531580448150635","1.5531580448150635","290793847783424","290793847783424","290793847783424"
"2620","1.5921778678894043","1.5921778678894043","1.5921778678894043","63601398251520","63601398251520","63601398251520"
"2630","1.6137287616729736","1.6137287616729736","1.6137287616729736","254872570036224","254872570036224","254872570036224"
"2640","1.5641400814056396","1.5641400814056396","1.5641400814056396","4695628688916480","4695628688916480","4695628688916480"
"2650","1.570516586303711","1.570516586303711","1.570516586303711","58899096928256","58899096928256","58899096928256"
"2660","1.5699799060821533","1.5699799060821533","1.5699799060821533","118905162956800","118905162956800","118905162956800"
"2670","1.5649235248565674","1.5649235248565674","1.5649235248565674","76844791496704","76844791496704","76844791496704"
"2680","1.600972294807434","1.600972294807434","1.600972294807434","50579011272704","50579011272704","50579011272704"
"2690","1.6348423957824707","1.6348423957824707","1.6348423957824707","31849581641728","31849581641728","31849581641728"
"2700","1.604782223701477","1.604782223701477","1.604782223701477","26016256884736","26016256884736","26016256884736"
"2710","1.5701932907104492","1.5701932907104492","1.5701932907104492","12911915302912","12911915302912","12911915302912"
"2720","1.5776759386062622","1.5776759386062622","1.5776759386062622","28598555639808","28598555639808","28598555639808"
"2730","1.6052565574645996","1.6052565574645996","1.6052565574645996","4486391304028160","4486391304028160","4486391304028160"
"2740","1.6290799379348755","1.6290799379348755","1.6290799379348755","6026927104","6026927104","6026927104"
"2750","1.633556842803955","1.633556842803955","1.633556842803955","2621438926258176","2621438926258176","2621438926258176"
"2760","1.5933153629302979","1.5933153629302979","1.5933153629302979","39749733580800","39749733580800","39749733580800"
"2770","1.543981671333313","1.543981671333313","1.543981671333313","32570576207872","32570576207872","32570576207872"
"2780","1.5716030597686768","1.5716030597686768","1.5716030597686768","7279219558055936","7279219558055936","7279219558055936"
"2790","1.586818814277649","1.586818814277649","1.586818814277649","15735183114240","15735183114240","15735183114240"
"2800","1.5592315196990967","1.5592315196990967","1.5592315196990967","10139591507968","10139591507968","10139591507968"
"2810","1.627021312713623","1.627021312713623","1.627021312713623","20263185940480","20263185940480","20263185940480"
"2820","1.53016996383667","1.53016996383667","1.53016996383667","57182431215616","57182431215616","57182431215616"
"2830","1.5831432342529297","1.5831432342529297","1.5831432342529297","23620126507008","23620126507008","23620126507008"
"2840","1.5446009635925293","1.5446009635925293","1.5446009635925293","7652532813824","7652532813824","7652532813824"
"2850","1.5466516017913818","1.5466516017913818","1.5466516017913818","3389328457728","3389328457728","3389328457728"
"2860","1.5608885288238525","1.5608885288238525","1.5608885288238525","22738160844800","22738160844800","22738160844800"
"2870","1.5337378978729248","1.5337378978729248","1.5337378978729248","190599156203520","190599156203520","190599156203520"
"2880","1.5914134979248047","1.5914134979248047","1.5914134979248047","740087692263424","740087692263424","740087692263424"
"2890","1.5633840560913086","1.5633840560913086","1.5633840560913086","3084610699264","3084610699264","3084610699264"
"2900","1.5638799667358398","1.5638799667358398","1.5638799667358398","604875813552128","604875813552128","604875813552128"
"2910","1.564926028251648","1.564926028251648","1.564926028251648","14410965843968","14410965843968","14410965843968"
"2920","1.5698217153549194","1.5698217153549194","1.5698217153549194","788364525568","788364525568","788364525568"
"2930","1.5744755268096924","1.5744755268096924","1.5744755268096924","18150749896704","18150749896704","18150749896704"
"2940","1.5770606994628906","1.5770606994628906","1.5770606994628906","4128791068672","4128791068672","4128791068672"
"2950","1.5493521690368652","1.5493521690368652","1.5493521690368652","410799931654144","410799931654144","410799931654144"
"2960","1.540419340133667","1.540419340133667","1.540419340133667","1553667200","1553667200","1553667200"
"2970","1.5272631645202637","1.5272631645202637","1.5272631645202637","1250735161344","1250735161344","1250735161344"
"2980","1.5790703296661377","1.5790703296661377","1.5790703296661377","686435205120","686435205120","686435205120"
"2990","1.534363865852356","1.534363865852356","1.534363865852356","2288512401408","2288512401408","2288512401408"
"3000","1.5257251262664795","1.5257251262664795","1.5257251262664795","2625620672512","2625620672512","2625620672512"
"3010","1.567232608795166","1.567232608795166","1.567232608795166","5756049424384","5756049424384","5756049424384"
"3020","1.5851908922195435","1.5851908922195435","1.5851908922195435","790754885632","790754885632","790754885632"
"3030","1.5327708721160889","1.5327708721160889","1.5327708721160889","2976067616768","2976067616768","2976067616768"
"3040","1.5278098583221436","1.5278098583221436","1.5278098583221436","726820978688","726820978688","726820978688"
"3050","1.5622678995132446","1.5622678995132446","1.5622678995132446","956911452160","956911452160","956911452160"
"3060","1.523876428604126","1.523876428604126","1.523876428604126","366369046528","366369046528","366369046528"
"3070","1.530626893043518","1.530626893043518","1.530626893043518","234401218560","234401218560","234401218560"
"3080","1.5424476861953735","1.5424476861953735","1.5424476861953735","395425185792","395425185792","395425185792"
"3090","1.5498085021972656","1.5498085021972656","1.5498085021972656","97014066970624","97014066970624","97014066970624"
"3100","1.5781378746032715","1.5781378746032715","1.5781378746032715","6489950912512","6489950912512","6489950912512"
"3110","1.5638797283172607","1.5638797283172607","1.5638797283172607","466006835200","466006835200","466006835200"
"3120","1.5282856225967407","1.5282856225967407","1.5282856225967407","488242741248","488242741248","488242741248"
"3130","1.6040394306182861","1.6040394306182861","1.6040394306182861","126680973312","126680973312","126680973312"
"3140","1.533154010772705","1.533154010772705","1.533154010772705","98869241184256","98869241184256","98869241184256"
"3150","1.5917339324951172","1.5917339324951172","1.5917339324951172","2353314560","2353314560","2353314560"
"3160","1.5366449356079102","1.5366449356079102","1.5366449356079102","124494553088","124494553088","124494553088"
"3170","1.5674350261688232","1.5674350261688232","1.5674350261688232","419912024064","419912024064","419912024064"
"3180","1.5334844589233398","1.5334844589233398","1.5334844589233398","34330579566592","34330579566592","34330579566592"
"3190","1.5428760051727295","1.5428760051727295","1.5428760051727295","137101213696","137101213696","137101213696"
"3200","1.5528712272644043","1.5528712272644043","1.5528712272644043","33685549056","33685549056","33685549056"
"3210","1.5500667095184326","1.5500667095184326","1.5500667095184326","38124904448","38124904448","38124904448"
"3220","1.5032029151916504","1.5032029151916504","1.5032029151916504","17464008704","17464008704","17464008704"
"3230","1.5473344326019287","1.5473344326019287","1.5473344326019287","73345040384","73345040384","73345040384"
"3240","1.5230823755264282","1.5230823755264282","1.5230823755264282","250974864","250974864","250974864"
"3250","1.535889744758606","1.535889744758606","1.535889744758606","44739969024","44739969024","44739969024"
"3260","1.580275535583496","1.580275535583496","1.580275535583496","83729825792","83729825792","83729825792"
"3270","1.54184889793396","1.54184889793396","1.54184889793396","30095661056","30095661056","30095661056"
"3280","1.5617022514343262","1.5617022514343262","1.5617022514343262","37825650688","37825650688","37825650688"
"3290","1.4975628852844238","1.4975628852844238","1.4975628852844238","29741144064","29741144064","29741144064"
"3300","1.527591347694397","1.527591347694397","1.527591347694397","33555482624","33555482624","33555482624"
"3310","1.5241451263427734","1.5241451263427734","1.5241451263427734","8265164390400","8265164390400","8265164390400"
"3320","1.5103931427001953","1.5103931427001953","1.5103931427001953","12573114368","12573114368","12573114368"
"3330","1.5646830797195435","1.5646830797195435","1.5646830797195435","11003659264","11003659264","11003659264"
"3340","1.5421311855316162","1.5421311855316162","1.5421311855316162","3147257344","3147257344","3147257344"
"3350","1.543567419052124","1.543567419052124","1.543567419052124","14015569920","14015569920","14015569920"
"3360","1.471883773803711","1.471883773803711","1.471883773803711","170158899200","170158899200","170158899200"
"3370","1.473900556564331","1.473900556564331","1.473900556564331","19512823808","19512823808","19512823808"
"3380","1.4765450954437256","1.4765450954437256","1.4765450954437256","4244845887488","4244845887488","4244845887488"
"3390","1.5042988061904907","1.5042988061904907","1.5042988061904907","5886204928","5886204928","5886204928"
"3400","1.5580286979675293","1.5580286979675293","1.5580286979675293","5068043264","5068043264","5068043264"
"3410","1.5572714805603027","1.5572714805603027","1.5572714805603027","2815383808","2815383808","2815383808"
"3420","1.5346381664276123","1.5346381664276123","1.5346381664276123","5147023900672","5147023900672","5147023900672"
"3430","1.5704927444458008","1.5704927444458008","1.5704927444458008","30886621184","30886621184","30886621184"
"3440","1.4799020290374756","1.4799020290374756","1.4799020290374756","5066866176","5066866176","5066866176"
"3450","1.5257906913757324","1.5257906913757324","1.5257906913757324","6964762624","6964762624","6964762624"
"3460","1.5486605167388916","1.5486605167388916","1.5486605167388916","11049135","11049135","11049135"
"3470","1.4902782440185547","1.4902782440185547","1.4902782440185547","7513921536","7513921536","7513921536"
"3480","1.557111382484436","1.557111382484436","1.557111382484436","2450729472","2450729472","2450729472"
"3490","1.5387977361679077","1.5387977361679077","1.5387977361679077","1524706816","1524706816","1524706816"
"3500","1.4985638856887817","1.4985638856887817","1.4985638856887817","1453100367872","1453100367872","1453100367872"
"3510","1.5298757553100586","1.5298757553100586","1.5298757553100586","1551948578816","1551948578816","1551948578816"
"3520","1.5016083717346191","1.5016083717346191","1.5016083717346191","1140132151296","1140132151296","1140132151296"
"3530","1.4757561683654785","1.4757561683654785","1.4757561683654785","5444760064","5444760064","5444760064"
"3540","1.5129029750823975","1.5129029750823975","1.5129029750823975","41942136","41942136","41942136"
"3550","1.5291180610656738","1.5291180610656738","1.5291180610656738","2097599744","2097599744","2097599744"
"3560","1.5346527099609375","1.5346527099609375","1.5346527099609375","816538583040","816538583040","816538583040"
"3570","1.5685837268829346","1.5685837268829346","1.5685837268829346","35158600","35158600","35158600"
"3580","1.4993157386779785","1.4993157386779785","1.4993157386779785","283690991616","283690991616","283690991616"
"3590","1.527233362197876","1.527233362197876","1.527233362197876","505085920","505085920","505085920"
"3600","1.5365369319915771","1.5365369319915771","1.5365369319915771","8464694","8464694","8464694"
"3610","1.5430922508239746","1.5430922508239746","1.5430922508239746","988415232","988415232","988415232"
"3620","1.558932900428772","1.558932900428772","1.558932900428772","24350603264","24350603264","24350603264"
"3630","1.4777308702468872","1.4777308702468872","1.4777308702468872","97706512","97706512","97706512"
"3640","1.5421087741851807","1.5421087741851807","1.5421087741851807","338908320","338908320","338908320"
"3650","1.515390157699585","1.515390157699585","1.515390157699585","402424922112","402424922112","402424922112"
"3660","1.5599479675292969","1.5599479675292969","1.5599479675292969","1239250108416","1239250108416","1239250108416"
"3670","1.5616819858551025","1.5616819858551025","1.5616819858551025","415428448","415428448","415428448"
"3680","1.520639419555664","1.520639419555664","1.520639419555664","1013914496","1013914496","1013914496"
"3690","1.4365193843841553","1.4365193843841553","1.4365193843841553","255386688","255386688","255386688"
"3700","1.5292346477508545","1.5292346477508545","1.5292346477508545","1825157376","1825157376","1825157376"
"3710","1.5425069332122803","1.5425069332122803","1.5425069332122803","359185376","359185376","359185376"
"3720","1.537280797958374","1.537280797958374","1.537280797958374","51156600","51156600","51156600"
"3730","1.5211856365203857","1.5211856365203857","1.5211856365203857","348779392","348779392","348779392"
"3740","1.515991449356079","1.515991449356079","1.515991449356079","166855245824","166855245824","166855245824"
"3750","1.4689573049545288","1.4689573049545288","1.4689573049545288","2459526.5","2459526.5","2459526.5"
"3760","1.51898992061615","1.51898992061615","1.51898992061615","3293445120","3293445120","3293445120"
"3770","1.519530177116394","1.519530177116394","1.519530177116394","8678688","8678688","8678688"
"3780","1.5459272861480713","1.5459272861480713","1.5459272861480713","9469572","9469572","9469572"
"3790","1.516219139099121","1.516219139099121","1.516219139099121","62224652","62224652","62224652"
"3800","1.5104953050613403","1.5104953050613403","1.5104953050613403","54993460","54993460","54993460"
"3810","1.5371298789978027","1.5371298789978027","1.5371298789978027","3325365248","3325365248","3325365248"
"3820","1.4979839324951172","1.4979839324951172","1.4979839324951172","1179198976","1179198976","1179198976"
"3830","1.5458941459655762","1.5458941459655762","1.5458941459655762","813718720","813718720","813718720"
"3840","1.531011700630188","1.531011700630188","1.531011700630188","91357528","91357528","91357528"
"3850","1.5315053462982178","1.5315053462982178","1.5315053462982178","31721154560","31721154560","31721154560"
"3860","1.5021967887878418","1.5021967887878418","1.5021967887878418","119881696","119881696","119881696"
"3870","1.4856088161468506","1.4856088161468506","1.4856088161468506","16578527232","16578527232","16578527232"
"3880","1.5022536516189575","1.5022536516189575","1.5022536516189575","98065376","98065376","98065376"
"3890","1.4937894344329834","1.4937894344329834","1.4937894344329834","83027296","83027296","83027296"
"3900","1.5509556531906128","1.5509556531906128","1.5509556531906128","188735648","188735648","188735648"
"3910","1.482229232788086","1.482229232788086","1.482229232788086","5918392","5918392","5918392"
"3920","1.4937777519226074","1.4937777519226074","1.4937777519226074","362742432","362742432","362742432"
"3930","1.5499117374420166","1.5499117374420166","1.5499117374420166","30070168","30070168","30070168"
"3940","1.5222384929656982","1.5222384929656982","1.5222384929656982","2563451392","2563451392","2563451392"
"3950","1.50032639503479","1.50032639503479","1.50032639503479","81181216","81181216","81181216"
"3960","1.5088911056518555","1.5088911056518555","1.5088911056518555","161162880","161162880","161162880"
"3970","1.545647382736206","1.545647382736206","1.545647382736206","14233567","14233567","14233567"
"3980","1.538740634918213","1.538740634918213","1.538740634918213","13553437","13553437","13553437"
"3990","1.5083658695220947","1.5083658695220947","1.5083658695220947","31016452096","31016452096","31016452096"
"4000","1.5010699033737183","1.5010699033737183","1.5010699033737183","19717340","19717340","19717340"
"4010","1.524032711982727","1.524032711982727","1.524032711982727","1059514.5","1059514.5","1059514.5"
"4020","1.5458450317382812","1.5458450317382812","1.5458450317382812","36199652","36199652","36199652"
"4030","1.5043833255767822","1.5043833255767822","1.5043833255767822","16073508864","16073508864","16073508864"
"4040","1.5101838111877441","1.5101838111877441","1.5101838111877441","13851489","13851489","13851489"
"4050","1.4770498275756836","1.4770498275756836","1.4770498275756836","13612091392","13612091392","13612091392"
"4060","1.4878003597259521","1.4878003597259521","1.4878003597259521","56773208","56773208","56773208"
"4070","1.5382554531097412","1.5382554531097412","1.5382554531097412","17720946","17720946","17720946"
"4080","1.490998387336731","1.490998387336731","1.490998387336731","6300391.5","6300391.5","6300391.5"
"4090","1.4992876052856445","1.4992876052856445","1.4992876052856445","141480240","141480240","141480240"
"4100","1.5372544527053833","1.5372544527053833","1.5372544527053833","8016411648","8016411648","8016411648"
"4110","1.5130949020385742","1.5130949020385742","1.5130949020385742","52745672","52745672","52745672"
"4120","1.4655687808990479","1.4655687808990479","1.4655687808990479","56956000","56956000","56956000"
"4130","1.455435037612915","1.455435037612915","1.455435037612915","75487536","75487536","75487536"
"4140","1.5482847690582275","1.5482847690582275","1.5482847690582275","294913.875","294913.875","294913.875"
"4150","1.5392733812332153","1.5392733812332153","1.5392733812332153","13780461","13780461","13780461"
"4160","1.5619165897369385","1.5619165897369385","1.5619165897369385","4650532864","4650532864","4650532864"
"4170","1.562941074371338","1.562941074371338","1.562941074371338","3733287.25","3733287.25","3733287.25"
"4180","1.514734148979187","1.514734148979187","1.514734148979187","17900254","17900254","17900254"
"4190","1.486490249633789","1.486490249633789","1.486490249633789","11215498","11215498","11215498"
"4200","1.464540958404541","1.464540958404541","1.464540958404541","2164404.75","2164404.75","2164404.75"
"4210","1.4927510023117065","1.4927510023117065","1.4927510023117065","13920908","13920908","13920908"
"4220","1.4552377462387085","1.4552377462387085","1.4552377462387085","5463752","5463752","5463752"
"4230","1.4802343845367432","1.4802343845367432","1.4802343845367432","4086396","4086396","4086396"
"4240","1.4397742748260498","1.4397742748260498","1.4397742748260498","106585.125","106585.125","106585.125"
"4250","1.4597489833831787","1.4597489833831787","1.4597489833831787","399272.3125","399272.3125","399272.3125"
"4260","1.4287482500076294","1.4287482500076294","1.4287482500076294","59907084","59907084","59907084"
"4270","1.4970414638519287","1.4970414638519287","1.4970414638519287","48948680","48948680","48948680"
"4280","1.5462696552276611","1.5462696552276611","1.5462696552276611","3134411.5","3134411.5","3134411.5"
"4290","1.4863383769989014","1.4863383769989014","1.4863383769989014","1270263.125","1270263.125","1270263.125"
"4300","1.494046926498413","1.494046926498413","1.494046926498413","1849628","1849628","1849628"
"4310","1.4836034774780273","1.4836034774780273","1.4836034774780273","77714.8125","77714.8125","77714.8125"
"4320","1.515150785446167","1.515150785446167","1.515150785446167","1485345.5","1485345.5","1485345.5"
"4330","1.4166772365570068","1.4166772365570068","1.4166772365570068","1421932800","1421932800","1421932800"
"4340","1.5125749111175537","1.5125749111175537","1.5125749111175537","173946.546875","173946.546875","173946.546875"
"4350","1.4732730388641357","1.4732730388641357","1.4732730388641357","932031.5","932031.5","932031.5"
"4360","1.4931336641311646","1.4931336641311646","1.4931336641311646","86436.375","86436.375","86436.375"
"4370","1.501347303390503","1.501347303390503","1.501347303390503","2104204416","2104204416","2104204416"
"4380","1.510034203529358","1.510034203529358","1.510034203529358","1720793856","1720793856","1720793856"
"4390","1.437333106994629","1.437333106994629","1.437333106994629","9837079","9837079","9837079"
"4400","1.44068443775177","1.44068443775177","1.44068443775177","11046576128","11046576128","11046576128"
"4410","1.4699584245681763","1.4699584245681763","1.4699584245681763","21658484","21658484","21658484"
"4420","1.4451143741607666","1.4451143741607666","1.4451143741607666","218319.25","218319.25","218319.25"
"4430","1.4864587783813477","1.4864587783813477","1.4864587783813477","1864070.5","1864070.5","1864070.5"
"4440","1.4838356971740723","1.4838356971740723","1.4838356971740723","747312.625","747312.625","747312.625"
"4450","1.514716625213623","1.514716625213623","1.514716625213623","504548.75","504548.75","504548.75"
"4460","1.4822628498077393","1.4822628498077393","1.4822628498077393","8933194","8933194","8933194"
"4470","1.4673902988433838","1.4673902988433838","1.4673902988433838","567874.625","567874.625","567874.625"
"4480","1.4867565631866455","1.4867565631866455","1.4867565631866455","6819431","6819431","6819431"
"4490","1.4183692932128906","1.4183692932128906","1.4183692932128906","284608.46875","284608.46875","284608.46875"
"4500","1.4464539289474487","1.4464539289474487","1.4464539289474487","10559397","10559397","10559397"
"4510","1.4645264148712158","1.4645264148712158","1.4645264148712158","1931113.875","1931113.875","1931113.875"
"4520","1.457659363746643","1.457659363746643","1.457659363746643","275185984","275185984","275185984"
"4530","1.417335867881775","1.417335867881775","1.417335867881775","379276.65625","379276.65625","379276.65625"
"4540","1.4625859260559082","1.4625859260559082","1.4625859260559082","752419.4375","752419.4375","752419.4375"
"4550","1.4851171970367432","1.4851171970367432","1.4851171970367432","1450387.625","1450387.625","1450387.625"
"4560","1.4361629486083984","1.4361629486083984","1.4361629486083984","162731232","162731232","162731232"
"4570","1.5249382257461548","1.5249382257461548","1.5249382257461548","649832.8125","649832.8125","649832.8125"
"4580","1.4922829866409302","1.4922829866409302","1.4922829866409302","1191132.5","1191132.5","1191132.5"
"4590","1.5436804294586182","1.5436804294586182","1.5436804294586182","177335840","177335840","177335840"
"4600","1.4631656408309937","1.4631656408309937","1.4631656408309937","35367.640625","35367.640625","35367.640625"
"4610","1.4213330745697021","1.4213330745697021","1.4213330745697021","243158.53125","243158.53125","243158.53125"
"4620","1.484431505203247","1.484431505203247","1.484431505203247","83705.953125","83705.953125","83705.953125"
"4630","1.5063797235488892","1.5063797235488892","1.5063797235488892","316676.125","316676.125","316676.125"
"4640","1.4689667224884033","1.4689667224884033","1.4689667224884033","11518.4775390625","11518.4775390625","11518.4775390625"
"4650","1.4553492069244385","1.4553492069244385","1.4553492069244385","207660352","207660352","207660352"
"4660","1.49374258518219","1.49374258518219","1.49374258518219","24075462","24075462","24075462"
"4670","1.4178410768508911","1.4178410768508911","1.4178410768508911","104346.9765625","104346.9765625","104346.9765625"
"4680","1.5069072246551514","1.5069072246551514","1.5069072246551514","117967.0859375","117967.0859375","117967.0859375"
"4690","1.5082595348358154","1.5082595348358154","1.5082595348358154","60947","60947","60947"
"4700","1.4666831493377686","1.4666831493377686","1.4666831493377686","71493.078125","71493.078125","71493.078125"
"4710","1.474906086921692","1.474906086921692","1.474906086921692","82523344","82523344","82523344"
"4720","1.5028071403503418","1.5028071403503418","1.5028071403503418","66188.46875","66188.46875","66188.46875"
"4730","1.4704726934432983","1.4704726934432983","1.4704726934432983","319853.59375","319853.59375","319853.59375"
"4740","1.4912415742874146","1.4912415742874146","1.4912415742874146","15993.8447265625","15993.8447265625","15993.8447265625"
"4750","1.4599788188934326","1.4599788188934326","1.4599788188934326","1601177.25","1601177.25","1601177.25"
"4760","1.5001095533370972","1.5001095533370972","1.5001095533370972","39911564","39911564","39911564"
"4770","1.4175543785095215","1.4175543785095215","1.4175543785095215","153524.671875","153524.671875","153524.671875"
"4780","1.4144644737243652","1.4144644737243652","1.4144644737243652","31350124","31350124","31350124"
"4790","1.491890549659729","1.491890549659729","1.491890549659729","13084.1728515625","13084.1728515625","13084.1728515625"
"4800","1.4244976043701172","1.4244976043701172","1.4244976043701172","134502.0625","134502.0625","134502.0625"
"4810","1.4429388046264648","1.4429388046264648","1.4429388046264648","26173260","26173260","26173260"
"4820","1.501350998878479","1.501350998878479","1.501350998878479","60235.37890625","60235.37890625","60235.37890625"
"4830","1.5044294595718384","1.5044294595718384","1.5044294595718384","42990632","42990632","42990632"
"4840","1.4506220817565918","1.4506220817565918","1.4506220817565918","195834.0625","195834.0625","195834.0625"
"4850","1.4349578619003296","1.4349578619003296","1.4349578619003296","80946.046875","80946.046875","80946.046875"
"4860","1.4422228336334229","1.4422228336334229","1.4422228336334229","466040.21875","466040.21875","466040.21875"
"4870","1.4309122562408447","1.4309122562408447","1.4309122562408447","4180.85986328125","4180.85986328125","4180.85986328125"
"4880","1.483465552330017","1.483465552330017","1.483465552330017","1999.8106689453125","1999.8106689453125","1999.8106689453125"
"4890","1.4705228805541992","1.4705228805541992","1.4705228805541992","112502.0234375","112502.0234375","112502.0234375"
"4900","1.4814467430114746","1.4814467430114746","1.4814467430114746","127362.234375","127362.234375","127362.234375"
"4910","1.4946752786636353","1.4946752786636353","1.4946752786636353","158073.859375","158073.859375","158073.859375"
"4920","1.4906532764434814","1.4906532764434814","1.4906532764434814","208739.875","208739.875","208739.875"
"4930","1.472334384918213","1.472334384918213","1.472334384918213","3840815","3840815","3840815"
"4940","1.4920152425765991","1.4920152425765991","1.4920152425765991","1473.568603515625","1473.568603515625","1473.568603515625"
"4950","1.470996379852295","1.470996379852295","1.470996379852295","95210.34375","95210.34375","95210.34375"
"4960","1.4740734100341797","1.4740734100341797","1.4740734100341797","50440.375","50440.375","50440.375"
"4970","1.42830228805542","1.42830228805542","1.42830228805542","148471.75","148471.75","148471.75"
"4980","1.4638593196868896","1.4638593196868896","1.4638593196868896","83511.2265625","83511.2265625","83511.2265625"
"4990","1.4531022310256958","1.4531022310256958","1.4531022310256958","7319235","7319235","7319235"
"5000","1.4597465991973877","1.4597465991973877","1.4597465991973877","251622.46875","251622.46875","251622.46875"
"5010","1.5408813953399658","1.5408813953399658","1.5408813953399658","11429346","11429346","11429346"
"5020","1.4567084312438965","1.4567084312438965","1.4567084312438965","77555.078125","77555.078125","77555.078125"
"5030","1.4973052740097046","1.4973052740097046","1.4973052740097046","481354.625","481354.625","481354.625"
"5040","1.4559383392333984","1.4559383392333984","1.4559383392333984","900.5402221679688","900.5402221679688","900.5402221679688"
"5050","1.4608771800994873","1.4608771800994873","1.4608771800994873","2674.42236328125","2674.42236328125","2674.42236328125"
"5060","1.4669265747070312","1.4669265747070312","1.4669265747070312","327633","327633","327633"
"5070","1.4321972131729126","1.4321972131729126","1.4321972131729126","224519.453125","224519.453125","224519.453125"
"5080","1.4518158435821533","1.4518158435821533","1.4518158435821533","895.4267578125","895.4267578125","895.4267578125"
"5090","1.4396171569824219","1.4396171569824219","1.4396171569824219","3155436.5","3155436.5","3155436.5"
"5100","1.4200072288513184","1.4200072288513184","1.4200072288513184","33622.46875","33622.46875","33622.46875"
"5110","1.4851311445236206","1.4851311445236206","1.4851311445236206","61519.83203125","61519.83203125","61519.83203125"
"5120","1.4473071098327637","1.4473071098327637","1.4473071098327637","28318.6796875","28318.6796875","28318.6796875"
"5130","1.49603271484375","1.49603271484375","1.49603271484375","19442.0625","19442.0625","19442.0625"
"5140","1.474141240119934","1.474141240119934","1.474141240119934","157949.0625","157949.0625","157949.0625"
"5150","1.4218218326568604","1.4218218326568604","1.4218218326568604","1660185.75","1660185.75","1660185.75"
"5160","1.486277461051941","1.486277461051941","1.486277461051941","15882.0927734375","15882.0927734375","15882.0927734375"
"5170","1.465808629989624","1.465808629989624","1.465808629989624","26480.76953125","26480.76953125","26480.76953125"
"5180","1.464785099029541","1.464785099029541","1.464785099029541","666.1013793945312","666.1013793945312","666.1013793945312"
"5190","1.4772162437438965","1.4772162437438965","1.4772162437438965","1460.65380859375","1460.65380859375","1460.65380859375"
"5200","1.4564297199249268","1.4564297199249268","1.4564297199249268","5121646","5121646","5121646"
"5210","1.4426121711730957","1.4426121711730957","1.4426121711730957","14392.9541015625","14392.9541015625","14392.9541015625"
"5220","1.412771463394165","1.412771463394165","1.412771463394165","3719132.5","3719132.5","3719132.5"
"5230","1.4700927734375","1.4700927734375","1.4700927734375","93454.828125","93454.828125","93454.828125"
"5240","1.469049334526062","1.469049334526062","1.469049334526062","1668.543701171875","1668.543701171875","1668.543701171875"
"5250","1.4665663242340088","1.4665663242340088","1.4665663242340088","1434321.75","1434321.75","1434321.75"
"5260","1.4557799100875854","1.4557799100875854","1.4557799100875854","904609.625","904609.625","904609.625"
"5270","1.4097678661346436","1.4097678661346436","1.4097678661346436","2896","2896","2896"
"5280","1.4657604694366455","1.4657604694366455","1.4657604694366455","538.5128173828125","538.5128173828125","538.5128173828125"
"5290","1.4594967365264893","1.4594967365264893","1.4594967365264893","8306.9384765625","8306.9384765625","8306.9384765625"
"5300","1.5092735290527344","1.5092735290527344","1.5092735290527344","699010.75","699010.75","699010.75"
"5310","1.437751054763794","1.437751054763794","1.437751054763794","11771.279296875","11771.279296875","11771.279296875"
"5320","1.4781222343444824","1.4781222343444824","1.4781222343444824","10576843","10576843","10576843"
"5330","1.4318591356277466","1.4318591356277466","1.4318591356277466","4542.185546875","4542.185546875","4542.185546875"
"5340","1.4728788137435913","1.4728788137435913","1.4728788137435913","9392.263671875","9392.263671875","9392.263671875"
"5350","1.4886994361877441","1.4886994361877441","1.4886994361877441","9714.0234375","9714.0234375","9714.0234375"
"5360","1.4869911670684814","1.4869911670684814","1.4869911670684814","7391.24072265625","7391.24072265625","7391.24072265625"
"5370","1.422053337097168","1.422053337097168","1.422053337097168","268.4969177246094","268.4969177246094","268.4969177246094"
"5380","1.4906554222106934","1.4906554222106934","1.4906554222106934","17630.56640625","17630.56640625","17630.56640625"
"5390","1.4619555473327637","1.4619555473327637","1.4619555473327637","334.8632507324219","334.8632507324219","334.8632507324219"
"5400","1.4999175071716309","1.4999175071716309","1.4999175071716309","109860.625","109860.625","109860.625"
"5410","1.3874353170394897","1.3874353170394897","1.3874353170394897","393.1583557128906","393.1583557128906","393.1583557128906"
"5420","1.4579267501831055","1.4579267501831055","1.4579267501831055","375601.75","375601.75","375601.75"
"5430","1.4935168027877808","1.4935168027877808","1.4935168027877808","1208567.25","1208567.25","1208567.25"
"5440","1.453486680984497","1.453486680984497","1.453486680984497","5509.32373046875","5509.32373046875","5509.32373046875"
