"Step","baseline-ts - train/loss","baseline-ts - train/loss__MIN","baseline-ts - train/loss__MAX","baseline-ts-swiglu2silu - train/loss","baseline-ts-swiglu2silu - train/loss__MIN","baseline-ts-swiglu2silu - train/loss__MAX","baseline-ts-lr0.001 - train/loss","baseline-ts-lr0.001 - train/loss__MIN","baseline-ts-lr0.001 - train/loss__MAX","baseline-ts-lr0.001-swiglu2silu - train/loss","baseline-ts-lr0.001-swiglu2silu - train/loss__MIN","baseline-ts-lr0.001-swiglu2silu - train/loss__MAX","baseline-ts-lr0.0003 - train/loss","baseline-ts-lr0.0003 - train/loss__MIN","baseline-ts-lr0.0003 - train/loss__MAX","baseline-ts-lr0.0003-swiglu2silu - train/loss","baseline-ts-lr0.0003-swiglu2silu - train/loss__MIN","baseline-ts-lr0.0003-swiglu2silu - train/loss__MAX"
"100","3.3442540168762207","3.3442540168762207","3.3442540168762207","3.4812183380126953","3.4812183380126953","3.4812183380126953","5.613915920257568","5.613915920257568","5.613915920257568","5.668161869049072","5.668161869049072","5.668161869049072","7.552985191345215","7.552985191345215","7.552985191345215","7.472133636474609","7.472133636474609","7.472133636474609"
"110","3.181504249572754","3.181504249572754","3.181504249572754","3.2811875343322754","3.2811875343322754","3.2811875343322754","5.252622604370117","5.252622604370117","5.252622604370117","5.345526695251465","5.345526695251465","5.345526695251465","7.307077884674072","7.307077884674072","7.307077884674072","7.246772289276123","7.246772289276123","7.246772289276123"
"120","3.045448064804077","3.045448064804077","3.045448064804077","3.2634363174438477","3.2634363174438477","3.2634363174438477","5.032471656799316","5.032471656799316","5.032471656799316","5.053807735443115","5.053807735443115","5.053807735443115","7.032231330871582","7.032231330871582","7.032231330871582","6.999201774597168","6.999201774597168","6.999201774597168"
"130","2.962277889251709","2.962277889251709","2.962277889251709","3.116760730743408","3.116760730743408","3.116760730743408","4.780405044555664","4.780405044555664","4.780405044555664","4.855379581451416","4.855379581451416","4.855379581451416","6.777343273162842","6.777343273162842","6.777343273162842","6.75443172454834","6.75443172454834","6.75443172454834"
"140","2.9215378761291504","2.9215378761291504","2.9215378761291504","3.0501022338867188","3.0501022338867188","3.0501022338867188","4.466839790344238","4.466839790344238","4.466839790344238","4.6046142578125","4.6046142578125","4.6046142578125","6.522206783294678","6.522206783294678","6.522206783294678","6.510839462280273","6.510839462280273","6.510839462280273"
"150","2.914281129837036","2.914281129837036","2.914281129837036","2.9366822242736816","2.9366822242736816","2.9366822242736816","4.340666770935059","4.340666770935059","4.340666770935059","4.419647693634033","4.419647693634033","4.419647693634033","6.256053924560547","6.256053924560547","6.256053924560547","6.28528356552124","6.28528356552124","6.28528356552124"
"160","2.78271484375","2.78271484375","2.78271484375","2.949542999267578","2.949542999267578","2.949542999267578","4.163624286651611","4.163624286651611","4.163624286651611","4.287170886993408","4.287170886993408","4.287170886993408","5.998499870300293","5.998499870300293","5.998499870300293","6.017970561981201","6.017970561981201","6.017970561981201"
"170","2.6780269145965576","2.6780269145965576","2.6780269145965576","2.82332706451416","2.82332706451416","2.82332706451416","4.0202741622924805","4.0202741622924805","4.0202741622924805","4.136501312255859","4.136501312255859","4.136501312255859","5.798151969909668","5.798151969909668","5.798151969909668","5.77378511428833","5.77378511428833","5.77378511428833"
"180","2.6986212730407715","2.6986212730407715","2.6986212730407715","2.7738828659057617","2.7738828659057617","2.7738828659057617","3.8741698265075684","3.8741698265075684","3.8741698265075684","4.001731872558594","4.001731872558594","4.001731872558594","5.522822856903076","5.522822856903076","5.522822856903076","5.5801897048950195","5.5801897048950195","5.5801897048950195"
"190","2.563809394836426","2.563809394836426","2.563809394836426","2.7074480056762695","2.7074480056762695","2.7074480056762695","3.6994266510009766","3.6994266510009766","3.6994266510009766","3.8630902767181396","3.8630902767181396","3.8630902767181396","5.298458576202393","5.298458576202393","5.298458576202393","5.424803733825684","5.424803733825684","5.424803733825684"
"200","2.5340614318847656","2.5340614318847656","2.5340614318847656","2.692483425140381","2.692483425140381","2.692483425140381","3.6528067588806152","3.6528067588806152","3.6528067588806152","3.7650609016418457","3.7650609016418457","3.7650609016418457","5.1916351318359375","5.1916351318359375","5.1916351318359375","5.204043865203857","5.204043865203857","5.204043865203857"
"210","2.5643696784973145","2.5643696784973145","2.5643696784973145","2.603459358215332","2.603459358215332","2.603459358215332","3.588315010070801","3.588315010070801","3.588315010070801","3.7272298336029053","3.7272298336029053","3.7272298336029053","4.954411506652832","4.954411506652832","4.954411506652832","5.0826416015625","5.0826416015625","5.0826416015625"
"220","2.46791934967041","2.46791934967041","2.46791934967041","2.6637110710144043","2.6637110710144043","2.6637110710144043","3.5127506256103516","3.5127506256103516","3.5127506256103516","3.670675754547119","3.670675754547119","3.670675754547119","4.844799995422363","4.844799995422363","4.844799995422363","4.953102111816406","4.953102111816406","4.953102111816406"
"230","2.472532272338867","2.472532272338867","2.472532272338867","2.5348353385925293","2.5348353385925293","2.5348353385925293","3.3976891040802","3.3976891040802","3.3976891040802","3.467478036880493","3.467478036880493","3.467478036880493","4.676261901855469","4.676261901855469","4.676261901855469","4.764492988586426","4.764492988586426","4.764492988586426"
"240","2.4513139724731445","2.4513139724731445","2.4513139724731445","2.622424602508545","2.622424602508545","2.622424602508545","3.3838582038879395","3.3838582038879395","3.3838582038879395","3.410294532775879","3.410294532775879","3.410294532775879","4.630599021911621","4.630599021911621","4.630599021911621","4.673171043395996","4.673171043395996","4.673171043395996"
"250","2.5097391605377197","2.5097391605377197","2.5097391605377197","2.5729660987854004","2.5729660987854004","2.5729660987854004","3.3167028427124023","3.3167028427124023","3.3167028427124023","3.4078869819641113","3.4078869819641113","3.4078869819641113","4.47802734375","4.47802734375","4.47802734375","4.4909892082214355","4.4909892082214355","4.4909892082214355"
"260","2.389815330505371","2.389815330505371","2.389815330505371","2.5146615505218506","2.5146615505218506","2.5146615505218506","3.2372965812683105","3.2372965812683105","3.2372965812683105","3.3568801879882812","3.3568801879882812","3.3568801879882812","4.359794616699219","4.359794616699219","4.359794616699219","4.402090072631836","4.402090072631836","4.402090072631836"
"270","2.3613944053649902","2.3613944053649902","2.3613944053649902","2.4918174743652344","2.4918174743652344","2.4918174743652344","3.1901674270629883","3.1901674270629883","3.1901674270629883","3.320744037628174","3.320744037628174","3.320744037628174","4.248626708984375","4.248626708984375","4.248626708984375","4.299740791320801","4.299740791320801","4.299740791320801"
"280","2.3551599979400635","2.3551599979400635","2.3551599979400635","2.4523768424987793","2.4523768424987793","2.4523768424987793","3.2158749103546143","3.2158749103546143","3.2158749103546143","3.2015187740325928","3.2015187740325928","3.2015187740325928","4.1645355224609375","4.1645355224609375","4.1645355224609375","4.256571292877197","4.256571292877197","4.256571292877197"
"290","2.277306079864502","2.277306079864502","2.277306079864502","2.453934669494629","2.453934669494629","2.453934669494629","3.08211088180542","3.08211088180542","3.08211088180542","3.193697929382324","3.193697929382324","3.193697929382324","4.038967132568359","4.038967132568359","4.038967132568359","4.219119071960449","4.219119071960449","4.219119071960449"
"300","2.299082040786743","2.299082040786743","2.299082040786743","2.3976755142211914","2.3976755142211914","2.3976755142211914","3.047703266143799","3.047703266143799","3.047703266143799","3.102776527404785","3.102776527404785","3.102776527404785","3.852330207824707","3.852330207824707","3.852330207824707","4.080647945404053","4.080647945404053","4.080647945404053"
"310","2.2460474967956543","2.2460474967956543","2.2460474967956543","2.4570531845092773","2.4570531845092773","2.4570531845092773","3.0802998542785645","3.0802998542785645","3.0802998542785645","3.160269260406494","3.160269260406494","3.160269260406494","3.880251884460449","3.880251884460449","3.880251884460449","3.9397830963134766","3.9397830963134766","3.9397830963134766"
"320","2.305225372314453","2.305225372314453","2.305225372314453","2.4405083656311035","2.4405083656311035","2.4405083656311035","3.0573132038116455","3.0573132038116455","3.0573132038116455","3.0893685817718506","3.0893685817718506","3.0893685817718506","3.8046438694000244","3.8046438694000244","3.8046438694000244","3.868687152862549","3.868687152862549","3.868687152862549"
"330","2.28419828414917","2.28419828414917","2.28419828414917","2.3244876861572266","2.3244876861572266","2.3244876861572266","2.950838565826416","2.950838565826416","2.950838565826416","3.059070348739624","3.059070348739624","3.059070348739624","3.8499624729156494","3.8499624729156494","3.8499624729156494","3.814267635345459","3.814267635345459","3.814267635345459"
"340","2.2509851455688477","2.2509851455688477","2.2509851455688477","2.3500142097473145","2.3500142097473145","2.3500142097473145","2.901372194290161","2.901372194290161","2.901372194290161","3.037404775619507","3.037404775619507","3.037404775619507","3.6763429641723633","3.6763429641723633","3.6763429641723633","3.7165603637695312","3.7165603637695312","3.7165603637695312"
"350","2.1843295097351074","2.1843295097351074","2.1843295097351074","2.379730701446533","2.379730701446533","2.379730701446533","2.9040558338165283","2.9040558338165283","2.9040558338165283","2.976390838623047","2.976390838623047","2.976390838623047","3.633850336074829","3.633850336074829","3.633850336074829","3.6714768409729004","3.6714768409729004","3.6714768409729004"
"360","2.1657235622406006","2.1657235622406006","2.1657235622406006","2.3433337211608887","2.3433337211608887","2.3433337211608887","2.8338496685028076","2.8338496685028076","2.8338496685028076","2.953550338745117","2.953550338745117","2.953550338745117","3.6453611850738525","3.6453611850738525","3.6453611850738525","3.6792845726013184","3.6792845726013184","3.6792845726013184"
"370","2.2495884895324707","2.2495884895324707","2.2495884895324707","2.3619441986083984","2.3619441986083984","2.3619441986083984","2.7504537105560303","2.7504537105560303","2.7504537105560303","2.8841936588287354","2.8841936588287354","2.8841936588287354","3.545940399169922","3.545940399169922","3.545940399169922","3.6031672954559326","3.6031672954559326","3.6031672954559326"
"380","2.2862913608551025","2.2862913608551025","2.2862913608551025","2.331622838973999","2.331622838973999","2.331622838973999","2.8786730766296387","2.8786730766296387","2.8786730766296387","2.8994572162628174","2.8994572162628174","2.8994572162628174","3.4881696701049805","3.4881696701049805","3.4881696701049805","3.588249921798706","3.588249921798706","3.588249921798706"
"390","2.209561824798584","2.209561824798584","2.209561824798584","2.2333106994628906","2.2333106994628906","2.2333106994628906","2.8159120082855225","2.8159120082855225","2.8159120082855225","2.854926586151123","2.854926586151123","2.854926586151123","3.4206695556640625","3.4206695556640625","3.4206695556640625","3.534214496612549","3.534214496612549","3.534214496612549"
"400","2.2039880752563477","2.2039880752563477","2.2039880752563477","2.2501423358917236","2.2501423358917236","2.2501423358917236","2.730318784713745","2.730318784713745","2.730318784713745","2.851915121078491","2.851915121078491","2.851915121078491","3.4350967407226562","3.4350967407226562","3.4350967407226562","3.5321273803710938","3.5321273803710938","3.5321273803710938"
"410","2.2076644897460938","2.2076644897460938","2.2076644897460938","2.2531561851501465","2.2531561851501465","2.2531561851501465","2.680948257446289","2.680948257446289","2.680948257446289","2.749847888946533","2.749847888946533","2.749847888946533","3.368867874145508","3.368867874145508","3.368867874145508","3.4596195220947266","3.4596195220947266","3.4596195220947266"
"420","2.2112436294555664","2.2112436294555664","2.2112436294555664","2.255946636199951","2.255946636199951","2.255946636199951","2.733696937561035","2.733696937561035","2.733696937561035","2.7964768409729004","2.7964768409729004","2.7964768409729004","3.363957405090332","3.363957405090332","3.363957405090332","3.3875184059143066","3.3875184059143066","3.3875184059143066"
"430","2.12469482421875","2.12469482421875","2.12469482421875","2.2514781951904297","2.2514781951904297","2.2514781951904297","2.6447670459747314","2.6447670459747314","2.6447670459747314","2.7643344402313232","2.7643344402313232","2.7643344402313232","3.325622320175171","3.325622320175171","3.325622320175171","3.3451337814331055","3.3451337814331055","3.3451337814331055"
"440","2.226428747177124","2.226428747177124","2.226428747177124","2.197976589202881","2.197976589202881","2.197976589202881","2.6402692794799805","2.6402692794799805","2.6402692794799805","2.6996331214904785","2.6996331214904785","2.6996331214904785","3.2618465423583984","3.2618465423583984","3.2618465423583984","3.3511786460876465","3.3511786460876465","3.3511786460876465"
"450","2.1952953338623047","2.1952953338623047","2.1952953338623047","2.21994686126709","2.21994686126709","2.21994686126709","2.5980224609375","2.5980224609375","2.5980224609375","2.820735454559326","2.820735454559326","2.820735454559326","3.263969659805298","3.263969659805298","3.263969659805298","3.328132152557373","3.328132152557373","3.328132152557373"
"460","2.141045570373535","2.141045570373535","2.141045570373535","2.224555492401123","2.224555492401123","2.224555492401123","2.6421544551849365","2.6421544551849365","2.6421544551849365","2.6670849323272705","2.6670849323272705","2.6670849323272705","3.185814142227173","3.185814142227173","3.185814142227173","3.2423746585845947","3.2423746585845947","3.2423746585845947"
"470","2.185819625854492","2.185819625854492","2.185819625854492","2.1527013778686523","2.1527013778686523","2.1527013778686523","2.573113441467285","2.573113441467285","2.573113441467285","2.6998960971832275","2.6998960971832275","2.6998960971832275","3.212392807006836","3.212392807006836","3.212392807006836","3.218778133392334","3.218778133392334","3.218778133392334"
"480","2.133882522583008","2.133882522583008","2.133882522583008","2.129770278930664","2.129770278930664","2.129770278930664","2.661083698272705","2.661083698272705","2.661083698272705","2.5920135974884033","2.5920135974884033","2.5920135974884033","3.2347335815429688","3.2347335815429688","3.2347335815429688","3.262606620788574","3.262606620788574","3.262606620788574"
"490","2.186420202255249","2.186420202255249","2.186420202255249","2.242799997329712","2.242799997329712","2.242799997329712","2.561648368835449","2.561648368835449","2.561648368835449","2.621551036834717","2.621551036834717","2.621551036834717","3.1773834228515625","3.1773834228515625","3.1773834228515625","3.1746034622192383","3.1746034622192383","3.1746034622192383"
"500","2.215787649154663","2.215787649154663","2.215787649154663","2.196136474609375","2.196136474609375","2.196136474609375","2.497792959213257","2.497792959213257","2.497792959213257","2.658827066421509","2.658827066421509","2.658827066421509","3.144354820251465","3.144354820251465","3.144354820251465","3.133075714111328","3.133075714111328","3.133075714111328"
"510","2.1188645362854004","2.1188645362854004","2.1188645362854004","2.138115406036377","2.138115406036377","2.138115406036377","2.561523914337158","2.561523914337158","2.561523914337158","2.632750988006592","2.632750988006592","2.632750988006592","3.032017707824707","3.032017707824707","3.032017707824707","3.098446846008301","3.098446846008301","3.098446846008301"
"520","2.167888641357422","2.167888641357422","2.167888641357422","2.1873412132263184","2.1873412132263184","2.1873412132263184","2.4552388191223145","2.4552388191223145","2.4552388191223145","2.593095064163208","2.593095064163208","2.593095064163208","3.0120160579681396","3.0120160579681396","3.0120160579681396","3.1495745182037354","3.1495745182037354","3.1495745182037354"
"530","2.0995984077453613","2.0995984077453613","2.0995984077453613","2.1524622440338135","2.1524622440338135","2.1524622440338135","2.433736801147461","2.433736801147461","2.433736801147461","2.6083736419677734","2.6083736419677734","2.6083736419677734","3.0457353591918945","3.0457353591918945","3.0457353591918945","3.0727317333221436","3.0727317333221436","3.0727317333221436"
"540","2.112722396850586","2.112722396850586","2.112722396850586","2.1024169921875","2.1024169921875","2.1024169921875","2.4654147624969482","2.4654147624969482","2.4654147624969482","2.5386805534362793","2.5386805534362793","2.5386805534362793","3.085397720336914","3.085397720336914","3.085397720336914","3.1451354026794434","3.1451354026794434","3.1451354026794434"
"550","2.198267698287964","2.198267698287964","2.198267698287964","2.162097454071045","2.162097454071045","2.162097454071045","2.3402822017669678","2.3402822017669678","2.3402822017669678","2.709319591522217","2.709319591522217","2.709319591522217","2.9321558475494385","2.9321558475494385","2.9321558475494385","3.1006999015808105","3.1006999015808105","3.1006999015808105"
"560","2.0496065616607666","2.0496065616607666","2.0496065616607666","2.1746442317962646","2.1746442317962646","2.1746442317962646","2.5223891735076904","2.5223891735076904","2.5223891735076904","2.6238174438476562","2.6238174438476562","2.6238174438476562","3.0469799041748047","3.0469799041748047","3.0469799041748047","3.0550012588500977","3.0550012588500977","3.0550012588500977"
"570","2.174899101257324","2.174899101257324","2.174899101257324","2.1143438816070557","2.1143438816070557","2.1143438816070557","2.4267587661743164","2.4267587661743164","2.4267587661743164","2.4967403411865234","2.4967403411865234","2.4967403411865234","2.9846856594085693","2.9846856594085693","2.9846856594085693","3.063072681427002","3.063072681427002","3.063072681427002"
"580","2.1742687225341797","2.1742687225341797","2.1742687225341797","2.1735939979553223","2.1735939979553223","2.1735939979553223","2.399855136871338","2.399855136871338","2.399855136871338","2.5719385147094727","2.5719385147094727","2.5719385147094727","2.922074317932129","2.922074317932129","2.922074317932129","3.029782295227051","3.029782295227051","3.029782295227051"
"590","2.125786542892456","2.125786542892456","2.125786542892456","2.152473211288452","2.152473211288452","2.152473211288452","2.4331984519958496","2.4331984519958496","2.4331984519958496","2.5576577186584473","2.5576577186584473","2.5576577186584473","2.899515390396118","2.899515390396118","2.899515390396118","2.9656803607940674","2.9656803607940674","2.9656803607940674"
"600","2.039395809173584","2.039395809173584","2.039395809173584","2.196157455444336","2.196157455444336","2.196157455444336","2.396549940109253","2.396549940109253","2.396549940109253","2.520632266998291","2.520632266998291","2.520632266998291","2.8810505867004395","2.8810505867004395","2.8810505867004395","2.9964487552642822","2.9964487552642822","2.9964487552642822"
"610","2.073197364807129","2.073197364807129","2.073197364807129","2.1027181148529053","2.1027181148529053","2.1027181148529053","2.368248462677002","2.368248462677002","2.368248462677002","2.5234408378601074","2.5234408378601074","2.5234408378601074","2.7828307151794434","2.7828307151794434","2.7828307151794434","3.0046486854553223","3.0046486854553223","3.0046486854553223"
"620","2.1178345680236816","2.1178345680236816","2.1178345680236816","2.0740878582000732","2.0740878582000732","2.0740878582000732","2.361375331878662","2.361375331878662","2.361375331878662","2.505018711090088","2.505018711090088","2.505018711090088","2.863780975341797","2.863780975341797","2.863780975341797","2.961960792541504","2.961960792541504","2.961960792541504"
"630","2.0706264972686768","2.0706264972686768","2.0706264972686768","2.105409622192383","2.105409622192383","2.105409622192383","2.331279993057251","2.331279993057251","2.331279993057251","2.4103455543518066","2.4103455543518066","2.4103455543518066","2.7807250022888184","2.7807250022888184","2.7807250022888184","2.835829973220825","2.835829973220825","2.835829973220825"
"640","2.0945699214935303","2.0945699214935303","2.0945699214935303","2.010880470275879","2.010880470275879","2.010880470275879","2.3478169441223145","2.3478169441223145","2.3478169441223145","2.496962785720825","2.496962785720825","2.496962785720825","2.8165812492370605","2.8165812492370605","2.8165812492370605","2.9445791244506836","2.9445791244506836","2.9445791244506836"
"650","2.060242176055908","2.060242176055908","2.060242176055908","2.035477638244629","2.035477638244629","2.035477638244629","2.326815128326416","2.326815128326416","2.326815128326416","2.484755277633667","2.484755277633667","2.484755277633667","2.8133902549743652","2.8133902549743652","2.8133902549743652","2.9058263301849365","2.9058263301849365","2.9058263301849365"
"660","2.0758442878723145","2.0758442878723145","2.0758442878723145","2.053701400756836","2.053701400756836","2.053701400756836","2.299591064453125","2.299591064453125","2.299591064453125","2.398010015487671","2.398010015487671","2.398010015487671","2.8256382942199707","2.8256382942199707","2.8256382942199707","2.857151508331299","2.857151508331299","2.857151508331299"
"670","2.0562353134155273","2.0562353134155273","2.0562353134155273","2.1118276119232178","2.1118276119232178","2.1118276119232178","2.291682243347168","2.291682243347168","2.291682243347168","2.410848617553711","2.410848617553711","2.410848617553711","2.7490835189819336","2.7490835189819336","2.7490835189819336","2.8473687171936035","2.8473687171936035","2.8473687171936035"
"680","2.0519795417785645","2.0519795417785645","2.0519795417785645","2.116791248321533","2.116791248321533","2.116791248321533","2.220881462097168","2.220881462097168","2.220881462097168","2.4359610080718994","2.4359610080718994","2.4359610080718994","2.819753646850586","2.819753646850586","2.819753646850586","2.8469486236572266","2.8469486236572266","2.8469486236572266"
"690","2.081368923187256","2.081368923187256","2.081368923187256","2.065798282623291","2.065798282623291","2.065798282623291","2.2733826637268066","2.2733826637268066","2.2733826637268066","2.362708330154419","2.362708330154419","2.362708330154419","2.787698268890381","2.787698268890381","2.787698268890381","2.8793089389801025","2.8793089389801025","2.8793089389801025"
"700","1.9996459484100342","1.9996459484100342","1.9996459484100342","2.077808141708374","2.077808141708374","2.077808141708374","2.2680437564849854","2.2680437564849854","2.2680437564849854","2.339359760284424","2.339359760284424","2.339359760284424","2.719318389892578","2.719318389892578","2.719318389892578","2.775275230407715","2.775275230407715","2.775275230407715"
"710","2.0875892639160156","2.0875892639160156","2.0875892639160156","1.9765269756317139","1.9765269756317139","1.9765269756317139","2.2875962257385254","2.2875962257385254","2.2875962257385254","2.303457260131836","2.303457260131836","2.303457260131836","2.7577977180480957","2.7577977180480957","2.7577977180480957","2.7719287872314453","2.7719287872314453","2.7719287872314453"
"720","2.038212299346924","2.038212299346924","2.038212299346924","2.0314314365386963","2.0314314365386963","2.0314314365386963","2.2042179107666016","2.2042179107666016","2.2042179107666016","2.3596038818359375","2.3596038818359375","2.3596038818359375","2.707190990447998","2.707190990447998","2.707190990447998","2.8482797145843506","2.8482797145843506","2.8482797145843506"
"730","2.0277156829833984","2.0277156829833984","2.0277156829833984","2.1059412956237793","2.1059412956237793","2.1059412956237793","2.2079691886901855","2.2079691886901855","2.2079691886901855","2.292539358139038","2.292539358139038","2.292539358139038","2.698676109313965","2.698676109313965","2.698676109313965","2.7897863388061523","2.7897863388061523","2.7897863388061523"
"740","1.9770455360412598","1.9770455360412598","1.9770455360412598","2.1006853580474854","2.1006853580474854","2.1006853580474854","2.2236156463623047","2.2236156463623047","2.2236156463623047","2.3540496826171875","2.3540496826171875","2.3540496826171875","2.6800155639648438","2.6800155639648438","2.6800155639648438","2.8344106674194336","2.8344106674194336","2.8344106674194336"
"750","1.998748540878296","1.998748540878296","1.998748540878296","1.9601473808288574","1.9601473808288574","1.9601473808288574","2.205618381500244","2.205618381500244","2.205618381500244","2.338430643081665","2.338430643081665","2.338430643081665","2.7257628440856934","2.7257628440856934","2.7257628440856934","2.689943790435791","2.689943790435791","2.689943790435791"
"760","2.058269500732422","2.058269500732422","2.058269500732422","1.9966517686843872","1.9966517686843872","1.9966517686843872","2.1538596153259277","2.1538596153259277","2.1538596153259277","2.34000301361084","2.34000301361084","2.34000301361084","2.6751229763031006","2.6751229763031006","2.6751229763031006","2.686717987060547","2.686717987060547","2.686717987060547"
"770","2.02303409576416","2.02303409576416","2.02303409576416","2.0355660915374756","2.0355660915374756","2.0355660915374756","2.1893415451049805","2.1893415451049805","2.1893415451049805","2.2446048259735107","2.2446048259735107","2.2446048259735107","2.6196656227111816","2.6196656227111816","2.6196656227111816","2.7276742458343506","2.7276742458343506","2.7276742458343506"
"780","2.028108835220337","2.028108835220337","2.028108835220337","1.9998091459274292","1.9998091459274292","1.9998091459274292","2.157048225402832","2.157048225402832","2.157048225402832","2.3129594326019287","2.3129594326019287","2.3129594326019287","2.654217004776001","2.654217004776001","2.654217004776001","2.7515337467193604","2.7515337467193604","2.7515337467193604"
"790","2.0134100914001465","2.0134100914001465","2.0134100914001465","2.016340732574463","2.016340732574463","2.016340732574463","2.118645191192627","2.118645191192627","2.118645191192627","2.3157618045806885","2.3157618045806885","2.3157618045806885","2.620098352432251","2.620098352432251","2.620098352432251","2.715683937072754","2.715683937072754","2.715683937072754"
"800","1.9822620153427124","1.9822620153427124","1.9822620153427124","1.9525476694107056","1.9525476694107056","1.9525476694107056","2.121368408203125","2.121368408203125","2.121368408203125","2.2853519916534424","2.2853519916534424","2.2853519916534424","2.5450572967529297","2.5450572967529297","2.5450572967529297","2.699460506439209","2.699460506439209","2.699460506439209"
"810","1.9965033531188965","1.9965033531188965","1.9965033531188965","1.9719572067260742","1.9719572067260742","1.9719572067260742","2.188567638397217","2.188567638397217","2.188567638397217","2.2754037380218506","2.2754037380218506","2.2754037380218506","2.7171177864074707","2.7171177864074707","2.7171177864074707","2.6597046852111816","2.6597046852111816","2.6597046852111816"
"820","1.9707611799240112","1.9707611799240112","1.9707611799240112","1.9235690832138062","1.9235690832138062","1.9235690832138062","2.1469779014587402","2.1469779014587402","2.1469779014587402","2.2246994972229004","2.2246994972229004","2.2246994972229004","2.6574392318725586","2.6574392318725586","2.6574392318725586","2.764847993850708","2.764847993850708","2.764847993850708"
"830","1.9632978439331055","1.9632978439331055","1.9632978439331055","1.989298939704895","1.989298939704895","1.989298939704895","2.11710262298584","2.11710262298584","2.11710262298584","2.252657413482666","2.252657413482666","2.252657413482666","2.6654133796691895","2.6654133796691895","2.6654133796691895","2.6432435512542725","2.6432435512542725","2.6432435512542725"
