"Step","main-owt (Run set) - train/loss","main-owt (Run set) - train/loss__MIN","main-owt (Run set) - train/loss__MAX","baseline-ts (Run set 2) - train/loss","baseline-ts (Run set 2) - train/loss__MIN","baseline-ts (Run set 2) - train/loss__MAX"
"820","5.000477313995361","5.000477313995361","5.000477313995361","1.9707611799240112","1.9707611799240112","1.9707611799240112"
"830","4.991168022155762","4.991168022155762","4.991168022155762","1.9632978439331055","1.9632978439331055","1.9632978439331055"
"840","5.010758399963379","5.010758399963379","5.010758399963379","1.9159765243530273","1.9159765243530273","1.9159765243530273"
"850","5.042710781097412","5.042710781097412","5.042710781097412","1.9702391624450684","1.9702391624450684","1.9702391624450684"
"860","5.036179065704346","5.036179065704346","5.036179065704346","1.9400681257247925","1.9400681257247925","1.9400681257247925"
"870","4.966763973236084","4.966763973236084","4.966763973236084","1.9184092283248901","1.9184092283248901","1.9184092283248901"
"880","4.941429615020752","4.941429615020752","4.941429615020752","1.9760627746582031","1.9760627746582031","1.9760627746582031"
"890","4.960641860961914","4.960641860961914","4.960641860961914","1.9599939584732056","1.9599939584732056","1.9599939584732056"
"900","4.988304138183594","4.988304138183594","4.988304138183594","1.8855364322662354","1.8855364322662354","1.8855364322662354"
"910","5.021625995635986","5.021625995635986","5.021625995635986","1.9724282026290894","1.9724282026290894","1.9724282026290894"
"920","5.022204399108887","5.022204399108887","5.022204399108887","1.90309476852417","1.90309476852417","1.90309476852417"
"930","4.906795501708984","4.906795501708984","4.906795501708984","1.9726378917694092","1.9726378917694092","1.9726378917694092"
"940","4.949963569641113","4.949963569641113","4.949963569641113","1.9182356595993042","1.9182356595993042","1.9182356595993042"
"950","4.919611930847168","4.919611930847168","4.919611930847168","1.9577393531799316","1.9577393531799316","1.9577393531799316"
"960","4.963277816772461","4.963277816772461","4.963277816772461","1.8738999366760254","1.8738999366760254","1.8738999366760254"
"970","4.95320987701416","4.95320987701416","4.95320987701416","1.9138455390930176","1.9138455390930176","1.9138455390930176"
"980","4.929690361022949","4.929690361022949","4.929690361022949","1.8687515258789062","1.8687515258789062","1.8687515258789062"
"990","4.9289469718933105","4.9289469718933105","4.9289469718933105","1.9865350723266602","1.9865350723266602","1.9865350723266602"
"1000","4.95118522644043","4.95118522644043","4.95118522644043","1.9111229181289673","1.9111229181289673","1.9111229181289673"
"1010","4.91232967376709","4.91232967376709","4.91232967376709","1.9259083271026611","1.9259083271026611","1.9259083271026611"
"1020","5.011488437652588","5.011488437652588","5.011488437652588","1.8875179290771484","1.8875179290771484","1.8875179290771484"
"1030","4.811989784240723","4.811989784240723","4.811989784240723","1.902022361755371","1.902022361755371","1.902022361755371"
"1040","4.87869930267334","4.87869930267334","4.87869930267334","1.890956997871399","1.890956997871399","1.890956997871399"
"1050","4.847103595733643","4.847103595733643","4.847103595733643","1.8274731636047363","1.8274731636047363","1.8274731636047363"
"1060","4.851659774780273","4.851659774780273","4.851659774780273","1.837934970855713","1.837934970855713","1.837934970855713"
"1070","4.791008949279785","4.791008949279785","4.791008949279785","1.8792386054992676","1.8792386054992676","1.8792386054992676"
"1080","4.860123157501221","4.860123157501221","4.860123157501221","1.8479952812194824","1.8479952812194824","1.8479952812194824"
"1090","4.806004524230957","4.806004524230957","4.806004524230957","1.8222248554229736","1.8222248554229736","1.8222248554229736"
"1100","4.866312026977539","4.866312026977539","4.866312026977539","1.8228752613067627","1.8228752613067627","1.8228752613067627"
"1110","4.801520824432373","4.801520824432373","4.801520824432373","1.9316290616989136","1.9316290616989136","1.9316290616989136"
"1120","4.817205429077148","4.817205429077148","4.817205429077148","1.8117966651916504","1.8117966651916504","1.8117966651916504"
"1130","4.769107341766357","4.769107341766357","4.769107341766357","1.82193922996521","1.82193922996521","1.82193922996521"
"1140","4.755073547363281","4.755073547363281","4.755073547363281","1.8415555953979492","1.8415555953979492","1.8415555953979492"
"1150","4.82063627243042","4.82063627243042","4.82063627243042","1.8164122104644775","1.8164122104644775","1.8164122104644775"
"1160","4.78427791595459","4.78427791595459","4.78427791595459","1.8202167749404907","1.8202167749404907","1.8202167749404907"
"1170","4.844050884246826","4.844050884246826","4.844050884246826","1.844390869140625","1.844390869140625","1.844390869140625"
"1180","4.680736064910889","4.680736064910889","4.680736064910889","1.8825809955596924","1.8825809955596924","1.8825809955596924"
"1190","4.8214921951293945","4.8214921951293945","4.8214921951293945","1.820319652557373","1.820319652557373","1.820319652557373"
"1200","4.749691009521484","4.749691009521484","4.749691009521484","1.8347609043121338","1.8347609043121338","1.8347609043121338"
"1210","4.771013259887695","4.771013259887695","4.771013259887695","1.853459119796753","1.853459119796753","1.853459119796753"
"1220","4.771829605102539","4.771829605102539","4.771829605102539","1.8061459064483643","1.8061459064483643","1.8061459064483643"
"1230","4.686001777648926","4.686001777648926","4.686001777648926","1.7920329570770264","1.7920329570770264","1.7920329570770264"
"1240","4.707974433898926","4.707974433898926","4.707974433898926","1.7834035158157349","1.7834035158157349","1.7834035158157349"
"1250","4.66448974609375","4.66448974609375","4.66448974609375","1.7803471088409424","1.7803471088409424","1.7803471088409424"
"1260","4.694867134094238","4.694867134094238","4.694867134094238","1.8154234886169434","1.8154234886169434","1.8154234886169434"
"1270","4.802947998046875","4.802947998046875","4.802947998046875","1.7719941139221191","1.7719941139221191","1.7719941139221191"
"1280","4.707522869110107","4.707522869110107","4.707522869110107","1.758533000946045","1.758533000946045","1.758533000946045"
"1290","4.704141616821289","4.704141616821289","4.704141616821289","1.7797949314117432","1.7797949314117432","1.7797949314117432"
"1300","4.740753173828125","4.740753173828125","4.740753173828125","1.7553753852844238","1.7553753852844238","1.7553753852844238"
"1310","4.692684173583984","4.692684173583984","4.692684173583984","1.7922171354293823","1.7922171354293823","1.7922171354293823"
"1320","4.6794843673706055","4.6794843673706055","4.6794843673706055","1.8062424659729004","1.8062424659729004","1.8062424659729004"
"1330","4.7424774169921875","4.7424774169921875","4.7424774169921875","1.8072116374969482","1.8072116374969482","1.8072116374969482"
"1340","4.737636566162109","4.737636566162109","4.737636566162109","1.7084693908691406","1.7084693908691406","1.7084693908691406"
"1350","4.6913347244262695","4.6913347244262695","4.6913347244262695","1.8416012525558472","1.8416012525558472","1.8416012525558472"
"1360","4.696856498718262","4.696856498718262","4.696856498718262","1.731996774673462","1.731996774673462","1.731996774673462"
"1370","4.638400077819824","4.638400077819824","4.638400077819824","1.7412443161010742","1.7412443161010742","1.7412443161010742"
"1380","4.718142032623291","4.718142032623291","4.718142032623291","1.7115797996520996","1.7115797996520996","1.7115797996520996"
"1390","4.657193660736084","4.657193660736084","4.657193660736084","1.7599475383758545","1.7599475383758545","1.7599475383758545"
"1400","4.629985809326172","4.629985809326172","4.629985809326172","1.7371034622192383","1.7371034622192383","1.7371034622192383"
"1410","4.634449005126953","4.634449005126953","4.634449005126953","1.7926170825958252","1.7926170825958252","1.7926170825958252"
"1420","4.662968635559082","4.662968635559082","4.662968635559082","1.7373743057250977","1.7373743057250977","1.7373743057250977"
"1430","4.669084072113037","4.669084072113037","4.669084072113037","1.7739028930664062","1.7739028930664062","1.7739028930664062"
"1440","4.648826599121094","4.648826599121094","4.648826599121094","1.7271276712417603","1.7271276712417603","1.7271276712417603"
"1450","4.705558776855469","4.705558776855469","4.705558776855469","1.7131599187850952","1.7131599187850952","1.7131599187850952"
"1460","4.625422954559326","4.625422954559326","4.625422954559326","1.7420117855072021","1.7420117855072021","1.7420117855072021"
"1470","4.599184989929199","4.599184989929199","4.599184989929199","1.7731698751449585","1.7731698751449585","1.7731698751449585"
"1480","4.651386260986328","4.651386260986328","4.651386260986328","1.763331413269043","1.763331413269043","1.763331413269043"
"1490","4.607909202575684","4.607909202575684","4.607909202575684","1.7163965702056885","1.7163965702056885","1.7163965702056885"
"1500","4.663500785827637","4.663500785827637","4.663500785827637","1.7118440866470337","1.7118440866470337","1.7118440866470337"
"1510","4.572774410247803","4.572774410247803","4.572774410247803","1.741294264793396","1.741294264793396","1.741294264793396"
"1520","4.583362102508545","4.583362102508545","4.583362102508545","1.7153406143188477","1.7153406143188477","1.7153406143188477"
"1530","4.637895584106445","4.637895584106445","4.637895584106445","1.6496586799621582","1.6496586799621582","1.6496586799621582"
"1540","4.6294732093811035","4.6294732093811035","4.6294732093811035","1.6535141468048096","1.6535141468048096","1.6535141468048096"
"1550","4.602628707885742","4.602628707885742","4.602628707885742","1.6837120056152344","1.6837120056152344","1.6837120056152344"
"1560","4.650556564331055","4.650556564331055","4.650556564331055","1.67830491065979","1.67830491065979","1.67830491065979"
"1570","4.594363212585449","4.594363212585449","4.594363212585449","1.7035534381866455","1.7035534381866455","1.7035534381866455"
"1580","4.537181377410889","4.537181377410889","4.537181377410889","1.7185286283493042","1.7185286283493042","1.7185286283493042"
"1590","4.586369514465332","4.586369514465332","4.586369514465332","1.6977273225784302","1.6977273225784302","1.6977273225784302"
"1600","4.614499092102051","4.614499092102051","4.614499092102051","1.6904323101043701","1.6904323101043701","1.6904323101043701"
"1610","4.588646411895752","4.588646411895752","4.588646411895752","1.7393211126327515","1.7393211126327515","1.7393211126327515"
"1620","4.572972297668457","4.572972297668457","4.572972297668457","1.755433440208435","1.755433440208435","1.755433440208435"
"1630","4.589735507965088","4.589735507965088","4.589735507965088","1.7044553756713867","1.7044553756713867","1.7044553756713867"
"1640","4.495316028594971","4.495316028594971","4.495316028594971","1.6992297172546387","1.6992297172546387","1.6992297172546387"
"1650","4.5847697257995605","4.5847697257995605","4.5847697257995605","1.7440582513809204","1.7440582513809204","1.7440582513809204"
"1660","4.579559326171875","4.579559326171875","4.579559326171875","1.7623813152313232","1.7623813152313232","1.7623813152313232"
"1670","4.595533847808838","4.595533847808838","4.595533847808838","1.6895523071289062","1.6895523071289062","1.6895523071289062"
"1680","4.512818813323975","4.512818813323975","4.512818813323975","1.689422369003296","1.689422369003296","1.689422369003296"
"1690","4.525834083557129","4.525834083557129","4.525834083557129","1.666060447692871","1.666060447692871","1.666060447692871"
"1700","4.595580101013184","4.595580101013184","4.595580101013184","1.6783230304718018","1.6783230304718018","1.6783230304718018"
"1710","4.567980766296387","4.567980766296387","4.567980766296387","1.6775131225585938","1.6775131225585938","1.6775131225585938"
"1720","4.528963088989258","4.528963088989258","4.528963088989258","1.7075928449630737","1.7075928449630737","1.7075928449630737"
"1730","4.545262336730957","4.545262336730957","4.545262336730957","1.640383005142212","1.640383005142212","1.640383005142212"
"1740","4.534640312194824","4.534640312194824","4.534640312194824","1.706873893737793","1.706873893737793","1.706873893737793"
"1750","4.552454471588135","4.552454471588135","4.552454471588135","1.6323201656341553","1.6323201656341553","1.6323201656341553"
"1760","4.583790302276611","4.583790302276611","4.583790302276611","1.6895579099655151","1.6895579099655151","1.6895579099655151"
"1770","4.5158538818359375","4.5158538818359375","4.5158538818359375","1.6104552745819092","1.6104552745819092","1.6104552745819092"
"1780","4.553662300109863","4.553662300109863","4.553662300109863","1.6848050355911255","1.6848050355911255","1.6848050355911255"
"1790","4.565793037414551","4.565793037414551","4.565793037414551","1.6346266269683838","1.6346266269683838","1.6346266269683838"
"1800","4.512592315673828","4.512592315673828","4.512592315673828","1.70564866065979","1.70564866065979","1.70564866065979"
"1810","4.557072162628174","4.557072162628174","4.557072162628174","1.6739730834960938","1.6739730834960938","1.6739730834960938"
"1820","4.527468681335449","4.527468681335449","4.527468681335449","1.634490966796875","1.634490966796875","1.634490966796875"
"1830","4.530045032501221","4.530045032501221","4.530045032501221","1.6298651695251465","1.6298651695251465","1.6298651695251465"
"1840","4.512185096740723","4.512185096740723","4.512185096740723","1.6464521884918213","1.6464521884918213","1.6464521884918213"
"1850","4.476052284240723","4.476052284240723","4.476052284240723","1.6511468887329102","1.6511468887329102","1.6511468887329102"
"1860","4.463444709777832","4.463444709777832","4.463444709777832","1.681980013847351","1.681980013847351","1.681980013847351"
"1870","4.526085376739502","4.526085376739502","4.526085376739502","1.6911401748657227","1.6911401748657227","1.6911401748657227"
"1880","4.475818634033203","4.475818634033203","4.475818634033203","1.6483540534973145","1.6483540534973145","1.6483540534973145"
"1890","4.476579189300537","4.476579189300537","4.476579189300537","1.6658047437667847","1.6658047437667847","1.6658047437667847"
"1900","4.525868892669678","4.525868892669678","4.525868892669678","1.6710376739501953","1.6710376739501953","1.6710376739501953"
"1910","4.496788024902344","4.496788024902344","4.496788024902344","1.649651288986206","1.649651288986206","1.649651288986206"
"1920","4.469513416290283","4.469513416290283","4.469513416290283","1.6384830474853516","1.6384830474853516","1.6384830474853516"
"1930","4.532941818237305","4.532941818237305","4.532941818237305","1.6454861164093018","1.6454861164093018","1.6454861164093018"
"1940","4.436961650848389","4.436961650848389","4.436961650848389","1.6827731132507324","1.6827731132507324","1.6827731132507324"
"1950","4.564388275146484","4.564388275146484","4.564388275146484","1.623303771018982","1.623303771018982","1.623303771018982"
"1960","4.559700965881348","4.559700965881348","4.559700965881348","1.6235918998718262","1.6235918998718262","1.6235918998718262"
"1970","4.530662536621094","4.530662536621094","4.530662536621094","1.6574387550354004","1.6574387550354004","1.6574387550354004"
"1980","4.452718734741211","4.452718734741211","4.452718734741211","1.6188193559646606","1.6188193559646606","1.6188193559646606"
"1990","4.4990692138671875","4.4990692138671875","4.4990692138671875","1.6465429067611694","1.6465429067611694","1.6465429067611694"
"2000","4.515111923217773","4.515111923217773","4.515111923217773","1.6403586864471436","1.6403586864471436","1.6403586864471436"
"2010","4.582287311553955","4.582287311553955","4.582287311553955","1.6381034851074219","1.6381034851074219","1.6381034851074219"
"2020","4.5091071128845215","4.5091071128845215","4.5091071128845215","1.6490875482559204","1.6490875482559204","1.6490875482559204"
"2030","4.4146647453308105","4.4146647453308105","4.4146647453308105","1.6308372020721436","1.6308372020721436","1.6308372020721436"
"2040","4.481686592102051","4.481686592102051","4.481686592102051","1.6076346635818481","1.6076346635818481","1.6076346635818481"
"2050","4.3863525390625","4.3863525390625","4.3863525390625","1.6192264556884766","1.6192264556884766","1.6192264556884766"
"2060","4.469274520874023","4.469274520874023","4.469274520874023","1.6356761455535889","1.6356761455535889","1.6356761455535889"
"2070","4.505151748657227","4.505151748657227","4.505151748657227","1.6661351919174194","1.6661351919174194","1.6661351919174194"
"2080","4.495975971221924","4.495975971221924","4.495975971221924","1.647153615951538","1.647153615951538","1.647153615951538"
"2090","4.497153282165527","4.497153282165527","4.497153282165527","1.643928050994873","1.643928050994873","1.643928050994873"
"2100","4.441516876220703","4.441516876220703","4.441516876220703","1.656158208847046","1.656158208847046","1.656158208847046"
"2110","4.562978267669678","4.562978267669678","4.562978267669678","1.6009645462036133","1.6009645462036133","1.6009645462036133"
"2120","4.48624324798584","4.48624324798584","4.48624324798584","1.6764678955078125","1.6764678955078125","1.6764678955078125"
"2130","4.431288242340088","4.431288242340088","4.431288242340088","1.5730724334716797","1.5730724334716797","1.5730724334716797"
"2140","4.471133232116699","4.471133232116699","4.471133232116699","1.6298750638961792","1.6298750638961792","1.6298750638961792"
"2150","4.495932579040527","4.495932579040527","4.495932579040527","1.6043775081634521","1.6043775081634521","1.6043775081634521"
"2160","4.471717357635498","4.471717357635498","4.471717357635498","1.607184648513794","1.607184648513794","1.607184648513794"
"2170","4.446530342102051","4.446530342102051","4.446530342102051","1.6721758842468262","1.6721758842468262","1.6721758842468262"
"2180","4.4371185302734375","4.4371185302734375","4.4371185302734375","1.6822397708892822","1.6822397708892822","1.6822397708892822"
"2190","4.373833656311035","4.373833656311035","4.373833656311035","1.668272852897644","1.668272852897644","1.668272852897644"
"2200","4.422518730163574","4.422518730163574","4.422518730163574","1.6068363189697266","1.6068363189697266","1.6068363189697266"
"2210","4.4493513107299805","4.4493513107299805","4.4493513107299805","1.6355407238006592","1.6355407238006592","1.6355407238006592"
"2220","4.444258689880371","4.444258689880371","4.444258689880371","1.6503993272781372","1.6503993272781372","1.6503993272781372"
"2230","4.41390323638916","4.41390323638916","4.41390323638916","1.6312220096588135","1.6312220096588135","1.6312220096588135"
"2240","4.45521354675293","4.45521354675293","4.45521354675293","1.6919703483581543","1.6919703483581543","1.6919703483581543"
"2250","4.481053352355957","4.481053352355957","4.481053352355957","1.6615574359893799","1.6615574359893799","1.6615574359893799"
"2260","4.364435195922852","4.364435195922852","4.364435195922852","1.6165740489959717","1.6165740489959717","1.6165740489959717"
"2270","4.398369789123535","4.398369789123535","4.398369789123535","1.6219652891159058","1.6219652891159058","1.6219652891159058"
"2280","4.400953769683838","4.400953769683838","4.400953769683838","1.582597017288208","1.582597017288208","1.582597017288208"
"2290","4.425886154174805","4.425886154174805","4.425886154174805","1.6402647495269775","1.6402647495269775","1.6402647495269775"
"2300","4.477085590362549","4.477085590362549","4.477085590362549","1.6320379972457886","1.6320379972457886","1.6320379972457886"
"2310","4.43092155456543","4.43092155456543","4.43092155456543","1.625361680984497","1.625361680984497","1.625361680984497"
"2320","4.409738540649414","4.409738540649414","4.409738540649414","1.590017318725586","1.590017318725586","1.590017318725586"
"2330","4.351365089416504","4.351365089416504","4.351365089416504","1.6216843128204346","1.6216843128204346","1.6216843128204346"
"2340","4.424849987030029","4.424849987030029","4.424849987030029","1.6056286096572876","1.6056286096572876","1.6056286096572876"
"2350","4.378771781921387","4.378771781921387","4.378771781921387","1.637873888015747","1.637873888015747","1.637873888015747"
"2360","4.417902946472168","4.417902946472168","4.417902946472168","1.6191434860229492","1.6191434860229492","1.6191434860229492"
"2370","4.4762701988220215","4.4762701988220215","4.4762701988220215","1.6329354047775269","1.6329354047775269","1.6329354047775269"
"2380","4.394861221313477","4.394861221313477","4.394861221313477","1.6054785251617432","1.6054785251617432","1.6054785251617432"
"2390","4.467256546020508","4.467256546020508","4.467256546020508","1.597652792930603","1.597652792930603","1.597652792930603"
"2400","4.357909202575684","4.357909202575684","4.357909202575684","1.6166102886199951","1.6166102886199951","1.6166102886199951"
"2410","4.455327033996582","4.455327033996582","4.455327033996582","1.6061205863952637","1.6061205863952637","1.6061205863952637"
"2420","4.408283710479736","4.408283710479736","4.408283710479736","1.6001858711242676","1.6001858711242676","1.6001858711242676"
"2430","4.407541275024414","4.407541275024414","4.407541275024414","1.570842981338501","1.570842981338501","1.570842981338501"
"2440","4.446303844451904","4.446303844451904","4.446303844451904","1.5640780925750732","1.5640780925750732","1.5640780925750732"
"2450","4.394919395446777","4.394919395446777","4.394919395446777","1.5533615350723267","1.5533615350723267","1.5533615350723267"
"2460","4.350382328033447","4.350382328033447","4.350382328033447","1.6204280853271484","1.6204280853271484","1.6204280853271484"
"2470","4.386831283569336","4.386831283569336","4.386831283569336","1.6250759363174438","1.6250759363174438","1.6250759363174438"
"2480","4.377283096313477","4.377283096313477","4.377283096313477","1.6344743967056274","1.6344743967056274","1.6344743967056274"
"2490","4.4107561111450195","4.4107561111450195","4.4107561111450195","1.5923480987548828","1.5923480987548828","1.5923480987548828"
