"Step","main-owt (Run set) - train/loss","main-owt (Run set) - train/loss__MIN","main-owt (Run set) - train/loss__MAX","baseline-ts (Run set 2) - train/loss","baseline-ts (Run set 2) - train/loss__MIN","baseline-ts (Run set 2) - train/loss__MAX"
"2500","4.351604461669922","4.351604461669922","4.351604461669922","1.576636552810669","1.576636552810669","1.576636552810669"
"2510","4.410663604736328","4.410663604736328","4.410663604736328","1.5800352096557617","1.5800352096557617","1.5800352096557617"
"2520","4.4155659675598145","4.4155659675598145","4.4155659675598145","1.578561782836914","1.578561782836914","1.578561782836914"
"2530","4.445964336395264","4.445964336395264","4.445964336395264","1.6103506088256836","1.6103506088256836","1.6103506088256836"
"2540","4.421170234680176","4.421170234680176","4.421170234680176","1.6098830699920654","1.6098830699920654","1.6098830699920654"
"2550","4.422391891479492","4.422391891479492","4.422391891479492","1.623664379119873","1.623664379119873","1.623664379119873"
"2560","4.43935489654541","4.43935489654541","4.43935489654541","1.573190689086914","1.573190689086914","1.573190689086914"
"2570","4.358608245849609","4.358608245849609","4.358608245849609","1.5838189125061035","1.5838189125061035","1.5838189125061035"
"2580","4.356888771057129","4.356888771057129","4.356888771057129","1.5956361293792725","1.5956361293792725","1.5956361293792725"
"2590","4.4035749435424805","4.4035749435424805","4.4035749435424805","1.5647541284561157","1.5647541284561157","1.5647541284561157"
"2600","4.35154914855957","4.35154914855957","4.35154914855957","1.6518423557281494","1.6518423557281494","1.6518423557281494"
"2610","4.366894245147705","4.366894245147705","4.366894245147705","1.5531580448150635","1.5531580448150635","1.5531580448150635"
"2620","4.427845001220703","4.427845001220703","4.427845001220703","1.5921778678894043","1.5921778678894043","1.5921778678894043"
"2630","4.40255069732666","4.40255069732666","4.40255069732666","1.6137287616729736","1.6137287616729736","1.6137287616729736"
"2640","4.425568580627441","4.425568580627441","4.425568580627441","1.5641400814056396","1.5641400814056396","1.5641400814056396"
"2650","4.408439636230469","4.408439636230469","4.408439636230469","1.570516586303711","1.570516586303711","1.570516586303711"
"2660","4.351731300354004","4.351731300354004","4.351731300354004","1.5699799060821533","1.5699799060821533","1.5699799060821533"
"2670","4.407140254974365","4.407140254974365","4.407140254974365","1.5649235248565674","1.5649235248565674","1.5649235248565674"
"2680","4.274719715118408","4.274719715118408","4.274719715118408","1.600972294807434","1.600972294807434","1.600972294807434"
"2690","4.356464385986328","4.356464385986328","4.356464385986328","1.6348423957824707","1.6348423957824707","1.6348423957824707"
"2700","4.420866966247559","4.420866966247559","4.420866966247559","1.604782223701477","1.604782223701477","1.604782223701477"
"2710","4.384032249450684","4.384032249450684","4.384032249450684","1.5701932907104492","1.5701932907104492","1.5701932907104492"
"2720","4.340571403503418","4.340571403503418","4.340571403503418","1.5776759386062622","1.5776759386062622","1.5776759386062622"
"2730","4.435096740722656","4.435096740722656","4.435096740722656","1.6052565574645996","1.6052565574645996","1.6052565574645996"
"2740","4.382976531982422","4.382976531982422","4.382976531982422","1.6290799379348755","1.6290799379348755","1.6290799379348755"
"2750","4.370262145996094","4.370262145996094","4.370262145996094","1.633556842803955","1.633556842803955","1.633556842803955"
"2760","4.42387580871582","4.42387580871582","4.42387580871582","1.5933153629302979","1.5933153629302979","1.5933153629302979"
"2770","4.334430694580078","4.334430694580078","4.334430694580078","1.543981671333313","1.543981671333313","1.543981671333313"
"2780","4.32391357421875","4.32391357421875","4.32391357421875","1.5716030597686768","1.5716030597686768","1.5716030597686768"
"2790","4.373186111450195","4.373186111450195","4.373186111450195","1.586818814277649","1.586818814277649","1.586818814277649"
"2800","4.338448524475098","4.338448524475098","4.338448524475098","1.5592315196990967","1.5592315196990967","1.5592315196990967"
"2810","4.37286376953125","4.37286376953125","4.37286376953125","1.627021312713623","1.627021312713623","1.627021312713623"
"2820","4.286355495452881","4.286355495452881","4.286355495452881","1.53016996383667","1.53016996383667","1.53016996383667"
"2830","4.345703601837158","4.345703601837158","4.345703601837158","1.5831432342529297","1.5831432342529297","1.5831432342529297"
"2840","4.365581512451172","4.365581512451172","4.365581512451172","1.5446009635925293","1.5446009635925293","1.5446009635925293"
"2850","4.369723320007324","4.369723320007324","4.369723320007324","1.5466516017913818","1.5466516017913818","1.5466516017913818"
"2860","4.370860576629639","4.370860576629639","4.370860576629639","1.5608885288238525","1.5608885288238525","1.5608885288238525"
"2870","4.349575996398926","4.349575996398926","4.349575996398926","1.5337378978729248","1.5337378978729248","1.5337378978729248"
"2880","4.396511554718018","4.396511554718018","4.396511554718018","1.5914134979248047","1.5914134979248047","1.5914134979248047"
"2890","4.374473571777344","4.374473571777344","4.374473571777344","1.5633840560913086","1.5633840560913086","1.5633840560913086"
"2900","4.408374786376953","4.408374786376953","4.408374786376953","1.5638799667358398","1.5638799667358398","1.5638799667358398"
"2910","4.359168529510498","4.359168529510498","4.359168529510498","1.564926028251648","1.564926028251648","1.564926028251648"
"2920","4.3564558029174805","4.3564558029174805","4.3564558029174805","1.5698217153549194","1.5698217153549194","1.5698217153549194"
"2930","4.385237693786621","4.385237693786621","4.385237693786621","1.5744755268096924","1.5744755268096924","1.5744755268096924"
"2940","4.3499274253845215","4.3499274253845215","4.3499274253845215","1.5770606994628906","1.5770606994628906","1.5770606994628906"
"2950","4.335090637207031","4.335090637207031","4.335090637207031","1.5493521690368652","1.5493521690368652","1.5493521690368652"
"2960","4.325436115264893","4.325436115264893","4.325436115264893","1.540419340133667","1.540419340133667","1.540419340133667"
"2970","4.342334747314453","4.342334747314453","4.342334747314453","1.5272631645202637","1.5272631645202637","1.5272631645202637"
"2980","4.348425388336182","4.348425388336182","4.348425388336182","1.5790703296661377","1.5790703296661377","1.5790703296661377"
"2990","4.340007781982422","4.340007781982422","4.340007781982422","1.534363865852356","1.534363865852356","1.534363865852356"
"3000","4.381687641143799","4.381687641143799","4.381687641143799","1.5257251262664795","1.5257251262664795","1.5257251262664795"
"3010","4.391119003295898","4.391119003295898","4.391119003295898","1.567232608795166","1.567232608795166","1.567232608795166"
"3020","4.32072639465332","4.32072639465332","4.32072639465332","1.5851908922195435","1.5851908922195435","1.5851908922195435"
"3030","4.320268154144287","4.320268154144287","4.320268154144287","1.5327708721160889","1.5327708721160889","1.5327708721160889"
"3040","4.33278751373291","4.33278751373291","4.33278751373291","1.5278098583221436","1.5278098583221436","1.5278098583221436"
"3050","4.345949172973633","4.345949172973633","4.345949172973633","1.5622678995132446","1.5622678995132446","1.5622678995132446"
"3060","4.325375080108643","4.325375080108643","4.325375080108643","1.523876428604126","1.523876428604126","1.523876428604126"
"3070","4.405322074890137","4.405322074890137","4.405322074890137","1.530626893043518","1.530626893043518","1.530626893043518"
"3080","4.360382080078125","4.360382080078125","4.360382080078125","1.5424476861953735","1.5424476861953735","1.5424476861953735"
"3090","4.255001068115234","4.255001068115234","4.255001068115234","1.5498085021972656","1.5498085021972656","1.5498085021972656"
"3100","4.428413391113281","4.428413391113281","4.428413391113281","1.5781378746032715","1.5781378746032715","1.5781378746032715"
"3110","4.340973854064941","4.340973854064941","4.340973854064941","1.5638797283172607","1.5638797283172607","1.5638797283172607"
"3120","4.249345302581787","4.249345302581787","4.249345302581787","1.5282856225967407","1.5282856225967407","1.5282856225967407"
"3130","4.376991271972656","4.376991271972656","4.376991271972656","1.6040394306182861","1.6040394306182861","1.6040394306182861"
"3140","4.36934757232666","4.36934757232666","4.36934757232666","1.533154010772705","1.533154010772705","1.533154010772705"
"3150","4.356869697570801","4.356869697570801","4.356869697570801","1.5917339324951172","1.5917339324951172","1.5917339324951172"
"3160","4.314721584320068","4.314721584320068","4.314721584320068","1.5366449356079102","1.5366449356079102","1.5366449356079102"
"3170","4.29624080657959","4.29624080657959","4.29624080657959","1.5674350261688232","1.5674350261688232","1.5674350261688232"
"3180","4.382252216339111","4.382252216339111","4.382252216339111","1.5334844589233398","1.5334844589233398","1.5334844589233398"
"3190","4.281574249267578","4.281574249267578","4.281574249267578","1.5428760051727295","1.5428760051727295","1.5428760051727295"
"3200","4.329305648803711","4.329305648803711","4.329305648803711","1.5528712272644043","1.5528712272644043","1.5528712272644043"
"3210","4.248218536376953","4.248218536376953","4.248218536376953","1.5500667095184326","1.5500667095184326","1.5500667095184326"
"3220","4.319246292114258","4.319246292114258","4.319246292114258","1.5032029151916504","1.5032029151916504","1.5032029151916504"
"3230","4.315601348876953","4.315601348876953","4.315601348876953","1.5473344326019287","1.5473344326019287","1.5473344326019287"
"3240","4.330368518829346","4.330368518829346","4.330368518829346","1.5230823755264282","1.5230823755264282","1.5230823755264282"
"3250","4.369046211242676","4.369046211242676","4.369046211242676","1.535889744758606","1.535889744758606","1.535889744758606"
"3260","4.257328033447266","4.257328033447266","4.257328033447266","1.580275535583496","1.580275535583496","1.580275535583496"
"3270","4.275937080383301","4.275937080383301","4.275937080383301","1.54184889793396","1.54184889793396","1.54184889793396"
"3280","4.307957649230957","4.307957649230957","4.307957649230957","1.5617022514343262","1.5617022514343262","1.5617022514343262"
"3290","4.227238655090332","4.227238655090332","4.227238655090332","1.4975628852844238","1.4975628852844238","1.4975628852844238"
"3300","4.337367057800293","4.337367057800293","4.337367057800293","1.527591347694397","1.527591347694397","1.527591347694397"
"3310","4.3228888511657715","4.3228888511657715","4.3228888511657715","1.5241451263427734","1.5241451263427734","1.5241451263427734"
"3320","4.329461574554443","4.329461574554443","4.329461574554443","1.5103931427001953","1.5103931427001953","1.5103931427001953"
"3330","4.345227241516113","4.345227241516113","4.345227241516113","1.5646830797195435","1.5646830797195435","1.5646830797195435"
"3340","4.346290588378906","4.346290588378906","4.346290588378906","1.5421311855316162","1.5421311855316162","1.5421311855316162"
"3350","4.305972099304199","4.305972099304199","4.305972099304199","1.543567419052124","1.543567419052124","1.543567419052124"
"3360","4.337214469909668","4.337214469909668","4.337214469909668","1.471883773803711","1.471883773803711","1.471883773803711"
"3370","4.142483711242676","4.142483711242676","4.142483711242676","1.473900556564331","1.473900556564331","1.473900556564331"
"3380","4.322045803070068","4.322045803070068","4.322045803070068","1.4765450954437256","1.4765450954437256","1.4765450954437256"
"3390","4.2961835861206055","4.2961835861206055","4.2961835861206055","1.5042988061904907","1.5042988061904907","1.5042988061904907"
"3400","4.262204170227051","4.262204170227051","4.262204170227051","1.5580286979675293","1.5580286979675293","1.5580286979675293"
"3410","4.2810564041137695","4.2810564041137695","4.2810564041137695","1.5572714805603027","1.5572714805603027","1.5572714805603027"
"3420","4.265030384063721","4.265030384063721","4.265030384063721","1.5346381664276123","1.5346381664276123","1.5346381664276123"
"3430","4.1755757331848145","4.1755757331848145","4.1755757331848145","1.5704927444458008","1.5704927444458008","1.5704927444458008"
"3440","4.286248207092285","4.286248207092285","4.286248207092285","1.4799020290374756","1.4799020290374756","1.4799020290374756"
"3450","4.347189426422119","4.347189426422119","4.347189426422119","1.5257906913757324","1.5257906913757324","1.5257906913757324"
"3460","4.258890151977539","4.258890151977539","4.258890151977539","1.5486605167388916","1.5486605167388916","1.5486605167388916"
"3470","4.280979156494141","4.280979156494141","4.280979156494141","1.4902782440185547","1.4902782440185547","1.4902782440185547"
"3480","4.278258323669434","4.278258323669434","4.278258323669434","1.557111382484436","1.557111382484436","1.557111382484436"
"3490","4.256856441497803","4.256856441497803","4.256856441497803","1.5387977361679077","1.5387977361679077","1.5387977361679077"
"3500","4.380623817443848","4.380623817443848","4.380623817443848","1.4985638856887817","1.4985638856887817","1.4985638856887817"
"3510","4.288815021514893","4.288815021514893","4.288815021514893","1.5298757553100586","1.5298757553100586","1.5298757553100586"
"3520","4.326550483703613","4.326550483703613","4.326550483703613","1.5016083717346191","1.5016083717346191","1.5016083717346191"
"3530","4.234440803527832","4.234440803527832","4.234440803527832","1.4757561683654785","1.4757561683654785","1.4757561683654785"
"3540","4.271946907043457","4.271946907043457","4.271946907043457","1.5129029750823975","1.5129029750823975","1.5129029750823975"
"3550","4.260403156280518","4.260403156280518","4.260403156280518","1.5291180610656738","1.5291180610656738","1.5291180610656738"
"3560","4.2331037521362305","4.2331037521362305","4.2331037521362305","1.5346527099609375","1.5346527099609375","1.5346527099609375"
"3570","4.272195816040039","4.272195816040039","4.272195816040039","1.5685837268829346","1.5685837268829346","1.5685837268829346"
"3580","4.285050392150879","4.285050392150879","4.285050392150879","1.4993157386779785","1.4993157386779785","1.4993157386779785"
"3590","4.251015663146973","4.251015663146973","4.251015663146973","1.527233362197876","1.527233362197876","1.527233362197876"
"3600","4.396979331970215","4.396979331970215","4.396979331970215","1.5365369319915771","1.5365369319915771","1.5365369319915771"
"3610","4.310417652130127","4.310417652130127","4.310417652130127","1.5430922508239746","1.5430922508239746","1.5430922508239746"
"3620","4.296907901763916","4.296907901763916","4.296907901763916","1.558932900428772","1.558932900428772","1.558932900428772"
"3630","4.24950647354126","4.24950647354126","4.24950647354126","1.4777308702468872","1.4777308702468872","1.4777308702468872"
"3640","4.209089279174805","4.209089279174805","4.209089279174805","1.5421087741851807","1.5421087741851807","1.5421087741851807"
"3650","4.177441596984863","4.177441596984863","4.177441596984863","1.515390157699585","1.515390157699585","1.515390157699585"
"3660","4.273432731628418","4.273432731628418","4.273432731628418","1.5599479675292969","1.5599479675292969","1.5599479675292969"
"3670","4.258005142211914","4.258005142211914","4.258005142211914","1.5616819858551025","1.5616819858551025","1.5616819858551025"
"3680","4.302262783050537","4.302262783050537","4.302262783050537","1.520639419555664","1.520639419555664","1.520639419555664"
"3690","4.306943893432617","4.306943893432617","4.306943893432617","1.4365193843841553","1.4365193843841553","1.4365193843841553"
"3700","4.3034257888793945","4.3034257888793945","4.3034257888793945","1.5292346477508545","1.5292346477508545","1.5292346477508545"
"3710","4.210679054260254","4.210679054260254","4.210679054260254","1.5425069332122803","1.5425069332122803","1.5425069332122803"
"3720","4.293143272399902","4.293143272399902","4.293143272399902","1.537280797958374","1.537280797958374","1.537280797958374"
"3730","4.26456356048584","4.26456356048584","4.26456356048584","1.5211856365203857","1.5211856365203857","1.5211856365203857"
"3740","4.2737836837768555","4.2737836837768555","4.2737836837768555","1.515991449356079","1.515991449356079","1.515991449356079"
"3750","4.234279155731201","4.234279155731201","4.234279155731201","1.4689573049545288","1.4689573049545288","1.4689573049545288"
"3760","4.206662178039551","4.206662178039551","4.206662178039551","1.51898992061615","1.51898992061615","1.51898992061615"
"3770","4.199885845184326","4.199885845184326","4.199885845184326","1.519530177116394","1.519530177116394","1.519530177116394"
"3780","4.158165454864502","4.158165454864502","4.158165454864502","1.5459272861480713","1.5459272861480713","1.5459272861480713"
"3790","4.200626850128174","4.200626850128174","4.200626850128174","1.516219139099121","1.516219139099121","1.516219139099121"
"3800","4.388698577880859","4.388698577880859","4.388698577880859","1.5104953050613403","1.5104953050613403","1.5104953050613403"
"3810","4.3496551513671875","4.3496551513671875","4.3496551513671875","1.5371298789978027","1.5371298789978027","1.5371298789978027"
"3820","4.241206645965576","4.241206645965576","4.241206645965576","1.4979839324951172","1.4979839324951172","1.4979839324951172"
"3830","4.2391357421875","4.2391357421875","4.2391357421875","1.5458941459655762","1.5458941459655762","1.5458941459655762"
"3840","4.208998680114746","4.208998680114746","4.208998680114746","1.531011700630188","1.531011700630188","1.531011700630188"
"3850","4.261784553527832","4.261784553527832","4.261784553527832","1.5315053462982178","1.5315053462982178","1.5315053462982178"
"3860","4.192481517791748","4.192481517791748","4.192481517791748","1.5021967887878418","1.5021967887878418","1.5021967887878418"
"3870","4.2209272384643555","4.2209272384643555","4.2209272384643555","1.4856088161468506","1.4856088161468506","1.4856088161468506"
"3880","4.205087661743164","4.205087661743164","4.205087661743164","1.5022536516189575","1.5022536516189575","1.5022536516189575"
"3890","4.308639049530029","4.308639049530029","4.308639049530029","1.4937894344329834","1.4937894344329834","1.4937894344329834"
"3900","4.224376678466797","4.224376678466797","4.224376678466797","1.5509556531906128","1.5509556531906128","1.5509556531906128"
"3910","4.226858615875244","4.226858615875244","4.226858615875244","1.482229232788086","1.482229232788086","1.482229232788086"
"3920","4.268153190612793","4.268153190612793","4.268153190612793","1.4937777519226074","1.4937777519226074","1.4937777519226074"
"3930","4.331645965576172","4.331645965576172","4.331645965576172","1.5499117374420166","1.5499117374420166","1.5499117374420166"
"3940","4.267999649047852","4.267999649047852","4.267999649047852","1.5222384929656982","1.5222384929656982","1.5222384929656982"
"3950","4.225514888763428","4.225514888763428","4.225514888763428","1.50032639503479","1.50032639503479","1.50032639503479"
"3960","4.2306342124938965","4.2306342124938965","4.2306342124938965","1.5088911056518555","1.5088911056518555","1.5088911056518555"
"3970","4.226611137390137","4.226611137390137","4.226611137390137","1.545647382736206","1.545647382736206","1.545647382736206"
"3980","4.246580123901367","4.246580123901367","4.246580123901367","1.538740634918213","1.538740634918213","1.538740634918213"
"3990","4.205540180206299","4.205540180206299","4.205540180206299","1.5083658695220947","1.5083658695220947","1.5083658695220947"
"4000","4.233351707458496","4.233351707458496","4.233351707458496","1.5010699033737183","1.5010699033737183","1.5010699033737183"
"4010","4.271512031555176","4.271512031555176","4.271512031555176","1.524032711982727","1.524032711982727","1.524032711982727"
"4020","4.256509780883789","4.256509780883789","4.256509780883789","1.5458450317382812","1.5458450317382812","1.5458450317382812"
"4030","4.241831302642822","4.241831302642822","4.241831302642822","1.5043833255767822","1.5043833255767822","1.5043833255767822"
"4040","4.256562232971191","4.256562232971191","4.256562232971191","1.5101838111877441","1.5101838111877441","1.5101838111877441"
"4050","4.206420421600342","4.206420421600342","4.206420421600342","1.4770498275756836","1.4770498275756836","1.4770498275756836"
"4060","4.239873886108398","4.239873886108398","4.239873886108398","1.4878003597259521","1.4878003597259521","1.4878003597259521"
"4070","4.2826080322265625","4.2826080322265625","4.2826080322265625","1.5382554531097412","1.5382554531097412","1.5382554531097412"
"4080","4.265871047973633","4.265871047973633","4.265871047973633","1.490998387336731","1.490998387336731","1.490998387336731"
"4090","4.274239540100098","4.274239540100098","4.274239540100098","1.4992876052856445","1.4992876052856445","1.4992876052856445"
"4100","4.183221817016602","4.183221817016602","4.183221817016602","1.5372544527053833","1.5372544527053833","1.5372544527053833"
"4110","4.227570533752441","4.227570533752441","4.227570533752441","1.5130949020385742","1.5130949020385742","1.5130949020385742"
"4120","4.277355194091797","4.277355194091797","4.277355194091797","1.4655687808990479","1.4655687808990479","1.4655687808990479"
"4130","4.269113540649414","4.269113540649414","4.269113540649414","1.455435037612915","1.455435037612915","1.455435037612915"
"4140","4.26908016204834","4.26908016204834","4.26908016204834","1.5482847690582275","1.5482847690582275","1.5482847690582275"
"4150","4.22544002532959","4.22544002532959","4.22544002532959","1.5392733812332153","1.5392733812332153","1.5392733812332153"
"4160","4.255782127380371","4.255782127380371","4.255782127380371","1.5619165897369385","1.5619165897369385","1.5619165897369385"
"4170","4.281574249267578","4.281574249267578","4.281574249267578","1.562941074371338","1.562941074371338","1.562941074371338"
"4180","4.230462074279785","4.230462074279785","4.230462074279785","1.514734148979187","1.514734148979187","1.514734148979187"
"4190","4.259711265563965","4.259711265563965","4.259711265563965","1.486490249633789","1.486490249633789","1.486490249633789"
"4200","4.245991230010986","4.245991230010986","4.245991230010986","1.464540958404541","1.464540958404541","1.464540958404541"
"4210","4.139610767364502","4.139610767364502","4.139610767364502","1.4927510023117065","1.4927510023117065","1.4927510023117065"
"4220","4.2691192626953125","4.2691192626953125","4.2691192626953125","1.4552377462387085","1.4552377462387085","1.4552377462387085"
"4230","4.279621124267578","4.279621124267578","4.279621124267578","1.4802343845367432","1.4802343845367432","1.4802343845367432"
"4240","4.25721549987793","4.25721549987793","4.25721549987793","1.4397742748260498","1.4397742748260498","1.4397742748260498"
"4250","4.127902507781982","4.127902507781982","4.127902507781982","1.4597489833831787","1.4597489833831787","1.4597489833831787"
"4260","4.265289306640625","4.265289306640625","4.265289306640625","1.4287482500076294","1.4287482500076294","1.4287482500076294"
"4270","4.253050804138184","4.253050804138184","4.253050804138184","1.4970414638519287","1.4970414638519287","1.4970414638519287"
"4280","4.230271816253662","4.230271816253662","4.230271816253662","1.5462696552276611","1.5462696552276611","1.5462696552276611"
"4290","4.175439834594727","4.175439834594727","4.175439834594727","1.4863383769989014","1.4863383769989014","1.4863383769989014"
"4300","4.248472213745117","4.248472213745117","4.248472213745117","1.494046926498413","1.494046926498413","1.494046926498413"
"4310","4.175396919250488","4.175396919250488","4.175396919250488","1.4836034774780273","1.4836034774780273","1.4836034774780273"
"4320","4.169681549072266","4.169681549072266","4.169681549072266","1.515150785446167","1.515150785446167","1.515150785446167"
"4330","4.1899261474609375","4.1899261474609375","4.1899261474609375","1.4166772365570068","1.4166772365570068","1.4166772365570068"
"4340","4.2734785079956055","4.2734785079956055","4.2734785079956055","1.5125749111175537","1.5125749111175537","1.5125749111175537"
"4350","4.2327423095703125","4.2327423095703125","4.2327423095703125","1.4732730388641357","1.4732730388641357","1.4732730388641357"
"4360","4.2667436599731445","4.2667436599731445","4.2667436599731445","1.4931336641311646","1.4931336641311646","1.4931336641311646"
"4370","4.244911193847656","4.244911193847656","4.244911193847656","1.501347303390503","1.501347303390503","1.501347303390503"
"4380","4.282204627990723","4.282204627990723","4.282204627990723","1.510034203529358","1.510034203529358","1.510034203529358"
"4390","4.268820762634277","4.268820762634277","4.268820762634277","1.437333106994629","1.437333106994629","1.437333106994629"
"4400","4.195310592651367","4.195310592651367","4.195310592651367","1.44068443775177","1.44068443775177","1.44068443775177"
"4410","4.214917182922363","4.214917182922363","4.214917182922363","1.4699584245681763","1.4699584245681763","1.4699584245681763"
"4420","4.213077068328857","4.213077068328857","4.213077068328857","1.4451143741607666","1.4451143741607666","1.4451143741607666"
"4430","4.20209264755249","4.20209264755249","4.20209264755249","1.4864587783813477","1.4864587783813477","1.4864587783813477"
"4440","4.251431941986084","4.251431941986084","4.251431941986084","1.4838356971740723","1.4838356971740723","1.4838356971740723"
"4450","4.207575798034668","4.207575798034668","4.207575798034668","1.514716625213623","1.514716625213623","1.514716625213623"
"4460","4.1660919189453125","4.1660919189453125","4.1660919189453125","1.4822628498077393","1.4822628498077393","1.4822628498077393"
"4470","4.225069999694824","4.225069999694824","4.225069999694824","1.4673902988433838","1.4673902988433838","1.4673902988433838"
"4480","4.200628280639648","4.200628280639648","4.200628280639648","1.4867565631866455","1.4867565631866455","1.4867565631866455"
"4490","4.2209320068359375","4.2209320068359375","4.2209320068359375","1.4183692932128906","1.4183692932128906","1.4183692932128906"
"4500","4.2451372146606445","4.2451372146606445","4.2451372146606445","1.4464539289474487","1.4464539289474487","1.4464539289474487"
"4510","4.162585258483887","4.162585258483887","4.162585258483887","1.4645264148712158","1.4645264148712158","1.4645264148712158"
"4520","4.154989242553711","4.154989242553711","4.154989242553711","1.457659363746643","1.457659363746643","1.457659363746643"
"4530","4.185953140258789","4.185953140258789","4.185953140258789","1.417335867881775","1.417335867881775","1.417335867881775"
"4540","4.1678466796875","4.1678466796875","4.1678466796875","1.4625859260559082","1.4625859260559082","1.4625859260559082"
"4550","4.260254859924316","4.260254859924316","4.260254859924316","1.4851171970367432","1.4851171970367432","1.4851171970367432"
"4560","4.196085453033447","4.196085453033447","4.196085453033447","1.4361629486083984","1.4361629486083984","1.4361629486083984"
"4570","4.277021408081055","4.277021408081055","4.277021408081055","1.5249382257461548","1.5249382257461548","1.5249382257461548"
"4580","4.124825477600098","4.124825477600098","4.124825477600098","1.4922829866409302","1.4922829866409302","1.4922829866409302"
"4590","4.241660118103027","4.241660118103027","4.241660118103027","1.5436804294586182","1.5436804294586182","1.5436804294586182"
"4600","4.115908622741699","4.115908622741699","4.115908622741699","1.4631656408309937","1.4631656408309937","1.4631656408309937"
"4610","4.174093246459961","4.174093246459961","4.174093246459961","1.4213330745697021","1.4213330745697021","1.4213330745697021"
"4620","4.2625885009765625","4.2625885009765625","4.2625885009765625","1.484431505203247","1.484431505203247","1.484431505203247"
"4630","4.213885307312012","4.213885307312012","4.213885307312012","1.5063797235488892","1.5063797235488892","1.5063797235488892"
"4640","4.245054244995117","4.245054244995117","4.245054244995117","1.4689667224884033","1.4689667224884033","1.4689667224884033"
"4650","4.167608737945557","4.167608737945557","4.167608737945557","1.4553492069244385","1.4553492069244385","1.4553492069244385"
"4660","4.19990348815918","4.19990348815918","4.19990348815918","1.49374258518219","1.49374258518219","1.49374258518219"
"4670","4.171372413635254","4.171372413635254","4.171372413635254","1.4178410768508911","1.4178410768508911","1.4178410768508911"
"4680","4.202298164367676","4.202298164367676","4.202298164367676","1.5069072246551514","1.5069072246551514","1.5069072246551514"
"4690","4.203271865844727","4.203271865844727","4.203271865844727","1.5082595348358154","1.5082595348358154","1.5082595348358154"
"4700","4.187340259552002","4.187340259552002","4.187340259552002","1.4666831493377686","1.4666831493377686","1.4666831493377686"
"4710","4.219120025634766","4.219120025634766","4.219120025634766","1.474906086921692","1.474906086921692","1.474906086921692"
"4720","4.164495468139648","4.164495468139648","4.164495468139648","1.5028071403503418","1.5028071403503418","1.5028071403503418"
"4730","4.1181793212890625","4.1181793212890625","4.1181793212890625","1.4704726934432983","1.4704726934432983","1.4704726934432983"
"4740","4.200773239135742","4.200773239135742","4.200773239135742","1.4912415742874146","1.4912415742874146","1.4912415742874146"
"4750","4.242556095123291","4.242556095123291","4.242556095123291","1.4599788188934326","1.4599788188934326","1.4599788188934326"
"4760","4.1793975830078125","4.1793975830078125","4.1793975830078125","1.5001095533370972","1.5001095533370972","1.5001095533370972"
"4770","4.186617851257324","4.186617851257324","4.186617851257324","1.4175543785095215","1.4175543785095215","1.4175543785095215"
"4780","4.191932678222656","4.191932678222656","4.191932678222656","1.4144644737243652","1.4144644737243652","1.4144644737243652"
"4790","4.186439514160156","4.186439514160156","4.186439514160156","1.491890549659729","1.491890549659729","1.491890549659729"
"4800","4.168544292449951","4.168544292449951","4.168544292449951","1.4244976043701172","1.4244976043701172","1.4244976043701172"
"4810","4.199864387512207","4.199864387512207","4.199864387512207","1.4429388046264648","1.4429388046264648","1.4429388046264648"
"4820","4.126216888427734","4.126216888427734","4.126216888427734","1.501350998878479","1.501350998878479","1.501350998878479"
"4830","4.134915828704834","4.134915828704834","4.134915828704834","1.5044294595718384","1.5044294595718384","1.5044294595718384"
"4840","4.149012565612793","4.149012565612793","4.149012565612793","1.4506220817565918","1.4506220817565918","1.4506220817565918"
"4850","4.196664810180664","4.196664810180664","4.196664810180664","1.4349578619003296","1.4349578619003296","1.4349578619003296"
"4860","4.135056495666504","4.135056495666504","4.135056495666504","1.4422228336334229","1.4422228336334229","1.4422228336334229"
"4870","4.177206993103027","4.177206993103027","4.177206993103027","1.4309122562408447","1.4309122562408447","1.4309122562408447"
"4880","4.200716972351074","4.200716972351074","4.200716972351074","1.483465552330017","1.483465552330017","1.483465552330017"
"4890","4.186203956604004","4.186203956604004","4.186203956604004","1.4705228805541992","1.4705228805541992","1.4705228805541992"
"4900","4.168479919433594","4.168479919433594","4.168479919433594","1.4814467430114746","1.4814467430114746","1.4814467430114746"
"4910","4.169497489929199","4.169497489929199","4.169497489929199","1.4946752786636353","1.4946752786636353","1.4946752786636353"
"4920","4.170038223266602","4.170038223266602","4.170038223266602","1.4906532764434814","1.4906532764434814","1.4906532764434814"
"4930","4.185081958770752","4.185081958770752","4.185081958770752","1.472334384918213","1.472334384918213","1.472334384918213"
"4940","4.230740547180176","4.230740547180176","4.230740547180176","1.4920152425765991","1.4920152425765991","1.4920152425765991"
"4950","4.142776966094971","4.142776966094971","4.142776966094971","1.470996379852295","1.470996379852295","1.470996379852295"
"4960","4.1683173179626465","4.1683173179626465","4.1683173179626465","1.4740734100341797","1.4740734100341797","1.4740734100341797"
"4970","4.219723224639893","4.219723224639893","4.219723224639893","1.42830228805542","1.42830228805542","1.42830228805542"
"4980","4.139060974121094","4.139060974121094","4.139060974121094","1.4638593196868896","1.4638593196868896","1.4638593196868896"
