"Step","baseline-ts - train/loss","baseline-ts - train/loss__MIN","baseline-ts - train/loss__MAX","baseline-ts-lr0.001-prenorm2postnorm - train/loss","baseline-ts-lr0.001-prenorm2postnorm - train/loss__MIN","baseline-ts-lr0.001-prenorm2postnorm - train/loss__MAX","baseline-ts-lr0.001 - train/loss","baseline-ts-lr0.001 - train/loss__MIN","baseline-ts-lr0.001 - train/loss__MAX","baseline-ts-lr0.0003-prenorm2postnorm - train/loss","baseline-ts-lr0.0003-prenorm2postnorm - train/loss__MIN","baseline-ts-lr0.0003-prenorm2postnorm - train/loss__MAX","baseline-ts-lr0.0003 - train/loss","baseline-ts-lr0.0003 - train/loss__MIN","baseline-ts-lr0.0003 - train/loss__MAX","baseline-ts-prenorm2postnorm - train/loss","baseline-ts-prenorm2postnorm - train/loss__MIN","baseline-ts-prenorm2postnorm - train/loss__MAX"
"2350","1.637873888015747","1.637873888015747","1.637873888015747","1.7181458473205566","1.7181458473205566","1.7181458473205566","1.7287708520889282","1.7287708520889282","1.7287708520889282","1.8324666023254395","1.8324666023254395","1.8324666023254395","1.8122644424438477","1.8122644424438477","1.8122644424438477","5.799258232116699","5.799258232116699","5.799258232116699"
"2360","1.6191434860229492","1.6191434860229492","1.6191434860229492","1.6906075477600098","1.6906075477600098","1.6906075477600098","1.6575307846069336","1.6575307846069336","1.6575307846069336","1.813452959060669","1.813452959060669","1.813452959060669","1.8733304738998413","1.8733304738998413","1.8733304738998413","5.8591532707214355","5.8591532707214355","5.8591532707214355"
"2370","1.6329354047775269","1.6329354047775269","1.6329354047775269","1.7188314199447632","1.7188314199447632","1.7188314199447632","1.6380435228347778","1.6380435228347778","1.6380435228347778","1.8106311559677124","1.8106311559677124","1.8106311559677124","1.8562523126602173","1.8562523126602173","1.8562523126602173","5.842278957366943","5.842278957366943","5.842278957366943"
"2380","1.6054785251617432","1.6054785251617432","1.6054785251617432","1.661750078201294","1.661750078201294","1.661750078201294","1.7250699996948242","1.7250699996948242","1.7250699996948242","1.8627009391784668","1.8627009391784668","1.8627009391784668","1.8444873094558716","1.8444873094558716","1.8444873094558716","5.8136444091796875","5.8136444091796875","5.8136444091796875"
"2390","1.597652792930603","1.597652792930603","1.597652792930603","1.7107298374176025","1.7107298374176025","1.7107298374176025","1.7120131254196167","1.7120131254196167","1.7120131254196167","1.8426728248596191","1.8426728248596191","1.8426728248596191","1.8338000774383545","1.8338000774383545","1.8338000774383545","5.803077697753906","5.803077697753906","5.803077697753906"
"2400","1.6166102886199951","1.6166102886199951","1.6166102886199951","1.6682206392288208","1.6682206392288208","1.6682206392288208","1.6249513626098633","1.6249513626098633","1.6249513626098633","1.795267939567566","1.795267939567566","1.795267939567566","1.836523175239563","1.836523175239563","1.836523175239563","5.814558029174805","5.814558029174805","5.814558029174805"
"2410","1.6061205863952637","1.6061205863952637","1.6061205863952637","1.704951286315918","1.704951286315918","1.704951286315918","1.6491422653198242","1.6491422653198242","1.6491422653198242","1.8353960514068604","1.8353960514068604","1.8353960514068604","1.8307030200958252","1.8307030200958252","1.8307030200958252","5.832815170288086","5.832815170288086","5.832815170288086"
"2420","1.6001858711242676","1.6001858711242676","1.6001858711242676","1.7234692573547363","1.7234692573547363","1.7234692573547363","1.742124080657959","1.742124080657959","1.742124080657959","1.851675033569336","1.851675033569336","1.851675033569336","1.8921968936920166","1.8921968936920166","1.8921968936920166","5.820860385894775","5.820860385894775","5.820860385894775"
"2430","1.570842981338501","1.570842981338501","1.570842981338501","1.7281553745269775","1.7281553745269775","1.7281553745269775","1.6420185565948486","1.6420185565948486","1.6420185565948486","1.9251654148101807","1.9251654148101807","1.9251654148101807","1.8612531423568726","1.8612531423568726","1.8612531423568726","5.809257507324219","5.809257507324219","5.809257507324219"
"2440","1.5640780925750732","1.5640780925750732","1.5640780925750732","1.7120553255081177","1.7120553255081177","1.7120553255081177","1.6569806337356567","1.6569806337356567","1.6569806337356567","1.905481219291687","1.905481219291687","1.905481219291687","1.805202841758728","1.805202841758728","1.805202841758728","5.815906047821045","5.815906047821045","5.815906047821045"
"2450","1.5533615350723267","1.5533615350723267","1.5533615350723267","1.6339638233184814","1.6339638233184814","1.6339638233184814","1.6852959394454956","1.6852959394454956","1.6852959394454956","1.8697549104690552","1.8697549104690552","1.8697549104690552","1.8072543144226074","1.8072543144226074","1.8072543144226074","5.822345733642578","5.822345733642578","5.822345733642578"
"2460","1.6204280853271484","1.6204280853271484","1.6204280853271484","1.6540920734405518","1.6540920734405518","1.6540920734405518","1.634412169456482","1.634412169456482","1.634412169456482","1.835707187652588","1.835707187652588","1.835707187652588","1.8588318824768066","1.8588318824768066","1.8588318824768066","5.823238372802734","5.823238372802734","5.823238372802734"
"2470","1.6250759363174438","1.6250759363174438","1.6250759363174438","1.6715943813323975","1.6715943813323975","1.6715943813323975","1.6553621292114258","1.6553621292114258","1.6553621292114258","1.8518092632293701","1.8518092632293701","1.8518092632293701","1.8637278079986572","1.8637278079986572","1.8637278079986572","5.797919273376465","5.797919273376465","5.797919273376465"
"2480","1.6344743967056274","1.6344743967056274","1.6344743967056274","1.7100108861923218","1.7100108861923218","1.7100108861923218","1.7126123905181885","1.7126123905181885","1.7126123905181885","1.8202946186065674","1.8202946186065674","1.8202946186065674","1.9225623607635498","1.9225623607635498","1.9225623607635498","5.789004325866699","5.789004325866699","5.789004325866699"
"2490","1.5923480987548828","1.5923480987548828","1.5923480987548828","1.7089626789093018","1.7089626789093018","1.7089626789093018","1.6190376281738281","1.6190376281738281","1.6190376281738281","1.7898032665252686","1.7898032665252686","1.7898032665252686","1.8559542894363403","1.8559542894363403","1.8559542894363403","5.86686372756958","5.86686372756958","5.86686372756958"
"2500","1.576636552810669","1.576636552810669","1.576636552810669","1.7172715663909912","1.7172715663909912","1.7172715663909912","1.7316255569458008","1.7316255569458008","1.7316255569458008","1.8518130779266357","1.8518130779266357","1.8518130779266357","1.8451175689697266","1.8451175689697266","1.8451175689697266","5.815606117248535","5.815606117248535","5.815606117248535"
"2510","1.5800352096557617","1.5800352096557617","1.5800352096557617","1.6173670291900635","1.6173670291900635","1.6173670291900635","1.6618146896362305","1.6618146896362305","1.6618146896362305","1.8374103307724","1.8374103307724","1.8374103307724","1.7974966764450073","1.7974966764450073","1.7974966764450073","5.814457893371582","5.814457893371582","5.814457893371582"
"2520","1.578561782836914","1.578561782836914","1.578561782836914","1.6733155250549316","1.6733155250549316","1.6733155250549316","1.6192926168441772","1.6192926168441772","1.6192926168441772","1.8101513385772705","1.8101513385772705","1.8101513385772705","1.780268669128418","1.780268669128418","1.780268669128418","5.819511413574219","5.819511413574219","5.819511413574219"
"2530","1.6103506088256836","1.6103506088256836","1.6103506088256836","1.669895887374878","1.669895887374878","1.669895887374878","1.6334750652313232","1.6334750652313232","1.6334750652313232","1.7746119499206543","1.7746119499206543","1.7746119499206543","1.829228162765503","1.829228162765503","1.829228162765503","5.804596900939941","5.804596900939941","5.804596900939941"
"2540","1.6098830699920654","1.6098830699920654","1.6098830699920654","1.6574840545654297","1.6574840545654297","1.6574840545654297","1.6466586589813232","1.6466586589813232","1.6466586589813232","1.7980711460113525","1.7980711460113525","1.7980711460113525","1.8966249227523804","1.8966249227523804","1.8966249227523804","5.778809070587158","5.778809070587158","5.778809070587158"
"2550","1.623664379119873","1.623664379119873","1.623664379119873","1.6894333362579346","1.6894333362579346","1.6894333362579346","1.623443841934204","1.623443841934204","1.623443841934204","1.8159065246582031","1.8159065246582031","1.8159065246582031","1.8432183265686035","1.8432183265686035","1.8432183265686035","5.8052825927734375","5.8052825927734375","5.8052825927734375"
"2560","1.573190689086914","1.573190689086914","1.573190689086914","1.6765620708465576","1.6765620708465576","1.6765620708465576","1.6559149026870728","1.6559149026870728","1.6559149026870728","1.8587985038757324","1.8587985038757324","1.8587985038757324","1.7886700630187988","1.7886700630187988","1.7886700630187988","5.7886962890625","5.7886962890625","5.7886962890625"
"2570","1.5838189125061035","1.5838189125061035","1.5838189125061035","1.6605839729309082","1.6605839729309082","1.6605839729309082","1.6429665088653564","1.6429665088653564","1.6429665088653564","1.7980918884277344","1.7980918884277344","1.7980918884277344","1.86031973361969","1.86031973361969","1.86031973361969","5.831524848937988","5.831524848937988","5.831524848937988"
"2580","1.5956361293792725","1.5956361293792725","1.5956361293792725","1.6374868154525757","1.6374868154525757","1.6374868154525757","1.6631604433059692","1.6631604433059692","1.6631604433059692","1.8469512462615967","1.8469512462615967","1.8469512462615967","1.8756349086761475","1.8756349086761475","1.8756349086761475","5.8257598876953125","5.8257598876953125","5.8257598876953125"
"2590","1.5647541284561157","1.5647541284561157","1.5647541284561157","1.6741999387741089","1.6741999387741089","1.6741999387741089","1.6550023555755615","1.6550023555755615","1.6550023555755615","1.7842416763305664","1.7842416763305664","1.7842416763305664","1.818921446800232","1.818921446800232","1.818921446800232","5.804238796234131","5.804238796234131","5.804238796234131"
"2600","1.6518423557281494","1.6518423557281494","1.6518423557281494","1.6246380805969238","1.6246380805969238","1.6246380805969238","1.6361558437347412","1.6361558437347412","1.6361558437347412","1.8284701108932495","1.8284701108932495","1.8284701108932495","1.8379056453704834","1.8379056453704834","1.8379056453704834","5.832372665405273","5.832372665405273","5.832372665405273"
"2610","1.5531580448150635","1.5531580448150635","1.5531580448150635","1.7462183237075806","1.7462183237075806","1.7462183237075806","1.612825632095337","1.612825632095337","1.612825632095337","1.7842775583267212","1.7842775583267212","1.7842775583267212","1.7974207401275635","1.7974207401275635","1.7974207401275635","5.837133407592773","5.837133407592773","5.837133407592773"
"2620","1.5921778678894043","1.5921778678894043","1.5921778678894043","1.649622917175293","1.649622917175293","1.649622917175293","1.6589882373809814","1.6589882373809814","1.6589882373809814","1.8211629390716553","1.8211629390716553","1.8211629390716553","1.814742088317871","1.814742088317871","1.814742088317871","5.8164873123168945","5.8164873123168945","5.8164873123168945"
"2630","1.6137287616729736","1.6137287616729736","1.6137287616729736","1.6134841442108154","1.6134841442108154","1.6134841442108154","1.6472039222717285","1.6472039222717285","1.6472039222717285","1.8364131450653076","1.8364131450653076","1.8364131450653076","1.790712833404541","1.790712833404541","1.790712833404541","5.81270694732666","5.81270694732666","5.81270694732666"
"2640","1.5641400814056396","1.5641400814056396","1.5641400814056396","1.6773555278778076","1.6773555278778076","1.6773555278778076","1.6814377307891846","1.6814377307891846","1.6814377307891846","1.8464138507843018","1.8464138507843018","1.8464138507843018","1.8511009216308594","1.8511009216308594","1.8511009216308594","5.828558921813965","5.828558921813965","5.828558921813965"
"2650","1.570516586303711","1.570516586303711","1.570516586303711","1.6630475521087646","1.6630475521087646","1.6630475521087646","1.6162235736846924","1.6162235736846924","1.6162235736846924","1.7817600965499878","1.7817600965499878","1.7817600965499878","1.8815863132476807","1.8815863132476807","1.8815863132476807","5.792740821838379","5.792740821838379","5.792740821838379"
"2660","1.5699799060821533","1.5699799060821533","1.5699799060821533","1.633436918258667","1.633436918258667","1.633436918258667","1.6084734201431274","1.6084734201431274","1.6084734201431274","1.8282291889190674","1.8282291889190674","1.8282291889190674","1.8954386711120605","1.8954386711120605","1.8954386711120605","5.814897537231445","5.814897537231445","5.814897537231445"
"2670","1.5649235248565674","1.5649235248565674","1.5649235248565674","1.698352336883545","1.698352336883545","1.698352336883545","1.643918752670288","1.643918752670288","1.643918752670288","1.8243149518966675","1.8243149518966675","1.8243149518966675","1.8556885719299316","1.8556885719299316","1.8556885719299316","5.797454833984375","5.797454833984375","5.797454833984375"
"2680","1.600972294807434","1.600972294807434","1.600972294807434","1.6686753034591675","1.6686753034591675","1.6686753034591675","1.5964709520339966","1.5964709520339966","1.5964709520339966","1.8494757413864136","1.8494757413864136","1.8494757413864136","1.8187288045883179","1.8187288045883179","1.8187288045883179","5.799473762512207","5.799473762512207","5.799473762512207"
"2690","1.6348423957824707","1.6348423957824707","1.6348423957824707","1.6871901750564575","1.6871901750564575","1.6871901750564575","1.6475741863250732","1.6475741863250732","1.6475741863250732","1.8168812990188599","1.8168812990188599","1.8168812990188599","1.8138141632080078","1.8138141632080078","1.8138141632080078","5.840675354003906","5.840675354003906","5.840675354003906"
"2700","1.604782223701477","1.604782223701477","1.604782223701477","1.6174196004867554","1.6174196004867554","1.6174196004867554","1.5639201402664185","1.5639201402664185","1.5639201402664185","1.7936601638793945","1.7936601638793945","1.7936601638793945","1.712526798248291","1.712526798248291","1.712526798248291","5.838573455810547","5.838573455810547","5.838573455810547"
"2710","1.5701932907104492","1.5701932907104492","1.5701932907104492","1.6484097242355347","1.6484097242355347","1.6484097242355347","1.6829822063446045","1.6829822063446045","1.6829822063446045","1.8696129322052002","1.8696129322052002","1.8696129322052002","1.849264144897461","1.849264144897461","1.849264144897461","5.783431053161621","5.783431053161621","5.783431053161621"
"2720","1.5776759386062622","1.5776759386062622","1.5776759386062622","1.6263928413391113","1.6263928413391113","1.6263928413391113","1.6811996698379517","1.6811996698379517","1.6811996698379517","1.8612046241760254","1.8612046241760254","1.8612046241760254","1.782639980316162","1.782639980316162","1.782639980316162","5.792966842651367","5.792966842651367","5.792966842651367"
"2730","1.6052565574645996","1.6052565574645996","1.6052565574645996","1.6652811765670776","1.6652811765670776","1.6652811765670776","1.6199733018875122","1.6199733018875122","1.6199733018875122","1.8359003067016602","1.8359003067016602","1.8359003067016602","1.79390549659729","1.79390549659729","1.79390549659729","5.770709037780762","5.770709037780762","5.770709037780762"
"2740","1.6290799379348755","1.6290799379348755","1.6290799379348755","1.6304066181182861","1.6304066181182861","1.6304066181182861","1.5968343019485474","1.5968343019485474","1.5968343019485474","1.78190016746521","1.78190016746521","1.78190016746521","1.77180016040802","1.77180016040802","1.77180016040802","5.8637471199035645","5.8637471199035645","5.8637471199035645"
"2750","1.633556842803955","1.633556842803955","1.633556842803955","1.6656477451324463","1.6656477451324463","1.6656477451324463","1.615997552871704","1.615997552871704","1.615997552871704","1.729797601699829","1.729797601699829","1.729797601699829","1.7742981910705566","1.7742981910705566","1.7742981910705566","5.823880195617676","5.823880195617676","5.823880195617676"
"2760","1.5933153629302979","1.5933153629302979","1.5933153629302979","1.694111943244934","1.694111943244934","1.694111943244934","1.6453019380569458","1.6453019380569458","1.6453019380569458","1.8228293657302856","1.8228293657302856","1.8228293657302856","1.7839938402175903","1.7839938402175903","1.7839938402175903","5.817314147949219","5.817314147949219","5.817314147949219"
"2770","1.543981671333313","1.543981671333313","1.543981671333313","1.6839804649353027","1.6839804649353027","1.6839804649353027","1.6552534103393555","1.6552534103393555","1.6552534103393555","1.7843148708343506","1.7843148708343506","1.7843148708343506","1.853003740310669","1.853003740310669","1.853003740310669","5.822005271911621","5.822005271911621","5.822005271911621"
"2780","1.5716030597686768","1.5716030597686768","1.5716030597686768","1.674701452255249","1.674701452255249","1.674701452255249","1.6277917623519897","1.6277917623519897","1.6277917623519897","1.7587432861328125","1.7587432861328125","1.7587432861328125","1.7259752750396729","1.7259752750396729","1.7259752750396729","5.833495140075684","5.833495140075684","5.833495140075684"
"2790","1.586818814277649","1.586818814277649","1.586818814277649","1.6689903736114502","1.6689903736114502","1.6689903736114502","1.6086373329162598","1.6086373329162598","1.6086373329162598","1.8169095516204834","1.8169095516204834","1.8169095516204834","1.7564830780029297","1.7564830780029297","1.7564830780029297","5.750802993774414","5.750802993774414","5.750802993774414"
"2800","1.5592315196990967","1.5592315196990967","1.5592315196990967","1.6176676750183105","1.6176676750183105","1.6176676750183105","1.6699082851409912","1.6699082851409912","1.6699082851409912","1.7821457386016846","1.7821457386016846","1.7821457386016846","1.7696973085403442","1.7696973085403442","1.7696973085403442","5.838155746459961","5.838155746459961","5.838155746459961"
"2810","1.627021312713623","1.627021312713623","1.627021312713623","1.6599514484405518","1.6599514484405518","1.6599514484405518","1.6327712535858154","1.6327712535858154","1.6327712535858154","1.839280366897583","1.839280366897583","1.839280366897583","1.726468801498413","1.726468801498413","1.726468801498413","5.865866184234619","5.865866184234619","5.865866184234619"
"2820","1.53016996383667","1.53016996383667","1.53016996383667","1.6280438899993896","1.6280438899993896","1.6280438899993896","1.597430944442749","1.597430944442749","1.597430944442749","1.7898510694503784","1.7898510694503784","1.7898510694503784","1.7184189558029175","1.7184189558029175","1.7184189558029175","5.789178848266602","5.789178848266602","5.789178848266602"
"2830","1.5831432342529297","1.5831432342529297","1.5831432342529297","1.6714221239089966","1.6714221239089966","1.6714221239089966","1.638083577156067","1.638083577156067","1.638083577156067","1.7667897939682007","1.7667897939682007","1.7667897939682007","1.776655912399292","1.776655912399292","1.776655912399292","5.7713494300842285","5.7713494300842285","5.7713494300842285"
"2840","1.5446009635925293","1.5446009635925293","1.5446009635925293","1.6495156288146973","1.6495156288146973","1.6495156288146973","1.6422381401062012","1.6422381401062012","1.6422381401062012","1.8483625650405884","1.8483625650405884","1.8483625650405884","1.7626606225967407","1.7626606225967407","1.7626606225967407","5.853395462036133","5.853395462036133","5.853395462036133"
"2850","1.5466516017913818","1.5466516017913818","1.5466516017913818","1.6296396255493164","1.6296396255493164","1.6296396255493164","1.6022776365280151","1.6022776365280151","1.6022776365280151","1.814624309539795","1.814624309539795","1.814624309539795","1.7856595516204834","1.7856595516204834","1.7856595516204834","5.830239295959473","5.830239295959473","5.830239295959473"
"2860","1.5608885288238525","1.5608885288238525","1.5608885288238525","1.6752108335494995","1.6752108335494995","1.6752108335494995","1.6674578189849854","1.6674578189849854","1.6674578189849854","1.7916479110717773","1.7916479110717773","1.7916479110717773","1.758190631866455","1.758190631866455","1.758190631866455","5.825887680053711","5.825887680053711","5.825887680053711"
"2870","1.5337378978729248","1.5337378978729248","1.5337378978729248","1.672743797302246","1.672743797302246","1.672743797302246","1.5802477598190308","1.5802477598190308","1.5802477598190308","1.7714710235595703","1.7714710235595703","1.7714710235595703","1.8336068391799927","1.8336068391799927","1.8336068391799927","5.875152587890625","5.875152587890625","5.875152587890625"
"2880","1.5914134979248047","1.5914134979248047","1.5914134979248047","1.6396857500076294","1.6396857500076294","1.6396857500076294","1.6591575145721436","1.6591575145721436","1.6591575145721436","1.8832037448883057","1.8832037448883057","1.8832037448883057","1.7014210224151611","1.7014210224151611","1.7014210224151611","5.802143096923828","5.802143096923828","5.802143096923828"
"2890","1.5633840560913086","1.5633840560913086","1.5633840560913086","1.6267359256744385","1.6267359256744385","1.6267359256744385","1.5918612480163574","1.5918612480163574","1.5918612480163574","1.7567781209945679","1.7567781209945679","1.7567781209945679","1.7525097131729126","1.7525097131729126","1.7525097131729126","5.802464008331299","5.802464008331299","5.802464008331299"
"2900","1.5638799667358398","1.5638799667358398","1.5638799667358398","1.673858404159546","1.673858404159546","1.673858404159546","1.5857666730880737","1.5857666730880737","1.5857666730880737","1.8026580810546875","1.8026580810546875","1.8026580810546875","1.7901439666748047","1.7901439666748047","1.7901439666748047","5.85014533996582","5.85014533996582","5.85014533996582"
"2910","1.564926028251648","1.564926028251648","1.564926028251648","1.6561012268066406","1.6561012268066406","1.6561012268066406","1.5780017375946045","1.5780017375946045","1.5780017375946045","1.8642699718475342","1.8642699718475342","1.8642699718475342","1.7889952659606934","1.7889952659606934","1.7889952659606934","5.784806251525879","5.784806251525879","5.784806251525879"
"2920","1.5698217153549194","1.5698217153549194","1.5698217153549194","1.6479389667510986","1.6479389667510986","1.6479389667510986","1.585078239440918","1.585078239440918","1.585078239440918","1.7392878532409668","1.7392878532409668","1.7392878532409668","1.8595190048217773","1.8595190048217773","1.8595190048217773","5.798262119293213","5.798262119293213","5.798262119293213"
"2930","1.5744755268096924","1.5744755268096924","1.5744755268096924","1.630323052406311","1.630323052406311","1.630323052406311","1.5826163291931152","1.5826163291931152","1.5826163291931152","1.8282737731933594","1.8282737731933594","1.8282737731933594","1.730107307434082","1.730107307434082","1.730107307434082","5.812791347503662","5.812791347503662","5.812791347503662"
"2940","1.5770606994628906","1.5770606994628906","1.5770606994628906","1.6208055019378662","1.6208055019378662","1.6208055019378662","1.5978072881698608","1.5978072881698608","1.5978072881698608","1.8321325778961182","1.8321325778961182","1.8321325778961182","1.7575137615203857","1.7575137615203857","1.7575137615203857","5.866189956665039","5.866189956665039","5.866189956665039"
"2950","1.5493521690368652","1.5493521690368652","1.5493521690368652","1.6221113204956055","1.6221113204956055","1.6221113204956055","1.616571307182312","1.616571307182312","1.616571307182312","1.7717056274414062","1.7717056274414062","1.7717056274414062","1.7721973657608032","1.7721973657608032","1.7721973657608032","5.818256378173828","5.818256378173828","5.818256378173828"
"2960","1.540419340133667","1.540419340133667","1.540419340133667","1.5880553722381592","1.5880553722381592","1.5880553722381592","1.6358445882797241","1.6358445882797241","1.6358445882797241","1.7946317195892334","1.7946317195892334","1.7946317195892334","1.7870339155197144","1.7870339155197144","1.7870339155197144","5.837883472442627","5.837883472442627","5.837883472442627"
"2970","1.5272631645202637","1.5272631645202637","1.5272631645202637","1.578756332397461","1.578756332397461","1.578756332397461","1.6580760478973389","1.6580760478973389","1.6580760478973389","1.7453521490097046","1.7453521490097046","1.7453521490097046","1.7887437343597412","1.7887437343597412","1.7887437343597412","5.788341522216797","5.788341522216797","5.788341522216797"
"2980","1.5790703296661377","1.5790703296661377","1.5790703296661377","1.6382417678833008","1.6382417678833008","1.6382417678833008","1.6085060834884644","1.6085060834884644","1.6085060834884644","1.7607660293579102","1.7607660293579102","1.7607660293579102","1.7994871139526367","1.7994871139526367","1.7994871139526367","5.803805828094482","5.803805828094482","5.803805828094482"
"2990","1.534363865852356","1.534363865852356","1.534363865852356","1.6414777040481567","1.6414777040481567","1.6414777040481567","1.5953922271728516","1.5953922271728516","1.5953922271728516","1.7833971977233887","1.7833971977233887","1.7833971977233887","1.7523773908615112","1.7523773908615112","1.7523773908615112","5.801887035369873","5.801887035369873","5.801887035369873"
"3000","1.5257251262664795","1.5257251262664795","1.5257251262664795","1.726380705833435","1.726380705833435","1.726380705833435","1.616687297821045","1.616687297821045","1.616687297821045","1.7542978525161743","1.7542978525161743","1.7542978525161743","1.7170708179473877","1.7170708179473877","1.7170708179473877","5.830789089202881","5.830789089202881","5.830789089202881"
"3010","1.567232608795166","1.567232608795166","1.567232608795166","1.6099598407745361","1.6099598407745361","1.6099598407745361","1.687124252319336","1.687124252319336","1.687124252319336","1.777910590171814","1.777910590171814","1.777910590171814","1.7650681734085083","1.7650681734085083","1.7650681734085083","5.7971415519714355","5.7971415519714355","5.7971415519714355"
"3020","1.5851908922195435","1.5851908922195435","1.5851908922195435","1.6118133068084717","1.6118133068084717","1.6118133068084717","1.626064658164978","1.626064658164978","1.626064658164978","1.7920387983322144","1.7920387983322144","1.7920387983322144","1.7433258295059204","1.7433258295059204","1.7433258295059204","5.844852924346924","5.844852924346924","5.844852924346924"
"3030","1.5327708721160889","1.5327708721160889","1.5327708721160889","1.6468861103057861","1.6468861103057861","1.6468861103057861","1.6125600337982178","1.6125600337982178","1.6125600337982178","1.7377967834472656","1.7377967834472656","1.7377967834472656","1.7438631057739258","1.7438631057739258","1.7438631057739258","5.841435432434082","5.841435432434082","5.841435432434082"
"3040","1.5278098583221436","1.5278098583221436","1.5278098583221436","1.6631600856781006","1.6631600856781006","1.6631600856781006","1.5519062280654907","1.5519062280654907","1.5519062280654907","1.8181252479553223","1.8181252479553223","1.8181252479553223","1.7645779848098755","1.7645779848098755","1.7645779848098755","5.759138107299805","5.759138107299805","5.759138107299805"
"3050","1.5622678995132446","1.5622678995132446","1.5622678995132446","1.6681461334228516","1.6681461334228516","1.6681461334228516","1.6173980236053467","1.6173980236053467","1.6173980236053467","1.7797431945800781","1.7797431945800781","1.7797431945800781","1.7899203300476074","1.7899203300476074","1.7899203300476074","5.788153648376465","5.788153648376465","5.788153648376465"
"3060","1.523876428604126","1.523876428604126","1.523876428604126","1.6095306873321533","1.6095306873321533","1.6095306873321533","1.62728750705719","1.62728750705719","1.62728750705719","1.8351593017578125","1.8351593017578125","1.8351593017578125","1.7809076309204102","1.7809076309204102","1.7809076309204102","5.833102226257324","5.833102226257324","5.833102226257324"
"3070","1.530626893043518","1.530626893043518","1.530626893043518","1.6157665252685547","1.6157665252685547","1.6157665252685547","1.6154804229736328","1.6154804229736328","1.6154804229736328","1.6997194290161133","1.6997194290161133","1.6997194290161133","1.7418690919876099","1.7418690919876099","1.7418690919876099","5.795602798461914","5.795602798461914","5.795602798461914"
"3080","1.5424476861953735","1.5424476861953735","1.5424476861953735","1.6218974590301514","1.6218974590301514","1.6218974590301514","1.599367380142212","1.599367380142212","1.599367380142212","1.7337138652801514","1.7337138652801514","1.7337138652801514","1.7657999992370605","1.7657999992370605","1.7657999992370605","5.791934490203857","5.791934490203857","5.791934490203857"
"3090","1.5498085021972656","1.5498085021972656","1.5498085021972656","1.5657603740692139","1.5657603740692139","1.5657603740692139","1.6692501306533813","1.6692501306533813","1.6692501306533813","1.784256935119629","1.784256935119629","1.784256935119629","1.8050978183746338","1.8050978183746338","1.8050978183746338","5.8621320724487305","5.8621320724487305","5.8621320724487305"
"3100","1.5781378746032715","1.5781378746032715","1.5781378746032715","1.6478286981582642","1.6478286981582642","1.6478286981582642","1.6475977897644043","1.6475977897644043","1.6475977897644043","1.7409319877624512","1.7409319877624512","1.7409319877624512","1.742290735244751","1.742290735244751","1.742290735244751","5.800793647766113","5.800793647766113","5.800793647766113"
"3110","1.5638797283172607","1.5638797283172607","1.5638797283172607","1.5799288749694824","1.5799288749694824","1.5799288749694824","1.613889455795288","1.613889455795288","1.613889455795288","1.7642241716384888","1.7642241716384888","1.7642241716384888","1.7477831840515137","1.7477831840515137","1.7477831840515137","5.828333854675293","5.828333854675293","5.828333854675293"
"3120","1.5282856225967407","1.5282856225967407","1.5282856225967407","1.676966667175293","1.676966667175293","1.676966667175293","1.5853170156478882","1.5853170156478882","1.5853170156478882","1.7319748401641846","1.7319748401641846","1.7319748401641846","1.701631784439087","1.701631784439087","1.701631784439087","5.780725002288818","5.780725002288818","5.780725002288818"
"3130","1.6040394306182861","1.6040394306182861","1.6040394306182861","1.638755202293396","1.638755202293396","1.638755202293396","1.5880956649780273","1.5880956649780273","1.5880956649780273","1.7883977890014648","1.7883977890014648","1.7883977890014648","1.8336944580078125","1.8336944580078125","1.8336944580078125","5.79437780380249","5.79437780380249","5.79437780380249"
"3140","1.533154010772705","1.533154010772705","1.533154010772705","1.6267648935317993","1.6267648935317993","1.6267648935317993","1.541323184967041","1.541323184967041","1.541323184967041","1.7400569915771484","1.7400569915771484","1.7400569915771484","1.7366087436676025","1.7366087436676025","1.7366087436676025","5.8202009201049805","5.8202009201049805","5.8202009201049805"
"3150","1.5917339324951172","1.5917339324951172","1.5917339324951172","1.6534671783447266","1.6534671783447266","1.6534671783447266","1.6067043542861938","1.6067043542861938","1.6067043542861938","1.7168631553649902","1.7168631553649902","1.7168631553649902","1.7751774787902832","1.7751774787902832","1.7751774787902832","5.836697578430176","5.836697578430176","5.836697578430176"
"3160","1.5366449356079102","1.5366449356079102","1.5366449356079102","1.646047592163086","1.646047592163086","1.646047592163086","1.5851191282272339","1.5851191282272339","1.5851191282272339","1.720857858657837","1.720857858657837","1.720857858657837","1.7752652168273926","1.7752652168273926","1.7752652168273926","5.7772603034973145","5.7772603034973145","5.7772603034973145"
"3170","1.5674350261688232","1.5674350261688232","1.5674350261688232","1.5872070789337158","1.5872070789337158","1.5872070789337158","1.5497112274169922","1.5497112274169922","1.5497112274169922","1.7833521366119385","1.7833521366119385","1.7833521366119385","1.7888482809066772","1.7888482809066772","1.7888482809066772","5.796369552612305","5.796369552612305","5.796369552612305"
"3180","1.5334844589233398","1.5334844589233398","1.5334844589233398","1.6192560195922852","1.6192560195922852","1.6192560195922852","1.641273856163025","1.641273856163025","1.641273856163025","1.7186002731323242","1.7186002731323242","1.7186002731323242","1.7378487586975098","1.7378487586975098","1.7378487586975098","5.810837268829346","5.810837268829346","5.810837268829346"
