"Step","baseline-ts - train/loss","baseline-ts - train/loss__MIN","baseline-ts - train/loss__MAX","baseline-ts-lr0.001-prenorm2postnorm - train/loss","baseline-ts-lr0.001-prenorm2postnorm - train/loss__MIN","baseline-ts-lr0.001-prenorm2postnorm - train/loss__MAX","baseline-ts-lr0.001 - train/loss","baseline-ts-lr0.001 - train/loss__MIN","baseline-ts-lr0.001 - train/loss__MAX","baseline-ts-lr0.0003-prenorm2postnorm - train/loss","baseline-ts-lr0.0003-prenorm2postnorm - train/loss__MIN","baseline-ts-lr0.0003-prenorm2postnorm - train/loss__MAX","baseline-ts-lr0.0003 - train/loss","baseline-ts-lr0.0003 - train/loss__MIN","baseline-ts-lr0.0003 - train/loss__MAX","baseline-ts-prenorm2postnorm - train/loss","baseline-ts-prenorm2postnorm - train/loss__MIN","baseline-ts-prenorm2postnorm - train/loss__MAX"
"210","2.5643696784973145","2.5643696784973145","2.5643696784973145","3.5758087635040283","3.5758087635040283","3.5758087635040283","3.588315010070801","3.588315010070801","3.588315010070801","5.012078762054443","5.012078762054443","5.012078762054443","4.954411506652832","4.954411506652832","4.954411506652832","2.535083770751953","2.535083770751953","2.535083770751953"
"220","2.46791934967041","2.46791934967041","2.46791934967041","3.567814588546753","3.567814588546753","3.567814588546753","3.5127506256103516","3.5127506256103516","3.5127506256103516","4.824436187744141","4.824436187744141","4.824436187744141","4.844799995422363","4.844799995422363","4.844799995422363","2.503478765487671","2.503478765487671","2.503478765487671"
"230","2.472532272338867","2.472532272338867","2.472532272338867","3.390986919403076","3.390986919403076","3.390986919403076","3.3976891040802","3.3976891040802","3.3976891040802","4.677337169647217","4.677337169647217","4.677337169647217","4.676261901855469","4.676261901855469","4.676261901855469","2.501056671142578","2.501056671142578","2.501056671142578"
"240","2.4513139724731445","2.4513139724731445","2.4513139724731445","3.381796360015869","3.381796360015869","3.381796360015869","3.3838582038879395","3.3838582038879395","3.3838582038879395","4.537998199462891","4.537998199462891","4.537998199462891","4.630599021911621","4.630599021911621","4.630599021911621","2.4262664318084717","2.4262664318084717","2.4262664318084717"
"250","2.5097391605377197","2.5097391605377197","2.5097391605377197","3.245260715484619","3.245260715484619","3.245260715484619","3.3167028427124023","3.3167028427124023","3.3167028427124023","4.418968677520752","4.418968677520752","4.418968677520752","4.47802734375","4.47802734375","4.47802734375","2.4031381607055664","2.4031381607055664","2.4031381607055664"
"260","2.389815330505371","2.389815330505371","2.389815330505371","3.2628207206726074","3.2628207206726074","3.2628207206726074","3.2372965812683105","3.2372965812683105","3.2372965812683105","4.359964847564697","4.359964847564697","4.359964847564697","4.359794616699219","4.359794616699219","4.359794616699219","2.4077301025390625","2.4077301025390625","2.4077301025390625"
"270","2.3613944053649902","2.3613944053649902","2.3613944053649902","3.14094614982605","3.14094614982605","3.14094614982605","3.1901674270629883","3.1901674270629883","3.1901674270629883","4.189913749694824","4.189913749694824","4.189913749694824","4.248626708984375","4.248626708984375","4.248626708984375","2.376654863357544","2.376654863357544","2.376654863357544"
"280","2.3551599979400635","2.3551599979400635","2.3551599979400635","3.128056049346924","3.128056049346924","3.128056049346924","3.2158749103546143","3.2158749103546143","3.2158749103546143","4.14390754699707","4.14390754699707","4.14390754699707","4.1645355224609375","4.1645355224609375","4.1645355224609375","2.3614165782928467","2.3614165782928467","2.3614165782928467"
"290","2.277306079864502","2.277306079864502","2.277306079864502","3.1024153232574463","3.1024153232574463","3.1024153232574463","3.08211088180542","3.08211088180542","3.08211088180542","4.0615010261535645","4.0615010261535645","4.0615010261535645","4.038967132568359","4.038967132568359","4.038967132568359","2.318263053894043","2.318263053894043","2.318263053894043"
"300","2.299082040786743","2.299082040786743","2.299082040786743","3.0970826148986816","3.0970826148986816","3.0970826148986816","3.047703266143799","3.047703266143799","3.047703266143799","4.018852233886719","4.018852233886719","4.018852233886719","3.852330207824707","3.852330207824707","3.852330207824707","2.3488516807556152","2.3488516807556152","2.3488516807556152"
"310","2.2460474967956543","2.2460474967956543","2.2460474967956543","2.998023748397827","2.998023748397827","2.998023748397827","3.0802998542785645","3.0802998542785645","3.0802998542785645","3.9068446159362793","3.9068446159362793","3.9068446159362793","3.880251884460449","3.880251884460449","3.880251884460449","2.344325542449951","2.344325542449951","2.344325542449951"
"320","2.305225372314453","2.305225372314453","2.305225372314453","3.029702663421631","3.029702663421631","3.029702663421631","3.0573132038116455","3.0573132038116455","3.0573132038116455","3.8932387828826904","3.8932387828826904","3.8932387828826904","3.8046438694000244","3.8046438694000244","3.8046438694000244","2.3259525299072266","2.3259525299072266","2.3259525299072266"
"330","2.28419828414917","2.28419828414917","2.28419828414917","2.9143309593200684","2.9143309593200684","2.9143309593200684","2.950838565826416","2.950838565826416","2.950838565826416","3.750234365463257","3.750234365463257","3.750234365463257","3.8499624729156494","3.8499624729156494","3.8499624729156494","2.269423723220825","2.269423723220825","2.269423723220825"
"340","2.2509851455688477","2.2509851455688477","2.2509851455688477","2.9023754596710205","2.9023754596710205","2.9023754596710205","2.901372194290161","2.901372194290161","2.901372194290161","3.691159725189209","3.691159725189209","3.691159725189209","3.6763429641723633","3.6763429641723633","3.6763429641723633","2.310863733291626","2.310863733291626","2.310863733291626"
"350","2.1843295097351074","2.1843295097351074","2.1843295097351074","2.938267230987549","2.938267230987549","2.938267230987549","2.9040558338165283","2.9040558338165283","2.9040558338165283","3.598109722137451","3.598109722137451","3.598109722137451","3.633850336074829","3.633850336074829","3.633850336074829","2.3115344047546387","2.3115344047546387","2.3115344047546387"
"360","2.1657235622406006","2.1657235622406006","2.1657235622406006","2.8615078926086426","2.8615078926086426","2.8615078926086426","2.8338496685028076","2.8338496685028076","2.8338496685028076","3.6027021408081055","3.6027021408081055","3.6027021408081055","3.6453611850738525","3.6453611850738525","3.6453611850738525","2.2352030277252197","2.2352030277252197","2.2352030277252197"
"370","2.2495884895324707","2.2495884895324707","2.2495884895324707","2.788743495941162","2.788743495941162","2.788743495941162","2.7504537105560303","2.7504537105560303","2.7504537105560303","3.579246759414673","3.579246759414673","3.579246759414673","3.545940399169922","3.545940399169922","3.545940399169922","2.2849435806274414","2.2849435806274414","2.2849435806274414"
"380","2.2862913608551025","2.2862913608551025","2.2862913608551025","2.7083370685577393","2.7083370685577393","2.7083370685577393","2.8786730766296387","2.8786730766296387","2.8786730766296387","3.476323127746582","3.476323127746582","3.476323127746582","3.4881696701049805","3.4881696701049805","3.4881696701049805","2.317992687225342","2.317992687225342","2.317992687225342"
"390","2.209561824798584","2.209561824798584","2.209561824798584","2.725842237472534","2.725842237472534","2.725842237472534","2.8159120082855225","2.8159120082855225","2.8159120082855225","3.4539058208465576","3.4539058208465576","3.4539058208465576","3.4206695556640625","3.4206695556640625","3.4206695556640625","2.282982110977173","2.282982110977173","2.282982110977173"
"400","2.2039880752563477","2.2039880752563477","2.2039880752563477","2.6997056007385254","2.6997056007385254","2.6997056007385254","2.730318784713745","2.730318784713745","2.730318784713745","3.425769090652466","3.425769090652466","3.425769090652466","3.4350967407226562","3.4350967407226562","3.4350967407226562","2.2616090774536133","2.2616090774536133","2.2616090774536133"
"410","2.2076644897460938","2.2076644897460938","2.2076644897460938","2.7475008964538574","2.7475008964538574","2.7475008964538574","2.680948257446289","2.680948257446289","2.680948257446289","3.3824644088745117","3.3824644088745117","3.3824644088745117","3.368867874145508","3.368867874145508","3.368867874145508","2.2751402854919434","2.2751402854919434","2.2751402854919434"
"420","2.2112436294555664","2.2112436294555664","2.2112436294555664","2.7133731842041016","2.7133731842041016","2.7133731842041016","2.733696937561035","2.733696937561035","2.733696937561035","3.3845036029815674","3.3845036029815674","3.3845036029815674","3.363957405090332","3.363957405090332","3.363957405090332","2.309021472930908","2.309021472930908","2.309021472930908"
"430","2.12469482421875","2.12469482421875","2.12469482421875","2.6924993991851807","2.6924993991851807","2.6924993991851807","2.6447670459747314","2.6447670459747314","2.6447670459747314","3.3184447288513184","3.3184447288513184","3.3184447288513184","3.325622320175171","3.325622320175171","3.325622320175171","2.2331113815307617","2.2331113815307617","2.2331113815307617"
"440","2.226428747177124","2.226428747177124","2.226428747177124","2.6997804641723633","2.6997804641723633","2.6997804641723633","2.6402692794799805","2.6402692794799805","2.6402692794799805","3.28279185295105","3.28279185295105","3.28279185295105","3.2618465423583984","3.2618465423583984","3.2618465423583984","2.263093948364258","2.263093948364258","2.263093948364258"
"450","2.1952953338623047","2.1952953338623047","2.1952953338623047","2.6515049934387207","2.6515049934387207","2.6515049934387207","2.5980224609375","2.5980224609375","2.5980224609375","3.235531806945801","3.235531806945801","3.235531806945801","3.263969659805298","3.263969659805298","3.263969659805298","2.283182382583618","2.283182382583618","2.283182382583618"
"460","2.141045570373535","2.141045570373535","2.141045570373535","2.585475444793701","2.585475444793701","2.585475444793701","2.6421544551849365","2.6421544551849365","2.6421544551849365","3.21254301071167","3.21254301071167","3.21254301071167","3.185814142227173","3.185814142227173","3.185814142227173","2.3017516136169434","2.3017516136169434","2.3017516136169434"
"470","2.185819625854492","2.185819625854492","2.185819625854492","2.628302574157715","2.628302574157715","2.628302574157715","2.573113441467285","2.573113441467285","2.573113441467285","3.165572166442871","3.165572166442871","3.165572166442871","3.212392807006836","3.212392807006836","3.212392807006836","2.2708253860473633","2.2708253860473633","2.2708253860473633"
"480","2.133882522583008","2.133882522583008","2.133882522583008","2.522970199584961","2.522970199584961","2.522970199584961","2.661083698272705","2.661083698272705","2.661083698272705","3.0598418712615967","3.0598418712615967","3.0598418712615967","3.2347335815429688","3.2347335815429688","3.2347335815429688","2.2837157249450684","2.2837157249450684","2.2837157249450684"
"490","2.186420202255249","2.186420202255249","2.186420202255249","2.550571918487549","2.550571918487549","2.550571918487549","2.561648368835449","2.561648368835449","2.561648368835449","3.123379707336426","3.123379707336426","3.123379707336426","3.1773834228515625","3.1773834228515625","3.1773834228515625","2.200026512145996","2.200026512145996","2.200026512145996"
"500","2.215787649154663","2.215787649154663","2.215787649154663","2.488776206970215","2.488776206970215","2.488776206970215","2.497792959213257","2.497792959213257","2.497792959213257","3.109745502471924","3.109745502471924","3.109745502471924","3.144354820251465","3.144354820251465","3.144354820251465","2.286314010620117","2.286314010620117","2.286314010620117"
"510","2.1188645362854004","2.1188645362854004","2.1188645362854004","2.5589230060577393","2.5589230060577393","2.5589230060577393","2.561523914337158","2.561523914337158","2.561523914337158","3.0388355255126953","3.0388355255126953","3.0388355255126953","3.032017707824707","3.032017707824707","3.032017707824707","2.2217800617218018","2.2217800617218018","2.2217800617218018"
"520","2.167888641357422","2.167888641357422","2.167888641357422","2.474635124206543","2.474635124206543","2.474635124206543","2.4552388191223145","2.4552388191223145","2.4552388191223145","3.017101764678955","3.017101764678955","3.017101764678955","3.0120160579681396","3.0120160579681396","3.0120160579681396","2.2671332359313965","2.2671332359313965","2.2671332359313965"
"530","2.0995984077453613","2.0995984077453613","2.0995984077453613","2.487380027770996","2.487380027770996","2.487380027770996","2.433736801147461","2.433736801147461","2.433736801147461","3.022311210632324","3.022311210632324","3.022311210632324","3.0457353591918945","3.0457353591918945","3.0457353591918945","2.26934814453125","2.26934814453125","2.26934814453125"
"540","2.112722396850586","2.112722396850586","2.112722396850586","2.540848731994629","2.540848731994629","2.540848731994629","2.4654147624969482","2.4654147624969482","2.4654147624969482","3.0421085357666016","3.0421085357666016","3.0421085357666016","3.085397720336914","3.085397720336914","3.085397720336914","2.2001166343688965","2.2001166343688965","2.2001166343688965"
"550","2.198267698287964","2.198267698287964","2.198267698287964","2.3770692348480225","2.3770692348480225","2.3770692348480225","2.3402822017669678","2.3402822017669678","2.3402822017669678","2.9786031246185303","2.9786031246185303","2.9786031246185303","2.9321558475494385","2.9321558475494385","2.9321558475494385","2.222306489944458","2.222306489944458","2.222306489944458"
"560","2.0496065616607666","2.0496065616607666","2.0496065616607666","2.43796443939209","2.43796443939209","2.43796443939209","2.5223891735076904","2.5223891735076904","2.5223891735076904","2.9988675117492676","2.9988675117492676","2.9988675117492676","3.0469799041748047","3.0469799041748047","3.0469799041748047","2.208730697631836","2.208730697631836","2.208730697631836"
"570","2.174899101257324","2.174899101257324","2.174899101257324","2.4169459342956543","2.4169459342956543","2.4169459342956543","2.4267587661743164","2.4267587661743164","2.4267587661743164","2.959749221801758","2.959749221801758","2.959749221801758","2.9846856594085693","2.9846856594085693","2.9846856594085693","2.2150070667266846","2.2150070667266846","2.2150070667266846"
"580","2.1742687225341797","2.1742687225341797","2.1742687225341797","2.405989170074463","2.405989170074463","2.405989170074463","2.399855136871338","2.399855136871338","2.399855136871338","2.92317271232605","2.92317271232605","2.92317271232605","2.922074317932129","2.922074317932129","2.922074317932129","2.208627223968506","2.208627223968506","2.208627223968506"
"590","2.125786542892456","2.125786542892456","2.125786542892456","2.4163076877593994","2.4163076877593994","2.4163076877593994","2.4331984519958496","2.4331984519958496","2.4331984519958496","2.8861451148986816","2.8861451148986816","2.8861451148986816","2.899515390396118","2.899515390396118","2.899515390396118","2.254157304763794","2.254157304763794","2.254157304763794"
"600","2.039395809173584","2.039395809173584","2.039395809173584","2.399820327758789","2.399820327758789","2.399820327758789","2.396549940109253","2.396549940109253","2.396549940109253","2.918135643005371","2.918135643005371","2.918135643005371","2.8810505867004395","2.8810505867004395","2.8810505867004395","2.1959519386291504","2.1959519386291504","2.1959519386291504"
"610","2.073197364807129","2.073197364807129","2.073197364807129","2.3908910751342773","2.3908910751342773","2.3908910751342773","2.368248462677002","2.368248462677002","2.368248462677002","2.9089951515197754","2.9089951515197754","2.9089951515197754","2.7828307151794434","2.7828307151794434","2.7828307151794434","2.260404109954834","2.260404109954834","2.260404109954834"
"620","2.1178345680236816","2.1178345680236816","2.1178345680236816","2.368920087814331","2.368920087814331","2.368920087814331","2.361375331878662","2.361375331878662","2.361375331878662","2.8458120822906494","2.8458120822906494","2.8458120822906494","2.863780975341797","2.863780975341797","2.863780975341797","2.140784740447998","2.140784740447998","2.140784740447998"
"630","2.0706264972686768","2.0706264972686768","2.0706264972686768","2.3458127975463867","2.3458127975463867","2.3458127975463867","2.331279993057251","2.331279993057251","2.331279993057251","2.7481160163879395","2.7481160163879395","2.7481160163879395","2.7807250022888184","2.7807250022888184","2.7807250022888184","2.2512733936309814","2.2512733936309814","2.2512733936309814"
"640","2.0945699214935303","2.0945699214935303","2.0945699214935303","2.3207554817199707","2.3207554817199707","2.3207554817199707","2.3478169441223145","2.3478169441223145","2.3478169441223145","2.851095199584961","2.851095199584961","2.851095199584961","2.8165812492370605","2.8165812492370605","2.8165812492370605","2.22784423828125","2.22784423828125","2.22784423828125"
"650","2.060242176055908","2.060242176055908","2.060242176055908","2.3168201446533203","2.3168201446533203","2.3168201446533203","2.326815128326416","2.326815128326416","2.326815128326416","2.7747583389282227","2.7747583389282227","2.7747583389282227","2.8133902549743652","2.8133902549743652","2.8133902549743652","2.1565325260162354","2.1565325260162354","2.1565325260162354"
"660","2.0758442878723145","2.0758442878723145","2.0758442878723145","2.2516160011291504","2.2516160011291504","2.2516160011291504","2.299591064453125","2.299591064453125","2.299591064453125","2.7586042881011963","2.7586042881011963","2.7586042881011963","2.8256382942199707","2.8256382942199707","2.8256382942199707","2.2039437294006348","2.2039437294006348","2.2039437294006348"
"670","2.0562353134155273","2.0562353134155273","2.0562353134155273","2.3184821605682373","2.3184821605682373","2.3184821605682373","2.291682243347168","2.291682243347168","2.291682243347168","2.7956833839416504","2.7956833839416504","2.7956833839416504","2.7490835189819336","2.7490835189819336","2.7490835189819336","2.208075761795044","2.208075761795044","2.208075761795044"
"680","2.0519795417785645","2.0519795417785645","2.0519795417785645","2.2534847259521484","2.2534847259521484","2.2534847259521484","2.220881462097168","2.220881462097168","2.220881462097168","2.714895009994507","2.714895009994507","2.714895009994507","2.819753646850586","2.819753646850586","2.819753646850586","2.141066074371338","2.141066074371338","2.141066074371338"
"690","2.081368923187256","2.081368923187256","2.081368923187256","2.2420005798339844","2.2420005798339844","2.2420005798339844","2.2733826637268066","2.2733826637268066","2.2733826637268066","2.7168691158294678","2.7168691158294678","2.7168691158294678","2.787698268890381","2.787698268890381","2.787698268890381","2.1510257720947266","2.1510257720947266","2.1510257720947266"
"700","1.9996459484100342","1.9996459484100342","1.9996459484100342","2.243448257446289","2.243448257446289","2.243448257446289","2.2680437564849854","2.2680437564849854","2.2680437564849854","2.761826992034912","2.761826992034912","2.761826992034912","2.719318389892578","2.719318389892578","2.719318389892578","2.19512677192688","2.19512677192688","2.19512677192688"
"710","2.0875892639160156","2.0875892639160156","2.0875892639160156","2.2771027088165283","2.2771027088165283","2.2771027088165283","2.2875962257385254","2.2875962257385254","2.2875962257385254","2.7645392417907715","2.7645392417907715","2.7645392417907715","2.7577977180480957","2.7577977180480957","2.7577977180480957","2.1247973442077637","2.1247973442077637","2.1247973442077637"
"720","2.038212299346924","2.038212299346924","2.038212299346924","2.241048812866211","2.241048812866211","2.241048812866211","2.2042179107666016","2.2042179107666016","2.2042179107666016","2.6742501258850098","2.6742501258850098","2.6742501258850098","2.707190990447998","2.707190990447998","2.707190990447998","2.141437292098999","2.141437292098999","2.141437292098999"
"730","2.0277156829833984","2.0277156829833984","2.0277156829833984","2.2559146881103516","2.2559146881103516","2.2559146881103516","2.2079691886901855","2.2079691886901855","2.2079691886901855","2.655604362487793","2.655604362487793","2.655604362487793","2.698676109313965","2.698676109313965","2.698676109313965","2.136223554611206","2.136223554611206","2.136223554611206"
"740","1.9770455360412598","1.9770455360412598","1.9770455360412598","2.196509599685669","2.196509599685669","2.196509599685669","2.2236156463623047","2.2236156463623047","2.2236156463623047","2.685347557067871","2.685347557067871","2.685347557067871","2.6800155639648438","2.6800155639648438","2.6800155639648438","2.0988898277282715","2.0988898277282715","2.0988898277282715"
"750","1.998748540878296","1.998748540878296","1.998748540878296","2.2500689029693604","2.2500689029693604","2.2500689029693604","2.205618381500244","2.205618381500244","2.205618381500244","2.6410694122314453","2.6410694122314453","2.6410694122314453","2.7257628440856934","2.7257628440856934","2.7257628440856934","2.1392459869384766","2.1392459869384766","2.1392459869384766"
"760","2.058269500732422","2.058269500732422","2.058269500732422","2.248321771621704","2.248321771621704","2.248321771621704","2.1538596153259277","2.1538596153259277","2.1538596153259277","2.665104866027832","2.665104866027832","2.665104866027832","2.6751229763031006","2.6751229763031006","2.6751229763031006","2.1556198596954346","2.1556198596954346","2.1556198596954346"
"770","2.02303409576416","2.02303409576416","2.02303409576416","2.1847445964813232","2.1847445964813232","2.1847445964813232","2.1893415451049805","2.1893415451049805","2.1893415451049805","2.7071385383605957","2.7071385383605957","2.7071385383605957","2.6196656227111816","2.6196656227111816","2.6196656227111816","2.089607000350952","2.089607000350952","2.089607000350952"
"780","2.028108835220337","2.028108835220337","2.028108835220337","2.1120924949645996","2.1120924949645996","2.1120924949645996","2.157048225402832","2.157048225402832","2.157048225402832","2.7069637775421143","2.7069637775421143","2.7069637775421143","2.654217004776001","2.654217004776001","2.654217004776001","2.141812801361084","2.141812801361084","2.141812801361084"
"790","2.0134100914001465","2.0134100914001465","2.0134100914001465","2.133878707885742","2.133878707885742","2.133878707885742","2.118645191192627","2.118645191192627","2.118645191192627","2.6355834007263184","2.6355834007263184","2.6355834007263184","2.620098352432251","2.620098352432251","2.620098352432251","2.123265027999878","2.123265027999878","2.123265027999878"
"800","1.9822620153427124","1.9822620153427124","1.9822620153427124","2.1294426918029785","2.1294426918029785","2.1294426918029785","2.121368408203125","2.121368408203125","2.121368408203125","2.6467015743255615","2.6467015743255615","2.6467015743255615","2.5450572967529297","2.5450572967529297","2.5450572967529297","4.768117904663086","4.768117904663086","4.768117904663086"
"810","1.9965033531188965","1.9965033531188965","1.9965033531188965","2.1421031951904297","2.1421031951904297","2.1421031951904297","2.188567638397217","2.188567638397217","2.188567638397217","2.574467182159424","2.574467182159424","2.574467182159424","2.7171177864074707","2.7171177864074707","2.7171177864074707","5.041904926300049","5.041904926300049","5.041904926300049"
"820","1.9707611799240112","1.9707611799240112","1.9707611799240112","2.1260905265808105","2.1260905265808105","2.1260905265808105","2.1469779014587402","2.1469779014587402","2.1469779014587402","2.6198017597198486","2.6198017597198486","2.6198017597198486","2.6574392318725586","2.6574392318725586","2.6574392318725586","5.934021949768066","5.934021949768066","5.934021949768066"
"830","1.9632978439331055","1.9632978439331055","1.9632978439331055","2.1183724403381348","2.1183724403381348","2.1183724403381348","2.11710262298584","2.11710262298584","2.11710262298584","2.5918335914611816","2.5918335914611816","2.5918335914611816","2.6654133796691895","2.6654133796691895","2.6654133796691895","5.850916385650635","5.850916385650635","5.850916385650635"
