"Step","leaderboard-qknorm-muon-betas1-gpt2-tie-embed-ws2000 - train/loss","leaderboard-qknorm-muon-betas1-gpt2-tie-embed-ws2000 - train/loss__MIN","leaderboard-qknorm-muon-betas1-gpt2-tie-embed-ws2000 - train/loss__MAX"
"510","5.127835750579834","5.127835750579834","5.127835750579834"
"520","5.00495719909668","5.00495719909668","5.00495719909668"
"530","4.969397068023682","4.969397068023682","4.969397068023682"
"540","4.931291103363037","4.931291103363037","4.931291103363037"
"550","4.977177619934082","4.977177619934082","4.977177619934082"
"560","4.935827732086182","4.935827732086182","4.935827732086182"
"570","4.885652542114258","4.885652542114258","4.885652542114258"
"580","4.890639305114746","4.890639305114746","4.890639305114746"
"590","4.963945388793945","4.963945388793945","4.963945388793945"
"600","4.899590492248535","4.899590492248535","4.899590492248535"
"610","4.974494934082031","4.974494934082031","4.974494934082031"
"620","4.881573677062988","4.881573677062988","4.881573677062988"
"630","4.905848979949951","4.905848979949951","4.905848979949951"
"640","4.80257511138916","4.80257511138916","4.80257511138916"
"650","4.813933849334717","4.813933849334717","4.813933849334717"
"660","4.788390636444092","4.788390636444092","4.788390636444092"
"670","4.818761825561523","4.818761825561523","4.818761825561523"
"680","4.7251667976379395","4.7251667976379395","4.7251667976379395"
"690","4.755703926086426","4.755703926086426","4.755703926086426"
"700","4.86281156539917","4.86281156539917","4.86281156539917"
"710","4.6548357009887695","4.6548357009887695","4.6548357009887695"
"720","4.749905586242676","4.749905586242676","4.749905586242676"
"730","4.689932823181152","4.689932823181152","4.689932823181152"
"740","4.720697402954102","4.720697402954102","4.720697402954102"
"750","4.607428550720215","4.607428550720215","4.607428550720215"
"760","4.653896331787109","4.653896331787109","4.653896331787109"
"770","4.647804260253906","4.647804260253906","4.647804260253906"
"780","4.64461612701416","4.64461612701416","4.64461612701416"
"790","4.632970809936523","4.632970809936523","4.632970809936523"
"800","4.585699081420898","4.585699081420898","4.585699081420898"
"810","4.6814680099487305","4.6814680099487305","4.6814680099487305"
"820","4.65060567855835","4.65060567855835","4.65060567855835"
"830","4.592081546783447","4.592081546783447","4.592081546783447"
"840","4.482544422149658","4.482544422149658","4.482544422149658"
"850","4.567290306091309","4.567290306091309","4.567290306091309"
"860","4.519684791564941","4.519684791564941","4.519684791564941"
"870","4.580107688903809","4.580107688903809","4.580107688903809"
"880","4.4550323486328125","4.4550323486328125","4.4550323486328125"
"890","4.517833709716797","4.517833709716797","4.517833709716797"
"900","4.48533821105957","4.48533821105957","4.48533821105957"
"910","4.533116817474365","4.533116817474365","4.533116817474365"
"920","4.490609169006348","4.490609169006348","4.490609169006348"
"930","4.469257831573486","4.469257831573486","4.469257831573486"
"940","4.442208766937256","4.442208766937256","4.442208766937256"
"950","4.537212371826172","4.537212371826172","4.537212371826172"
"960","4.495293617248535","4.495293617248535","4.495293617248535"
"970","4.496556282043457","4.496556282043457","4.496556282043457"
"980","4.519128799438477","4.519128799438477","4.519128799438477"
"990","4.494923114776611","4.494923114776611","4.494923114776611"
"1000","4.505962371826172","4.505962371826172","4.505962371826172"
"1010","4.406038284301758","4.406038284301758","4.406038284301758"
"1020","4.372049808502197","4.372049808502197","4.372049808502197"
"1030","4.4233856201171875","4.4233856201171875","4.4233856201171875"
"1040","4.483299255371094","4.483299255371094","4.483299255371094"
"1050","4.477416038513184","4.477416038513184","4.477416038513184"
"1060","4.390626907348633","4.390626907348633","4.390626907348633"
"1070","4.469125747680664","4.469125747680664","4.469125747680664"
"1080","4.360341548919678","4.360341548919678","4.360341548919678"
"1090","4.460130214691162","4.460130214691162","4.460130214691162"
"1100","4.410243034362793","4.410243034362793","4.410243034362793"
"1110","4.428949356079102","4.428949356079102","4.428949356079102"
"1120","4.415169715881348","4.415169715881348","4.415169715881348"
"1130","4.408958435058594","4.408958435058594","4.408958435058594"
"1140","4.355450630187988","4.355450630187988","4.355450630187988"
"1150","4.338415145874023","4.338415145874023","4.338415145874023"
"1160","4.391695499420166","4.391695499420166","4.391695499420166"
"1170","4.380064487457275","4.380064487457275","4.380064487457275"
"1180","4.4420013427734375","4.4420013427734375","4.4420013427734375"
"1190","4.387480735778809","4.387480735778809","4.387480735778809"
"1200","4.342174530029297","4.342174530029297","4.342174530029297"
"1210","4.35218620300293","4.35218620300293","4.35218620300293"
"1220","4.383012771606445","4.383012771606445","4.383012771606445"
"1230","4.408775329589844","4.408775329589844","4.408775329589844"
"1240","4.354452133178711","4.354452133178711","4.354452133178711"
"1250","4.437424659729004","4.437424659729004","4.437424659729004"
"1260","4.401083946228027","4.401083946228027","4.401083946228027"
"1270","4.346843719482422","4.346843719482422","4.346843719482422"
"1280","4.272969722747803","4.272969722747803","4.272969722747803"
"1290","4.258486270904541","4.258486270904541","4.258486270904541"
"1300","4.414471626281738","4.414471626281738","4.414471626281738"
"1310","4.345904350280762","4.345904350280762","4.345904350280762"
"1320","4.335642337799072","4.335642337799072","4.335642337799072"
"1330","4.3323774337768555","4.3323774337768555","4.3323774337768555"
"1340","4.341767311096191","4.341767311096191","4.341767311096191"
"1350","4.334250450134277","4.334250450134277","4.334250450134277"
"1360","4.322662353515625","4.322662353515625","4.322662353515625"
"1370","4.369851112365723","4.369851112365723","4.369851112365723"
"1380","4.265562057495117","4.265562057495117","4.265562057495117"
"1390","4.349756240844727","4.349756240844727","4.349756240844727"
"1400","4.278833389282227","4.278833389282227","4.278833389282227"
"1410","4.3790717124938965","4.3790717124938965","4.3790717124938965"
"1420","4.39596700668335","4.39596700668335","4.39596700668335"
"1430","4.330446243286133","4.330446243286133","4.330446243286133"
"1440","4.307598114013672","4.307598114013672","4.307598114013672"
"1450","4.269963264465332","4.269963264465332","4.269963264465332"
"1460","4.273101806640625","4.273101806640625","4.273101806640625"
"1470","4.307061195373535","4.307061195373535","4.307061195373535"
"1480","4.347560405731201","4.347560405731201","4.347560405731201"
"1490","4.307379245758057","4.307379245758057","4.307379245758057"
"1500","4.338126182556152","4.338126182556152","4.338126182556152"
"1510","4.298713684082031","4.298713684082031","4.298713684082031"
"1520","4.326958656311035","4.326958656311035","4.326958656311035"
"1530","4.255528450012207","4.255528450012207","4.255528450012207"
"1540","4.211772918701172","4.211772918701172","4.211772918701172"
"1550","4.252713203430176","4.252713203430176","4.252713203430176"
"1560","4.308629035949707","4.308629035949707","4.308629035949707"
"1570","4.243892192840576","4.243892192840576","4.243892192840576"
"1580","4.2308349609375","4.2308349609375","4.2308349609375"
"1590","4.319311141967773","4.319311141967773","4.319311141967773"
"1600","4.284787178039551","4.284787178039551","4.284787178039551"
"1610","4.211875915527344","4.211875915527344","4.211875915527344"
"1620","4.213192939758301","4.213192939758301","4.213192939758301"
"1630","4.192276954650879","4.192276954650879","4.192276954650879"
"1640","4.208301544189453","4.208301544189453","4.208301544189453"
"1650","4.249239921569824","4.249239921569824","4.249239921569824"
"1660","4.2454423904418945","4.2454423904418945","4.2454423904418945"
"1670","4.293893814086914","4.293893814086914","4.293893814086914"
"1680","4.224506378173828","4.224506378173828","4.224506378173828"
"1690","4.257250785827637","4.257250785827637","4.257250785827637"
"1700","4.294137001037598","4.294137001037598","4.294137001037598"
"1710","4.293569087982178","4.293569087982178","4.293569087982178"
"1720","4.3252363204956055","4.3252363204956055","4.3252363204956055"
"1730","4.240472793579102","4.240472793579102","4.240472793579102"
"1740","4.152313232421875","4.152313232421875","4.152313232421875"
"1750","4.227818489074707","4.227818489074707","4.227818489074707"
"1760","4.241132736206055","4.241132736206055","4.241132736206055"
"1770","4.155849456787109","4.155849456787109","4.155849456787109"
"1780","4.2619428634643555","4.2619428634643555","4.2619428634643555"
"1790","4.225513935089111","4.225513935089111","4.225513935089111"
"1800","4.298493385314941","4.298493385314941","4.298493385314941"
"1810","4.151959419250488","4.151959419250488","4.151959419250488"
"1820","4.2286272048950195","4.2286272048950195","4.2286272048950195"
"1830","4.161015033721924","4.161015033721924","4.161015033721924"
"1840","4.123398780822754","4.123398780822754","4.123398780822754"
"1850","4.178061008453369","4.178061008453369","4.178061008453369"
"1860","4.22518253326416","4.22518253326416","4.22518253326416"
"1870","4.238673686981201","4.238673686981201","4.238673686981201"
"1880","4.230147838592529","4.230147838592529","4.230147838592529"
"1890","4.242749214172363","4.242749214172363","4.242749214172363"
"1900","4.2116379737854","4.2116379737854","4.2116379737854"
"1910","4.2047858238220215","4.2047858238220215","4.2047858238220215"
"1920","4.190129280090332","4.190129280090332","4.190129280090332"
"1930","4.213564395904541","4.213564395904541","4.213564395904541"
"1940","4.211452007293701","4.211452007293701","4.211452007293701"
"1950","4.213304042816162","4.213304042816162","4.213304042816162"
"1960","4.222253799438477","4.222253799438477","4.222253799438477"
"1970","4.1455793380737305","4.1455793380737305","4.1455793380737305"
"1980","4.20164680480957","4.20164680480957","4.20164680480957"
"1990","4.198858261108398","4.198858261108398","4.198858261108398"
"2000","4.199718475341797","4.199718475341797","4.199718475341797"
"2010","4.17334508895874","4.17334508895874","4.17334508895874"
"2020","4.257748603820801","4.257748603820801","4.257748603820801"
"2030","4.217558860778809","4.217558860778809","4.217558860778809"
"2040","4.214058876037598","4.214058876037598","4.214058876037598"
"2050","4.207401275634766","4.207401275634766","4.207401275634766"
"2060","4.100329399108887","4.100329399108887","4.100329399108887"
"2070","4.179346561431885","4.179346561431885","4.179346561431885"
"2080","4.136920928955078","4.136920928955078","4.136920928955078"
"2090","4.206241607666016","4.206241607666016","4.206241607666016"
"2100","4.273963928222656","4.273963928222656","4.273963928222656"
"2110","4.169627666473389","4.169627666473389","4.169627666473389"
"2120","4.16518497467041","4.16518497467041","4.16518497467041"
"2130","4.1619038581848145","4.1619038581848145","4.1619038581848145"
"2140","4.096714973449707","4.096714973449707","4.096714973449707"
"2150","4.088172912597656","4.088172912597656","4.088172912597656"
"2160","4.195100784301758","4.195100784301758","4.195100784301758"
"2170","4.105136871337891","4.105136871337891","4.105136871337891"
"2180","4.11956262588501","4.11956262588501","4.11956262588501"
"2190","4.1842942237854","4.1842942237854","4.1842942237854"
"2200","4.153057098388672","4.153057098388672","4.153057098388672"
"2210","4.1489410400390625","4.1489410400390625","4.1489410400390625"
"2220","4.116256237030029","4.116256237030029","4.116256237030029"
"2230","4.115896224975586","4.115896224975586","4.115896224975586"
"2240","4.183126926422119","4.183126926422119","4.183126926422119"
"2250","4.190209865570068","4.190209865570068","4.190209865570068"
"2260","4.08128023147583","4.08128023147583","4.08128023147583"
"2270","4.077996253967285","4.077996253967285","4.077996253967285"
"2280","4.129616737365723","4.129616737365723","4.129616737365723"
"2290","4.12602424621582","4.12602424621582","4.12602424621582"
"2300","4.097555160522461","4.097555160522461","4.097555160522461"
"2310","4.100832939147949","4.100832939147949","4.100832939147949"
"2320","4.145081043243408","4.145081043243408","4.145081043243408"
"2330","4.185765266418457","4.185765266418457","4.185765266418457"
"2340","4.107770919799805","4.107770919799805","4.107770919799805"
"2350","4.1878180503845215","4.1878180503845215","4.1878180503845215"
"2360","4.121302127838135","4.121302127838135","4.121302127838135"
"2370","4.058799743652344","4.058799743652344","4.058799743652344"
"2380","4.036439895629883","4.036439895629883","4.036439895629883"
"2390","4.103991508483887","4.103991508483887","4.103991508483887"
"2400","4.127538681030273","4.127538681030273","4.127538681030273"
"2410","4.1216139793396","4.1216139793396","4.1216139793396"
"2420","4.121716499328613","4.121716499328613","4.121716499328613"
"2430","4.145844459533691","4.145844459533691","4.145844459533691"
"2440","4.083193778991699","4.083193778991699","4.083193778991699"
"2450","4.059150695800781","4.059150695800781","4.059150695800781"
"2460","4.0677571296691895","4.0677571296691895","4.0677571296691895"
"2470","4.099152565002441","4.099152565002441","4.099152565002441"
"2480","4.0185956954956055","4.0185956954956055","4.0185956954956055"
"2490","4.022829532623291","4.022829532623291","4.022829532623291"
"2500","4.117501735687256","4.117501735687256","4.117501735687256"
"2510","4.084960460662842","4.084960460662842","4.084960460662842"
"2520","4.046508312225342","4.046508312225342","4.046508312225342"
"2530","4.022658348083496","4.022658348083496","4.022658348083496"
"2540","3.992218255996704","3.992218255996704","3.992218255996704"
"2550","4.069272041320801","4.069272041320801","4.069272041320801"
"2560","4.045473098754883","4.045473098754883","4.045473098754883"
"2570","4.113670349121094","4.113670349121094","4.113670349121094"
"2580","4.128591537475586","4.128591537475586","4.128591537475586"
"2590","4.1115570068359375","4.1115570068359375","4.1115570068359375"
"2600","3.9996724128723145","3.9996724128723145","3.9996724128723145"
"2610","4.024359226226807","4.024359226226807","4.024359226226807"
"2620","4.061052322387695","4.061052322387695","4.061052322387695"
"2630","4.0149993896484375","4.0149993896484375","4.0149993896484375"
"2640","4.096878528594971","4.096878528594971","4.096878528594971"
"2650","4.0308837890625","4.0308837890625","4.0308837890625"
"2660","4.138367652893066","4.138367652893066","4.138367652893066"
"2670","4.050429821014404","4.050429821014404","4.050429821014404"
"2680","3.907104969024658","3.907104969024658","3.907104969024658"
"2690","4.005189418792725","4.005189418792725","4.005189418792725"
"2700","4.06018590927124","4.06018590927124","4.06018590927124"
"2710","4.007573127746582","4.007573127746582","4.007573127746582"
"2720","4.068279266357422","4.068279266357422","4.068279266357422"
"2730","3.8774149417877197","3.8774149417877197","3.8774149417877197"
"2740","4.023166656494141","4.023166656494141","4.023166656494141"
"2750","3.971191167831421","3.971191167831421","3.971191167831421"
"2760","4.049943447113037","4.049943447113037","4.049943447113037"
"2770","4.068826675415039","4.068826675415039","4.068826675415039"
"2780","3.9699161052703857","3.9699161052703857","3.9699161052703857"
"2790","4.00424337387085","4.00424337387085","4.00424337387085"
"2800","3.9413270950317383","3.9413270950317383","3.9413270950317383"
"2810","4.07184362411499","4.07184362411499","4.07184362411499"
"2820","4.022879123687744","4.022879123687744","4.022879123687744"
"2830","4.0245208740234375","4.0245208740234375","4.0245208740234375"
"2840","3.9365835189819336","3.9365835189819336","3.9365835189819336"
"2850","3.967658042907715","3.967658042907715","3.967658042907715"
"2860","3.99725079536438","3.99725079536438","3.99725079536438"
"2870","3.9766483306884766","3.9766483306884766","3.9766483306884766"
"2880","4.0005669593811035","4.0005669593811035","4.0005669593811035"
"2890","3.990274667739868","3.990274667739868","3.990274667739868"
"2900","3.9377756118774414","3.9377756118774414","3.9377756118774414"
"2910","4.0820817947387695","4.0820817947387695","4.0820817947387695"
"2920","4.058926105499268","4.058926105499268","4.058926105499268"
"2930","3.95733642578125","3.95733642578125","3.95733642578125"
"2940","3.949697971343994","3.949697971343994","3.949697971343994"
"2950","3.9281795024871826","3.9281795024871826","3.9281795024871826"
"2960","3.9749484062194824","3.9749484062194824","3.9749484062194824"
"2970","3.9991750717163086","3.9991750717163086","3.9991750717163086"
"2980","4.012882709503174","4.012882709503174","4.012882709503174"
"2990","3.960148811340332","3.960148811340332","3.960148811340332"
"3000","3.979395866394043","3.979395866394043","3.979395866394043"
"3010","3.9370875358581543","3.9370875358581543","3.9370875358581543"
"3020","3.940523624420166","3.940523624420166","3.940523624420166"
"3030","3.985830307006836","3.985830307006836","3.985830307006836"
"3040","3.93345308303833","3.93345308303833","3.93345308303833"
"3050","4.034987926483154","4.034987926483154","4.034987926483154"
"3060","3.9638397693634033","3.9638397693634033","3.9638397693634033"
"3070","3.9693150520324707","3.9693150520324707","3.9693150520324707"
"3080","3.9975857734680176","3.9975857734680176","3.9975857734680176"
"3090","3.8645577430725098","3.8645577430725098","3.8645577430725098"
"3100","3.9678263664245605","3.9678263664245605","3.9678263664245605"
"3110","3.9755420684814453","3.9755420684814453","3.9755420684814453"
"3120","4.001669406890869","4.001669406890869","4.001669406890869"
"3130","3.940845012664795","3.940845012664795","3.940845012664795"
"3140","4.031415939331055","4.031415939331055","4.031415939331055"
"3150","3.927725315093994","3.927725315093994","3.927725315093994"
"3160","3.9751975536346436","3.9751975536346436","3.9751975536346436"
"3170","3.958998918533325","3.958998918533325","3.958998918533325"
"3180","3.9736108779907227","3.9736108779907227","3.9736108779907227"
"3190","4.020719528198242","4.020719528198242","4.020719528198242"
"3200","4.004693031311035","4.004693031311035","4.004693031311035"
"3210","3.9990971088409424","3.9990971088409424","3.9990971088409424"
"3220","3.9693822860717773","3.9693822860717773","3.9693822860717773"
"3230","3.995507001876831","3.995507001876831","3.995507001876831"
"3240","3.9913744926452637","3.9913744926452637","3.9913744926452637"
"3250","3.935391902923584","3.935391902923584","3.935391902923584"
"3260","3.938060760498047","3.938060760498047","3.938060760498047"
"3270","3.879581928253174","3.879581928253174","3.879581928253174"
"3280","4.02349853515625","4.02349853515625","4.02349853515625"
"3290","3.9791810512542725","3.9791810512542725","3.9791810512542725"
"3300","3.988365650177002","3.988365650177002","3.988365650177002"
"3310","3.919511079788208","3.919511079788208","3.919511079788208"
"3320","4.02259635925293","4.02259635925293","4.02259635925293"
"3330","3.9730310440063477","3.9730310440063477","3.9730310440063477"
"3340","3.962874412536621","3.962874412536621","3.962874412536621"
"3350","3.9397828578948975","3.9397828578948975","3.9397828578948975"
"3360","3.940633773803711","3.940633773803711","3.940633773803711"
"3370","3.90248966217041","3.90248966217041","3.90248966217041"
"3380","3.9493002891540527","3.9493002891540527","3.9493002891540527"
"3390","4.025114059448242","4.025114059448242","4.025114059448242"
"3400","3.9681267738342285","3.9681267738342285","3.9681267738342285"
"3410","3.994823932647705","3.994823932647705","3.994823932647705"
"3420","3.8609461784362793","3.8609461784362793","3.8609461784362793"
"3430","3.993540048599243","3.993540048599243","3.993540048599243"
"3440","3.9358162879943848","3.9358162879943848","3.9358162879943848"
"3450","3.821640968322754","3.821640968322754","3.821640968322754"
"3460","3.8830599784851074","3.8830599784851074","3.8830599784851074"
"3470","3.9132747650146484","3.9132747650146484","3.9132747650146484"
"3480","3.9637515544891357","3.9637515544891357","3.9637515544891357"
"3490","3.959606885910034","3.959606885910034","3.959606885910034"
"3500","3.9647552967071533","3.9647552967071533","3.9647552967071533"
"3510","3.9554810523986816","3.9554810523986816","3.9554810523986816"
"3520","3.9204862117767334","3.9204862117767334","3.9204862117767334"
"3530","3.8651061058044434","3.8651061058044434","3.8651061058044434"
"3540","3.863201141357422","3.863201141357422","3.863201141357422"
"3550","3.9153308868408203","3.9153308868408203","3.9153308868408203"
"3560","3.963796615600586","3.963796615600586","3.963796615600586"
"3570","3.9790971279144287","3.9790971279144287","3.9790971279144287"
"3580","3.9003536701202393","3.9003536701202393","3.9003536701202393"
"3590","3.95796537399292","3.95796537399292","3.95796537399292"
"3600","3.9152321815490723","3.9152321815490723","3.9152321815490723"
"3610","3.8950130939483643","3.8950130939483643","3.8950130939483643"
"3620","3.8539633750915527","3.8539633750915527","3.8539633750915527"
"3630","3.8461074829101562","3.8461074829101562","3.8461074829101562"
"3640","3.888108253479004","3.888108253479004","3.888108253479004"
"3650","3.915759563446045","3.915759563446045","3.915759563446045"
"3660","3.9479563236236572","3.9479563236236572","3.9479563236236572"
"3670","3.8898496627807617","3.8898496627807617","3.8898496627807617"
"3680","3.9354825019836426","3.9354825019836426","3.9354825019836426"
"3690","3.901770830154419","3.901770830154419","3.901770830154419"
"3700","3.8949694633483887","3.8949694633483887","3.8949694633483887"
"3710","3.9313950538635254","3.9313950538635254","3.9313950538635254"
"3720","3.9195408821105957","3.9195408821105957","3.9195408821105957"
"3730","3.9006900787353516","3.9006900787353516","3.9006900787353516"
"3740","3.869234561920166","3.869234561920166","3.869234561920166"
"3750","3.9007668495178223","3.9007668495178223","3.9007668495178223"
"3760","3.87998628616333","3.87998628616333","3.87998628616333"
"3770","3.839916706085205","3.839916706085205","3.839916706085205"
"3780","3.846151113510132","3.846151113510132","3.846151113510132"
"3790","3.947303056716919","3.947303056716919","3.947303056716919"
"3800","3.850442886352539","3.850442886352539","3.850442886352539"
"3810","3.9090805053710938","3.9090805053710938","3.9090805053710938"
"3820","3.8903846740722656","3.8903846740722656","3.8903846740722656"
"3830","3.875857353210449","3.875857353210449","3.875857353210449"
"3840","3.8831424713134766","3.8831424713134766","3.8831424713134766"
"3850","3.853801727294922","3.853801727294922","3.853801727294922"
"3860","3.9100210666656494","3.9100210666656494","3.9100210666656494"
"3870","3.8127617835998535","3.8127617835998535","3.8127617835998535"
"3880","3.893104076385498","3.893104076385498","3.893104076385498"
"3890","3.8750314712524414","3.8750314712524414","3.8750314712524414"
"3900","3.9153270721435547","3.9153270721435547","3.9153270721435547"
"3910","3.8654215335845947","3.8654215335845947","3.8654215335845947"
"3920","3.8516688346862793","3.8516688346862793","3.8516688346862793"
"3930","3.895266056060791","3.895266056060791","3.895266056060791"
"3940","3.837556838989258","3.837556838989258","3.837556838989258"
"3950","3.8332676887512207","3.8332676887512207","3.8332676887512207"
"3960","3.8297858238220215","3.8297858238220215","3.8297858238220215"
"3970","3.876690626144409","3.876690626144409","3.876690626144409"
"3980","3.875936269760132","3.875936269760132","3.875936269760132"
"3990","3.9227185249328613","3.9227185249328613","3.9227185249328613"
"4000","3.950604200363159","3.950604200363159","3.950604200363159"
"4010","3.910569190979004","3.910569190979004","3.910569190979004"
"4020","3.8745083808898926","3.8745083808898926","3.8745083808898926"
"4030","3.904625177383423","3.904625177383423","3.904625177383423"
"4040","3.8400299549102783","3.8400299549102783","3.8400299549102783"
"4050","3.9104883670806885","3.9104883670806885","3.9104883670806885"
"4060","3.8640880584716797","3.8640880584716797","3.8640880584716797"
"4070","3.8122596740722656","3.8122596740722656","3.8122596740722656"
"4080","3.8502562046051025","3.8502562046051025","3.8502562046051025"
"4090","3.8425865173339844","3.8425865173339844","3.8425865173339844"
"4100","3.8014869689941406","3.8014869689941406","3.8014869689941406"
"4110","3.8627142906188965","3.8627142906188965","3.8627142906188965"
"4120","3.8432066440582275","3.8432066440582275","3.8432066440582275"
"4130","3.817883014678955","3.817883014678955","3.817883014678955"
"4140","3.8472180366516113","3.8472180366516113","3.8472180366516113"
"4150","3.8847885131835938","3.8847885131835938","3.8847885131835938"
"4160","3.8003296852111816","3.8003296852111816","3.8003296852111816"
"4170","3.7624053955078125","3.7624053955078125","3.7624053955078125"
"4180","3.8505122661590576","3.8505122661590576","3.8505122661590576"
"4190","3.787653684616089","3.787653684616089","3.787653684616089"
"4200","3.8191113471984863","3.8191113471984863","3.8191113471984863"
"4210","3.9094810485839844","3.9094810485839844","3.9094810485839844"
"4220","3.887328624725342","3.887328624725342","3.887328624725342"
"4230","3.891045570373535","3.891045570373535","3.891045570373535"
"4240","3.889098644256592","3.889098644256592","3.889098644256592"
"4250","3.9053966999053955","3.9053966999053955","3.9053966999053955"
"4260","3.8966829776763916","3.8966829776763916","3.8966829776763916"
"4270","3.8930556774139404","3.8930556774139404","3.8930556774139404"
"4280","3.9500293731689453","3.9500293731689453","3.9500293731689453"
"4290","3.834991931915283","3.834991931915283","3.834991931915283"
"4300","3.8654234409332275","3.8654234409332275","3.8654234409332275"
"4310","3.8219332695007324","3.8219332695007324","3.8219332695007324"
"4320","3.8698554039001465","3.8698554039001465","3.8698554039001465"
"4330","3.8042805194854736","3.8042805194854736","3.8042805194854736"
"4340","3.811497211456299","3.811497211456299","3.811497211456299"
"4350","3.858236789703369","3.858236789703369","3.858236789703369"
"4360","3.8672103881835938","3.8672103881835938","3.8672103881835938"
"4370","3.816258668899536","3.816258668899536","3.816258668899536"
"4380","3.891339063644409","3.891339063644409","3.891339063644409"
"4390","3.901268482208252","3.901268482208252","3.901268482208252"
"4400","3.8658766746520996","3.8658766746520996","3.8658766746520996"
"4410","3.8437016010284424","3.8437016010284424","3.8437016010284424"
"4420","3.8227577209472656","3.8227577209472656","3.8227577209472656"
"4430","3.852458953857422","3.852458953857422","3.852458953857422"
"4440","3.952392578125","3.952392578125","3.952392578125"
"4450","3.8765640258789062","3.8765640258789062","3.8765640258789062"
"4460","3.838796377182007","3.838796377182007","3.838796377182007"
"4470","3.8222575187683105","3.8222575187683105","3.8222575187683105"
"4480","3.858973979949951","3.858973979949951","3.858973979949951"
"4490","3.8500006198883057","3.8500006198883057","3.8500006198883057"
"4500","3.83906888961792","3.83906888961792","3.83906888961792"
"4510","3.898080825805664","3.898080825805664","3.898080825805664"
"4520","3.8392386436462402","3.8392386436462402","3.8392386436462402"
"4530","3.8376550674438477","3.8376550674438477","3.8376550674438477"
"4540","3.8468551635742188","3.8468551635742188","3.8468551635742188"
"4550","3.886195182800293","3.886195182800293","3.886195182800293"
"4560","3.868651866912842","3.868651866912842","3.868651866912842"
"4570","3.871263027191162","3.871263027191162","3.871263027191162"
"4580","3.857597827911377","3.857597827911377","3.857597827911377"
"4590","3.88396954536438","3.88396954536438","3.88396954536438"
"4600","3.7707314491271973","3.7707314491271973","3.7707314491271973"
"4610","3.8497633934020996","3.8497633934020996","3.8497633934020996"
"4620","3.7168807983398438","3.7168807983398438","3.7168807983398438"
