"Step","owt-lr0.01 - train/loss","owt-lr0.01 - train/loss__MIN","owt-lr0.01 - train/loss__MAX","owt-lr0.006 - train/loss","owt-lr0.006 - train/loss__MIN","owt-lr0.006 - train/loss__MAX","owt-lr0.003 - train/loss","owt-lr0.003 - train/loss__MIN","owt-lr0.003 - train/loss__MAX","owt-lr0.001 - train/loss","owt-lr0.001 - train/loss__MIN","owt-lr0.001 - train/loss__MAX","owt-lr0.0003 - train/loss","owt-lr0.0003 - train/loss__MIN","owt-lr0.0003 - train/loss__MAX","owt-lr0.0001 - train/loss","owt-lr0.0001 - train/loss__MIN","owt-lr0.0001 - train/loss__MAX","owt-lr3e-05 - train/loss","owt-lr3e-05 - train/loss__MIN","owt-lr3e-05 - train/loss__MAX","owt-lr0.03 - train/loss","owt-lr0.03 - train/loss__MIN","owt-lr0.03 - train/loss__MAX","owt-lr1e-05 - train/loss","owt-lr1e-05 - train/loss__MIN","owt-lr1e-05 - train/loss__MAX"
"100","6.5854105949401855","6.5854105949401855","6.5854105949401855","6.768737316131592","6.768737316131592","6.768737316131592","7.1457672119140625","7.1457672119140625","7.1457672119140625","8.089330673217773","8.089330673217773","8.089330673217773","9.512853622436523","9.512853622436523","9.512853622436523","10.145509719848633","10.145509719848633","10.145509719848633","10.330163955688477","10.330163955688477","10.330163955688477","6.458597660064697","6.458597660064697","6.458597660064697","10.372587203979492","10.372587203979492","10.372587203979492"
"110","6.400760650634766","6.400760650634766","6.400760650634766","6.605888366699219","6.605888366699219","6.605888366699219","7.024122714996338","7.024122714996338","7.024122714996338","7.835163116455078","7.835163116455078","7.835163116455078","9.312856674194336","9.312856674194336","9.312856674194336","10.082252502441406","10.082252502441406","10.082252502441406","10.318735122680664","10.318735122680664","10.318735122680664","6.257876396179199","6.257876396179199","6.257876396179199","10.36773681640625","10.36773681640625","10.36773681640625"
"120","6.239984512329102","6.239984512329102","6.239984512329102","6.567523002624512","6.567523002624512","6.567523002624512","6.919425010681152","6.919425010681152","6.919425010681152","7.659418106079102","7.659418106079102","7.659418106079102","9.147838592529297","9.147838592529297","9.147838592529297","9.988431930541992","9.988431930541992","9.988431930541992","10.30324935913086","10.30324935913086","10.30324935913086","6.236067295074463","6.236067295074463","6.236067295074463","10.36132526397705","10.36132526397705","10.36132526397705"
"130","6.191995620727539","6.191995620727539","6.191995620727539","6.382093906402588","6.382093906402588","6.382093906402588","6.772855281829834","6.772855281829834","6.772855281829834","7.437291145324707","7.437291145324707","7.437291145324707","8.936466217041016","8.936466217041016","8.936466217041016","9.905858993530273","9.905858993530273","9.905858993530273","10.280755996704102","10.280755996704102","10.280755996704102","6.214399337768555","6.214399337768555","6.214399337768555","10.358207702636719","10.358207702636719","10.358207702636719"
"140","6.093753814697266","6.093753814697266","6.093753814697266","6.353466987609863","6.353466987609863","6.353466987609863","6.714574813842773","6.714574813842773","6.714574813842773","7.338145732879639","7.338145732879639","7.338145732879639","8.764355659484863","8.764355659484863","8.764355659484863","9.800905227661133","9.800905227661133","9.800905227661133","10.259302139282227","10.259302139282227","10.259302139282227","6.095963478088379","6.095963478088379","6.095963478088379","10.352377891540527","10.352377891540527","10.352377891540527"
"150","6.061264991760254","6.061264991760254","6.061264991760254","6.264013290405273","6.264013290405273","6.264013290405273","6.585641860961914","6.585641860961914","6.585641860961914","7.234225273132324","7.234225273132324","7.234225273132324","8.612478256225586","8.612478256225586","8.612478256225586","9.708587646484375","9.708587646484375","9.708587646484375","10.24209976196289","10.24209976196289","10.24209976196289","6.132523536682129","6.132523536682129","6.132523536682129","10.34614372253418","10.34614372253418","10.34614372253418"
"160","5.938977241516113","5.938977241516113","5.938977241516113","6.104784965515137","6.104784965515137","6.104784965515137","6.527432441711426","6.527432441711426","6.527432441711426","7.142601013183594","7.142601013183594","7.142601013183594","8.384919166564941","8.384919166564941","8.384919166564941","9.622861862182617","9.622861862182617","9.622861862182617","10.213216781616211","10.213216781616211","10.213216781616211","5.948382377624512","5.948382377624512","5.948382377624512","10.336580276489258","10.336580276489258","10.336580276489258"
"170","5.954980373382568","5.954980373382568","5.954980373382568","6.184682846069336","6.184682846069336","6.184682846069336","6.322768211364746","6.322768211364746","6.322768211364746","7.101604461669922","7.101604461669922","7.101604461669922","8.25301742553711","8.25301742553711","8.25301742553711","9.502141952514648","9.502141952514648","9.502141952514648","10.19120979309082","10.19120979309082","10.19120979309082","6.008658409118652","6.008658409118652","6.008658409118652","10.329216003417969","10.329216003417969","10.329216003417969"
"180","5.885575294494629","5.885575294494629","5.885575294494629","6.071434020996094","6.071434020996094","6.071434020996094","6.314427375793457","6.314427375793457","6.314427375793457","6.974110126495361","6.974110126495361","6.974110126495361","8.080815315246582","8.080815315246582","8.080815315246582","9.395289421081543","9.395289421081543","9.395289421081543","10.15180778503418","10.15180778503418","10.15180778503418","5.978430271148682","5.978430271148682","5.978430271148682","10.325979232788086","10.325979232788086","10.325979232788086"
"190","5.841983795166016","5.841983795166016","5.841983795166016","5.99683952331543","5.99683952331543","5.99683952331543","6.28697395324707","6.28697395324707","6.28697395324707","6.872459888458252","6.872459888458252","6.872459888458252","7.9777045249938965","7.9777045249938965","7.9777045249938965","9.302111625671387","9.302111625671387","9.302111625671387","10.109378814697266","10.109378814697266","10.109378814697266","5.973898887634277","5.973898887634277","5.973898887634277","10.321636199951172","10.321636199951172","10.321636199951172"
"200","5.874155521392822","5.874155521392822","5.874155521392822","5.993729591369629","5.993729591369629","5.993729591369629","6.196769714355469","6.196769714355469","6.196769714355469","6.7855753898620605","6.7855753898620605","6.7855753898620605","7.795920372009277","7.795920372009277","7.795920372009277","9.179102897644043","9.179102897644043","9.179102897644043","10.07919979095459","10.07919979095459","10.07919979095459","5.993477821350098","5.993477821350098","5.993477821350098","10.304784774780273","10.304784774780273","10.304784774780273"
"210","5.76030969619751","5.76030969619751","5.76030969619751","5.896701812744141","5.896701812744141","5.896701812744141","6.234203338623047","6.234203338623047","6.234203338623047","6.7248854637146","6.7248854637146","6.7248854637146","7.699441909790039","7.699441909790039","7.699441909790039","9.095948219299316","9.095948219299316","9.095948219299316","10.023475646972656","10.023475646972656","10.023475646972656","5.829331398010254","5.829331398010254","5.829331398010254","10.294014930725098","10.294014930725098","10.294014930725098"
"220","5.722311973571777","5.722311973571777","5.722311973571777","5.8969244956970215","5.8969244956970215","5.8969244956970215","6.061946868896484","6.061946868896484","6.061946868896484","6.71738338470459","6.71738338470459","6.71738338470459","7.586084365844727","7.586084365844727","7.586084365844727","8.965018272399902","8.965018272399902","8.965018272399902","9.974761009216309","9.974761009216309","9.974761009216309","5.870214939117432","5.870214939117432","5.870214939117432","10.293363571166992","10.293363571166992","10.293363571166992"
"230","5.674491882324219","5.674491882324219","5.674491882324219","5.805355072021484","5.805355072021484","5.805355072021484","6.125216960906982","6.125216960906982","6.125216960906982","6.547240257263184","6.547240257263184","6.547240257263184","7.497257709503174","7.497257709503174","7.497257709503174","8.895135879516602","8.895135879516602","8.895135879516602","9.923788070678711","9.923788070678711","9.923788070678711","5.802448749542236","5.802448749542236","5.802448749542236","10.278303146362305","10.278303146362305","10.278303146362305"
"240","5.744525909423828","5.744525909423828","5.744525909423828","5.696689605712891","5.696689605712891","5.696689605712891","6.087181568145752","6.087181568145752","6.087181568145752","6.53192138671875","6.53192138671875","6.53192138671875","7.395864486694336","7.395864486694336","7.395864486694336","8.781970977783203","8.781970977783203","8.781970977783203","9.891621589660645","9.891621589660645","9.891621589660645","5.8383588790893555","5.8383588790893555","5.8383588790893555","10.26965618133545","10.26965618133545","10.26965618133545"
"250","5.632813930511475","5.632813930511475","5.632813930511475","5.756535530090332","5.756535530090332","5.756535530090332","5.985967636108398","5.985967636108398","5.985967636108398","6.495003700256348","6.495003700256348","6.495003700256348","7.337675094604492","7.337675094604492","7.337675094604492","8.706174850463867","8.706174850463867","8.706174850463867","9.815479278564453","9.815479278564453","9.815479278564453","5.837272644042969","5.837272644042969","5.837272644042969","10.254390716552734","10.254390716552734","10.254390716552734"
"260","5.602315902709961","5.602315902709961","5.602315902709961","5.683680534362793","5.683680534362793","5.683680534362793","5.958434104919434","5.958434104919434","5.958434104919434","6.4286088943481445","6.4286088943481445","6.4286088943481445","7.234880447387695","7.234880447387695","7.234880447387695","8.573185920715332","8.573185920715332","8.573185920715332","9.774065017700195","9.774065017700195","9.774065017700195","5.745062828063965","5.745062828063965","5.745062828063965","10.237939834594727","10.237939834594727","10.237939834594727"
"270","5.65247917175293","5.65247917175293","5.65247917175293","5.632961750030518","5.632961750030518","5.632961750030518","5.877908706665039","5.877908706665039","5.877908706665039","6.359326362609863","6.359326362609863","6.359326362609863","7.306393623352051","7.306393623352051","7.306393623352051","8.486501693725586","8.486501693725586","8.486501693725586","9.734453201293945","9.734453201293945","9.734453201293945","5.717864513397217","5.717864513397217","5.717864513397217","10.22490119934082","10.22490119934082","10.22490119934082"
"280","5.620266437530518","5.620266437530518","5.620266437530518","5.6407575607299805","5.6407575607299805","5.6407575607299805","5.819055080413818","5.819055080413818","5.819055080413818","6.354316711425781","6.354316711425781","6.354316711425781","7.220208168029785","7.220208168029785","7.220208168029785","8.375165939331055","8.375165939331055","8.375165939331055","9.661506652832031","9.661506652832031","9.661506652832031","5.737752914428711","5.737752914428711","5.737752914428711","10.21083927154541","10.21083927154541","10.21083927154541"
"290","5.50042724609375","5.50042724609375","5.50042724609375","5.561499118804932","5.561499118804932","5.561499118804932","5.791379928588867","5.791379928588867","5.791379928588867","6.366936683654785","6.366936683654785","6.366936683654785","7.179948329925537","7.179948329925537","7.179948329925537","8.266090393066406","8.266090393066406","8.266090393066406","9.61195182800293","9.61195182800293","9.61195182800293","5.79351282119751","5.79351282119751","5.79351282119751","10.194405555725098","10.194405555725098","10.194405555725098"
"300","5.59463357925415","5.59463357925415","5.59463357925415","5.503519058227539","5.503519058227539","5.503519058227539","5.728771686553955","5.728771686553955","5.728771686553955","6.270078659057617","6.270078659057617","6.270078659057617","7.046496868133545","7.046496868133545","7.046496868133545","8.207287788391113","8.207287788391113","8.207287788391113","9.552236557006836","9.552236557006836","9.552236557006836","5.654417514801025","5.654417514801025","5.654417514801025","10.172656059265137","10.172656059265137","10.172656059265137"
"310","5.499775409698486","5.499775409698486","5.499775409698486","5.553028106689453","5.553028106689453","5.553028106689453","5.823688507080078","5.823688507080078","5.823688507080078","6.225152015686035","6.225152015686035","6.225152015686035","7.018195629119873","7.018195629119873","7.018195629119873","8.083404541015625","8.083404541015625","8.083404541015625","9.497925758361816","9.497925758361816","9.497925758361816","5.585597991943359","5.585597991943359","5.585597991943359","10.149721145629883","10.149721145629883","10.149721145629883"
"320","5.438558578491211","5.438558578491211","5.438558578491211","5.537356853485107","5.537356853485107","5.537356853485107","5.846169471740723","5.846169471740723","5.846169471740723","6.234604835510254","6.234604835510254","6.234604835510254","6.933750629425049","6.933750629425049","6.933750629425049","8.090633392333984","8.090633392333984","8.090633392333984","9.465560913085938","9.465560913085938","9.465560913085938","5.681489944458008","5.681489944458008","5.681489944458008","10.134598731994629","10.134598731994629","10.134598731994629"
"330","5.480288505554199","5.480288505554199","5.480288505554199","5.49952507019043","5.49952507019043","5.49952507019043","5.68454647064209","5.68454647064209","5.68454647064209","6.131496429443359","6.131496429443359","6.131496429443359","6.872739791870117","6.872739791870117","6.872739791870117","7.931227684020996","7.931227684020996","7.931227684020996","9.362419128417969","9.362419128417969","9.362419128417969","5.679809093475342","5.679809093475342","5.679809093475342","10.11368179321289","10.11368179321289","10.11368179321289"
"340","5.444011688232422","5.444011688232422","5.444011688232422","5.530141830444336","5.530141830444336","5.530141830444336","5.589044570922852","5.589044570922852","5.589044570922852","6.099488258361816","6.099488258361816","6.099488258361816","6.781885147094727","6.781885147094727","6.781885147094727","7.823729515075684","7.823729515075684","7.823729515075684","9.320674896240234","9.320674896240234","9.320674896240234","5.676029205322266","5.676029205322266","5.676029205322266","10.086822509765625","10.086822509765625","10.086822509765625"
"350","5.381300926208496","5.381300926208496","5.381300926208496","5.453917503356934","5.453917503356934","5.453917503356934","5.641092300415039","5.641092300415039","5.641092300415039","6.112257957458496","6.112257957458496","6.112257957458496","6.758833408355713","6.758833408355713","6.758833408355713","7.726737022399902","7.726737022399902","7.726737022399902","9.282382011413574","9.282382011413574","9.282382011413574","5.581728935241699","5.581728935241699","5.581728935241699","10.057649612426758","10.057649612426758","10.057649612426758"
"360","5.442389488220215","5.442389488220215","5.442389488220215","5.4324493408203125","5.4324493408203125","5.4324493408203125","5.655713081359863","5.655713081359863","5.655713081359863","6.095727920532227","6.095727920532227","6.095727920532227","6.762655258178711","6.762655258178711","6.762655258178711","7.663775444030762","7.663775444030762","7.663775444030762","9.21792221069336","9.21792221069336","9.21792221069336","5.729355812072754","5.729355812072754","5.729355812072754","10.033849716186523","10.033849716186523","10.033849716186523"
"370","5.394871711730957","5.394871711730957","5.394871711730957","5.463168144226074","5.463168144226074","5.463168144226074","5.64546012878418","5.64546012878418","5.64546012878418","6.106866836547852","6.106866836547852","6.106866836547852","6.61721134185791","6.61721134185791","6.61721134185791","7.683170795440674","7.683170795440674","7.683170795440674","9.174169540405273","9.174169540405273","9.174169540405273","5.620678901672363","5.620678901672363","5.620678901672363","10.018592834472656","10.018592834472656","10.018592834472656"
"380","5.4398932456970215","5.4398932456970215","5.4398932456970215","5.369996070861816","5.369996070861816","5.369996070861816","5.573078155517578","5.573078155517578","5.573078155517578","6.034424304962158","6.034424304962158","6.034424304962158","6.679636001586914","6.679636001586914","6.679636001586914","7.526111602783203","7.526111602783203","7.526111602783203","9.113417625427246","9.113417625427246","9.113417625427246","5.605336666107178","5.605336666107178","5.605336666107178","9.999113082885742","9.999113082885742","9.999113082885742"
"390","5.38900089263916","5.38900089263916","5.38900089263916","5.447831153869629","5.447831153869629","5.447831153869629","5.497215270996094","5.497215270996094","5.497215270996094","6.038558006286621","6.038558006286621","6.038558006286621","6.616298675537109","6.616298675537109","6.616298675537109","7.536356449127197","7.536356449127197","7.536356449127197","9.040834426879883","9.040834426879883","9.040834426879883","5.65464973449707","5.65464973449707","5.65464973449707","9.963068008422852","9.963068008422852","9.963068008422852"
"400","5.437331676483154","5.437331676483154","5.437331676483154","5.365950584411621","5.365950584411621","5.365950584411621","5.483734607696533","5.483734607696533","5.483734607696533","5.923511981964111","5.923511981964111","5.923511981964111","6.5739216804504395","6.5739216804504395","6.5739216804504395","7.532125473022461","7.532125473022461","7.532125473022461","8.989032745361328","8.989032745361328","8.989032745361328","5.707998275756836","5.707998275756836","5.707998275756836","9.936506271362305","9.936506271362305","9.936506271362305"
"410","5.425200462341309","5.425200462341309","5.425200462341309","5.337872505187988","5.337872505187988","5.337872505187988","5.480887413024902","5.480887413024902","5.480887413024902","5.990013599395752","5.990013599395752","5.990013599395752","6.515227317810059","6.515227317810059","6.515227317810059","7.421140670776367","7.421140670776367","7.421140670776367","8.920495986938477","8.920495986938477","8.920495986938477","5.609760284423828","5.609760284423828","5.609760284423828","9.910417556762695","9.910417556762695","9.910417556762695"
"420","5.319149494171143","5.319149494171143","5.319149494171143","5.318487167358398","5.318487167358398","5.318487167358398","5.4542036056518555","5.4542036056518555","5.4542036056518555","5.960880756378174","5.960880756378174","5.960880756378174","6.576188564300537","6.576188564300537","6.576188564300537","7.420283317565918","7.420283317565918","7.420283317565918","8.88972282409668","8.88972282409668","8.88972282409668","5.586484909057617","5.586484909057617","5.586484909057617","9.877185821533203","9.877185821533203","9.877185821533203"
"430","5.306724548339844","5.306724548339844","5.306724548339844","5.344541549682617","5.344541549682617","5.344541549682617","5.481573104858398","5.481573104858398","5.481573104858398","5.839213848114014","5.839213848114014","5.839213848114014","6.50669527053833","6.50669527053833","6.50669527053833","7.33259391784668","7.33259391784668","7.33259391784668","8.833970069885254","8.833970069885254","8.833970069885254","5.629912376403809","5.629912376403809","5.629912376403809","9.838767051696777","9.838767051696777","9.838767051696777"
"440","5.382006645202637","5.382006645202637","5.382006645202637","5.364436149597168","5.364436149597168","5.364436149597168","5.511978626251221","5.511978626251221","5.511978626251221","5.898189544677734","5.898189544677734","5.898189544677734","6.401724338531494","6.401724338531494","6.401724338531494","7.24240779876709","7.24240779876709","7.24240779876709","8.753211975097656","8.753211975097656","8.753211975097656","5.66370964050293","5.66370964050293","5.66370964050293","9.803943634033203","9.803943634033203","9.803943634033203"
"450","5.309640407562256","5.309640407562256","5.309640407562256","5.334371566772461","5.334371566772461","5.334371566772461","5.488131999969482","5.488131999969482","5.488131999969482","5.886553764343262","5.886553764343262","5.886553764343262","6.4568915367126465","6.4568915367126465","6.4568915367126465","7.3062028884887695","7.3062028884887695","7.3062028884887695","8.718550682067871","8.718550682067871","8.718550682067871","5.604398250579834","5.604398250579834","5.604398250579834","9.793889045715332","9.793889045715332","9.793889045715332"
"460","5.3648362159729","5.3648362159729","5.3648362159729","5.398279190063477","5.398279190063477","5.398279190063477","5.38065242767334","5.38065242767334","5.38065242767334","5.890572547912598","5.890572547912598","5.890572547912598","6.376040458679199","6.376040458679199","6.376040458679199","7.214341640472412","7.214341640472412","7.214341640472412","8.635787963867188","8.635787963867188","8.635787963867188","5.732586860656738","5.732586860656738","5.732586860656738","9.745488166809082","9.745488166809082","9.745488166809082"
"470","5.349151611328125","5.349151611328125","5.349151611328125","5.32313346862793","5.32313346862793","5.32313346862793","5.428621292114258","5.428621292114258","5.428621292114258","5.83622932434082","5.83622932434082","5.83622932434082","6.375091075897217","6.375091075897217","6.375091075897217","7.169046401977539","7.169046401977539","7.169046401977539","8.587265014648438","8.587265014648438","8.587265014648438","5.722914218902588","5.722914218902588","5.722914218902588","9.713373184204102","9.713373184204102","9.713373184204102"
"480","5.25046443939209","5.25046443939209","5.25046443939209","5.309870719909668","5.309870719909668","5.309870719909668","5.4183454513549805","5.4183454513549805","5.4183454513549805","5.863277912139893","5.863277912139893","5.863277912139893","6.355396270751953","6.355396270751953","6.355396270751953","7.142757415771484","7.142757415771484","7.142757415771484","8.521419525146484","8.521419525146484","8.521419525146484","5.71250581741333","5.71250581741333","5.71250581741333","9.670671463012695","9.670671463012695","9.670671463012695"
"490","5.309136867523193","5.309136867523193","5.309136867523193","5.277661323547363","5.277661323547363","5.277661323547363","5.324970722198486","5.324970722198486","5.324970722198486","5.731030464172363","5.731030464172363","5.731030464172363","6.284396648406982","6.284396648406982","6.284396648406982","7.087368965148926","7.087368965148926","7.087368965148926","8.488090515136719","8.488090515136719","8.488090515136719","5.760107517242432","5.760107517242432","5.760107517242432","9.675848007202148","9.675848007202148","9.675848007202148"
"500","5.28020715713501","5.28020715713501","5.28020715713501","5.29262638092041","5.29262638092041","5.29262638092041","5.321418762207031","5.321418762207031","5.321418762207031","5.770384788513184","5.770384788513184","5.770384788513184","6.3187761306762695","6.3187761306762695","6.3187761306762695","7.014097213745117","7.014097213745117","7.014097213745117","8.476428985595703","8.476428985595703","8.476428985595703","5.79455041885376","5.79455041885376","5.79455041885376","9.621137619018555","9.621137619018555","9.621137619018555"
"510","5.268969535827637","5.268969535827637","5.268969535827637","5.361591339111328","5.361591339111328","5.361591339111328","5.313261032104492","5.313261032104492","5.313261032104492","5.681631565093994","5.681631565093994","5.681631565093994","6.307663917541504","6.307663917541504","6.307663917541504","7.107295989990234","7.107295989990234","7.107295989990234","8.36329460144043","8.36329460144043","8.36329460144043","5.775095462799072","5.775095462799072","5.775095462799072","9.594327926635742","9.594327926635742","9.594327926635742"
"520","5.285266876220703","5.285266876220703","5.285266876220703","5.323265552520752","5.323265552520752","5.323265552520752","5.3154778480529785","5.3154778480529785","5.3154778480529785","5.668751239776611","5.668751239776611","5.668751239776611","6.330711364746094","6.330711364746094","6.330711364746094","6.892319202423096","6.892319202423096","6.892319202423096","8.332720756530762","8.332720756530762","8.332720756530762","5.890835285186768","5.890835285186768","5.890835285186768","9.546257019042969","9.546257019042969","9.546257019042969"
"530","5.267087936401367","5.267087936401367","5.267087936401367","5.2535552978515625","5.2535552978515625","5.2535552978515625","5.2917914390563965","5.2917914390563965","5.2917914390563965","5.675253868103027","5.675253868103027","5.675253868103027","6.161425590515137","6.161425590515137","6.161425590515137","6.9119062423706055","6.9119062423706055","6.9119062423706055","8.29670524597168","8.29670524597168","8.29670524597168","5.8433027267456055","5.8433027267456055","5.8433027267456055","9.528563499450684","9.528563499450684","9.528563499450684"
"540","5.254337310791016","5.254337310791016","5.254337310791016","5.205358505249023","5.205358505249023","5.205358505249023","5.293325424194336","5.293325424194336","5.293325424194336","5.68653678894043","5.68653678894043","5.68653678894043","6.21380615234375","6.21380615234375","6.21380615234375","6.923589706420898","6.923589706420898","6.923589706420898","8.211971282958984","8.211971282958984","8.211971282958984","5.961926460266113","5.961926460266113","5.961926460266113","9.49734878540039","9.49734878540039","9.49734878540039"
"550","5.242156982421875","5.242156982421875","5.242156982421875","5.280084609985352","5.280084609985352","5.280084609985352","5.305539131164551","5.305539131164551","5.305539131164551","5.665361404418945","5.665361404418945","5.665361404418945","6.195788383483887","6.195788383483887","6.195788383483887","6.900489807128906","6.900489807128906","6.900489807128906","8.157520294189453","8.157520294189453","8.157520294189453","5.937320232391357","5.937320232391357","5.937320232391357","9.478357315063477","9.478357315063477","9.478357315063477"
"560","5.230194091796875","5.230194091796875","5.230194091796875","5.1989946365356445","5.1989946365356445","5.1989946365356445","5.284398078918457","5.284398078918457","5.284398078918457","5.640267848968506","5.640267848968506","5.640267848968506","6.224582672119141","6.224582672119141","6.224582672119141","6.8642778396606445","6.8642778396606445","6.8642778396606445","8.100749969482422","8.100749969482422","8.100749969482422","5.876499652862549","5.876499652862549","5.876499652862549","9.433390617370605","9.433390617370605","9.433390617370605"
"570","5.209181785583496","5.209181785583496","5.209181785583496","5.203271389007568","5.203271389007568","5.203271389007568","5.234650611877441","5.234650611877441","5.234650611877441","5.60831880569458","5.60831880569458","5.60831880569458","6.210266590118408","6.210266590118408","6.210266590118408","6.884003162384033","6.884003162384033","6.884003162384033","8.068052291870117","8.068052291870117","8.068052291870117","5.8586225509643555","5.8586225509643555","5.8586225509643555","9.38601303100586","9.38601303100586","9.38601303100586"
