"Step","ts-lr0.01 - train/loss","ts-lr0.01 - train/loss__MIN","ts-lr0.01 - train/loss__MAX","ts-lr0.006 - train/loss","ts-lr0.006 - train/loss__MIN","ts-lr0.006 - train/loss__MAX","ts-lr0.003 - train/loss","ts-lr0.003 - train/loss__MIN","ts-lr0.003 - train/loss__MAX","ts-lr0.001 - train/loss","ts-lr0.001 - train/loss__MIN","ts-lr0.001 - train/loss__MAX","ts-lr0.0003 - train/loss","ts-lr0.0003 - train/loss__MIN","ts-lr0.0003 - train/loss__MAX","ts-lr0.0001 - train/loss","ts-lr0.0001 - train/loss__MIN","ts-lr0.0001 - train/loss__MAX","ts-lr3e-05 - train/loss","ts-lr3e-05 - train/loss__MIN","ts-lr3e-05 - train/loss__MAX","ts-lr0.03 - train/loss","ts-lr0.03 - train/loss__MIN","ts-lr0.03 - train/loss__MAX","ts-lr1e-05 - train/loss","ts-lr1e-05 - train/loss__MIN","ts-lr1e-05 - train/loss__MAX"
"1400","1.6064236164093018","1.6064236164093018","1.6064236164093018","1.5317599773406982","1.5317599773406982","1.5317599773406982","1.5790883302688599","1.5790883302688599","1.5790883302688599","1.6687829494476318","1.6687829494476318","1.6687829494476318","1.9154750108718872","1.9154750108718872","1.9154750108718872","2.4240963459014893","2.4240963459014893","2.4240963459014893","2.96121883392334","2.96121883392334","2.96121883392334","3.3308677673339844","3.3308677673339844","3.3308677673339844","3.9757027626037598","3.9757027626037598","3.9757027626037598"
"1410","1.5919866561889648","1.5919866561889648","1.5919866561889648","1.5677374601364136","1.5677374601364136","1.5677374601364136","1.6043788194656372","1.6043788194656372","1.6043788194656372","1.6849701404571533","1.6849701404571533","1.6849701404571533","1.9244529008865356","1.9244529008865356","1.9244529008865356","2.389370918273926","2.389370918273926","2.389370918273926","2.9606575965881348","2.9606575965881348","2.9606575965881348","3.3992209434509277","3.3992209434509277","3.3992209434509277","3.987685203552246","3.987685203552246","3.987685203552246"
"1420","1.5561060905456543","1.5561060905456543","1.5561060905456543","1.575397253036499","1.575397253036499","1.575397253036499","1.6224571466445923","1.6224571466445923","1.6224571466445923","1.6919151544570923","1.6919151544570923","1.6919151544570923","1.9348070621490479","1.9348070621490479","1.9348070621490479","2.3979978561401367","2.3979978561401367","2.3979978561401367","2.945880651473999","2.945880651473999","2.945880651473999","3.436713695526123","3.436713695526123","3.436713695526123","3.920734167098999","3.920734167098999","3.920734167098999"
"1430","1.5586090087890625","1.5586090087890625","1.5586090087890625","1.5772194862365723","1.5772194862365723","1.5772194862365723","1.6171832084655762","1.6171832084655762","1.6171832084655762","1.7184278964996338","1.7184278964996338","1.7184278964996338","1.9608200788497925","1.9608200788497925","1.9608200788497925","2.3877410888671875","2.3877410888671875","2.3877410888671875","2.929213285446167","2.929213285446167","2.929213285446167","3.3529272079467773","3.3529272079467773","3.3529272079467773","3.9347054958343506","3.9347054958343506","3.9347054958343506"
"1440","1.5427298545837402","1.5427298545837402","1.5427298545837402","1.5953962802886963","1.5953962802886963","1.5953962802886963","1.5753618478775024","1.5753618478775024","1.5753618478775024","1.6958417892456055","1.6958417892456055","1.6958417892456055","1.8719770908355713","1.8719770908355713","1.8719770908355713","2.367055892944336","2.367055892944336","2.367055892944336","2.943246364593506","2.943246364593506","2.943246364593506","3.3650548458099365","3.3650548458099365","3.3650548458099365","3.943345546722412","3.943345546722412","3.943345546722412"
"1450","1.5438647270202637","1.5438647270202637","1.5438647270202637","1.5433895587921143","1.5433895587921143","1.5433895587921143","1.5466035604476929","1.5466035604476929","1.5466035604476929","1.6314926147460938","1.6314926147460938","1.6314926147460938","1.8982820510864258","1.8982820510864258","1.8982820510864258","2.416938304901123","2.416938304901123","2.416938304901123","2.946280002593994","2.946280002593994","2.946280002593994","3.390869617462158","3.390869617462158","3.390869617462158","3.931171417236328","3.931171417236328","3.931171417236328"
"1460","1.5772284269332886","1.5772284269332886","1.5772284269332886","1.5597660541534424","1.5597660541534424","1.5597660541534424","1.520963191986084","1.520963191986084","1.520963191986084","1.646712303161621","1.646712303161621","1.646712303161621","1.8971192836761475","1.8971192836761475","1.8971192836761475","2.3306307792663574","2.3306307792663574","2.3306307792663574","2.997328758239746","2.997328758239746","2.997328758239746","3.300966262817383","3.300966262817383","3.300966262817383","3.9124438762664795","3.9124438762664795","3.9124438762664795"
"1470","1.5440912246704102","1.5440912246704102","1.5440912246704102","1.5577857494354248","1.5577857494354248","1.5577857494354248","1.554901361465454","1.554901361465454","1.554901361465454","1.6750900745391846","1.6750900745391846","1.6750900745391846","1.8764537572860718","1.8764537572860718","1.8764537572860718","2.3581690788269043","2.3581690788269043","2.3581690788269043","2.9279489517211914","2.9279489517211914","2.9279489517211914","3.315871238708496","3.315871238708496","3.315871238708496","3.9045116901397705","3.9045116901397705","3.9045116901397705"
"1480","1.5542378425598145","1.5542378425598145","1.5542378425598145","1.5617822408676147","1.5617822408676147","1.5617822408676147","1.5723676681518555","1.5723676681518555","1.5723676681518555","1.649728775024414","1.649728775024414","1.649728775024414","1.8972187042236328","1.8972187042236328","1.8972187042236328","2.3712875843048096","2.3712875843048096","2.3712875843048096","3.016232490539551","3.016232490539551","3.016232490539551","3.231429100036621","3.231429100036621","3.231429100036621","3.8865108489990234","3.8865108489990234","3.8865108489990234"
"1490","1.5733039379119873","1.5733039379119873","1.5733039379119873","1.5634177923202515","1.5634177923202515","1.5634177923202515","1.6023627519607544","1.6023627519607544","1.6023627519607544","1.6127824783325195","1.6127824783325195","1.6127824783325195","1.8941504955291748","1.8941504955291748","1.8941504955291748","2.390483856201172","2.390483856201172","2.390483856201172","2.9377822875976562","2.9377822875976562","2.9377822875976562","3.2375588417053223","3.2375588417053223","3.2375588417053223","3.8828041553497314","3.8828041553497314","3.8828041553497314"
"1500","1.5322794914245605","1.5322794914245605","1.5322794914245605","1.5483473539352417","1.5483473539352417","1.5483473539352417","1.5705724954605103","1.5705724954605103","1.5705724954605103","1.6846022605895996","1.6846022605895996","1.6846022605895996","1.8759944438934326","1.8759944438934326","1.8759944438934326","2.2883331775665283","2.2883331775665283","2.2883331775665283","2.933119773864746","2.933119773864746","2.933119773864746","3.1659839153289795","3.1659839153289795","3.1659839153289795","3.8198659420013428","3.8198659420013428","3.8198659420013428"
"1510","1.5601705312728882","1.5601705312728882","1.5601705312728882","1.5665991306304932","1.5665991306304932","1.5665991306304932","1.549720048904419","1.549720048904419","1.549720048904419","1.6459805965423584","1.6459805965423584","1.6459805965423584","1.858810305595398","1.858810305595398","1.858810305595398","2.3485050201416016","2.3485050201416016","2.3485050201416016","2.9226784706115723","2.9226784706115723","2.9226784706115723","3.265819787979126","3.265819787979126","3.265819787979126","3.8846945762634277","3.8846945762634277","3.8846945762634277"
"1520","1.5920839309692383","1.5920839309692383","1.5920839309692383","1.5293779373168945","1.5293779373168945","1.5293779373168945","1.568534016609192","1.568534016609192","1.568534016609192","1.6845558881759644","1.6845558881759644","1.6845558881759644","1.8758213520050049","1.8758213520050049","1.8758213520050049","2.326920747756958","2.326920747756958","2.326920747756958","2.9353504180908203","2.9353504180908203","2.9353504180908203","3.268247604370117","3.268247604370117","3.268247604370117","3.860069751739502","3.860069751739502","3.860069751739502"
"1530","1.5496793985366821","1.5496793985366821","1.5496793985366821","1.5533250570297241","1.5533250570297241","1.5533250570297241","1.5548160076141357","1.5548160076141357","1.5548160076141357","1.6293429136276245","1.6293429136276245","1.6293429136276245","1.8831875324249268","1.8831875324249268","1.8831875324249268","2.3147382736206055","2.3147382736206055","2.3147382736206055","2.90498423576355","2.90498423576355","2.90498423576355","3.238039970397949","3.238039970397949","3.238039970397949","3.844864845275879","3.844864845275879","3.844864845275879"
"1540","1.5568318367004395","1.5568318367004395","1.5568318367004395","1.534522533416748","1.534522533416748","1.534522533416748","1.5872085094451904","1.5872085094451904","1.5872085094451904","1.6545791625976562","1.6545791625976562","1.6545791625976562","1.8987464904785156","1.8987464904785156","1.8987464904785156","2.355510711669922","2.355510711669922","2.355510711669922","2.8711230754852295","2.8711230754852295","2.8711230754852295","3.2754464149475098","3.2754464149475098","3.2754464149475098","3.7860348224639893","3.7860348224639893","3.7860348224639893"
"1550","1.522739052772522","1.522739052772522","1.522739052772522","1.5266200304031372","1.5266200304031372","1.5266200304031372","1.59434175491333","1.59434175491333","1.59434175491333","1.6547870635986328","1.6547870635986328","1.6547870635986328","1.8726050853729248","1.8726050853729248","1.8726050853729248","2.341263771057129","2.341263771057129","2.341263771057129","2.884307861328125","2.884307861328125","2.884307861328125","3.251842975616455","3.251842975616455","3.251842975616455","3.8223512172698975","3.8223512172698975","3.8223512172698975"
"1560","1.5122294425964355","1.5122294425964355","1.5122294425964355","1.5762232542037964","1.5762232542037964","1.5762232542037964","1.5571433305740356","1.5571433305740356","1.5571433305740356","1.6206130981445312","1.6206130981445312","1.6206130981445312","1.889042615890503","1.889042615890503","1.889042615890503","2.3507399559020996","2.3507399559020996","2.3507399559020996","2.917518377304077","2.917518377304077","2.917518377304077","3.22108793258667","3.22108793258667","3.22108793258667","3.765298843383789","3.765298843383789","3.765298843383789"
"1570","1.5570443868637085","1.5570443868637085","1.5570443868637085","1.5522751808166504","1.5522751808166504","1.5522751808166504","1.5964043140411377","1.5964043140411377","1.5964043140411377","1.651315450668335","1.651315450668335","1.651315450668335","1.8803932666778564","1.8803932666778564","1.8803932666778564","2.283036470413208","2.283036470413208","2.283036470413208","2.901625633239746","2.901625633239746","2.901625633239746","3.244297742843628","3.244297742843628","3.244297742843628","3.7798819541931152","3.7798819541931152","3.7798819541931152"
"1580","1.525615930557251","1.525615930557251","1.525615930557251","1.5568547248840332","1.5568547248840332","1.5568547248840332","1.5811972618103027","1.5811972618103027","1.5811972618103027","1.6473957300186157","1.6473957300186157","1.6473957300186157","1.8793139457702637","1.8793139457702637","1.8793139457702637","2.3189430236816406","2.3189430236816406","2.3189430236816406","2.9216115474700928","2.9216115474700928","2.9216115474700928","3.223102331161499","3.223102331161499","3.223102331161499","3.7476162910461426","3.7476162910461426","3.7476162910461426"
"1590","1.562293529510498","1.562293529510498","1.562293529510498","1.5436713695526123","1.5436713695526123","1.5436713695526123","1.548901081085205","1.548901081085205","1.548901081085205","1.6566230058670044","1.6566230058670044","1.6566230058670044","1.9062271118164062","1.9062271118164062","1.9062271118164062","2.322296619415283","2.322296619415283","2.322296619415283","2.9111173152923584","2.9111173152923584","2.9111173152923584","3.234111785888672","3.234111785888672","3.234111785888672","3.783252716064453","3.783252716064453","3.783252716064453"
"1600","1.56918466091156","1.56918466091156","1.56918466091156","1.5550227165222168","1.5550227165222168","1.5550227165222168","1.58856201171875","1.58856201171875","1.58856201171875","1.605863094329834","1.605863094329834","1.605863094329834","1.8783175945281982","1.8783175945281982","1.8783175945281982","2.3486485481262207","2.3486485481262207","2.3486485481262207","2.878807306289673","2.878807306289673","2.878807306289673","3.1475071907043457","3.1475071907043457","3.1475071907043457","3.758976459503174","3.758976459503174","3.758976459503174"
"1610","1.5340576171875","1.5340576171875","1.5340576171875","1.541977047920227","1.541977047920227","1.541977047920227","1.5562127828598022","1.5562127828598022","1.5562127828598022","1.631052017211914","1.631052017211914","1.631052017211914","1.8055572509765625","1.8055572509765625","1.8055572509765625","2.3568668365478516","2.3568668365478516","2.3568668365478516","2.902050256729126","2.902050256729126","2.902050256729126","3.17250657081604","3.17250657081604","3.17250657081604","3.8188347816467285","3.8188347816467285","3.8188347816467285"
"1620","1.537276029586792","1.537276029586792","1.537276029586792","1.5362881422042847","1.5362881422042847","1.5362881422042847","1.553297758102417","1.553297758102417","1.553297758102417","1.623004674911499","1.623004674911499","1.623004674911499","1.877833366394043","1.877833366394043","1.877833366394043","2.3010144233703613","2.3010144233703613","2.3010144233703613","2.8475537300109863","2.8475537300109863","2.8475537300109863","3.210009813308716","3.210009813308716","3.210009813308716","3.770993947982788","3.770993947982788","3.770993947982788"
"1630","1.5272204875946045","1.5272204875946045","1.5272204875946045","1.5348875522613525","1.5348875522613525","1.5348875522613525","1.5620068311691284","1.5620068311691284","1.5620068311691284","1.6424909830093384","1.6424909830093384","1.6424909830093384","1.8814603090286255","1.8814603090286255","1.8814603090286255","2.2999722957611084","2.2999722957611084","2.2999722957611084","2.8776845932006836","2.8776845932006836","2.8776845932006836","3.1878223419189453","3.1878223419189453","3.1878223419189453","3.737445116043091","3.737445116043091","3.737445116043091"
"1640","1.5778052806854248","1.5778052806854248","1.5778052806854248","1.5119932889938354","1.5119932889938354","1.5119932889938354","1.5599395036697388","1.5599395036697388","1.5599395036697388","1.627048134803772","1.627048134803772","1.627048134803772","1.9281961917877197","1.9281961917877197","1.9281961917877197","2.322617292404175","2.322617292404175","2.322617292404175","2.924312114715576","2.924312114715576","2.924312114715576","3.199702262878418","3.199702262878418","3.199702262878418","3.6974220275878906","3.6974220275878906","3.6974220275878906"
"1650","1.5285965204238892","1.5285965204238892","1.5285965204238892","1.5008543729782104","1.5008543729782104","1.5008543729782104","1.550220251083374","1.550220251083374","1.550220251083374","1.6394505500793457","1.6394505500793457","1.6394505500793457","1.87710702419281","1.87710702419281","1.87710702419281","2.2890591621398926","2.2890591621398926","2.2890591621398926","2.843332290649414","2.843332290649414","2.843332290649414","3.223085880279541","3.223085880279541","3.223085880279541","3.7390637397766113","3.7390637397766113","3.7390637397766113"
"1660","1.534651756286621","1.534651756286621","1.534651756286621","1.5369138717651367","1.5369138717651367","1.5369138717651367","1.5415866374969482","1.5415866374969482","1.5415866374969482","1.583937644958496","1.583937644958496","1.583937644958496","1.8599486351013184","1.8599486351013184","1.8599486351013184","2.3002710342407227","2.3002710342407227","2.3002710342407227","2.88197922706604","2.88197922706604","2.88197922706604","3.1797852516174316","3.1797852516174316","3.1797852516174316","3.7396016120910645","3.7396016120910645","3.7396016120910645"
"1670","1.5834051370620728","1.5834051370620728","1.5834051370620728","1.567612886428833","1.567612886428833","1.567612886428833","1.517730951309204","1.517730951309204","1.517730951309204","1.613398551940918","1.613398551940918","1.613398551940918","1.8632733821868896","1.8632733821868896","1.8632733821868896","2.296295642852783","2.296295642852783","2.296295642852783","2.8616344928741455","2.8616344928741455","2.8616344928741455","3.245222568511963","3.245222568511963","3.245222568511963","3.7315311431884766","3.7315311431884766","3.7315311431884766"
"1680","1.5493969917297363","1.5493969917297363","1.5493969917297363","1.5225927829742432","1.5225927829742432","1.5225927829742432","1.539595603942871","1.539595603942871","1.539595603942871","1.578573226928711","1.578573226928711","1.578573226928711","1.8431355953216553","1.8431355953216553","1.8431355953216553","2.334963321685791","2.334963321685791","2.334963321685791","2.8695311546325684","2.8695311546325684","2.8695311546325684","3.1436843872070312","3.1436843872070312","3.1436843872070312","3.713395118713379","3.713395118713379","3.713395118713379"
"1690","1.5505619049072266","1.5505619049072266","1.5505619049072266","1.5338120460510254","1.5338120460510254","1.5338120460510254","1.546119213104248","1.546119213104248","1.546119213104248","1.6192846298217773","1.6192846298217773","1.6192846298217773","1.8075859546661377","1.8075859546661377","1.8075859546661377","2.280834436416626","2.280834436416626","2.280834436416626","2.8554813861846924","2.8554813861846924","2.8554813861846924","3.1948509216308594","3.1948509216308594","3.1948509216308594","3.725992202758789","3.725992202758789","3.725992202758789"
"1700","1.5335428714752197","1.5335428714752197","1.5335428714752197","1.506017804145813","1.506017804145813","1.506017804145813","1.514604926109314","1.514604926109314","1.514604926109314","1.6217520236968994","1.6217520236968994","1.6217520236968994","1.8757426738739014","1.8757426738739014","1.8757426738739014","2.2772161960601807","2.2772161960601807","2.2772161960601807","2.865227699279785","2.865227699279785","2.865227699279785","3.1717379093170166","3.1717379093170166","3.1717379093170166","3.6646852493286133","3.6646852493286133","3.6646852493286133"
"1710","1.5371625423431396","1.5371625423431396","1.5371625423431396","1.5476675033569336","1.5476675033569336","1.5476675033569336","1.5843181610107422","1.5843181610107422","1.5843181610107422","1.625638723373413","1.625638723373413","1.625638723373413","1.8337197303771973","1.8337197303771973","1.8337197303771973","2.2638845443725586","2.2638845443725586","2.2638845443725586","2.838776111602783","2.838776111602783","2.838776111602783","3.1456124782562256","3.1456124782562256","3.1456124782562256","3.7209224700927734","3.7209224700927734","3.7209224700927734"
"1720","1.5224640369415283","1.5224640369415283","1.5224640369415283","1.5182464122772217","1.5182464122772217","1.5182464122772217","1.5159194469451904","1.5159194469451904","1.5159194469451904","1.5595605373382568","1.5595605373382568","1.5595605373382568","1.8354616165161133","1.8354616165161133","1.8354616165161133","2.267007350921631","2.267007350921631","2.267007350921631","2.867826461791992","2.867826461791992","2.867826461791992","3.134690761566162","3.134690761566162","3.134690761566162","3.634913206100464","3.634913206100464","3.634913206100464"
"1730","1.5310567617416382","1.5310567617416382","1.5310567617416382","1.5050456523895264","1.5050456523895264","1.5050456523895264","1.5567822456359863","1.5567822456359863","1.5567822456359863","1.6287741661071777","1.6287741661071777","1.6287741661071777","1.8146811723709106","1.8146811723709106","1.8146811723709106","2.2321972846984863","2.2321972846984863","2.2321972846984863","2.849538803100586","2.849538803100586","2.849538803100586","3.1948201656341553","3.1948201656341553","3.1948201656341553","3.660921812057495","3.660921812057495","3.660921812057495"
"1740","1.526697039604187","1.526697039604187","1.526697039604187","1.5234644412994385","1.5234644412994385","1.5234644412994385","1.5406370162963867","1.5406370162963867","1.5406370162963867","1.6042832136154175","1.6042832136154175","1.6042832136154175","1.7945477962493896","1.7945477962493896","1.7945477962493896","2.2709712982177734","2.2709712982177734","2.2709712982177734","2.8505780696868896","2.8505780696868896","2.8505780696868896","3.156952381134033","3.156952381134033","3.156952381134033","3.670508623123169","3.670508623123169","3.670508623123169"
"1750","1.5193060636520386","1.5193060636520386","1.5193060636520386","1.5337483882904053","1.5337483882904053","1.5337483882904053","1.5443706512451172","1.5443706512451172","1.5443706512451172","1.602784276008606","1.602784276008606","1.602784276008606","1.7970097064971924","1.7970097064971924","1.7970097064971924","2.2529170513153076","2.2529170513153076","2.2529170513153076","2.850895643234253","2.850895643234253","2.850895643234253","3.219963550567627","3.219963550567627","3.219963550567627","3.655093193054199","3.655093193054199","3.655093193054199"
"1760","1.5376334190368652","1.5376334190368652","1.5376334190368652","1.511784315109253","1.511784315109253","1.511784315109253","1.5512912273406982","1.5512912273406982","1.5512912273406982","1.6059818267822266","1.6059818267822266","1.6059818267822266","1.8259023427963257","1.8259023427963257","1.8259023427963257","2.2382187843322754","2.2382187843322754","2.2382187843322754","2.815856456756592","2.815856456756592","2.815856456756592","3.2076659202575684","3.2076659202575684","3.2076659202575684","3.6374595165252686","3.6374595165252686","3.6374595165252686"
"1770","1.482337236404419","1.482337236404419","1.482337236404419","1.5434585809707642","1.5434585809707642","1.5434585809707642","1.573723554611206","1.573723554611206","1.573723554611206","1.6403191089630127","1.6403191089630127","1.6403191089630127","1.843400001525879","1.843400001525879","1.843400001525879","2.2926247119903564","2.2926247119903564","2.2926247119903564","2.8392138481140137","2.8392138481140137","2.8392138481140137","3.164417266845703","3.164417266845703","3.164417266845703","3.6256794929504395","3.6256794929504395","3.6256794929504395"
"1780","1.5186524391174316","1.5186524391174316","1.5186524391174316","1.520585060119629","1.520585060119629","1.520585060119629","1.5199159383773804","1.5199159383773804","1.5199159383773804","1.6029977798461914","1.6029977798461914","1.6029977798461914","1.835763931274414","1.835763931274414","1.835763931274414","2.2605886459350586","2.2605886459350586","2.2605886459350586","2.8277900218963623","2.8277900218963623","2.8277900218963623","3.1689133644104004","3.1689133644104004","3.1689133644104004","3.6309967041015625","3.6309967041015625","3.6309967041015625"
"1790","1.5035769939422607","1.5035769939422607","1.5035769939422607","1.5333024263381958","1.5333024263381958","1.5333024263381958","1.5400079488754272","1.5400079488754272","1.5400079488754272","1.5906789302825928","1.5906789302825928","1.5906789302825928","1.8242316246032715","1.8242316246032715","1.8242316246032715","2.258455753326416","2.258455753326416","2.258455753326416","2.8219406604766846","2.8219406604766846","2.8219406604766846","3.2295823097229004","3.2295823097229004","3.2295823097229004","3.585620403289795","3.585620403289795","3.585620403289795"
"1800","1.5252916812896729","1.5252916812896729","1.5252916812896729","1.541264295578003","1.541264295578003","1.541264295578003","1.5150163173675537","1.5150163173675537","1.5150163173675537","1.5918262004852295","1.5918262004852295","1.5918262004852295","1.8233239650726318","1.8233239650726318","1.8233239650726318","2.247257709503174","2.247257709503174","2.247257709503174","2.8382298946380615","2.8382298946380615","2.8382298946380615","3.228212356567383","3.228212356567383","3.228212356567383","3.664231300354004","3.664231300354004","3.664231300354004"
"1810","1.5337634086608887","1.5337634086608887","1.5337634086608887","1.5149856805801392","1.5149856805801392","1.5149856805801392","1.5016645193099976","1.5016645193099976","1.5016645193099976","1.5986673831939697","1.5986673831939697","1.5986673831939697","1.7684111595153809","1.7684111595153809","1.7684111595153809","2.2284069061279297","2.2284069061279297","2.2284069061279297","2.8277511596679688","2.8277511596679688","2.8277511596679688","3.17779803276062","3.17779803276062","3.17779803276062","3.589193344116211","3.589193344116211","3.589193344116211"
"1820","1.4883944988250732","1.4883944988250732","1.4883944988250732","1.5246244668960571","1.5246244668960571","1.5246244668960571","1.514167308807373","1.514167308807373","1.514167308807373","1.5772449970245361","1.5772449970245361","1.5772449970245361","1.8684078454971313","1.8684078454971313","1.8684078454971313","2.22770357131958","2.22770357131958","2.22770357131958","2.8558177947998047","2.8558177947998047","2.8558177947998047","3.1726932525634766","3.1726932525634766","3.1726932525634766","3.5698137283325195","3.5698137283325195","3.5698137283325195"
"1830","1.4863439798355103","1.4863439798355103","1.4863439798355103","1.5141055583953857","1.5141055583953857","1.5141055583953857","1.5311977863311768","1.5311977863311768","1.5311977863311768","1.5998069047927856","1.5998069047927856","1.5998069047927856","1.8345118761062622","1.8345118761062622","1.8345118761062622","2.2770566940307617","2.2770566940307617","2.2770566940307617","2.8406319618225098","2.8406319618225098","2.8406319618225098","3.1863059997558594","3.1863059997558594","3.1863059997558594","3.599902868270874","3.599902868270874","3.599902868270874"
"1840","1.5149081945419312","1.5149081945419312","1.5149081945419312","1.507652997970581","1.507652997970581","1.507652997970581","1.547698974609375","1.547698974609375","1.547698974609375","1.5910160541534424","1.5910160541534424","1.5910160541534424","1.816579818725586","1.816579818725586","1.816579818725586","2.2497341632843018","2.2497341632843018","2.2497341632843018","2.7997851371765137","2.7997851371765137","2.7997851371765137","3.1041903495788574","3.1041903495788574","3.1041903495788574","3.620795726776123","3.620795726776123","3.620795726776123"
"1850","1.4994678497314453","1.4994678497314453","1.4994678497314453","1.4892959594726562","1.4892959594726562","1.4892959594726562","1.521630048751831","1.521630048751831","1.521630048751831","1.59549081325531","1.59549081325531","1.59549081325531","1.7979063987731934","1.7979063987731934","1.7979063987731934","2.2448437213897705","2.2448437213897705","2.2448437213897705","2.793850898742676","2.793850898742676","2.793850898742676","3.1638755798339844","3.1638755798339844","3.1638755798339844","3.609395742416382","3.609395742416382","3.609395742416382"
"1860","1.5054019689559937","1.5054019689559937","1.5054019689559937","1.5053642988204956","1.5053642988204956","1.5053642988204956","1.4930336475372314","1.4930336475372314","1.4930336475372314","1.623246192932129","1.623246192932129","1.623246192932129","1.8479045629501343","1.8479045629501343","1.8479045629501343","2.25929594039917","2.25929594039917","2.25929594039917","2.7950987815856934","2.7950987815856934","2.7950987815856934","3.160574436187744","3.160574436187744","3.160574436187744","3.654925584793091","3.654925584793091","3.654925584793091"
"1870","1.5388853549957275","1.5388853549957275","1.5388853549957275","1.4920121431350708","1.4920121431350708","1.4920121431350708","1.5228785276412964","1.5228785276412964","1.5228785276412964","1.5905208587646484","1.5905208587646484","1.5905208587646484","1.8172197341918945","1.8172197341918945","1.8172197341918945","2.2941036224365234","2.2941036224365234","2.2941036224365234","2.78995943069458","2.78995943069458","2.78995943069458","3.1934173107147217","3.1934173107147217","3.1934173107147217","3.6415481567382812","3.6415481567382812","3.6415481567382812"
"1880","1.5245943069458008","1.5245943069458008","1.5245943069458008","1.5237863063812256","1.5237863063812256","1.5237863063812256","1.5254747867584229","1.5254747867584229","1.5254747867584229","1.5944068431854248","1.5944068431854248","1.5944068431854248","1.8079071044921875","1.8079071044921875","1.8079071044921875","2.2316067218780518","2.2316067218780518","2.2316067218780518","2.806119203567505","2.806119203567505","2.806119203567505","3.173140048980713","3.173140048980713","3.173140048980713","3.563340187072754","3.563340187072754","3.563340187072754"
"1890","1.4742285013198853","1.4742285013198853","1.4742285013198853","1.4748668670654297","1.4748668670654297","1.4748668670654297","1.5374650955200195","1.5374650955200195","1.5374650955200195","1.609450340270996","1.609450340270996","1.609450340270996","1.7863026857376099","1.7863026857376099","1.7863026857376099","2.2328970432281494","2.2328970432281494","2.2328970432281494","2.7978172302246094","2.7978172302246094","2.7978172302246094","3.1906909942626953","3.1906909942626953","3.1906909942626953","3.5650484561920166","3.5650484561920166","3.5650484561920166"
"1900","1.5083529949188232","1.5083529949188232","1.5083529949188232","1.4813873767852783","1.4813873767852783","1.4813873767852783","1.5020225048065186","1.5020225048065186","1.5020225048065186","1.5840564966201782","1.5840564966201782","1.5840564966201782","1.7934253215789795","1.7934253215789795","1.7934253215789795","2.2120649814605713","2.2120649814605713","2.2120649814605713","2.7919487953186035","2.7919487953186035","2.7919487953186035","3.1971700191497803","3.1971700191497803","3.1971700191497803","3.5754928588867188","3.5754928588867188","3.5754928588867188"
"1910","1.5224642753601074","1.5224642753601074","1.5224642753601074","1.4923065900802612","1.4923065900802612","1.4923065900802612","1.4849497079849243","1.4849497079849243","1.4849497079849243","1.5858161449432373","1.5858161449432373","1.5858161449432373","1.817051887512207","1.817051887512207","1.817051887512207","2.2221531867980957","2.2221531867980957","2.2221531867980957","2.7977170944213867","2.7977170944213867","2.7977170944213867","3.1622283458709717","3.1622283458709717","3.1622283458709717","3.563652992248535","3.563652992248535","3.563652992248535"
"1920","1.5002334117889404","1.5002334117889404","1.5002334117889404","1.5101656913757324","1.5101656913757324","1.5101656913757324","1.508324384689331","1.508324384689331","1.508324384689331","1.6090998649597168","1.6090998649597168","1.6090998649597168","1.8595848083496094","1.8595848083496094","1.8595848083496094","2.222900390625","2.222900390625","2.222900390625","2.793384075164795","2.793384075164795","2.793384075164795","3.161430835723877","3.161430835723877","3.161430835723877","3.543696880340576","3.543696880340576","3.543696880340576"
"1930","1.4893405437469482","1.4893405437469482","1.4893405437469482","1.4819717407226562","1.4819717407226562","1.4819717407226562","1.5262832641601562","1.5262832641601562","1.5262832641601562","1.611853003501892","1.611853003501892","1.611853003501892","1.8137394189834595","1.8137394189834595","1.8137394189834595","2.255929470062256","2.255929470062256","2.255929470062256","2.7954025268554688","2.7954025268554688","2.7954025268554688","3.175403356552124","3.175403356552124","3.175403356552124","3.5825672149658203","3.5825672149658203","3.5825672149658203"
"1940","1.4903475046157837","1.4903475046157837","1.4903475046157837","1.5158649682998657","1.5158649682998657","1.5158649682998657","1.4964985847473145","1.4964985847473145","1.4964985847473145","1.5452098846435547","1.5452098846435547","1.5452098846435547","1.7798316478729248","1.7798316478729248","1.7798316478729248","2.1732077598571777","2.1732077598571777","2.1732077598571777","2.822781801223755","2.822781801223755","2.822781801223755","3.210909366607666","3.210909366607666","3.210909366607666","3.5379247665405273","3.5379247665405273","3.5379247665405273"
"1950","1.4878168106079102","1.4878168106079102","1.4878168106079102","1.4925603866577148","1.4925603866577148","1.4925603866577148","1.5181959867477417","1.5181959867477417","1.5181959867477417","1.6219018697738647","1.6219018697738647","1.6219018697738647","1.7951953411102295","1.7951953411102295","1.7951953411102295","2.2023935317993164","2.2023935317993164","2.2023935317993164","2.8334884643554688","2.8334884643554688","2.8334884643554688","3.171163558959961","3.171163558959961","3.171163558959961","3.509324073791504","3.509324073791504","3.509324073791504"
