"Step","ts-lr0.01 - train/loss","ts-lr0.01 - train/loss__MIN","ts-lr0.01 - train/loss__MAX","ts-lr0.006 - train/loss","ts-lr0.006 - train/loss__MIN","ts-lr0.006 - train/loss__MAX","ts-lr0.003 - train/loss","ts-lr0.003 - train/loss__MIN","ts-lr0.003 - train/loss__MAX","ts-lr0.001 - train/loss","ts-lr0.001 - train/loss__MIN","ts-lr0.001 - train/loss__MAX","ts-lr0.0003 - train/loss","ts-lr0.0003 - train/loss__MIN","ts-lr0.0003 - train/loss__MAX","ts-lr0.0001 - train/loss","ts-lr0.0001 - train/loss__MIN","ts-lr0.0001 - train/loss__MAX","ts-lr3e-05 - train/loss","ts-lr3e-05 - train/loss__MIN","ts-lr3e-05 - train/loss__MAX","ts-lr0.03 - train/loss","ts-lr0.03 - train/loss__MIN","ts-lr0.03 - train/loss__MAX","ts-lr1e-05 - train/loss","ts-lr1e-05 - train/loss__MIN","ts-lr1e-05 - train/loss__MAX"
"150","2.455016613006592","2.455016613006592","2.455016613006592","2.6122078895568848","2.6122078895568848","2.6122078895568848","2.9281117916107178","2.9281117916107178","2.9281117916107178","3.5672075748443604","3.5672075748443604","3.5672075748443604","4.99420690536499","4.99420690536499","4.99420690536499","6.953017711639404","6.953017711639404","6.953017711639404","8.300056457519531","8.300056457519531","8.300056457519531","2.552122116088867","2.552122116088867","2.552122116088867","8.940610885620117","8.940610885620117","8.940610885620117"
"160","2.443375587463379","2.443375587463379","2.443375587463379","2.545994281768799","2.545994281768799","2.545994281768799","2.8887224197387695","2.8887224197387695","2.8887224197387695","3.481447219848633","3.481447219848633","3.481447219848633","4.737839221954346","4.737839221954346","4.737839221954346","6.708314895629883","6.708314895629883","6.708314895629883","8.183706283569336","8.183706283569336","8.183706283569336","2.4914979934692383","2.4914979934692383","2.4914979934692383","8.89771556854248","8.89771556854248","8.89771556854248"
"170","2.38956880569458","2.38956880569458","2.38956880569458","2.5306129455566406","2.5306129455566406","2.5306129455566406","2.7846741676330566","2.7846741676330566","2.7846741676330566","3.3583147525787354","3.3583147525787354","3.3583147525787354","4.623374938964844","4.623374938964844","4.623374938964844","6.530206680297852","6.530206680297852","6.530206680297852","8.07827377319336","8.07827377319336","8.07827377319336","2.410332679748535","2.410332679748535","2.410332679748535","8.842779159545898","8.842779159545898","8.842779159545898"
"180","2.399135112762451","2.399135112762451","2.399135112762451","2.483461618423462","2.483461618423462","2.483461618423462","2.6923398971557617","2.6923398971557617","2.6923398971557617","3.2743802070617676","3.2743802070617676","3.2743802070617676","4.358930587768555","4.358930587768555","4.358930587768555","6.275817394256592","6.275817394256592","6.275817394256592","7.963879585266113","7.963879585266113","7.963879585266113","2.4158644676208496","2.4158644676208496","2.4158644676208496","8.797407150268555","8.797407150268555","8.797407150268555"
"190","2.309445858001709","2.309445858001709","2.309445858001709","2.415914297103882","2.415914297103882","2.415914297103882","2.684518814086914","2.684518814086914","2.684518814086914","3.2007923126220703","3.2007923126220703","3.2007923126220703","4.241076946258545","4.241076946258545","4.241076946258545","6.064027309417725","6.064027309417725","6.064027309417725","7.857036113739014","7.857036113739014","7.857036113739014","2.4473109245300293","2.4473109245300293","2.4473109245300293","8.744915008544922","8.744915008544922","8.744915008544922"
"200","2.317936420440674","2.317936420440674","2.317936420440674","2.349771738052368","2.349771738052368","2.349771738052368","2.617473602294922","2.617473602294922","2.617473602294922","3.152310371398926","3.152310371398926","3.152310371398926","4.089657306671143","4.089657306671143","4.089657306671143","5.852537631988525","5.852537631988525","5.852537631988525","7.73913049697876","7.73913049697876","7.73913049697876","2.397155284881592","2.397155284881592","2.397155284881592","8.677910804748535","8.677910804748535","8.677910804748535"
"210","2.1962900161743164","2.1962900161743164","2.1962900161743164","2.297335147857666","2.297335147857666","2.297335147857666","2.568587064743042","2.568587064743042","2.568587064743042","3.025717258453369","3.025717258453369","3.025717258453369","3.97507643699646","3.97507643699646","3.97507643699646","5.688253402709961","5.688253402709961","5.688253402709961","7.623767852783203","7.623767852783203","7.623767852783203","2.4051928520202637","2.4051928520202637","2.4051928520202637","8.62790298461914","8.62790298461914","8.62790298461914"
"220","2.2536349296569824","2.2536349296569824","2.2536349296569824","2.2840518951416016","2.2840518951416016","2.2840518951416016","2.5452122688293457","2.5452122688293457","2.5452122688293457","2.9888381958007812","2.9888381958007812","2.9888381958007812","3.854398250579834","3.854398250579834","3.854398250579834","5.507803440093994","5.507803440093994","5.507803440093994","7.520541667938232","7.520541667938232","7.520541667938232","2.4008569717407227","2.4008569717407227","2.4008569717407227","8.563241958618164","8.563241958618164","8.563241958618164"
"230","2.2701454162597656","2.2701454162597656","2.2701454162597656","2.280755043029785","2.280755043029785","2.280755043029785","2.4551355838775635","2.4551355838775635","2.4551355838775635","2.9462780952453613","2.9462780952453613","2.9462780952453613","3.795999765396118","3.795999765396118","3.795999765396118","5.328268527984619","5.328268527984619","5.328268527984619","7.397015571594238","7.397015571594238","7.397015571594238","2.395238161087036","2.395238161087036","2.395238161087036","8.494406700134277","8.494406700134277","8.494406700134277"
"240","2.1838879585266113","2.1838879585266113","2.1838879585266113","2.2686452865600586","2.2686452865600586","2.2686452865600586","2.409359931945801","2.409359931945801","2.409359931945801","2.910360336303711","2.910360336303711","2.910360336303711","3.6453804969787598","3.6453804969787598","3.6453804969787598","5.156976699829102","5.156976699829102","5.156976699829102","7.293844223022461","7.293844223022461","7.293844223022461","2.4324116706848145","2.4324116706848145","2.4324116706848145","8.43093490600586","8.43093490600586","8.43093490600586"
"250","2.1969680786132812","2.1969680786132812","2.1969680786132812","2.1782078742980957","2.1782078742980957","2.1782078742980957","2.414407730102539","2.414407730102539","2.414407730102539","2.8127551078796387","2.8127551078796387","2.8127551078796387","3.5955028533935547","3.5955028533935547","3.5955028533935547","4.997604846954346","4.997604846954346","4.997604846954346","7.163417339324951","7.163417339324951","7.163417339324951","2.386345863342285","2.386345863342285","2.386345863342285","8.35807991027832","8.35807991027832","8.35807991027832"
"260","2.218493700027466","2.218493700027466","2.218493700027466","2.1797780990600586","2.1797780990600586","2.1797780990600586","2.3299179077148438","2.3299179077148438","2.3299179077148438","2.752484083175659","2.752484083175659","2.752484083175659","3.547598361968994","3.547598361968994","3.547598361968994","4.854770660400391","4.854770660400391","4.854770660400391","7.0607500076293945","7.0607500076293945","7.0607500076293945","2.48785662651062","2.48785662651062","2.48785662651062","8.296046257019043","8.296046257019043","8.296046257019043"
"270","2.165116786956787","2.165116786956787","2.165116786956787","2.120365858078003","2.120365858078003","2.120365858078003","2.3332009315490723","2.3332009315490723","2.3332009315490723","2.7349491119384766","2.7349491119384766","2.7349491119384766","3.478748321533203","3.478748321533203","3.478748321533203","4.7106828689575195","4.7106828689575195","4.7106828689575195","6.9307146072387695","6.9307146072387695","6.9307146072387695","2.4936306476593018","2.4936306476593018","2.4936306476593018","8.227436065673828","8.227436065673828","8.227436065673828"
"280","2.136587142944336","2.136587142944336","2.136587142944336","2.1809797286987305","2.1809797286987305","2.1809797286987305","2.2892301082611084","2.2892301082611084","2.2892301082611084","2.689589500427246","2.689589500427246","2.689589500427246","3.370304584503174","3.370304584503174","3.370304584503174","4.581820964813232","4.581820964813232","4.581820964813232","6.801726818084717","6.801726818084717","6.801726818084717","2.5836572647094727","2.5836572647094727","2.5836572647094727","8.161479949951172","8.161479949951172","8.161479949951172"
"290","2.141977071762085","2.141977071762085","2.141977071762085","2.1575655937194824","2.1575655937194824","2.1575655937194824","2.260761260986328","2.260761260986328","2.260761260986328","2.7029495239257812","2.7029495239257812","2.7029495239257812","3.346467971801758","3.346467971801758","3.346467971801758","4.522037982940674","4.522037982940674","4.522037982940674","6.68528938293457","6.68528938293457","6.68528938293457","2.553635597229004","2.553635597229004","2.553635597229004","8.085912704467773","8.085912704467773","8.085912704467773"
"300","2.155190944671631","2.155190944671631","2.155190944671631","2.1604104042053223","2.1604104042053223","2.1604104042053223","2.2426085472106934","2.2426085472106934","2.2426085472106934","2.6189589500427246","2.6189589500427246","2.6189589500427246","3.291476249694824","3.291476249694824","3.291476249694824","4.434001922607422","4.434001922607422","4.434001922607422","6.5824480056762695","6.5824480056762695","6.5824480056762695","2.563976287841797","2.563976287841797","2.563976287841797","8.029948234558105","8.029948234558105","8.029948234558105"
"310","2.0991241931915283","2.0991241931915283","2.0991241931915283","2.0863680839538574","2.0863680839538574","2.0863680839538574","2.2204084396362305","2.2204084396362305","2.2204084396362305","2.6387505531311035","2.6387505531311035","2.6387505531311035","3.2254819869995117","3.2254819869995117","3.2254819869995117","4.314761161804199","4.314761161804199","4.314761161804199","6.455113410949707","6.455113410949707","6.455113410949707","2.6929664611816406","2.6929664611816406","2.6929664611816406","7.969815254211426","7.969815254211426","7.969815254211426"
"320","2.0964393615722656","2.0964393615722656","2.0964393615722656","2.101562261581421","2.101562261581421","2.101562261581421","2.1531598567962646","2.1531598567962646","2.1531598567962646","2.5218899250030518","2.5218899250030518","2.5218899250030518","3.240678310394287","3.240678310394287","3.240678310394287","4.233219623565674","4.233219623565674","4.233219623565674","6.305790901184082","6.305790901184082","6.305790901184082","2.7537155151367188","2.7537155151367188","2.7537155151367188","7.905134201049805","7.905134201049805","7.905134201049805"
"330","2.0719637870788574","2.0719637870788574","2.0719637870788574","2.0985190868377686","2.0985190868377686","2.0985190868377686","2.1924118995666504","2.1924118995666504","2.1924118995666504","2.566453695297241","2.566453695297241","2.566453695297241","3.1756038665771484","3.1756038665771484","3.1756038665771484","4.123730659484863","4.123730659484863","4.123730659484863","6.200647354125977","6.200647354125977","6.200647354125977","2.8816633224487305","2.8816633224487305","2.8816633224487305","7.848029136657715","7.848029136657715","7.848029136657715"
"340","2.119418144226074","2.119418144226074","2.119418144226074","2.0690808296203613","2.0690808296203613","2.0690808296203613","2.137073516845703","2.137073516845703","2.137073516845703","2.4792914390563965","2.4792914390563965","2.4792914390563965","3.0952847003936768","3.0952847003936768","3.0952847003936768","4.070042610168457","4.070042610168457","4.070042610168457","6.078188419342041","6.078188419342041","6.078188419342041","2.968986988067627","2.968986988067627","2.968986988067627","7.772644996643066","7.772644996643066","7.772644996643066"
"350","2.064063549041748","2.064063549041748","2.064063549041748","2.0821566581726074","2.0821566581726074","2.0821566581726074","2.128922462463379","2.128922462463379","2.128922462463379","2.519378185272217","2.519378185272217","2.519378185272217","3.0684654712677","3.0684654712677","3.0684654712677","3.95279598236084","3.95279598236084","3.95279598236084","5.960144996643066","5.960144996643066","5.960144996643066","2.8954389095306396","2.8954389095306396","2.8954389095306396","7.704710006713867","7.704710006713867","7.704710006713867"
"360","2.078518867492676","2.078518867492676","2.078518867492676","2.0191004276275635","2.0191004276275635","2.0191004276275635","2.0997707843780518","2.0997707843780518","2.0997707843780518","2.4653396606445312","2.4653396606445312","2.4653396606445312","3.019639492034912","3.019639492034912","3.019639492034912","3.890394687652588","3.890394687652588","3.890394687652588","5.872654914855957","5.872654914855957","5.872654914855957","3.343456506729126","3.343456506729126","3.343456506729126","7.647126197814941","7.647126197814941","7.647126197814941"
"370","2.0169734954833984","2.0169734954833984","2.0169734954833984","2.0781025886535645","2.0781025886535645","2.0781025886535645","2.054725170135498","2.054725170135498","2.054725170135498","2.4509458541870117","2.4509458541870117","2.4509458541870117","2.9953510761260986","2.9953510761260986","2.9953510761260986","3.827256679534912","3.827256679534912","3.827256679534912","5.7619733810424805","5.7619733810424805","5.7619733810424805","3.2870311737060547","3.2870311737060547","3.2870311737060547","7.572443008422852","7.572443008422852","7.572443008422852"
"380","2.045361280441284","2.045361280441284","2.045361280441284","2.0070528984069824","2.0070528984069824","2.0070528984069824","2.0993893146514893","2.0993893146514893","2.0993893146514893","2.4360103607177734","2.4360103607177734","2.4360103607177734","2.9097723960876465","2.9097723960876465","2.9097723960876465","3.806595802307129","3.806595802307129","3.806595802307129","5.643653869628906","5.643653869628906","5.643653869628906","3.296025276184082","3.296025276184082","3.296025276184082","7.509908676147461","7.509908676147461","7.509908676147461"
"390","2.076953649520874","2.076953649520874","2.076953649520874","2.0545783042907715","2.0545783042907715","2.0545783042907715","2.036292552947998","2.036292552947998","2.036292552947998","2.4002647399902344","2.4002647399902344","2.4002647399902344","2.9482691287994385","2.9482691287994385","2.9482691287994385","3.737154006958008","3.737154006958008","3.737154006958008","5.509913921356201","5.509913921356201","5.509913921356201","3.069484233856201","3.069484233856201","3.069484233856201","7.458124160766602","7.458124160766602","7.458124160766602"
"400","2.0262889862060547","2.0262889862060547","2.0262889862060547","2.0363049507141113","2.0363049507141113","2.0363049507141113","2.033127546310425","2.033127546310425","2.033127546310425","2.3658852577209473","2.3658852577209473","2.3658852577209473","2.896655797958374","2.896655797958374","2.896655797958374","3.6903538703918457","3.6903538703918457","3.6903538703918457","5.459678649902344","5.459678649902344","5.459678649902344","3.665321111679077","3.665321111679077","3.665321111679077","7.382750034332275","7.382750034332275","7.382750034332275"
"410","2.0566189289093018","2.0566189289093018","2.0566189289093018","1.9849810600280762","1.9849810600280762","1.9849810600280762","2.0230655670166016","2.0230655670166016","2.0230655670166016","2.382307291030884","2.382307291030884","2.382307291030884","2.8652536869049072","2.8652536869049072","2.8652536869049072","3.5871710777282715","3.5871710777282715","3.5871710777282715","5.320966720581055","5.320966720581055","5.320966720581055","3.8053231239318848","3.8053231239318848","3.8053231239318848","7.310605049133301","7.310605049133301","7.310605049133301"
"420","2.015964984893799","2.015964984893799","2.015964984893799","2.0225956439971924","2.0225956439971924","2.0225956439971924","2.0395193099975586","2.0395193099975586","2.0395193099975586","2.3213367462158203","2.3213367462158203","2.3213367462158203","2.8297579288482666","2.8297579288482666","2.8297579288482666","3.620310068130493","3.620310068130493","3.620310068130493","5.282018661499023","5.282018661499023","5.282018661499023","3.362196922302246","3.362196922302246","3.362196922302246","7.2392144203186035","7.2392144203186035","7.2392144203186035"
"430","2.047713041305542","2.047713041305542","2.047713041305542","1.9606053829193115","1.9606053829193115","1.9606053829193115","2.009382963180542","2.009382963180542","2.009382963180542","2.2786083221435547","2.2786083221435547","2.2786083221435547","2.782447338104248","2.782447338104248","2.782447338104248","3.5202550888061523","3.5202550888061523","3.5202550888061523","5.158062934875488","5.158062934875488","5.158062934875488","3.7107925415039062","3.7107925415039062","3.7107925415039062","7.181979179382324","7.181979179382324","7.181979179382324"
"440","2.036390542984009","2.036390542984009","2.036390542984009","1.9822487831115723","1.9822487831115723","1.9822487831115723","2.0310912132263184","2.0310912132263184","2.0310912132263184","2.2724761962890625","2.2724761962890625","2.2724761962890625","2.8014631271362305","2.8014631271362305","2.8014631271362305","3.4539051055908203","3.4539051055908203","3.4539051055908203","5.0472822189331055","5.0472822189331055","5.0472822189331055","3.5177371501922607","3.5177371501922607","3.5177371501922607","7.087423324584961","7.087423324584961","7.087423324584961"
"450","2.018115997314453","2.018115997314453","2.018115997314453","2.001239776611328","2.001239776611328","2.001239776611328","1.9980636835098267","1.9980636835098267","1.9980636835098267","2.2556354999542236","2.2556354999542236","2.2556354999542236","2.726386547088623","2.726386547088623","2.726386547088623","3.418346405029297","3.418346405029297","3.418346405029297","4.9825873374938965","4.9825873374938965","4.9825873374938965","3.415546417236328","3.415546417236328","3.415546417236328","7.024825096130371","7.024825096130371","7.024825096130371"
"460","2.023791551589966","2.023791551589966","2.023791551589966","2.001380205154419","2.001380205154419","2.001380205154419","1.9969537258148193","1.9969537258148193","1.9969537258148193","2.2428627014160156","2.2428627014160156","2.2428627014160156","2.7633495330810547","2.7633495330810547","2.7633495330810547","3.3919777870178223","3.3919777870178223","3.3919777870178223","4.898055553436279","4.898055553436279","4.898055553436279","3.426276683807373","3.426276683807373","3.426276683807373","6.978085041046143","6.978085041046143","6.978085041046143"
"470","2.007490634918213","2.007490634918213","2.007490634918213","1.988468885421753","1.988468885421753","1.988468885421753","2.0061914920806885","2.0061914920806885","2.0061914920806885","2.2170259952545166","2.2170259952545166","2.2170259952545166","2.7251124382019043","2.7251124382019043","2.7251124382019043","3.3767950534820557","3.3767950534820557","3.3767950534820557","4.815118312835693","4.815118312835693","4.815118312835693","3.685363292694092","3.685363292694092","3.685363292694092","6.903850555419922","6.903850555419922","6.903850555419922"
"480","1.9831682443618774","1.9831682443618774","1.9831682443618774","1.9401848316192627","1.9401848316192627","1.9401848316192627","1.987748622894287","1.987748622894287","1.987748622894287","2.1899569034576416","2.1899569034576416","2.1899569034576416","2.6675686836242676","2.6675686836242676","2.6675686836242676","3.282972812652588","3.282972812652588","3.282972812652588","4.754566669464111","4.754566669464111","4.754566669464111","3.9603471755981445","3.9603471755981445","3.9603471755981445","6.837338924407959","6.837338924407959","6.837338924407959"
"490","1.9967436790466309","1.9967436790466309","1.9967436790466309","1.9501394033432007","1.9501394033432007","1.9501394033432007","1.9907746315002441","1.9907746315002441","1.9907746315002441","2.182716131210327","2.182716131210327","2.182716131210327","2.7440004348754883","2.7440004348754883","2.7440004348754883","3.3068785667419434","3.3068785667419434","3.3068785667419434","4.717832088470459","4.717832088470459","4.717832088470459","4.811900615692139","4.811900615692139","4.811900615692139","6.762330055236816","6.762330055236816","6.762330055236816"
"500","1.9256728887557983","1.9256728887557983","1.9256728887557983","1.9964029788970947","1.9964029788970947","1.9964029788970947","1.9472849369049072","1.9472849369049072","1.9472849369049072","2.174919605255127","2.174919605255127","2.174919605255127","2.681049346923828","2.681049346923828","2.681049346923828","3.2957468032836914","3.2957468032836914","3.2957468032836914","4.624016761779785","4.624016761779785","4.624016761779785","4.649641036987305","4.649641036987305","4.649641036987305","6.683526039123535","6.683526039123535","6.683526039123535"
"510","1.9498263597488403","1.9498263597488403","1.9498263597488403","1.9854304790496826","1.9854304790496826","1.9854304790496826","1.9437215328216553","1.9437215328216553","1.9437215328216553","2.1719069480895996","2.1719069480895996","2.1719069480895996","2.644684314727783","2.644684314727783","2.644684314727783","3.238837480545044","3.238837480545044","3.238837480545044","4.568136215209961","4.568136215209961","4.568136215209961","4.429941654205322","4.429941654205322","4.429941654205322","6.612513065338135","6.612513065338135","6.612513065338135"
"520","1.905458927154541","1.905458927154541","1.905458927154541","1.9215784072875977","1.9215784072875977","1.9215784072875977","1.926749587059021","1.926749587059021","1.926749587059021","2.0961737632751465","2.0961737632751465","2.0961737632751465","2.6401116847991943","2.6401116847991943","2.6401116847991943","3.241581916809082","3.241581916809082","3.241581916809082","4.475599765777588","4.475599765777588","4.475599765777588","4.396334171295166","4.396334171295166","4.396334171295166","6.537177085876465","6.537177085876465","6.537177085876465"
"530","1.9214634895324707","1.9214634895324707","1.9214634895324707","1.951776385307312","1.951776385307312","1.951776385307312","1.9261248111724854","1.9261248111724854","1.9261248111724854","2.1044695377349854","2.1044695377349854","2.1044695377349854","2.603419780731201","2.603419780731201","2.603419780731201","3.182191848754883","3.182191848754883","3.182191848754883","4.3950629234313965","4.3950629234313965","4.3950629234313965","4.184617042541504","4.184617042541504","4.184617042541504","6.491909027099609","6.491909027099609","6.491909027099609"
"540","1.9150738716125488","1.9150738716125488","1.9150738716125488","1.8917590379714966","1.8917590379714966","1.8917590379714966","1.9286577701568604","1.9286577701568604","1.9286577701568604","2.1323087215423584","2.1323087215423584","2.1323087215423584","2.5555453300476074","2.5555453300476074","2.5555453300476074","3.160707950592041","3.160707950592041","3.160707950592041","4.4094743728637695","4.4094743728637695","4.4094743728637695","4.02042293548584","4.02042293548584","4.02042293548584","6.394776344299316","6.394776344299316","6.394776344299316"
"550","1.9385719299316406","1.9385719299316406","1.9385719299316406","1.8938415050506592","1.8938415050506592","1.8938415050506592","1.9510276317596436","1.9510276317596436","1.9510276317596436","2.0946407318115234","2.0946407318115234","2.0946407318115234","2.5620956420898438","2.5620956420898438","2.5620956420898438","3.1039063930511475","3.1039063930511475","3.1039063930511475","4.350012302398682","4.350012302398682","4.350012302398682","3.900604248046875","3.900604248046875","3.900604248046875","6.331521987915039","6.331521987915039","6.331521987915039"
