"Step","ts-lr0.01 - train/lr","ts-lr0.01 - train/lr__MIN","ts-lr0.01 - train/lr__MAX","ts-lr0.006 - train/lr","ts-lr0.006 - train/lr__MIN","ts-lr0.006 - train/lr__MAX","ts-lr0.003 - train/lr","ts-lr0.003 - train/lr__MIN","ts-lr0.003 - train/lr__MAX","ts-lr0.001 - train/lr","ts-lr0.001 - train/lr__MIN","ts-lr0.001 - train/lr__MAX","ts-lr0.0003 - train/lr","ts-lr0.0003 - train/lr__MIN","ts-lr0.0003 - train/lr__MAX","ts-lr0.0001 - train/lr","ts-lr0.0001 - train/lr__MIN","ts-lr0.0001 - train/lr__MAX","ts-lr3e-05 - train/lr","ts-lr3e-05 - train/lr__MIN","ts-lr3e-05 - train/lr__MAX","ts-lr0.03 - train/lr","ts-lr0.03 - train/lr__MIN","ts-lr0.03 - train/lr__MAX","ts-lr1e-05 - train/lr","ts-lr1e-05 - train/lr__MIN","ts-lr1e-05 - train/lr__MAX"
"110","0.0022","0.0022","0.0022","0.00132","0.00132","0.00132","0.00066","0.00066","0.00066","0.00022","0.00022","0.00022","0.00006599999999999999","0.00006599999999999999","0.00006599999999999999","0.000022000000000000003","0.000022000000000000003","0.000022000000000000003","0.0000066","0.0000066","0.0000066","0.0066","0.0066","0.0066","0.0000022","0.0000022","0.0000022"
"120","0.0024","0.0024","0.0024","0.0014399999999999999","0.0014399999999999999","0.0014399999999999999","0.0007199999999999999","0.0007199999999999999","0.0007199999999999999","0.00024","0.00024","0.00024","0.00007199999999999999","0.00007199999999999999","0.00007199999999999999","0.000024","0.000024","0.000024","0.0000072","0.0000072","0.0000072","0.0072","0.0072","0.0072","0.0000024000000000000003","0.0000024000000000000003","0.0000024000000000000003"
"130","0.0026000000000000003","0.0026000000000000003","0.0026000000000000003","0.0015600000000000002","0.0015600000000000002","0.0015600000000000002","0.0007800000000000001","0.0007800000000000001","0.0007800000000000001","0.00026000000000000003","0.00026000000000000003","0.00026000000000000003","0.000078","0.000078","0.000078","0.000026000000000000002","0.000026000000000000002","0.000026000000000000002","0.0000078","0.0000078","0.0000078","0.0078","0.0078","0.0078","0.0000026","0.0000026","0.0000026"
"140","0.0028000000000000004","0.0028000000000000004","0.0028000000000000004","0.0016800000000000003","0.0016800000000000003","0.0016800000000000003","0.0008400000000000001","0.0008400000000000001","0.0008400000000000001","0.00028000000000000003","0.00028000000000000003","0.00028000000000000003","0.000084","0.000084","0.000084","0.000028000000000000003","0.000028000000000000003","0.000028000000000000003","0.000008400000000000001","0.000008400000000000001","0.000008400000000000001","0.008400000000000001","0.008400000000000001","0.008400000000000001","0.0000028000000000000003","0.0000028000000000000003","0.0000028000000000000003"
"150","0.003","0.003","0.003","0.0018","0.0018","0.0018","0.0009","0.0009","0.0009","0.0003","0.0003","0.0003","0.00008999999999999999","0.00008999999999999999","0.00008999999999999999","0.00003","0.00003","0.00003","0.000009","0.000009","0.000009","0.009","0.009","0.009","0.000003","0.000003","0.000003"
"160","0.0032","0.0032","0.0032","0.00192","0.00192","0.00192","0.00096","0.00096","0.00096","0.00032","0.00032","0.00032","0.00009599999999999999","0.00009599999999999999","0.00009599999999999999","0.000032000000000000005","0.000032000000000000005","0.000032000000000000005","0.000009600000000000001","0.000009600000000000001","0.000009600000000000001","0.0096","0.0096","0.0096","0.0000032000000000000003","0.0000032000000000000003","0.0000032000000000000003"
"170","0.0034000000000000002","0.0034000000000000002","0.0034000000000000002","0.00204","0.00204","0.00204","0.00102","0.00102","0.00102","0.00034","0.00034","0.00034","0.000102","0.000102","0.000102","0.000034000000000000007","0.000034000000000000007","0.000034000000000000007","0.0000102","0.0000102","0.0000102","0.0102","0.0102","0.0102","0.0000034000000000000005","0.0000034000000000000005","0.0000034000000000000005"
"180","0.0036","0.0036","0.0036","0.00216","0.00216","0.00216","0.00108","0.00108","0.00108","0.00035999999999999997","0.00035999999999999997","0.00035999999999999997","0.00010799999999999998","0.00010799999999999998","0.00010799999999999998","0.000036","0.000036","0.000036","0.0000108","0.0000108","0.0000108","0.010799999999999999","0.010799999999999999","0.010799999999999999","0.0000036000000000000003","0.0000036000000000000003","0.0000036000000000000003"
"190","0.0038","0.0038","0.0038","0.00228","0.00228","0.00228","0.00114","0.00114","0.00114","0.00038","0.00038","0.00038","0.00011399999999999999","0.00011399999999999999","0.00011399999999999999","0.000038","0.000038","0.000038","0.000011400000000000001","0.000011400000000000001","0.000011400000000000001","0.0114","0.0114","0.0114","0.0000038000000000000005","0.0000038000000000000005","0.0000038000000000000005"
"200","0.004","0.004","0.004","0.0024000000000000002","0.0024000000000000002","0.0024000000000000002","0.0012000000000000001","0.0012000000000000001","0.0012000000000000001","0.0004","0.0004","0.0004","0.00011999999999999999","0.00011999999999999999","0.00011999999999999999","0.00004","0.00004","0.00004","0.000012","0.000012","0.000012","0.012","0.012","0.012","0.000004000000000000001","0.000004000000000000001","0.000004000000000000001"
"210","0.0042","0.0042","0.0042","0.00252","0.00252","0.00252","0.00126","0.00126","0.00126","0.00042","0.00042","0.00042","0.00012599999999999997","0.00012599999999999997","0.00012599999999999997","0.000042","0.000042","0.000042","0.0000126","0.0000126","0.0000126","0.012599999999999998","0.012599999999999998","0.012599999999999998","0.0000042000000000000004","0.0000042000000000000004","0.0000042000000000000004"
"220","0.0044","0.0044","0.0044","0.00264","0.00264","0.00264","0.00132","0.00132","0.00132","0.00044","0.00044","0.00044","0.00013199999999999998","0.00013199999999999998","0.00013199999999999998","0.000044000000000000006","0.000044000000000000006","0.000044000000000000006","0.0000132","0.0000132","0.0000132","0.0132","0.0132","0.0132","0.0000044","0.0000044","0.0000044"
"230","0.0046","0.0046","0.0046","0.0027600000000000003","0.0027600000000000003","0.0027600000000000003","0.0013800000000000002","0.0013800000000000002","0.0013800000000000002","0.00046","0.00046","0.00046","0.000138","0.000138","0.000138","0.00004600000000000001","0.00004600000000000001","0.00004600000000000001","0.000013800000000000002","0.000013800000000000002","0.000013800000000000002","0.0138","0.0138","0.0138","0.000004600000000000001","0.000004600000000000001","0.000004600000000000001"
"240","0.0048","0.0048","0.0048","0.0028799999999999997","0.0028799999999999997","0.0028799999999999997","0.0014399999999999999","0.0014399999999999999","0.0014399999999999999","0.00048","0.00048","0.00048","0.00014399999999999998","0.00014399999999999998","0.00014399999999999998","0.000048","0.000048","0.000048","0.0000144","0.0000144","0.0000144","0.0144","0.0144","0.0144","0.000004800000000000001","0.000004800000000000001","0.000004800000000000001"
"250","0.005","0.005","0.005","0.003","0.003","0.003","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.00015","0.00015","0.00015","0.00005","0.00005","0.00005","0.000015","0.000015","0.000015","0.015","0.015","0.015","0.000005","0.000005","0.000005"
"260","0.005200000000000001","0.005200000000000001","0.005200000000000001","0.0031200000000000004","0.0031200000000000004","0.0031200000000000004","0.0015600000000000002","0.0015600000000000002","0.0015600000000000002","0.0005200000000000001","0.0005200000000000001","0.0005200000000000001","0.000156","0.000156","0.000156","0.000052000000000000004","0.000052000000000000004","0.000052000000000000004","0.0000156","0.0000156","0.0000156","0.0156","0.0156","0.0156","0.0000052","0.0000052","0.0000052"
"270","0.0054","0.0054","0.0054","0.0032400000000000003","0.0032400000000000003","0.0032400000000000003","0.0016200000000000001","0.0016200000000000001","0.0016200000000000001","0.00054","0.00054","0.00054","0.000162","0.000162","0.000162","0.000054000000000000005","0.000054000000000000005","0.000054000000000000005","0.0000162","0.0000162","0.0000162","0.0162","0.0162","0.0162","0.000005400000000000001","0.000005400000000000001","0.000005400000000000001"
"280","0.005600000000000001","0.005600000000000001","0.005600000000000001","0.0033600000000000006","0.0033600000000000006","0.0033600000000000006","0.0016800000000000003","0.0016800000000000003","0.0016800000000000003","0.0005600000000000001","0.0005600000000000001","0.0005600000000000001","0.000168","0.000168","0.000168","0.000056000000000000006","0.000056000000000000006","0.000056000000000000006","0.000016800000000000002","0.000016800000000000002","0.000016800000000000002","0.016800000000000002","0.016800000000000002","0.016800000000000002","0.000005600000000000001","0.000005600000000000001","0.000005600000000000001"
"290","0.0058","0.0058","0.0058","0.00348","0.00348","0.00348","0.00174","0.00174","0.00174","0.00058","0.00058","0.00058","0.00017399999999999997","0.00017399999999999997","0.00017399999999999997","0.000058","0.000058","0.000058","0.0000174","0.0000174","0.0000174","0.0174","0.0174","0.0174","0.0000058","0.0000058","0.0000058"
"300","0.006","0.006","0.006","0.0036","0.0036","0.0036","0.0018","0.0018","0.0018","0.0006","0.0006","0.0006","0.00017999999999999998","0.00017999999999999998","0.00017999999999999998","0.00006","0.00006","0.00006","0.000018","0.000018","0.000018","0.018","0.018","0.018","0.000006","0.000006","0.000006"
"310","0.0062","0.0062","0.0062","0.00372","0.00372","0.00372","0.00186","0.00186","0.00186","0.00062","0.00062","0.00062","0.000186","0.000186","0.000186","0.000062","0.000062","0.000062","0.0000186","0.0000186","0.0000186","0.0186","0.0186","0.0186","0.000006200000000000001","0.000006200000000000001","0.000006200000000000001"
"320","0.0064","0.0064","0.0064","0.00384","0.00384","0.00384","0.00192","0.00192","0.00192","0.00064","0.00064","0.00064","0.00019199999999999998","0.00019199999999999998","0.00019199999999999998","0.00006400000000000001","0.00006400000000000001","0.00006400000000000001","0.000019200000000000003","0.000019200000000000003","0.000019200000000000003","0.0192","0.0192","0.0192","0.0000064000000000000006","0.0000064000000000000006","0.0000064000000000000006"
"330","0.006600000000000001","0.006600000000000001","0.006600000000000001","0.00396","0.00396","0.00396","0.00198","0.00198","0.00198","0.00066","0.00066","0.00066","0.000198","0.000198","0.000198","0.000066","0.000066","0.000066","0.0000198","0.0000198","0.0000198","0.0198","0.0198","0.0198","0.000006600000000000001","0.000006600000000000001","0.000006600000000000001"
"340","0.0068000000000000005","0.0068000000000000005","0.0068000000000000005","0.00408","0.00408","0.00408","0.00204","0.00204","0.00204","0.00068","0.00068","0.00068","0.000204","0.000204","0.000204","0.00006800000000000001","0.00006800000000000001","0.00006800000000000001","0.0000204","0.0000204","0.0000204","0.0204","0.0204","0.0204","0.000006800000000000001","0.000006800000000000001","0.000006800000000000001"
"350","0.006999999999999999","0.006999999999999999","0.006999999999999999","0.0042","0.0042","0.0042","0.0021","0.0021","0.0021","0.0007","0.0007","0.0007","0.00020999999999999998","0.00020999999999999998","0.00020999999999999998","0.00007","0.00007","0.00007","0.000021","0.000021","0.000021","0.020999999999999998","0.020999999999999998","0.020999999999999998","0.000007","0.000007","0.000007"
"360","0.0072","0.0072","0.0072","0.00432","0.00432","0.00432","0.00216","0.00216","0.00216","0.0007199999999999999","0.0007199999999999999","0.0007199999999999999","0.00021599999999999996","0.00021599999999999996","0.00021599999999999996","0.000072","0.000072","0.000072","0.0000216","0.0000216","0.0000216","0.021599999999999998","0.021599999999999998","0.021599999999999998","0.0000072000000000000005","0.0000072000000000000005","0.0000072000000000000005"
"370","0.0074","0.0074","0.0074","0.00444","0.00444","0.00444","0.00222","0.00222","0.00222","0.00074","0.00074","0.00074","0.00022199999999999998","0.00022199999999999998","0.00022199999999999998","0.000074","0.000074","0.000074","0.0000222","0.0000222","0.0000222","0.022199999999999998","0.022199999999999998","0.022199999999999998","0.0000074","0.0000074","0.0000074"
"380","0.0076","0.0076","0.0076","0.00456","0.00456","0.00456","0.00228","0.00228","0.00228","0.00076","0.00076","0.00076","0.00022799999999999999","0.00022799999999999999","0.00022799999999999999","0.000076","0.000076","0.000076","0.000022800000000000002","0.000022800000000000002","0.000022800000000000002","0.0228","0.0228","0.0228","0.000007600000000000001","0.000007600000000000001","0.000007600000000000001"
"390","0.0078000000000000005","0.0078000000000000005","0.0078000000000000005","0.00468","0.00468","0.00468","0.00234","0.00234","0.00234","0.0007800000000000001","0.0007800000000000001","0.0007800000000000001","0.000234","0.000234","0.000234","0.00007800000000000001","0.00007800000000000001","0.00007800000000000001","0.000023400000000000003","0.000023400000000000003","0.000023400000000000003","0.0234","0.0234","0.0234","0.000007800000000000002","0.000007800000000000002","0.000007800000000000002"
"400","0.008","0.008","0.008","0.0048000000000000004","0.0048000000000000004","0.0048000000000000004","0.0024000000000000002","0.0024000000000000002","0.0024000000000000002","0.0008","0.0008","0.0008","0.00023999999999999998","0.00023999999999999998","0.00023999999999999998","0.00008","0.00008","0.00008","0.000024","0.000024","0.000024","0.024","0.024","0.024","0.000008000000000000001","0.000008000000000000001","0.000008000000000000001"
"410","0.008199999999999999","0.008199999999999999","0.008199999999999999","0.00492","0.00492","0.00492","0.00246","0.00246","0.00246","0.00082","0.00082","0.00082","0.00024599999999999996","0.00024599999999999996","0.00024599999999999996","0.000082","0.000082","0.000082","0.000024599999999999998","0.000024599999999999998","0.000024599999999999998","0.024599999999999997","0.024599999999999997","0.024599999999999997","0.0000082","0.0000082","0.0000082"
"420","0.0084","0.0084","0.0084","0.00504","0.00504","0.00504","0.00252","0.00252","0.00252","0.00084","0.00084","0.00084","0.00025199999999999995","0.00025199999999999995","0.00025199999999999995","0.000084","0.000084","0.000084","0.0000252","0.0000252","0.0000252","0.025199999999999997","0.025199999999999997","0.025199999999999997","0.000008400000000000001","0.000008400000000000001","0.000008400000000000001"
"430","0.0086","0.0086","0.0086","0.00516","0.00516","0.00516","0.00258","0.00258","0.00258","0.00086","0.00086","0.00086","0.000258","0.000258","0.000258","0.000086","0.000086","0.000086","0.0000258","0.0000258","0.0000258","0.0258","0.0258","0.0258","0.0000086","0.0000086","0.0000086"
"440","0.0088","0.0088","0.0088","0.00528","0.00528","0.00528","0.00264","0.00264","0.00264","0.00088","0.00088","0.00088","0.00026399999999999997","0.00026399999999999997","0.00026399999999999997","0.00008800000000000001","0.00008800000000000001","0.00008800000000000001","0.0000264","0.0000264","0.0000264","0.0264","0.0264","0.0264","0.0000088","0.0000088","0.0000088"
"450","0.009000000000000001","0.009000000000000001","0.009000000000000001","0.0054","0.0054","0.0054","0.0027","0.0027","0.0027","0.0009000000000000001","0.0009000000000000001","0.0009000000000000001","0.00027","0.00027","0.00027","0.00009","0.00009","0.00009","0.000027000000000000002","0.000027000000000000002","0.000027000000000000002","0.027","0.027","0.027","0.000009","0.000009","0.000009"
"460","0.0092","0.0092","0.0092","0.005520000000000001","0.005520000000000001","0.005520000000000001","0.0027600000000000003","0.0027600000000000003","0.0027600000000000003","0.00092","0.00092","0.00092","0.000276","0.000276","0.000276","0.00009200000000000001","0.00009200000000000001","0.00009200000000000001","0.000027600000000000003","0.000027600000000000003","0.000027600000000000003","0.0276","0.0276","0.0276","0.000009200000000000002","0.000009200000000000002","0.000009200000000000002"
"470","0.0094","0.0094","0.0094","0.00564","0.00564","0.00564","0.00282","0.00282","0.00282","0.00094","0.00094","0.00094","0.00028199999999999997","0.00028199999999999997","0.00028199999999999997","0.000094","0.000094","0.000094","0.000028199999999999998","0.000028199999999999998","0.000028199999999999998","0.028199999999999996","0.028199999999999996","0.028199999999999996","0.0000094","0.0000094","0.0000094"
"480","0.0096","0.0096","0.0096","0.0057599999999999995","0.0057599999999999995","0.0057599999999999995","0.0028799999999999997","0.0028799999999999997","0.0028799999999999997","0.00096","0.00096","0.00096","0.00028799999999999995","0.00028799999999999995","0.00028799999999999995","0.000096","0.000096","0.000096","0.0000288","0.0000288","0.0000288","0.0288","0.0288","0.0288","0.000009600000000000001","0.000009600000000000001","0.000009600000000000001"
"490","0.0098","0.0098","0.0098","0.00588","0.00588","0.00588","0.00294","0.00294","0.00294","0.00098","0.00098","0.00098","0.000294","0.000294","0.000294","0.000098","0.000098","0.000098","0.0000294","0.0000294","0.0000294","0.0294","0.0294","0.0294","0.000009800000000000001","0.000009800000000000001","0.000009800000000000001"
"500","0.010000000000000002","0.010000000000000002","0.010000000000000002","0.006","0.006","0.006","0.003","0.003","0.003","0.001","0.001","0.001","0.0002999999999999999","0.0002999999999999999","0.0002999999999999999","0.0001","0.0001","0.0001","0.000029999999999999997","0.000029999999999999997","0.000029999999999999997","0.03","0.03","0.03","0.00001","0.00001","0.00001"
"510","0.009999890338174278","0.009999890338174278","0.009999890338174278","0.005999934202904566","0.005999934202904566","0.005999934202904566","0.002999967101452283","0.002999967101452283","0.002999967101452283","0.0009999890338174275","0.0009999890338174275","0.0009999890338174275","0.0002999967101452282","0.0002999967101452282","0.0002999967101452282","0.00009999890338174276","0.00009999890338174276","0.00009999890338174276","0.000029999671014522825","0.000029999671014522825","0.000029999671014522825","0.029999671014522826","0.029999671014522826","0.029999671014522826","0.000009999890338174277","0.000009999890338174277","0.000009999890338174277"
"520","0.009999561358041871","0.009999561358041871","0.009999561358041871","0.005999736814825122","0.005999736814825122","0.005999736814825122","0.002999868407412561","0.002999868407412561","0.002999868407412561","0.0009999561358041869","0.0009999561358041869","0.0009999561358041869","0.00029998684074125604","0.00029998684074125604","0.00029998684074125604","0.0000999956135804187","0.0000999956135804187","0.0000999956135804187","0.000029998684074125606","0.000029998684074125606","0.000029998684074125606","0.029998684074125606","0.029998684074125606","0.029998684074125606","0.00000999956135804187","0.00000999956135804187","0.00000999956135804187"
"530","0.009999013075636807","0.009999013075636807","0.009999013075636807","0.005999407845382083","0.005999407845382083","0.005999407845382083","0.0029997039226910415","0.0029997039226910415","0.0029997039226910415","0.0009999013075636803","0.0009999013075636803","0.0009999013075636803","0.0002999703922691041","0.0002999703922691041","0.0002999703922691041","0.00009999013075636805","0.00009999013075636805","0.00009999013075636805","0.000029997039226910414","0.000029997039226910414","0.000029997039226910414","0.029997039226910414","0.029997039226910414","0.029997039226910414","0.000009999013075636806","0.000009999013075636806","0.000009999013075636806"
"540","0.009998245517681595","0.009998245517681595","0.009998245517681595","0.005998947310608956","0.005998947310608956","0.005998947310608956","0.002999473655304478","0.002999473655304478","0.002999473655304478","0.0009998245517681594","0.0009998245517681594","0.0009998245517681594","0.00029994736553044777","0.00029994736553044777","0.00029994736553044777","0.00009998245517681595","0.00009998245517681595","0.00009998245517681595","0.000029994736553044784","0.000029994736553044784","0.000029994736553044784","0.02999473655304478","0.02999473655304478","0.02999473655304478","0.000009998245517681596","0.000009998245517681596","0.000009998245517681596"
"550","0.009997258721585932","0.009997258721585932","0.009997258721585932","0.005998355232951559","0.005998355232951559","0.005998355232951559","0.0029991776164757793","0.0029991776164757793","0.0029991776164757793","0.000999725872158593","0.000999725872158593","0.000999725872158593","0.00029991776164757793","0.00029991776164757793","0.00029991776164757793","0.00009997258721585932","0.00009997258721585932","0.00009997258721585932","0.000029991776164757796","0.000029991776164757796","0.000029991776164757796","0.029991776164757792","0.029991776164757792","0.029991776164757792","0.000009997258721585933","0.000009997258721585933","0.000009997258721585933"
"560","0.009996052735444863","0.009996052735444863","0.009996052735444863","0.005997631641266918","0.005997631641266918","0.005997631641266918","0.002998815820633459","0.002998815820633459","0.002998815820633459","0.0009996052735444863","0.0009996052735444863","0.0009996052735444863","0.00029988158206334587","0.00029988158206334587","0.00029988158206334587","0.00009996052735444863","0.00009996052735444863","0.00009996052735444863","0.000029988158206334587","0.000029988158206334587","0.000029988158206334587","0.029988158206334586","0.029988158206334586","0.029988158206334586","0.000009996052735444863","0.000009996052735444863","0.000009996052735444863"
"570","0.009994627618036454","0.009994627618036454","0.009994627618036454","0.005996776570821872","0.005996776570821872","0.005996776570821872","0.002998388285410936","0.002998388285410936","0.002998388285410936","0.0009994627618036453","0.0009994627618036453","0.0009994627618036453","0.00029983882854109356","0.00029983882854109356","0.00029983882854109356","0.00009994627618036454","0.00009994627618036454","0.00009994627618036454","0.00002998388285410936","0.00002998388285410936","0.00002998388285410936","0.02998388285410936","0.02998388285410936","0.02998388285410936","0.000009994627618036455","0.000009994627618036455","0.000009994627618036455"
"580","0.009992983438818916","0.009992983438818916","0.009992983438818916","0.005995790063291349","0.005995790063291349","0.005995790063291349","0.0029978950316456743","0.0029978950316456743","0.0029978950316456743","0.0009992983438818915","0.0009992983438818915","0.0009992983438818915","0.00029978950316456737","0.00029978950316456737","0.00029978950316456737","0.00009992983438818915","0.00009992983438818915","0.00009992983438818915","0.000029978950316456742","0.000029978950316456742","0.000029978950316456742","0.029978950316456743","0.029978950316456743","0.029978950316456743","0.000009992983438818916","0.000009992983438818916","0.000009992983438818916"
"590","0.009991120277927222","0.009991120277927222","0.009991120277927222","0.005994672166756333","0.005994672166756333","0.005994672166756333","0.0029973360833781665","0.0029973360833781665","0.0029973360833781665","0.0009991120277927223","0.0009991120277927223","0.0009991120277927223","0.0002997336083378166","0.0002997336083378166","0.0002997336083378166","0.00009991120277927223","0.00009991120277927223","0.00009991120277927223","0.000029973360833781663","0.000029973360833781663","0.000029973360833781663","0.029973360833781666","0.029973360833781666","0.029973360833781666","0.000009991120277927222","0.000009991120277927222","0.000009991120277927222"
"600","0.00998903822616921","0.00998903822616921","0.00998903822616921","0.005993422935701526","0.005993422935701526","0.005993422935701526","0.002996711467850763","0.002996711467850763","0.002996711467850763","0.0009989038226169207","0.0009989038226169207","0.0009989038226169207","0.0002996711467850762","0.0002996711467850762","0.0002996711467850762","0.00009989038226169209","0.00009989038226169209","0.00009989038226169209","0.000029967114678507622","0.000029967114678507622","0.000029967114678507622","0.029967114678507625","0.029967114678507625","0.029967114678507625","0.00000998903822616921","0.00000998903822616921","0.00000998903822616921"
"610","0.009986737385021142","0.009986737385021142","0.009986737385021142","0.005992042431012685","0.005992042431012685","0.005992042431012685","0.0029960212155063426","0.0029960212155063426","0.0029960212155063426","0.0009986737385021141","0.0009986737385021141","0.0009986737385021141","0.0002996021215506342","0.0002996021215506342","0.0002996021215506342","0.00009986737385021142","0.00009986737385021142","0.00009986737385021142","0.000029960212155063426","0.000029960212155063426","0.000029960212155063426","0.029960212155063424","0.029960212155063424","0.029960212155063424","0.000009986737385021142","0.000009986737385021142","0.000009986737385021142"
"620","0.00998421786662277","0.00998421786662277","0.00998421786662277","0.005990530719973662","0.005990530719973662","0.005990530719973662","0.002995265359986831","0.002995265359986831","0.002995265359986831","0.000998421786662277","0.000998421786662277","0.000998421786662277","0.000299526535998683","0.000299526535998683","0.000299526535998683","0.0000998421786662277","0.0000998421786662277","0.0000998421786662277","0.000029952653599868306","0.000029952653599868306","0.000029952653599868306","0.029952653599868307","0.029952653599868307","0.029952653599868307","0.000009984217866622771","0.000009984217866622771","0.000009984217866622771"
