"Step","ts-lr0.01 - train/lr","ts-lr0.01 - train/lr__MIN","ts-lr0.01 - train/lr__MAX","ts-lr0.006 - train/lr","ts-lr0.006 - train/lr__MIN","ts-lr0.006 - train/lr__MAX","ts-lr0.003 - train/lr","ts-lr0.003 - train/lr__MIN","ts-lr0.003 - train/lr__MAX","ts-lr0.001 - train/lr","ts-lr0.001 - train/lr__MIN","ts-lr0.001 - train/lr__MAX","ts-lr0.0003 - train/lr","ts-lr0.0003 - train/lr__MIN","ts-lr0.0003 - train/lr__MAX","ts-lr0.0001 - train/lr","ts-lr0.0001 - train/lr__MIN","ts-lr0.0001 - train/lr__MAX","ts-lr3e-05 - train/lr","ts-lr3e-05 - train/lr__MIN","ts-lr3e-05 - train/lr__MAX","ts-lr0.03 - train/lr","ts-lr0.03 - train/lr__MIN","ts-lr0.03 - train/lr__MAX","ts-lr1e-05 - train/lr","ts-lr1e-05 - train/lr__MIN","ts-lr1e-05 - train/lr__MAX"
"970","0.009759921670520633","0.009759921670520633","0.009759921670520633","0.00585595300231238","0.00585595300231238","0.00585595300231238","0.00292797650115619","0.00292797650115619","0.00292797650115619","0.0009759921670520634","0.0009759921670520634","0.0009759921670520634","0.0002927976501156189","0.0002927976501156189","0.0002927976501156189","0.00009759921670520634","0.00009759921670520634","0.00009759921670520634","0.0000292797650115619","0.0000292797650115619","0.0000292797650115619","0.0292797650115619","0.0292797650115619","0.0292797650115619","0.000009759921670520634","0.000009759921670520634","0.000009759921670520634"
"980","0.009749693666068666","0.009749693666068666","0.009749693666068666","0.005849816199641198","0.005849816199641198","0.005849816199641198","0.002924908099820599","0.002924908099820599","0.002924908099820599","0.0009749693666068665","0.0009749693666068665","0.0009749693666068665","0.0002924908099820599","0.0002924908099820599","0.0002924908099820599","0.00009749693666068665","0.00009749693666068665","0.00009749693666068665","0.00002924908099820599","0.00002924908099820599","0.00002924908099820599","0.029249080998205994","0.029249080998205994","0.029249080998205994","0.000009749693666068666","0.000009749693666068666","0.000009749693666068666"
"990","0.009739258537542837","0.009739258537542837","0.009739258537542837","0.005843555122525701","0.005843555122525701","0.005843555122525701","0.0029217775612628504","0.0029217775612628504","0.0029217775612628504","0.0009739258537542836","0.0009739258537542836","0.0009739258537542836","0.000292177756126285","0.000292177756126285","0.000292177756126285","0.00009739258537542835","0.00009739258537542835","0.00009739258537542835","0.000029217775612628507","0.000029217775612628507","0.000029217775612628507","0.029217775612628505","0.029217775612628505","0.029217775612628505","0.000009739258537542836","0.000009739258537542836","0.000009739258537542836"
"1000","0.00972861679353659","0.00972861679353659","0.00972861679353659","0.0058371700761219525","0.0058371700761219525","0.0058371700761219525","0.0029185850380609763","0.0029185850380609763","0.0029185850380609763","0.0009728616793536588","0.0009728616793536588","0.0009728616793536588","0.0002918585038060976","0.0002918585038060976","0.0002918585038060976","0.00009728616793536588","0.00009728616793536588","0.00009728616793536588","0.00002918585038060976","0.00002918585038060976","0.00002918585038060976","0.029185850380609762","0.029185850380609762","0.029185850380609762","0.000009728616793536588","0.000009728616793536588","0.000009728616793536588"
"1010","0.009717768952713514","0.009717768952713514","0.009717768952713514","0.005830661371628108","0.005830661371628108","0.005830661371628108","0.002915330685814054","0.002915330685814054","0.002915330685814054","0.0009717768952713512","0.0009717768952713512","0.0009717768952713512","0.0002915330685814053","0.0002915330685814053","0.0002915330685814053","0.00009717768952713513","0.00009717768952713513","0.00009717768952713513","0.000029153306858140538","0.000029153306858140538","0.000029153306858140538","0.029153306858140535","0.029153306858140535","0.029153306858140535","0.000009717768952713512","0.000009717768952713512","0.000009717768952713512"
"1020","0.009706715543782066","0.009706715543782066","0.009706715543782066","0.005824029326269239","0.005824029326269239","0.005824029326269239","0.0029120146631346194","0.0029120146631346194","0.0029120146631346194","0.0009706715543782064","0.0009706715543782064","0.0009706715543782064","0.00029120146631346185","0.00029120146631346185","0.00029120146631346185","0.00009706715543782065","0.00009706715543782065","0.00009706715543782065","0.00002912014663134619","0.00002912014663134619","0.00002912014663134619","0.029120146631346194","0.029120146631346194","0.029120146631346194","0.000009706715543782065","0.000009706715543782065","0.000009706715543782065"
"1030","0.009695457105469804","0.009695457105469804","0.009695457105469804","0.005817274263281883","0.005817274263281883","0.005817274263281883","0.0029086371316409416","0.0029086371316409416","0.0029086371316409416","0.0009695457105469805","0.0009695457105469805","0.0009695457105469805","0.0002908637131640941","0.0002908637131640941","0.0002908637131640941","0.00009695457105469806","0.00009695457105469806","0.00009695457105469806","0.000029086371316409416","0.000029086371316409416","0.000029086371316409416","0.029086371316409412","0.029086371316409412","0.029086371316409412","0.000009695457105469806","0.000009695457105469806","0.000009695457105469806"
"1040","0.009683994186497132","0.009683994186497132","0.009683994186497132","0.005810396511898279","0.005810396511898279","0.005810396511898279","0.0029051982559491394","0.0029051982559491394","0.0029051982559491394","0.0009683994186497131","0.0009683994186497131","0.0009683994186497131","0.0002905198255949139","0.0002905198255949139","0.0002905198255949139","0.00009683994186497131","0.00009683994186497131","0.00009683994186497131","0.000029051982559491394","0.000029051982559491394","0.000029051982559491394","0.02905198255949139","0.02905198255949139","0.02905198255949139","0.000009683994186497132","0.000009683994186497132","0.000009683994186497132"
"1050","0.009672327345550544","0.009672327345550544","0.009672327345550544","0.005803396407330326","0.005803396407330326","0.005803396407330326","0.002901698203665163","0.002901698203665163","0.002901698203665163","0.0009672327345550543","0.0009672327345550543","0.0009672327345550543","0.0002901698203665162","0.0002901698203665162","0.0002901698203665162","0.00009672327345550543","0.00009672327345550543","0.00009672327345550543","0.00002901698203665163","0.00002901698203665163","0.00002901698203665163","0.02901698203665163","0.02901698203665163","0.02901698203665163","0.000009672327345550544","0.000009672327345550544","0.000009672327345550544"
"1060","0.009660457151255412","0.009660457151255412","0.009660457151255412","0.005796274290753246","0.005796274290753246","0.005796274290753246","0.002898137145376623","0.002898137145376623","0.002898137145376623","0.0009660457151255409","0.0009660457151255409","0.0009660457151255409","0.0002898137145376622","0.0002898137145376622","0.0002898137145376622","0.0000966045715125541","0.0000966045715125541","0.0000966045715125541","0.00002898137145376623","0.00002898137145376623","0.00002898137145376623","0.02898137145376623","0.02898137145376623","0.02898137145376623","0.000009660457151255411","0.000009660457151255411","0.000009660457151255411"
"1070","0.009648384182148254","0.009648384182148254","0.009648384182148254","0.005789030509288952","0.005789030509288952","0.005789030509288952","0.002894515254644476","0.002894515254644476","0.002894515254644476","0.0009648384182148253","0.0009648384182148253","0.0009648384182148253","0.0002894515254644475","0.0002894515254644475","0.0002894515254644475","0.00009648384182148252","0.00009648384182148252","0.00009648384182148252","0.000028945152546444757","0.000028945152546444757","0.000028945152546444757","0.028945152546444756","0.028945152546444756","0.028945152546444756","0.000009648384182148254","0.000009648384182148254","0.000009648384182148254"
"1080","0.009636109026648555","0.009636109026648555","0.009636109026648555","0.005781665415989133","0.005781665415989133","0.005781665415989133","0.0028908327079945665","0.0028908327079945665","0.0028908327079945665","0.0009636109026648555","0.0009636109026648555","0.0009636109026648555","0.0002890832707994566","0.0002890832707994566","0.0002890832707994566","0.00009636109026648555","0.00009636109026648555","0.00009636109026648555","0.000028908327079945663","0.000028908327079945663","0.000028908327079945663","0.028908327079945662","0.028908327079945662","0.028908327079945662","0.000009636109026648555","0.000009636109026648555","0.000009636109026648555"
"1090","0.009623632283030079","0.009623632283030079","0.009623632283030079","0.005774179369818047","0.005774179369818047","0.005774179369818047","0.0028870896849090234","0.0028870896849090234","0.0028870896849090234","0.0009623632283030078","0.0009623632283030078","0.0009623632283030078","0.0002887089684909023","0.0002887089684909023","0.0002887089684909023","0.00009623632283030079","0.00009623632283030079","0.00009623632283030079","0.000028870896849090232","0.000028870896849090232","0.000028870896849090232","0.028870896849090232","0.028870896849090232","0.028870896849090232","0.000009623632283030079","0.000009623632283030079","0.000009623632283030079"
"1100","0.009610954559391705","0.009610954559391705","0.009610954559391705","0.005766572735635022","0.005766572735635022","0.005766572735635022","0.002883286367817511","0.002883286367817511","0.002883286367817511","0.0009610954559391703","0.0009610954559391703","0.0009610954559391703","0.00028832863678175105","0.00028832863678175105","0.00028832863678175105","0.00009610954559391703","0.00009610954559391703","0.00009610954559391703","0.00002883286367817511","0.00002883286367817511","0.00002883286367817511","0.02883286367817511","0.02883286367817511","0.02883286367817511","0.000009610954559391704","0.000009610954559391704","0.000009610954559391704"
"1110","0.009598076473627797","0.009598076473627797","0.009598076473627797","0.005758845884176678","0.005758845884176678","0.005758845884176678","0.002879422942088339","0.002879422942088339","0.002879422942088339","0.0009598076473627797","0.0009598076473627797","0.0009598076473627797","0.00028794229420883385","0.00028794229420883385","0.00028794229420883385","0.00009598076473627796","0.00009598076473627796","0.00009598076473627796","0.00002879422942088339","0.00002879422942088339","0.00002879422942088339","0.028794229420883388","0.028794229420883388","0.028794229420883388","0.000009598076473627798","0.000009598076473627798","0.000009598076473627798"
"1120","0.00958499865339809","0.00958499865339809","0.00958499865339809","0.005750999192038853","0.005750999192038853","0.005750999192038853","0.0028754995960194266","0.0028754995960194266","0.0028754995960194266","0.000958499865339809","0.000958499865339809","0.000958499865339809","0.0002875499596019426","0.0002875499596019426","0.0002875499596019426","0.0000958499865339809","0.0000958499865339809","0.0000958499865339809","0.000028754995960194263","0.000028754995960194263","0.000028754995960194263","0.028754995960194266","0.028754995960194266","0.028754995960194266","0.00000958499865339809","0.00000958499865339809","0.00000958499865339809"
"1130","0.009571721736097088","0.009571721736097088","0.009571721736097088","0.005743033041658253","0.005743033041658253","0.005743033041658253","0.0028715165208291265","0.0028715165208291265","0.0028715165208291265","0.0009571721736097088","0.0009571721736097088","0.0009571721736097088","0.00028715165208291254","0.00028715165208291254","0.00028715165208291254","0.00009571721736097089","0.00009571721736097089","0.00009571721736097089","0.000028715165208291267","0.000028715165208291267","0.000028715165208291267","0.028715165208291264","0.028715165208291264","0.028715165208291264","0.000009571721736097089","0.000009571721736097089","0.000009571721736097089"
"1140","0.009558246368823013","0.009558246368823013","0.009558246368823013","0.005734947821293808","0.005734947821293808","0.005734947821293808","0.002867473910646904","0.002867473910646904","0.002867473910646904","0.0009558246368823013","0.0009558246368823013","0.0009558246368823013","0.00028674739106469035","0.00028674739106469035","0.00028674739106469035","0.00009558246368823013","0.00009558246368823013","0.00009558246368823013","0.000028674739106469038","0.000028674739106469038","0.000028674739106469038","0.028674739106469036","0.028674739106469036","0.028674739106469036","0.000009558246368823013","0.000009558246368823013","0.000009558246368823013"
"1150","0.009544573208346254","0.009544573208346254","0.009544573208346254","0.005726743925007751","0.005726743925007751","0.005726743925007751","0.0028633719625038756","0.0028633719625038756","0.0028633719625038756","0.0009544573208346252","0.0009544573208346252","0.0009544573208346252","0.0002863371962503875","0.0002863371962503875","0.0002863371962503875","0.00009544573208346253","0.00009544573208346253","0.00009544573208346253","0.000028633719625038753","0.000028633719625038753","0.000028633719625038753","0.028633719625038755","0.028633719625038755","0.028633719625038755","0.000009544573208346252","0.000009544573208346252","0.000009544573208346252"
"1160","0.009530702921077359","0.009530702921077359","0.009530702921077359","0.005718421752646415","0.005718421752646415","0.005718421752646415","0.0028592108763232076","0.0028592108763232076","0.0028592108763232076","0.0009530702921077359","0.0009530702921077359","0.0009530702921077359","0.00028592108763232074","0.00028592108763232074","0.00028592108763232074","0.00009530702921077358","0.00009530702921077358","0.00009530702921077358","0.00002859210876323207","0.00002859210876323207","0.00002859210876323207","0.028592108763232073","0.028592108763232073","0.028592108763232073","0.00000953070292107736","0.00000953070292107736","0.00000953070292107736"
"1170","0.009516636183034565","0.009516636183034565","0.009516636183034565","0.005709981709820739","0.005709981709820739","0.005709981709820739","0.0028549908549103695","0.0028549908549103695","0.0028549908549103695","0.0009516636183034566","0.0009516636183034566","0.0009516636183034566","0.0002854990854910369","0.0002854990854910369","0.0002854990854910369","0.00009516636183034565","0.00009516636183034565","0.00009516636183034565","0.000028549908549103695","0.000028549908549103695","0.000028549908549103695","0.028549908549103695","0.028549908549103695","0.028549908549103695","0.000009516636183034567","0.000009516636183034567","0.000009516636183034567"
"1180","0.009502373679810841","0.009502373679810841","0.009502373679810841","0.005701424207886504","0.005701424207886504","0.005701424207886504","0.002850712103943252","0.002850712103943252","0.002850712103943252","0.0009502373679810839","0.0009502373679810839","0.0009502373679810839","0.00028507121039432514","0.00028507121039432514","0.00028507121039432514","0.0000950237367981084","0.0000950237367981084","0.0000950237367981084","0.000028507121039432515","0.000028507121039432515","0.000028507121039432515","0.028507121039432516","0.028507121039432516","0.028507121039432516","0.00000950237367981084","0.00000950237367981084","0.00000950237367981084"
"1190","0.009487916106540466","0.009487916106540466","0.009487916106540466","0.00569274966392428","0.00569274966392428","0.00569274966392428","0.00284637483196214","0.00284637483196214","0.00284637483196214","0.0009487916106540466","0.0009487916106540466","0.0009487916106540466","0.00028463748319621396","0.00028463748319621396","0.00028463748319621396","0.00009487916106540466","0.00009487916106540466","0.00009487916106540466","0.0000284637483196214","0.0000284637483196214","0.0000284637483196214","0.028463748319621396","0.028463748319621396","0.028463748319621396","0.000009487916106540466","0.000009487916106540466","0.000009487916106540466"
"1200","0.009473264167865172","0.009473264167865172","0.009473264167865172","0.005683958500719103","0.005683958500719103","0.005683958500719103","0.0028419792503595514","0.0028419792503595514","0.0028419792503595514","0.0009473264167865172","0.0009473264167865172","0.0009473264167865172","0.0002841979250359551","0.0002841979250359551","0.0002841979250359551","0.00009473264167865172","0.00009473264167865172","0.00009473264167865172","0.00002841979250359551","0.00002841979250359551","0.00002841979250359551","0.028419792503595512","0.028419792503595512","0.028419792503595512","0.000009473264167865172","0.000009473264167865172","0.000009473264167865172"
"1210","0.009458418577899776","0.009458418577899776","0.009458418577899776","0.005675051146739865","0.005675051146739865","0.005675051146739865","0.0028375255733699323","0.0028375255733699323","0.0028375255733699323","0.0009458418577899775","0.0009458418577899775","0.0009458418577899775","0.00028375255733699314","0.00028375255733699314","0.00028375255733699314","0.00009458418577899775","0.00009458418577899775","0.00009458418577899775","0.000028375255733699325","0.000028375255733699325","0.000028375255733699325","0.028375255733699322","0.028375255733699322","0.028375255733699322","0.000009458418577899775","0.000009458418577899775","0.000009458418577899775"
"1220","0.009443380060197386","0.009443380060197386","0.009443380060197386","0.005666028036118431","0.005666028036118431","0.005666028036118431","0.0028330140180592156","0.0028330140180592156","0.0028330140180592156","0.0009443380060197386","0.0009443380060197386","0.0009443380060197386","0.00028330140180592156","0.00028330140180592156","0.00028330140180592156","0.00009443380060197386","0.00009443380060197386","0.00009443380060197386","0.00002833014018059216","0.00002833014018059216","0.00002833014018059216","0.028330140180592156","0.028330140180592156","0.028330140180592156","0.000009443380060197387","0.000009443380060197387","0.000009443380060197387"
"1230","0.009428149347714146","0.009428149347714146","0.009428149347714146","0.005656889608628486","0.005656889608628486","0.005656889608628486","0.002828444804314243","0.002828444804314243","0.002828444804314243","0.0009428149347714144","0.0009428149347714144","0.0009428149347714144","0.0002828444804314242","0.0002828444804314242","0.0002828444804314242","0.00009428149347714143","0.00009428149347714143","0.00009428149347714143","0.00002828444804314243","0.00002828444804314243","0.00002828444804314243","0.028284448043142427","0.028284448043142427","0.028284448043142427","0.000009428149347714144","0.000009428149347714144","0.000009428149347714144"
"1240","0.009412727182773487","0.009412727182773487","0.009412727182773487","0.005647636309664091","0.005647636309664091","0.005647636309664091","0.0028238181548320457","0.0028238181548320457","0.0028238181548320457","0.0009412727182773486","0.0009412727182773486","0.0009412727182773486","0.00028238181548320457","0.00028238181548320457","0.00028238181548320457","0.00009412727182773486","0.00009412727182773486","0.00009412727182773486","0.000028238181548320454","0.000028238181548320454","0.000028238181548320454","0.028238181548320456","0.028238181548320456","0.028238181548320456","0.000009412727182773487","0.000009412727182773487","0.000009412727182773487"
"1250","0.009397114317029977","0.009397114317029977","0.009397114317029977","0.005638268590217985","0.005638268590217985","0.005638268590217985","0.0028191342951089924","0.0028191342951089924","0.0028191342951089924","0.0009397114317029975","0.0009397114317029975","0.0009397114317029975","0.00028191342951089924","0.00028191342951089924","0.00028191342951089924","0.00009397114317029975","0.00009397114317029975","0.00009397114317029975","0.000028191342951089925","0.000028191342951089925","0.000028191342951089925","0.028191342951089923","0.028191342951089923","0.028191342951089923","0.000009397114317029975","0.000009397114317029975","0.000009397114317029975"
"1260","0.00938131151143266","0.00938131151143266","0.00938131151143266","0.0056287869068595954","0.0056287869068595954","0.0056287869068595954","0.0028143934534297977","0.0028143934534297977","0.0028143934534297977","0.0009381311511432659","0.0009381311511432659","0.0009381311511432659","0.00028143934534297966","0.00028143934534297966","0.00028143934534297966","0.00009381311511432659","0.00009381311511432659","0.00009381311511432659","0.000028143934534297974","0.000028143934534297974","0.000028143934534297974","0.028143934534297976","0.028143934534297976","0.028143934534297976","0.000009381311511432659","0.000009381311511432659","0.000009381311511432659"
"1270","0.00936531953618799","0.00936531953618799","0.00936531953618799","0.0056191917217127945","0.0056191917217127945","0.0056191917217127945","0.0028095958608563973","0.0028095958608563973","0.0028095958608563973","0.000936531953618799","0.000936531953618799","0.000936531953618799","0.00028095958608563966","0.00028095958608563966","0.00028095958608563966","0.0000936531953618799","0.0000936531953618799","0.0000936531953618799","0.00002809595860856397","0.00002809595860856397","0.00002809595860856397","0.028095958608563967","0.028095958608563967","0.028095958608563967","0.00000936531953618799","0.00000936531953618799","0.00000936531953618799"
"1280","0.009349139170722283","0.009349139170722283","0.009349139170722283","0.0056094835024333685","0.0056094835024333685","0.0056094835024333685","0.0028047417512166843","0.0028047417512166843","0.0028047417512166843","0.000934913917072228","0.000934913917072228","0.000934913917072228","0.0002804741751216683","0.0002804741751216683","0.0002804741751216683","0.0000934913917072228","0.0000934913917072228","0.0000934913917072228","0.00002804741751216684","0.00002804741751216684","0.00002804741751216684","0.02804741751216684","0.02804741751216684","0.02804741751216684","0.00000934913917072228","0.00000934913917072228","0.00000934913917072228"
"1290","0.009332771203643717","0.009332771203643717","0.009332771203643717","0.005599662722186228","0.005599662722186228","0.005599662722186228","0.002799831361093114","0.002799831361093114","0.002799831361093114","0.0009332771203643714","0.0009332771203643714","0.0009332771203643714","0.00027998313610931135","0.00027998313610931135","0.00027998313610931135","0.00009332771203643715","0.00009332771203643715","0.00009332771203643715","0.00002799831361093114","0.00002799831361093114","0.00002799831361093114","0.02799831361093114","0.02799831361093114","0.02799831361093114","0.000009332771203643714","0.000009332771203643714","0.000009332771203643714"
"1300","0.009316216432703917","0.009316216432703917","0.009316216432703917","0.00558972985962235","0.00558972985962235","0.00558972985962235","0.002794864929811175","0.002794864929811175","0.002794864929811175","0.0009316216432703917","0.0009316216432703917","0.0009316216432703917","0.0002794864929811174","0.0002794864929811174","0.0002794864929811174","0.00009316216432703917","0.00009316216432703917","0.00009316216432703917","0.000027948649298111748","0.000027948649298111748","0.000027948649298111748","0.027948649298111746","0.027948649298111746","0.027948649298111746","0.000009316216432703918","0.000009316216432703918","0.000009316216432703918"
"1310","0.009299475664759069","0.009299475664759069","0.009299475664759069","0.005579685398855441","0.005579685398855441","0.005579685398855441","0.0027898426994277204","0.0027898426994277204","0.0027898426994277204","0.0009299475664759069","0.0009299475664759069","0.0009299475664759069","0.00027898426994277194","0.00027898426994277194","0.00027898426994277194","0.00009299475664759068","0.00009299475664759068","0.00009299475664759068","0.000027898426994277206","0.000027898426994277206","0.000027898426994277206","0.027898426994277203","0.027898426994277203","0.027898426994277203","0.000009299475664759068","0.000009299475664759068","0.000009299475664759068"
"1320","0.00928254971573058","0.00928254971573058","0.00928254971573058","0.005569529829438347","0.005569529829438347","0.005569529829438347","0.0027847649147191736","0.0027847649147191736","0.0027847649147191736","0.0009282549715730579","0.0009282549715730579","0.0009282549715730579","0.00027847649147191736","0.00027847649147191736","0.00027847649147191736","0.0000928254971573058","0.0000928254971573058","0.0000928254971573058","0.000027847649147191736","0.000027847649147191736","0.000027847649147191736","0.027847649147191737","0.027847649147191737","0.027847649147191737","0.000009282549715730579","0.000009282549715730579","0.000009282549715730579"
"1330","0.009265439410565329","0.009265439410565329","0.009265439410565329","0.005559263646339197","0.005559263646339197","0.005559263646339197","0.0027796318231695983","0.0027796318231695983","0.0027796318231695983","0.0009265439410565328","0.0009265439410565328","0.0009265439410565328","0.0002779631823169598","0.0002779631823169598","0.0002779631823169598","0.00009265439410565329","0.00009265439410565329","0.00009265439410565329","0.000027796318231695982","0.000027796318231695982","0.000027796318231695982","0.027796318231695982","0.027796318231695982","0.027796318231695982","0.000009265439410565329","0.000009265439410565329","0.000009265439410565329"
"1340","0.00924814558319545","0.00924814558319545","0.00924814558319545","0.0055488873499172685","0.0055488873499172685","0.0055488873499172685","0.0027744436749586343","0.0027744436749586343","0.0027744436749586343","0.0009248145583195447","0.0009248145583195447","0.0009248145583195447","0.00027744436749586334","0.00027744436749586334","0.00027744436749586334","0.00009248145583195448","0.00009248145583195448","0.00009248145583195448","0.000027744436749586343","0.000027744436749586343","0.000027744436749586343","0.02774443674958634","0.02774443674958634","0.02774443674958634","0.000009248145583195449","0.000009248145583195449","0.000009248145583195449"
"1350","0.009230669076497687","0.009230669076497687","0.009230669076497687","0.005538401445898612","0.005538401445898612","0.005538401445898612","0.002769200722949306","0.002769200722949306","0.002769200722949306","0.0009230669076497688","0.0009230669076497688","0.0009230669076497688","0.0002769200722949306","0.0002769200722949306","0.0002769200722949306","0.00009230669076497688","0.00009230669076497688","0.00009230669076497688","0.000027692007229493058","0.000027692007229493058","0.000027692007229493058","0.02769200722949306","0.02769200722949306","0.02769200722949306","0.000009230669076497688","0.000009230669076497688","0.000009230669076497688"
"1360","0.00921301074225233","0.00921301074225233","0.00921301074225233","0.005527806445351397","0.005527806445351397","0.005527806445351397","0.0027639032226756985","0.0027639032226756985","0.0027639032226756985","0.0009213010742252328","0.0009213010742252328","0.0009213010742252328","0.0002763903222675698","0.0002763903222675698","0.0002763903222675698","0.00009213010742252328","0.00009213010742252328","0.00009213010742252328","0.00002763903222675698","0.00002763903222675698","0.00002763903222675698","0.027639032226756982","0.027639032226756982","0.027639032226756982","0.00000921301074225233","0.00000921301074225233","0.00000921301074225233"
"1370","0.009195171441101668","0.009195171441101668","0.009195171441101668","0.005517102864661001","0.005517102864661001","0.005517102864661001","0.0027585514323305005","0.0027585514323305005","0.0027585514323305005","0.0009195171441101668","0.0009195171441101668","0.0009195171441101668","0.00027585514323304997","0.00027585514323304997","0.00027585514323304997","0.00009195171441101669","0.00009195171441101669","0.00009195171441101669","0.000027585514323305002","0.000027585514323305002","0.000027585514323305002","0.027585514323305003","0.027585514323305003","0.027585514323305003","0.000009195171441101669","0.000009195171441101669","0.000009195171441101669"
"1380","0.009177152042508078","0.009177152042508078","0.009177152042508078","0.0055062912255048465","0.0055062912255048465","0.0055062912255048465","0.0027531456127524233","0.0027531456127524233","0.0027531456127524233","0.0009177152042508078","0.0009177152042508078","0.0009177152042508078","0.00027531456127524224","0.00027531456127524224","0.00027531456127524224","0.00009177152042508078","0.00009177152042508078","0.00009177152042508078","0.00002753145612752423","0.00002753145612752423","0.00002753145612752423","0.027531456127524234","0.027531456127524234","0.027531456127524234","0.000009177152042508079","0.000009177152042508079","0.000009177152042508079"
"1390","0.009158953424711624","0.009158953424711624","0.009158953424711624","0.005495372054826975","0.005495372054826975","0.005495372054826975","0.0027476860274134873","0.0027476860274134873","0.0027476860274134873","0.0009158953424711624","0.0009158953424711624","0.0009158953424711624","0.0002747686027413487","0.0002747686027413487","0.0002747686027413487","0.00009158953424711624","0.00009158953424711624","0.00009158953424711624","0.000027476860274134873","0.000027476860274134873","0.000027476860274134873","0.02747686027413487","0.02747686027413487","0.02747686027413487","0.000009158953424711625","0.000009158953424711625","0.000009158953424711625"
"1400","0.009140576474687266","0.009140576474687266","0.009140576474687266","0.005484345884812359","0.005484345884812359","0.005484345884812359","0.0027421729424061793","0.0027421729424061793","0.0027421729424061793","0.0009140576474687263","0.0009140576474687263","0.0009140576474687263","0.00027421729424061787","0.00027421729424061787","0.00027421729424061787","0.00009140576474687264","0.00009140576474687264","0.00009140576474687264","0.000027421729424061788","0.000027421729424061788","0.000027421729424061788","0.027421729424061788","0.027421729424061788","0.027421729424061788","0.000009140576474687265","0.000009140576474687265","0.000009140576474687265"
"1410","0.009122022088101613","0.009122022088101613","0.009122022088101613","0.005473213252860968","0.005473213252860968","0.005473213252860968","0.002736606626430484","0.002736606626430484","0.002736606626430484","0.0009122022088101613","0.0009122022088101613","0.0009122022088101613","0.00027366066264304835","0.00027366066264304835","0.00027366066264304835","0.00009122022088101614","0.00009122022088101614","0.00009122022088101614","0.000027366066264304836","0.000027366066264304836","0.000027366066264304836","0.02736606626430484","0.02736606626430484","0.02736606626430484","0.000009122022088101613","0.000009122022088101613","0.000009122022088101613"
"1420","0.0091032911692693","0.0091032911692693","0.0091032911692693","0.00546197470156158","0.00546197470156158","0.00546197470156158","0.00273098735078079","0.00273098735078079","0.00273098735078079","0.00091032911692693","0.00091032911692693","0.00091032911692693","0.00027309873507807897","0.00027309873507807897","0.00027309873507807897","0.00009103291169269301","0.00009103291169269301","0.00009103291169269301","0.0000273098735078079","0.0000273098735078079","0.0000273098735078079","0.0273098735078079","0.0273098735078079","0.0273098735078079","0.0000091032911692693","0.0000091032911692693","0.0000091032911692693"
"1430","0.009084384631108885","0.009084384631108885","0.009084384631108885","0.00545063077866533","0.00545063077866533","0.00545063077866533","0.002725315389332665","0.002725315389332665","0.002725315389332665","0.0009084384631108883","0.0009084384631108883","0.0009084384631108883","0.00027253153893326646","0.00027253153893326646","0.00027253153893326646","0.00009084384631108883","0.00009084384631108883","0.00009084384631108883","0.00002725315389332665","0.00002725315389332665","0.00002725315389332665","0.027253153893326647","0.027253153893326647","0.027253153893326647","0.000009084384631108884","0.000009084384631108884","0.000009084384631108884"
"1440","0.00906530339509836","0.00906530339509836","0.00906530339509836","0.005439182037059015","0.005439182037059015","0.005439182037059015","0.0027195910185295073","0.0027195910185295073","0.0027195910185295073","0.0009065303395098358","0.0009065303395098358","0.0009065303395098358","0.00027195910185295066","0.00027195910185295066","0.00027195910185295066","0.00009065303395098359","0.00009065303395098359","0.00009065303395098359","0.000027195910185295073","0.000027195910185295073","0.000027195910185295073","0.027195910185295075","0.027195910185295075","0.027195910185295075","0.000009065303395098358","0.000009065303395098358","0.000009065303395098358"
"1450","0.00904604839123025","0.00904604839123025","0.00904604839123025","0.005427629034738149","0.005427629034738149","0.005427629034738149","0.0027138145173690744","0.0027138145173690744","0.0027138145173690744","0.0009046048391230248","0.0009046048391230248","0.0009046048391230248","0.0002713814517369074","0.0002713814517369074","0.0002713814517369074","0.00009046048391230248","0.00009046048391230248","0.00009046048391230248","0.000027138145173690747","0.000027138145173690747","0.000027138145173690747","0.027138145173690745","0.027138145173690745","0.027138145173690745","0.000009046048391230248","0.000009046048391230248","0.000009046048391230248"
"1460","0.00902662055796628","0.00902662055796628","0.00902662055796628","0.005415972334779768","0.005415972334779768","0.005415972334779768","0.002707986167389884","0.002707986167389884","0.002707986167389884","0.000902662055796628","0.000902662055796628","0.000902662055796628","0.0002707986167389883","0.0002707986167389883","0.0002707986167389883","0.0000902662055796628","0.0000902662055796628","0.0000902662055796628","0.000027079861673898835","0.000027079861673898835","0.000027079861673898835","0.027079861673898836","0.027079861673898836","0.027079861673898836","0.00000902662055796628","0.00000902662055796628","0.00000902662055796628"
"1470","0.009007020842191633","0.009007020842191633","0.009007020842191633","0.00540421250531498","0.00540421250531498","0.00540421250531498","0.00270210625265749","0.00270210625265749","0.00270210625265749","0.0009007020842191634","0.0009007020842191634","0.0009007020842191634","0.000270210625265749","0.000270210625265749","0.000270210625265749","0.00009007020842191635","0.00009007020842191635","0.00009007020842191635","0.0000270210625265749","0.0000270210625265749","0.0000270210625265749","0.0270210625265749","0.0270210625265749","0.0270210625265749","0.000009007020842191636","0.000009007020842191636","0.000009007020842191636"
