"Step","owt-lr0.01 - train/lr","owt-lr0.01 - train/lr__MIN","owt-lr0.01 - train/lr__MAX","owt-lr0.006 - train/lr","owt-lr0.006 - train/lr__MIN","owt-lr0.006 - train/lr__MAX","owt-lr0.003 - train/lr","owt-lr0.003 - train/lr__MIN","owt-lr0.003 - train/lr__MAX","owt-lr0.001 - train/lr","owt-lr0.001 - train/lr__MIN","owt-lr0.001 - train/lr__MAX","owt-lr0.0003 - train/lr","owt-lr0.0003 - train/lr__MIN","owt-lr0.0003 - train/lr__MAX","owt-lr0.0001 - train/lr","owt-lr0.0001 - train/lr__MIN","owt-lr0.0001 - train/lr__MAX","owt-lr3e-05 - train/lr","owt-lr3e-05 - train/lr__MIN","owt-lr3e-05 - train/lr__MAX","owt-lr0.03 - train/lr","owt-lr0.03 - train/lr__MIN","owt-lr0.03 - train/lr__MAX","owt-lr1e-05 - train/lr","owt-lr1e-05 - train/lr__MIN","owt-lr1e-05 - train/lr__MAX"
"240","0.0024","0.0024","0.0024","0.0014399999999999999","0.0014399999999999999","0.0014399999999999999","0.0007199999999999999","0.0007199999999999999","0.0007199999999999999","0.00024","0.00024","0.00024","0.00007199999999999999","0.00007199999999999999","0.00007199999999999999","0.000024","0.000024","0.000024","0.0000072","0.0000072","0.0000072","0.0072","0.0072","0.0072","0.0000024000000000000003","0.0000024000000000000003","0.0000024000000000000003"
"250","0.0025","0.0025","0.0025","0.0015","0.0015","0.0015","0.00075","0.00075","0.00075","0.00025","0.00025","0.00025","0.000075","0.000075","0.000075","0.000025","0.000025","0.000025","0.0000075","0.0000075","0.0000075","0.0075","0.0075","0.0075","0.0000025","0.0000025","0.0000025"
"260","0.0026000000000000003","0.0026000000000000003","0.0026000000000000003","0.0015600000000000002","0.0015600000000000002","0.0015600000000000002","0.0007800000000000001","0.0007800000000000001","0.0007800000000000001","0.00026000000000000003","0.00026000000000000003","0.00026000000000000003","0.000078","0.000078","0.000078","0.000026000000000000002","0.000026000000000000002","0.000026000000000000002","0.0000078","0.0000078","0.0000078","0.0078","0.0078","0.0078","0.0000026","0.0000026","0.0000026"
"270","0.0027","0.0027","0.0027","0.0016200000000000001","0.0016200000000000001","0.0016200000000000001","0.0008100000000000001","0.0008100000000000001","0.0008100000000000001","0.00027","0.00027","0.00027","0.000081","0.000081","0.000081","0.000027000000000000002","0.000027000000000000002","0.000027000000000000002","0.0000081","0.0000081","0.0000081","0.0081","0.0081","0.0081","0.0000027000000000000004","0.0000027000000000000004","0.0000027000000000000004"
"280","0.0028000000000000004","0.0028000000000000004","0.0028000000000000004","0.0016800000000000003","0.0016800000000000003","0.0016800000000000003","0.0008400000000000001","0.0008400000000000001","0.0008400000000000001","0.00028000000000000003","0.00028000000000000003","0.00028000000000000003","0.000084","0.000084","0.000084","0.000028000000000000003","0.000028000000000000003","0.000028000000000000003","0.000008400000000000001","0.000008400000000000001","0.000008400000000000001","0.008400000000000001","0.008400000000000001","0.008400000000000001","0.0000028000000000000003","0.0000028000000000000003","0.0000028000000000000003"
"290","0.0029","0.0029","0.0029","0.00174","0.00174","0.00174","0.00087","0.00087","0.00087","0.00029","0.00029","0.00029","0.00008699999999999999","0.00008699999999999999","0.00008699999999999999","0.000029","0.000029","0.000029","0.0000087","0.0000087","0.0000087","0.0087","0.0087","0.0087","0.0000029","0.0000029","0.0000029"
"300","0.003","0.003","0.003","0.0018","0.0018","0.0018","0.0009","0.0009","0.0009","0.0003","0.0003","0.0003","0.00008999999999999999","0.00008999999999999999","0.00008999999999999999","0.00003","0.00003","0.00003","0.000009","0.000009","0.000009","0.009","0.009","0.009","0.000003","0.000003","0.000003"
"310","0.0031","0.0031","0.0031","0.00186","0.00186","0.00186","0.00093","0.00093","0.00093","0.00031","0.00031","0.00031","0.000093","0.000093","0.000093","0.000031","0.000031","0.000031","0.0000093","0.0000093","0.0000093","0.0093","0.0093","0.0093","0.0000031000000000000004","0.0000031000000000000004","0.0000031000000000000004"
"320","0.0032","0.0032","0.0032","0.00192","0.00192","0.00192","0.00096","0.00096","0.00096","0.00032","0.00032","0.00032","0.00009599999999999999","0.00009599999999999999","0.00009599999999999999","0.000032000000000000005","0.000032000000000000005","0.000032000000000000005","0.000009600000000000001","0.000009600000000000001","0.000009600000000000001","0.0096","0.0096","0.0096","0.0000032000000000000003","0.0000032000000000000003","0.0000032000000000000003"
"330","0.0033000000000000004","0.0033000000000000004","0.0033000000000000004","0.00198","0.00198","0.00198","0.00099","0.00099","0.00099","0.00033","0.00033","0.00033","0.000099","0.000099","0.000099","0.000033","0.000033","0.000033","0.0000099","0.0000099","0.0000099","0.0099","0.0099","0.0099","0.0000033000000000000006","0.0000033000000000000006","0.0000033000000000000006"
"340","0.0034000000000000002","0.0034000000000000002","0.0034000000000000002","0.00204","0.00204","0.00204","0.00102","0.00102","0.00102","0.00034","0.00034","0.00034","0.000102","0.000102","0.000102","0.000034000000000000007","0.000034000000000000007","0.000034000000000000007","0.0000102","0.0000102","0.0000102","0.0102","0.0102","0.0102","0.0000034000000000000005","0.0000034000000000000005","0.0000034000000000000005"
"350","0.0034999999999999996","0.0034999999999999996","0.0034999999999999996","0.0021","0.0021","0.0021","0.00105","0.00105","0.00105","0.00035","0.00035","0.00035","0.00010499999999999999","0.00010499999999999999","0.00010499999999999999","0.000035","0.000035","0.000035","0.0000105","0.0000105","0.0000105","0.010499999999999999","0.010499999999999999","0.010499999999999999","0.0000035","0.0000035","0.0000035"
"360","0.0036","0.0036","0.0036","0.00216","0.00216","0.00216","0.00108","0.00108","0.00108","0.00035999999999999997","0.00035999999999999997","0.00035999999999999997","0.00010799999999999998","0.00010799999999999998","0.00010799999999999998","0.000036","0.000036","0.000036","0.0000108","0.0000108","0.0000108","0.010799999999999999","0.010799999999999999","0.010799999999999999","0.0000036000000000000003","0.0000036000000000000003","0.0000036000000000000003"
"370","0.0037","0.0037","0.0037","0.00222","0.00222","0.00222","0.00111","0.00111","0.00111","0.00037","0.00037","0.00037","0.00011099999999999999","0.00011099999999999999","0.00011099999999999999","0.000037","0.000037","0.000037","0.0000111","0.0000111","0.0000111","0.011099999999999999","0.011099999999999999","0.011099999999999999","0.0000037","0.0000037","0.0000037"
"380","0.0038","0.0038","0.0038","0.00228","0.00228","0.00228","0.00114","0.00114","0.00114","0.00038","0.00038","0.00038","0.00011399999999999999","0.00011399999999999999","0.00011399999999999999","0.000038","0.000038","0.000038","0.000011400000000000001","0.000011400000000000001","0.000011400000000000001","0.0114","0.0114","0.0114","0.0000038000000000000005","0.0000038000000000000005","0.0000038000000000000005"
"390","0.0039000000000000003","0.0039000000000000003","0.0039000000000000003","0.00234","0.00234","0.00234","0.00117","0.00117","0.00117","0.00039000000000000005","0.00039000000000000005","0.00039000000000000005","0.000117","0.000117","0.000117","0.000039000000000000006","0.000039000000000000006","0.000039000000000000006","0.000011700000000000001","0.000011700000000000001","0.000011700000000000001","0.0117","0.0117","0.0117","0.000003900000000000001","0.000003900000000000001","0.000003900000000000001"
"400","0.004","0.004","0.004","0.0024000000000000002","0.0024000000000000002","0.0024000000000000002","0.0012000000000000001","0.0012000000000000001","0.0012000000000000001","0.0004","0.0004","0.0004","0.00011999999999999999","0.00011999999999999999","0.00011999999999999999","0.00004","0.00004","0.00004","0.000012","0.000012","0.000012","0.012","0.012","0.012","0.000004000000000000001","0.000004000000000000001","0.000004000000000000001"
"410","0.0040999999999999995","0.0040999999999999995","0.0040999999999999995","0.00246","0.00246","0.00246","0.00123","0.00123","0.00123","0.00041","0.00041","0.00041","0.00012299999999999998","0.00012299999999999998","0.00012299999999999998","0.000041","0.000041","0.000041","0.000012299999999999999","0.000012299999999999999","0.000012299999999999999","0.012299999999999998","0.012299999999999998","0.012299999999999998","0.0000041","0.0000041","0.0000041"
"420","0.0042","0.0042","0.0042","0.00252","0.00252","0.00252","0.00126","0.00126","0.00126","0.00042","0.00042","0.00042","0.00012599999999999997","0.00012599999999999997","0.00012599999999999997","0.000042","0.000042","0.000042","0.0000126","0.0000126","0.0000126","0.012599999999999998","0.012599999999999998","0.012599999999999998","0.0000042000000000000004","0.0000042000000000000004","0.0000042000000000000004"
"430","0.0043","0.0043","0.0043","0.00258","0.00258","0.00258","0.00129","0.00129","0.00129","0.00043","0.00043","0.00043","0.000129","0.000129","0.000129","0.000043","0.000043","0.000043","0.0000129","0.0000129","0.0000129","0.0129","0.0129","0.0129","0.0000043","0.0000043","0.0000043"
"440","0.0044","0.0044","0.0044","0.00264","0.00264","0.00264","0.00132","0.00132","0.00132","0.00044","0.00044","0.00044","0.00013199999999999998","0.00013199999999999998","0.00013199999999999998","0.000044000000000000006","0.000044000000000000006","0.000044000000000000006","0.0000132","0.0000132","0.0000132","0.0132","0.0132","0.0132","0.0000044","0.0000044","0.0000044"
"450","0.0045000000000000005","0.0045000000000000005","0.0045000000000000005","0.0027","0.0027","0.0027","0.00135","0.00135","0.00135","0.00045000000000000004","0.00045000000000000004","0.00045000000000000004","0.000135","0.000135","0.000135","0.000045","0.000045","0.000045","0.000013500000000000001","0.000013500000000000001","0.000013500000000000001","0.0135","0.0135","0.0135","0.0000045","0.0000045","0.0000045"
"460","0.0046","0.0046","0.0046","0.0027600000000000003","0.0027600000000000003","0.0027600000000000003","0.0013800000000000002","0.0013800000000000002","0.0013800000000000002","0.00046","0.00046","0.00046","0.000138","0.000138","0.000138","0.00004600000000000001","0.00004600000000000001","0.00004600000000000001","0.000013800000000000002","0.000013800000000000002","0.000013800000000000002","0.0138","0.0138","0.0138","0.000004600000000000001","0.000004600000000000001","0.000004600000000000001"
"470","0.0047","0.0047","0.0047","0.00282","0.00282","0.00282","0.00141","0.00141","0.00141","0.00047","0.00047","0.00047","0.00014099999999999998","0.00014099999999999998","0.00014099999999999998","0.000047","0.000047","0.000047","0.000014099999999999999","0.000014099999999999999","0.000014099999999999999","0.014099999999999998","0.014099999999999998","0.014099999999999998","0.0000047","0.0000047","0.0000047"
"480","0.0048","0.0048","0.0048","0.0028799999999999997","0.0028799999999999997","0.0028799999999999997","0.0014399999999999999","0.0014399999999999999","0.0014399999999999999","0.00048","0.00048","0.00048","0.00014399999999999998","0.00014399999999999998","0.00014399999999999998","0.000048","0.000048","0.000048","0.0000144","0.0000144","0.0000144","0.0144","0.0144","0.0144","0.000004800000000000001","0.000004800000000000001","0.000004800000000000001"
"490","0.0049","0.0049","0.0049","0.00294","0.00294","0.00294","0.00147","0.00147","0.00147","0.00049","0.00049","0.00049","0.000147","0.000147","0.000147","0.000049","0.000049","0.000049","0.0000147","0.0000147","0.0000147","0.0147","0.0147","0.0147","0.0000049000000000000005","0.0000049000000000000005","0.0000049000000000000005"
"500","0.005","0.005","0.005","0.003","0.003","0.003","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.00015","0.00015","0.00015","0.00005","0.00005","0.00005","0.000015","0.000015","0.000015","0.015","0.015","0.015","0.000005","0.000005","0.000005"
"510","0.0051","0.0051","0.0051","0.0030600000000000002","0.0030600000000000002","0.0030600000000000002","0.0015300000000000001","0.0015300000000000001","0.0015300000000000001","0.00051","0.00051","0.00051","0.00015299999999999998","0.00015299999999999998","0.00015299999999999998","0.000051000000000000006","0.000051000000000000006","0.000051000000000000006","0.0000153","0.0000153","0.0000153","0.0153","0.0153","0.0153","0.0000051","0.0000051","0.0000051"
"520","0.005200000000000001","0.005200000000000001","0.005200000000000001","0.0031200000000000004","0.0031200000000000004","0.0031200000000000004","0.0015600000000000002","0.0015600000000000002","0.0015600000000000002","0.0005200000000000001","0.0005200000000000001","0.0005200000000000001","0.000156","0.000156","0.000156","0.000052000000000000004","0.000052000000000000004","0.000052000000000000004","0.0000156","0.0000156","0.0000156","0.0156","0.0156","0.0156","0.0000052","0.0000052","0.0000052"
"530","0.0053","0.0053","0.0053","0.00318","0.00318","0.00318","0.00159","0.00159","0.00159","0.0005300000000000001","0.0005300000000000001","0.0005300000000000001","0.000159","0.000159","0.000159","0.00005300000000000001","0.00005300000000000001","0.00005300000000000001","0.0000159","0.0000159","0.0000159","0.0159","0.0159","0.0159","0.000005300000000000001","0.000005300000000000001","0.000005300000000000001"
"540","0.0054","0.0054","0.0054","0.0032400000000000003","0.0032400000000000003","0.0032400000000000003","0.0016200000000000001","0.0016200000000000001","0.0016200000000000001","0.00054","0.00054","0.00054","0.000162","0.000162","0.000162","0.000054000000000000005","0.000054000000000000005","0.000054000000000000005","0.0000162","0.0000162","0.0000162","0.0162","0.0162","0.0162","0.000005400000000000001","0.000005400000000000001","0.000005400000000000001"
"550","0.0055000000000000005","0.0055000000000000005","0.0055000000000000005","0.0033000000000000004","0.0033000000000000004","0.0033000000000000004","0.0016500000000000002","0.0016500000000000002","0.0016500000000000002","0.00055","0.00055","0.00055","0.000165","0.000165","0.000165","0.00005500000000000001","0.00005500000000000001","0.00005500000000000001","0.0000165","0.0000165","0.0000165","0.0165","0.0165","0.0165","0.000005500000000000001","0.000005500000000000001","0.000005500000000000001"
"560","0.005600000000000001","0.005600000000000001","0.005600000000000001","0.0033600000000000006","0.0033600000000000006","0.0033600000000000006","0.0016800000000000003","0.0016800000000000003","0.0016800000000000003","0.0005600000000000001","0.0005600000000000001","0.0005600000000000001","0.000168","0.000168","0.000168","0.000056000000000000006","0.000056000000000000006","0.000056000000000000006","0.000016800000000000002","0.000016800000000000002","0.000016800000000000002","0.016800000000000002","0.016800000000000002","0.016800000000000002","0.000005600000000000001","0.000005600000000000001","0.000005600000000000001"
"570","0.005699999999999999","0.005699999999999999","0.005699999999999999","0.00342","0.00342","0.00342","0.00171","0.00171","0.00171","0.00057","0.00057","0.00057","0.00017099999999999998","0.00017099999999999998","0.00017099999999999998","0.000056999999999999996","0.000056999999999999996","0.000056999999999999996","0.0000171","0.0000171","0.0000171","0.017099999999999997","0.017099999999999997","0.017099999999999997","0.0000057","0.0000057","0.0000057"
"580","0.0058","0.0058","0.0058","0.00348","0.00348","0.00348","0.00174","0.00174","0.00174","0.00058","0.00058","0.00058","0.00017399999999999997","0.00017399999999999997","0.00017399999999999997","0.000058","0.000058","0.000058","0.0000174","0.0000174","0.0000174","0.0174","0.0174","0.0174","0.0000058","0.0000058","0.0000058"
"590","0.0059","0.0059","0.0059","0.0035399999999999997","0.0035399999999999997","0.0035399999999999997","0.0017699999999999999","0.0017699999999999999","0.0017699999999999999","0.00059","0.00059","0.00059","0.00017699999999999997","0.00017699999999999997","0.00017699999999999997","0.000059","0.000059","0.000059","0.0000177","0.0000177","0.0000177","0.017699999999999997","0.017699999999999997","0.017699999999999997","0.0000059","0.0000059","0.0000059"
"600","0.006","0.006","0.006","0.0036","0.0036","0.0036","0.0018","0.0018","0.0018","0.0006","0.0006","0.0006","0.00017999999999999998","0.00017999999999999998","0.00017999999999999998","0.00006","0.00006","0.00006","0.000018","0.000018","0.000018","0.018","0.018","0.018","0.000006","0.000006","0.000006"
"610","0.0061","0.0061","0.0061","0.00366","0.00366","0.00366","0.00183","0.00183","0.00183","0.00061","0.00061","0.00061","0.00018299999999999998","0.00018299999999999998","0.00018299999999999998","0.000061","0.000061","0.000061","0.0000183","0.0000183","0.0000183","0.0183","0.0183","0.0183","0.0000061","0.0000061","0.0000061"
"620","0.0062","0.0062","0.0062","0.00372","0.00372","0.00372","0.00186","0.00186","0.00186","0.00062","0.00062","0.00062","0.000186","0.000186","0.000186","0.000062","0.000062","0.000062","0.0000186","0.0000186","0.0000186","0.0186","0.0186","0.0186","0.000006200000000000001","0.000006200000000000001","0.000006200000000000001"
"630","0.0063","0.0063","0.0063","0.00378","0.00378","0.00378","0.00189","0.00189","0.00189","0.00063","0.00063","0.00063","0.00018899999999999999","0.00018899999999999999","0.00018899999999999999","0.000063","0.000063","0.000063","0.000018900000000000002","0.000018900000000000002","0.000018900000000000002","0.0189","0.0189","0.0189","0.000006300000000000001","0.000006300000000000001","0.000006300000000000001"
"640","0.0064","0.0064","0.0064","0.00384","0.00384","0.00384","0.00192","0.00192","0.00192","0.00064","0.00064","0.00064","0.00019199999999999998","0.00019199999999999998","0.00019199999999999998","0.00006400000000000001","0.00006400000000000001","0.00006400000000000001","0.000019200000000000003","0.000019200000000000003","0.000019200000000000003","0.0192","0.0192","0.0192","0.0000064000000000000006","0.0000064000000000000006","0.0000064000000000000006"
"650","0.006500000000000001","0.006500000000000001","0.006500000000000001","0.0039000000000000003","0.0039000000000000003","0.0039000000000000003","0.0019500000000000001","0.0019500000000000001","0.0019500000000000001","0.0006500000000000001","0.0006500000000000001","0.0006500000000000001","0.000195","0.000195","0.000195","0.00006500000000000001","0.00006500000000000001","0.00006500000000000001","0.0000195","0.0000195","0.0000195","0.0195","0.0195","0.0195","0.0000065000000000000004","0.0000065000000000000004","0.0000065000000000000004"
"660","0.006600000000000001","0.006600000000000001","0.006600000000000001","0.00396","0.00396","0.00396","0.00198","0.00198","0.00198","0.00066","0.00066","0.00066","0.000198","0.000198","0.000198","0.000066","0.000066","0.000066","0.0000198","0.0000198","0.0000198","0.0198","0.0198","0.0198","0.000006600000000000001","0.000006600000000000001","0.000006600000000000001"
