"Step","owt-lr0.01 - train/lr","owt-lr0.01 - train/lr__MIN","owt-lr0.01 - train/lr__MAX","owt-lr0.006 - train/lr","owt-lr0.006 - train/lr__MIN","owt-lr0.006 - train/lr__MAX","owt-lr0.003 - train/lr","owt-lr0.003 - train/lr__MIN","owt-lr0.003 - train/lr__MAX","owt-lr0.001 - train/lr","owt-lr0.001 - train/lr__MIN","owt-lr0.001 - train/lr__MAX","owt-lr0.0003 - train/lr","owt-lr0.0003 - train/lr__MIN","owt-lr0.0003 - train/lr__MAX","owt-lr0.0001 - train/lr","owt-lr0.0001 - train/lr__MIN","owt-lr0.0001 - train/lr__MAX","owt-lr3e-05 - train/lr","owt-lr3e-05 - train/lr__MIN","owt-lr3e-05 - train/lr__MAX","owt-lr0.03 - train/lr","owt-lr0.03 - train/lr__MIN","owt-lr0.03 - train/lr__MAX","owt-lr1e-05 - train/lr","owt-lr1e-05 - train/lr__MIN","owt-lr1e-05 - train/lr__MAX"
"3000","0.008947199994035402","0.008947199994035402","0.008947199994035402","0.0053683199964212405","0.0053683199964212405","0.0053683199964212405","0.0026841599982106203","0.0026841599982106203","0.0026841599982106203","0.00089471999940354","0.00089471999940354","0.00089471999940354","0.00026841599982106197","0.00026841599982106197","0.00026841599982106197","0.00008947199994035401","0.00008947199994035401","0.00008947199994035401","0.000026841599982106203","0.000026841599982106203","0.000026841599982106203","0.0268415999821062","0.0268415999821062","0.0268415999821062","0.000008947199994035402","0.000008947199994035402","0.000008947199994035402"
"3010","0.00893708212885589","0.00893708212885589","0.00893708212885589","0.0053622492773135345","0.0053622492773135345","0.0053622492773135345","0.0026811246386567672","0.0026811246386567672","0.0026811246386567672","0.000893708212885589","0.000893708212885589","0.000893708212885589","0.0002681124638656767","0.0002681124638656767","0.0002681124638656767","0.00008937082128855891","0.00008937082128855891","0.00008937082128855891","0.000026811246386567674","0.000026811246386567674","0.000026811246386567674","0.02681124638656767","0.02681124638656767","0.02681124638656767","0.000008937082128855892","0.000008937082128855892","0.000008937082128855892"
"3020","0.008926922383915317","0.008926922383915317","0.008926922383915317","0.005356153430349189","0.005356153430349189","0.005356153430349189","0.0026780767151745946","0.0026780767151745946","0.0026780767151745946","0.0008926922383915316","0.0008926922383915316","0.0008926922383915316","0.00026780767151745943","0.00026780767151745943","0.00026780767151745943","0.00008926922383915316","0.00008926922383915316","0.00008926922383915316","0.000026780767151745948","0.000026780767151745948","0.000026780767151745948","0.026780767151745946","0.026780767151745946","0.026780767151745946","0.000008926922383915316","0.000008926922383915316","0.000008926922383915316"
"3030","0.008916720883006966","0.008916720883006966","0.008916720883006966","0.005350032529804178","0.005350032529804178","0.005350032529804178","0.002675016264902089","0.002675016264902089","0.002675016264902089","0.0008916720883006963","0.0008916720883006963","0.0008916720883006963","0.00026750162649020884","0.00026750162649020884","0.00026750162649020884","0.00008916720883006963","0.00008916720883006963","0.00008916720883006963","0.000026750162649020886","0.000026750162649020886","0.000026750162649020886","0.026750162649020887","0.026750162649020887","0.026750162649020887","0.000008916720883006964","0.000008916720883006964","0.000008916720883006964"
"3040","0.008906477750432906","0.008906477750432906","0.008906477750432906","0.005343886650259743","0.005343886650259743","0.005343886650259743","0.0026719433251298714","0.0026719433251298714","0.0026719433251298714","0.0008906477750432905","0.0008906477750432905","0.0008906477750432905","0.0002671943325129871","0.0002671943325129871","0.0002671943325129871","0.00008906477750432904","0.00008906477750432904","0.00008906477750432904","0.000026719433251298708","0.000026719433251298708","0.000026719433251298708","0.026719433251298712","0.026719433251298712","0.026719433251298712","0.000008906477750432904","0.000008906477750432904","0.000008906477750432904"
"3050","0.008896193111002475","0.008896193111002475","0.008896193111002475","0.005337715866601485","0.005337715866601485","0.005337715866601485","0.0026688579333007424","0.0026688579333007424","0.0026688579333007424","0.0008896193111002475","0.0008896193111002475","0.0008896193111002475","0.0002668857933300742","0.0002668857933300742","0.0002668857933300742","0.00008896193111002475","0.00008896193111002475","0.00008896193111002475","0.000026688579333007422","0.000026688579333007422","0.000026688579333007422","0.026688579333007424","0.026688579333007424","0.026688579333007424","0.000008896193111002476","0.000008896193111002476","0.000008896193111002476"
"3060","0.00888586709003076","0.00888586709003076","0.00888586709003076","0.005331520254018456","0.005331520254018456","0.005331520254018456","0.002665760127009228","0.002665760127009228","0.002665760127009228","0.000888586709003076","0.000888586709003076","0.000888586709003076","0.00026657601270092276","0.00026657601270092276","0.00026657601270092276","0.00008885867090030761","0.00008885867090030761","0.00008885867090030761","0.00002665760127009228","0.00002665760127009228","0.00002665760127009228","0.026657601270092278","0.026657601270092278","0.026657601270092278","0.00000888586709003076","0.00000888586709003076","0.00000888586709003076"
"3070","0.00887549981333707","0.00887549981333707","0.00887549981333707","0.005325299888002241","0.005325299888002241","0.005325299888002241","0.0026626499440011203","0.0026626499440011203","0.0026626499440011203","0.0008875499813337069","0.0008875499813337069","0.0008875499813337069","0.000266264994400112","0.000266264994400112","0.000266264994400112","0.00008875499813337069","0.00008875499813337069","0.00008875499813337069","0.000026626499440011204","0.000026626499440011204","0.000026626499440011204","0.026626499440011202","0.026626499440011202","0.026626499440011202","0.00000887549981333707","0.00000887549981333707","0.00000887549981333707"
"3080","0.008865091407243394","0.008865091407243394","0.008865091407243394","0.005319054844346037","0.005319054844346037","0.005319054844346037","0.0026595274221730184","0.0026595274221730184","0.0026595274221730184","0.0008865091407243394","0.0008865091407243394","0.0008865091407243394","0.0002659527422173018","0.0002659527422173018","0.0002659527422173018","0.00008865091407243394","0.00008865091407243394","0.00008865091407243394","0.00002659527422173018","0.00002659527422173018","0.00002659527422173018","0.02659527422173018","0.02659527422173018","0.02659527422173018","0.000008865091407243395","0.000008865091407243395","0.000008865091407243395"
"3090","0.00885464199857288","0.00885464199857288","0.00885464199857288","0.005312785199143728","0.005312785199143728","0.005312785199143728","0.002656392599571864","0.002656392599571864","0.002656392599571864","0.000885464199857288","0.000885464199857288","0.000885464199857288","0.00026563925995718633","0.00026563925995718633","0.00026563925995718633","0.0000885464199857288","0.0000885464199857288","0.0000885464199857288","0.000026563925995718637","0.000026563925995718637","0.000026563925995718637","0.026563925995718638","0.026563925995718638","0.026563925995718638","0.00000885464199857288","0.00000885464199857288","0.00000885464199857288"
"3100","0.008844151714648276","0.008844151714648276","0.008844151714648276","0.005306491028788964","0.005306491028788964","0.005306491028788964","0.002653245514394482","0.002653245514394482","0.002653245514394482","0.0008844151714648274","0.0008844151714648274","0.0008844151714648274","0.0002653245514394482","0.0002653245514394482","0.0002653245514394482","0.00008844151714648274","0.00008844151714648274","0.00008844151714648274","0.00002653245514394482","0.00002653245514394482","0.00002653245514394482","0.02653245514394482","0.02653245514394482","0.02653245514394482","0.000008844151714648274","0.000008844151714648274","0.000008844151714648274"
"3110","0.008833620683290376","0.008833620683290376","0.008833620683290376","0.005300172409974225","0.005300172409974225","0.005300172409974225","0.0026500862049871126","0.0026500862049871126","0.0026500862049871126","0.0008833620683290375","0.0008833620683290375","0.0008833620683290375","0.0002650086204987112","0.0002650086204987112","0.0002650086204987112","0.00008833620683290375","0.00008833620683290375","0.00008833620683290375","0.000026500862049871123","0.000026500862049871123","0.000026500862049871123","0.026500862049871125","0.026500862049871125","0.026500862049871125","0.000008833620683290375","0.000008833620683290375","0.000008833620683290375"
"3120","0.008823049032816478","0.008823049032816478","0.008823049032816478","0.005293829419689887","0.005293829419689887","0.005293829419689887","0.0026469147098449435","0.0026469147098449435","0.0026469147098449435","0.0008823049032816478","0.0008823049032816478","0.0008823049032816478","0.0002646914709844943","0.0002646914709844943","0.0002646914709844943","0.00008823049032816479","0.00008823049032816479","0.00008823049032816479","0.000026469147098449436","0.000026469147098449436","0.000026469147098449436","0.026469147098449435","0.026469147098449435","0.026469147098449435","0.00000882304903281648","0.00000882304903281648","0.00000882304903281648"
"3130","0.008812436892038807","0.008812436892038807","0.008812436892038807","0.005287462135223284","0.005287462135223284","0.005287462135223284","0.002643731067611642","0.002643731067611642","0.002643731067611642","0.0008812436892038806","0.0008812436892038806","0.0008812436892038806","0.0002643731067611641","0.0002643731067611641","0.0002643731067611641","0.00008812436892038805","0.00008812436892038805","0.00008812436892038805","0.000026437310676116416","0.000026437310676116416","0.000026437310676116416","0.026437310676116415","0.026437310676116415","0.026437310676116415","0.000008812436892038807","0.000008812436892038807","0.000008812436892038807"
"3140","0.008801784390262943","0.008801784390262943","0.008801784390262943","0.005281070634157766","0.005281070634157766","0.005281070634157766","0.002640535317078883","0.002640535317078883","0.002640535317078883","0.0008801784390262943","0.0008801784390262943","0.0008801784390262943","0.0002640535317078882","0.0002640535317078882","0.0002640535317078882","0.00008801784390262944","0.00008801784390262944","0.00008801784390262944","0.000026405353170788826","0.000026405353170788826","0.000026405353170788826","0.026405353170788827","0.026405353170788827","0.026405353170788827","0.000008801784390262943","0.000008801784390262943","0.000008801784390262943"
"3150","0.008791091657286268","0.008791091657286268","0.008791091657286268","0.00527465499437176","0.00527465499437176","0.00527465499437176","0.00263732749718588","0.00263732749718588","0.00263732749718588","0.0008791091657286268","0.0008791091657286268","0.0008791091657286268","0.00026373274971858797","0.00026373274971858797","0.00026373274971858797","0.00008791091657286267","0.00008791091657286267","0.00008791091657286267","0.0000263732749718588","0.0000263732749718588","0.0000263732749718588","0.0263732749718588","0.0263732749718588","0.0263732749718588","0.000008791091657286268","0.000008791091657286268","0.000008791091657286268"
"3160","0.008780358823396353","0.008780358823396353","0.008780358823396353","0.005268215294037811","0.005268215294037811","0.005268215294037811","0.0026341076470189056","0.0026341076470189056","0.0026341076470189056","0.0008780358823396353","0.0008780358823396353","0.0008780358823396353","0.0002634107647018905","0.0002634107647018905","0.0002634107647018905","0.00008780358823396352","0.00008780358823396352","0.00008780358823396352","0.000026341076470189058","0.000026341076470189058","0.000026341076470189058","0.026341076470189056","0.026341076470189056","0.026341076470189056","0.000008780358823396352","0.000008780358823396352","0.000008780358823396352"
"3170","0.008769586019369393","0.008769586019369393","0.008769586019369393","0.0052617516116216356","0.0052617516116216356","0.0052617516116216356","0.0026308758058108178","0.0026308758058108178","0.0026308758058108178","0.0008769586019369392","0.0008769586019369392","0.0008769586019369392","0.0002630875805810817","0.0002630875805810817","0.0002630875805810817","0.00008769586019369392","0.00008769586019369392","0.00008769586019369392","0.000026308758058108174","0.000026308758058108174","0.000026308758058108174","0.026308758058108173","0.026308758058108173","0.026308758058108173","0.000008769586019369392","0.000008769586019369392","0.000008769586019369392"
"3180","0.008758773376468606","0.008758773376468606","0.008758773376468606","0.005255264025881163","0.005255264025881163","0.005255264025881163","0.0026276320129405813","0.0026276320129405813","0.0026276320129405813","0.0008758773376468605","0.0008758773376468605","0.0008758773376468605","0.0002627632012940581","0.0002627632012940581","0.0002627632012940581","0.00008758773376468606","0.00008758773376468606","0.00008758773376468606","0.00002627632012940581","0.00002627632012940581","0.00002627632012940581","0.02627632012940581","0.02627632012940581","0.02627632012940581","0.000008758773376468606","0.000008758773376468606","0.000008758773376468606"
"3190","0.008747921026442632","0.008747921026442632","0.008747921026442632","0.005248752615865578","0.005248752615865578","0.005248752615865578","0.002624376307932789","0.002624376307932789","0.002624376307932789","0.000874792102644263","0.000874792102644263","0.000874792102644263","0.00026243763079327885","0.00026243763079327885","0.00026243763079327885","0.0000874792102644263","0.0000874792102644263","0.0000874792102644263","0.000026243763079327888","0.000026243763079327888","0.000026243763079327888","0.026243763079327888","0.026243763079327888","0.026243763079327888","0.000008747921026442631","0.000008747921026442631","0.000008747921026442631"
"3200","0.008737029101523932","0.008737029101523932","0.008737029101523932","0.005242217460914358","0.005242217460914358","0.005242217460914358","0.002621108730457179","0.002621108730457179","0.002621108730457179","0.000873702910152393","0.000873702910152393","0.000873702910152393","0.00026211087304571783","0.00026211087304571783","0.00026211087304571783","0.0000873702910152393","0.0000873702910152393","0.0000873702910152393","0.000026211087304571786","0.000026211087304571786","0.000026211087304571786","0.02621108730457179","0.02621108730457179","0.02621108730457179","0.000008737029101523931","0.000008737029101523931","0.000008737029101523931"
"3210","0.008726097734427174","0.008726097734427174","0.008726097734427174","0.005235658640656304","0.005235658640656304","0.005235658640656304","0.002617829320328152","0.002617829320328152","0.002617829320328152","0.0008726097734427173","0.0008726097734427173","0.0008726097734427173","0.00026178293203281514","0.00026178293203281514","0.00026178293203281514","0.00008726097734427173","0.00008726097734427173","0.00008726097734427173","0.000026178293203281518","0.000026178293203281518","0.000026178293203281518","0.026178293203281515","0.026178293203281515","0.026178293203281515","0.000008726097734427174","0.000008726097734427174","0.000008726097734427174"
"3220","0.008715127058347616","0.008715127058347616","0.008715127058347616","0.005229076235008569","0.005229076235008569","0.005229076235008569","0.0026145381175042845","0.0026145381175042845","0.0026145381175042845","0.0008715127058347616","0.0008715127058347616","0.0008715127058347616","0.0002614538117504284","0.0002614538117504284","0.0002614538117504284","0.00008715127058347615","0.00008715127058347615","0.00008715127058347615","0.000026145381175042845","0.000026145381175042845","0.000026145381175042845","0.026145381175042844","0.026145381175042844","0.026145381175042844","0.000008715127058347617","0.000008715127058347617","0.000008715127058347617"
"3230","0.008704117206959485","0.008704117206959485","0.008704117206959485","0.0052224703241756905","0.0052224703241756905","0.0052224703241756905","0.0026112351620878453","0.0026112351620878453","0.0026112351620878453","0.0008704117206959485","0.0008704117206959485","0.0008704117206959485","0.0002611235162087845","0.0002611235162087845","0.0002611235162087845","0.00008704117206959486","0.00008704117206959486","0.00008704117206959486","0.000026112351620878454","0.000026112351620878454","0.000026112351620878454","0.026112351620878452","0.026112351620878452","0.026112351620878452","0.000008704117206959485","0.000008704117206959485","0.000008704117206959485"
"3240","0.008693068314414345","0.008693068314414345","0.008693068314414345","0.005215840988648607","0.005215840988648607","0.005215840988648607","0.0026079204943243034","0.0026079204943243034","0.0026079204943243034","0.0008693068314414344","0.0008693068314414344","0.0008693068314414344","0.0002607920494324303","0.0002607920494324303","0.0002607920494324303","0.00008693068314414345","0.00008693068314414345","0.00008693068314414345","0.000026079204943243032","0.000026079204943243032","0.000026079204943243032","0.02607920494324303","0.02607920494324303","0.02607920494324303","0.000008693068314414345","0.000008693068314414345","0.000008693068314414345"
"3250","0.008681980515339464","0.008681980515339464","0.008681980515339464","0.005209188309203678","0.005209188309203678","0.005209188309203678","0.002604594154601839","0.002604594154601839","0.002604594154601839","0.0008681980515339464","0.0008681980515339464","0.0008681980515339464","0.00026045941546018383","0.00026045941546018383","0.00026045941546018383","0.00008681980515339464","0.00008681980515339464","0.00008681980515339464","0.00002604594154601839","0.00002604594154601839","0.00002604594154601839","0.02604594154601839","0.02604594154601839","0.02604594154601839","0.000008681980515339464","0.000008681980515339464","0.000008681980515339464"
"3260","0.008670853944836177","0.008670853944836177","0.008670853944836177","0.0052025123669017055","0.0052025123669017055","0.0052025123669017055","0.0026012561834508527","0.0026012561834508527","0.0026012561834508527","0.0008670853944836176","0.0008670853944836176","0.0008670853944836176","0.00026012561834508525","0.00026012561834508525","0.00026012561834508525","0.00008670853944836176","0.00008670853944836176","0.00008670853944836176","0.00002601256183450853","0.00002601256183450853","0.00002601256183450853","0.02601256183450853","0.02601256183450853","0.02601256183450853","0.000008670853944836177","0.000008670853944836177","0.000008670853944836177"
"3270","0.008659688738478232","0.008659688738478232","0.008659688738478232","0.005195813243086939","0.005195813243086939","0.005195813243086939","0.0025979066215434696","0.0025979066215434696","0.0025979066215434696","0.0008659688738478231","0.0008659688738478231","0.0008659688738478231","0.0002597906621543469","0.0002597906621543469","0.0002597906621543469","0.00008659688738478232","0.00008659688738478232","0.00008659688738478232","0.000025979066215434696","0.000025979066215434696","0.000025979066215434696","0.025979066215434693","0.025979066215434693","0.025979066215434693","0.000008659688738478231","0.000008659688738478231","0.000008659688738478231"
"3280","0.008648485032310145","0.008648485032310145","0.008648485032310145","0.005189091019386086","0.005189091019386086","0.005189091019386086","0.002594545509693043","0.002594545509693043","0.002594545509693043","0.0008648485032310145","0.0008648485032310145","0.0008648485032310145","0.00025945455096930425","0.00025945455096930425","0.00025945455096930425","0.00008648485032310145","0.00008648485032310145","0.00008648485032310145","0.000025945455096930433","0.000025945455096930433","0.000025945455096930433","0.02594545509693043","0.02594545509693043","0.02594545509693043","0.000008648485032310146","0.000008648485032310146","0.000008648485032310146"
"3290","0.008637242962845543","0.008637242962845543","0.008637242962845543","0.005182345777707324","0.005182345777707324","0.005182345777707324","0.002591172888853662","0.002591172888853662","0.002591172888853662","0.0008637242962845541","0.0008637242962845541","0.0008637242962845541","0.00025911728888536616","0.00025911728888536616","0.00025911728888536616","0.00008637242962845542","0.00008637242962845542","0.00008637242962845542","0.00002591172888853662","0.00002591172888853662","0.00002591172888853662","0.02591172888853662","0.02591172888853662","0.02591172888853662","0.000008637242962845542","0.000008637242962845542","0.000008637242962845542"
"3300","0.008625962667065489","0.008625962667065489","0.008625962667065489","0.005175577600239293","0.005175577600239293","0.005175577600239293","0.0025877888001196465","0.0025877888001196465","0.0025877888001196465","0.0008625962667065488","0.0008625962667065488","0.0008625962667065488","0.0002587788800119646","0.0002587788800119646","0.0002587788800119646","0.00008625962667065488","0.00008625962667065488","0.00008625962667065488","0.000025877888001196463","0.000025877888001196463","0.000025877888001196463","0.02587788800119646","0.02587788800119646","0.02587788800119646","0.000008625962667065488","0.000008625962667065488","0.000008625962667065488"
"3310","0.008614644282416832","0.008614644282416832","0.008614644282416832","0.005168786569450099","0.005168786569450099","0.005168786569450099","0.0025843932847250495","0.0025843932847250495","0.0025843932847250495","0.0008614644282416832","0.0008614644282416832","0.0008614644282416832","0.0002584393284725049","0.0002584393284725049","0.0002584393284725049","0.00008614644282416831","0.00008614644282416831","0.00008614644282416831","0.00002584393284725049","0.00002584393284725049","0.00002584393284725049","0.025843932847250492","0.025843932847250492","0.025843932847250492","0.000008614644282416832","0.000008614644282416832","0.000008614644282416832"
"3320","0.008603287946810515","0.008603287946810515","0.008603287946810515","0.005161972768086309","0.005161972768086309","0.005161972768086309","0.0025809863840431544","0.0025809863840431544","0.0025809863840431544","0.0008603287946810515","0.0008603287946810515","0.0008603287946810515","0.00025809863840431537","0.00025809863840431537","0.00025809863840431537","0.00008603287946810515","0.00008603287946810515","0.00008603287946810515","0.000025809863840431542","0.000025809863840431542","0.000025809863840431542","0.025809863840431543","0.025809863840431543","0.025809863840431543","0.000008603287946810515","0.000008603287946810515","0.000008603287946810515"
"3330","0.008591893798619904","0.008591893798619904","0.008591893798619904","0.005155136279171942","0.005155136279171942","0.005155136279171942","0.002577568139585971","0.002577568139585971","0.002577568139585971","0.0008591893798619904","0.0008591893798619904","0.0008591893798619904","0.0002577568139585971","0.0002577568139585971","0.0002577568139585971","0.00008591893798619903","0.00008591893798619903","0.00008591893798619903","0.00002577568139585971","0.00002577568139585971","0.00002577568139585971","0.025775681395859708","0.025775681395859708","0.025775681395859708","0.000008591893798619904","0.000008591893798619904","0.000008591893798619904"
"3340","0.0085804619766791","0.0085804619766791","0.0085804619766791","0.00514827718600746","0.00514827718600746","0.00514827718600746","0.00257413859300373","0.00257413859300373","0.00257413859300373","0.0008580461976679099","0.0008580461976679099","0.0008580461976679099","0.0002574138593003729","0.0002574138593003729","0.0002574138593003729","0.000085804619766791","0.000085804619766791","0.000085804619766791","0.0000257413859300373","0.0000257413859300373","0.0000257413859300373","0.025741385930037296","0.025741385930037296","0.025741385930037296","0.000008580461976679099","0.000008580461976679099","0.000008580461976679099"
"3350","0.008568992620281244","0.008568992620281244","0.008568992620281244","0.005141395572168746","0.005141395572168746","0.005141395572168746","0.002570697786084373","0.002570697786084373","0.002570697786084373","0.0008568992620281244","0.0008568992620281244","0.0008568992620281244","0.00025706977860843723","0.00025706977860843723","0.00025706977860843723","0.00008568992620281244","0.00008568992620281244","0.00008568992620281244","0.00002570697786084373","0.00002570697786084373","0.00002570697786084373","0.02570697786084373","0.02570697786084373","0.02570697786084373","0.000008568992620281243","0.000008568992620281243","0.000008568992620281243"
"3360","0.008557485869176824","0.008557485869176824","0.008557485869176824","0.005134491521506095","0.005134491521506095","0.005134491521506095","0.0025672457607530475","0.0025672457607530475","0.0025672457607530475","0.0008557485869176825","0.0008557485869176825","0.0008557485869176825","0.0002567245760753047","0.0002567245760753047","0.0002567245760753047","0.00008557485869176825","0.00008557485869176825","0.00008557485869176825","0.000025672457607530476","0.000025672457607530476","0.000025672457607530476","0.025672457607530473","0.025672457607530473","0.025672457607530473","0.000008557485869176826","0.000008557485869176826","0.000008557485869176826"
"3370","0.008545941863571974","0.008545941863571974","0.008545941863571974","0.005127565118143184","0.005127565118143184","0.005127565118143184","0.002563782559071592","0.002563782559071592","0.002563782559071592","0.0008545941863571973","0.0008545941863571973","0.0008545941863571973","0.00025637825590715916","0.00025637825590715916","0.00025637825590715916","0.00008545941863571974","0.00008545941863571974","0.00008545941863571974","0.00002563782559071592","0.00002563782559071592","0.00002563782559071592","0.02563782559071592","0.02563782559071592","0.02563782559071592","0.000008545941863571973","0.000008545941863571973","0.000008545941863571973"
"3380","0.008534360744126755","0.008534360744126755","0.008534360744126755","0.005120616446476053","0.005120616446476053","0.005120616446476053","0.0025603082232380264","0.0025603082232380264","0.0025603082232380264","0.0008534360744126755","0.0008534360744126755","0.0008534360744126755","0.0002560308223238026","0.0002560308223238026","0.0002560308223238026","0.00008534360744126755","0.00008534360744126755","0.00008534360744126755","0.000025603082232380267","0.000025603082232380267","0.000025603082232380267","0.025603082232380264","0.025603082232380264","0.025603082232380264","0.000008534360744126755","0.000008534360744126755","0.000008534360744126755"
"3390","0.008522742651953456","0.008522742651953456","0.008522742651953456","0.005113645591172074","0.005113645591172074","0.005113645591172074","0.002556822795586037","0.002556822795586037","0.002556822795586037","0.0008522742651953457","0.0008522742651953457","0.0008522742651953457","0.0002556822795586036","0.0002556822795586036","0.0002556822795586036","0.00008522742651953456","0.00008522742651953456","0.00008522742651953456","0.000025568227955860368","0.000025568227955860368","0.000025568227955860368","0.02556822795586037","0.02556822795586037","0.02556822795586037","0.000008522742651953457","0.000008522742651953457","0.000008522742651953457"
"3400","0.008511087728614863","0.008511087728614863","0.008511087728614863","0.005106652637168917","0.005106652637168917","0.005106652637168917","0.0025533263185844586","0.0025533263185844586","0.0025533263185844586","0.0008511087728614862","0.0008511087728614862","0.0008511087728614862","0.0002553326318584458","0.0002553326318584458","0.0002553326318584458","0.00008511087728614862","0.00008511087728614862","0.00008511087728614862","0.000025533263185844586","0.000025533263185844586","0.000025533263185844586","0.025533263185844587","0.025533263185844587","0.025533263185844587","0.000008511087728614863","0.000008511087728614863","0.000008511087728614863"
"3410","0.008499396116122536","0.008499396116122536","0.008499396116122536","0.005099637669673521","0.005099637669673521","0.005099637669673521","0.0025498188348367606","0.0025498188348367606","0.0025498188348367606","0.0008499396116122536","0.0008499396116122536","0.0008499396116122536","0.000254981883483676","0.000254981883483676","0.000254981883483676","0.00008499396116122536","0.00008499396116122536","0.00008499396116122536","0.00002549818834836761","0.00002549818834836761","0.00002549818834836761","0.025498188348367607","0.025498188348367607","0.025498188348367607","0.000008499396116122536","0.000008499396116122536","0.000008499396116122536"
"3420","0.008487667956935088","0.008487667956935088","0.008487667956935088","0.005092600774161052","0.005092600774161052","0.005092600774161052","0.002546300387080526","0.002546300387080526","0.002546300387080526","0.0008487667956935087","0.0008487667956935087","0.0008487667956935087","0.00025463003870805254","0.00025463003870805254","0.00025463003870805254","0.00008487667956935087","0.00008487667956935087","0.00008487667956935087","0.000025463003870805264","0.000025463003870805264","0.000025463003870805264","0.02546300387080526","0.02546300387080526","0.02546300387080526","0.000008487667956935087","0.000008487667956935087","0.000008487667956935087"
"3430","0.008475903393956433","0.008475903393956433","0.008475903393956433","0.00508554203637386","0.00508554203637386","0.00508554203637386","0.00254277101818693","0.00254277101818693","0.00254277101818693","0.0008475903393956434","0.0008475903393956434","0.0008475903393956434","0.0002542771018186929","0.0002542771018186929","0.0002542771018186929","0.00008475903393956434","0.00008475903393956434","0.00008475903393956434","0.000025427710181869298","0.000025427710181869298","0.000025427710181869298","0.0254277101818693","0.0254277101818693","0.0254277101818693","0.000008475903393956434","0.000008475903393956434","0.000008475903393956434"
"3440","0.008464102570534062","0.008464102570534062","0.008464102570534062","0.005078461542320437","0.005078461542320437","0.005078461542320437","0.0025392307711602185","0.0025392307711602185","0.0025392307711602185","0.0008464102570534061","0.0008464102570534061","0.0008464102570534061","0.00025392307711602177","0.00025392307711602177","0.00025392307711602177","0.00008464102570534063","0.00008464102570534063","0.00008464102570534063","0.00002539230771160218","0.00002539230771160218","0.00002539230771160218","0.025392307711602183","0.025392307711602183","0.025392307711602183","0.000008464102570534063","0.000008464102570534063","0.000008464102570534063"
"3450","0.008452265630457284","0.008452265630457284","0.008452265630457284","0.005071359378274369","0.005071359378274369","0.005071359378274369","0.0025356796891371847","0.0025356796891371847","0.0025356796891371847","0.0008452265630457283","0.0008452265630457283","0.0008452265630457283","0.00025356796891371847","0.00025356796891371847","0.00025356796891371847","0.00008452265630457284","0.00008452265630457284","0.00008452265630457284","0.000025356796891371846","0.000025356796891371846","0.000025356796891371846","0.02535679689137185","0.02535679689137185","0.02535679689137185","0.000008452265630457283","0.000008452265630457283","0.000008452265630457283"
"3460","0.008440392717955476","0.008440392717955476","0.008440392717955476","0.005064235630773285","0.005064235630773285","0.005064235630773285","0.0025321178153866427","0.0025321178153866427","0.0025321178153866427","0.0008440392717955475","0.0008440392717955475","0.0008440392717955475","0.00025321178153866423","0.00025321178153866423","0.00025321178153866423","0.00008440392717955476","0.00008440392717955476","0.00008440392717955476","0.000025321178153866426","0.000025321178153866426","0.000025321178153866426","0.025321178153866423","0.025321178153866423","0.025321178153866423","0.000008440392717955476","0.000008440392717955476","0.000008440392717955476"
"3470","0.00842848397769633","0.00842848397769633","0.00842848397769633","0.005057090386617797","0.005057090386617797","0.005057090386617797","0.0025285451933088985","0.0025285451933088985","0.0025285451933088985","0.0008428483977696329","0.0008428483977696329","0.0008428483977696329","0.0002528545193308898","0.0002528545193308898","0.0002528545193308898","0.0000842848397769633","0.0000842848397769633","0.0000842848397769633","0.000025285451933088987","0.000025285451933088987","0.000025285451933088987","0.025285451933088985","0.025285451933088985","0.025285451933088985","0.000008428483977696328","0.000008428483977696328","0.000008428483977696328"
"3480","0.00841653955478409","0.00841653955478409","0.00841653955478409","0.005049923732870453","0.005049923732870453","0.005049923732870453","0.0025249618664352266","0.0025249618664352266","0.0025249618664352266","0.0008416539554784089","0.0008416539554784089","0.0008416539554784089","0.00025249618664352263","0.00025249618664352263","0.00025249618664352263","0.00008416539554784089","0.00008416539554784089","0.00008416539554784089","0.000025249618664352266","0.000025249618664352266","0.000025249618664352266","0.025249618664352266","0.025249618664352266","0.025249618664352266","0.00000841653955478409","0.00000841653955478409","0.00000841653955478409"
"3490","0.008404559594757778","0.008404559594757778","0.008404559594757778","0.005042735756854667","0.005042735756854667","0.005042735756854667","0.0025213678784273335","0.0025213678784273335","0.0025213678784273335","0.0008404559594757778","0.0008404559594757778","0.0008404559594757778","0.0002521367878427333","0.0002521367878427333","0.0002521367878427333","0.00008404559594757778","0.00008404559594757778","0.00008404559594757778","0.000025213678784273334","0.000025213678784273334","0.000025213678784273334","0.025213678784273334","0.025213678784273334","0.025213678784273334","0.000008404559594757777","0.000008404559594757777","0.000008404559594757777"
"3500","0.008392544243589428","0.008392544243589428","0.008392544243589428","0.005035526546153656","0.005035526546153656","0.005035526546153656","0.002517763273076828","0.002517763273076828","0.002517763273076828","0.0008392544243589427","0.0008392544243589427","0.0008392544243589427","0.00025177632730768274","0.00025177632730768274","0.00025177632730768274","0.00008392544243589427","0.00008392544243589427","0.00008392544243589427","0.00002517763273076828","0.00002517763273076828","0.00002517763273076828","0.025177632730768278","0.025177632730768278","0.025177632730768278","0.000008392544243589427","0.000008392544243589427","0.000008392544243589427"
